Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
LIVV,https://www.crunchbase.com/organization/livv-00f5,"Health Care, Medical, PropTech, Wellness","San Diego, California, United States","LIVV is a health and wellness clinic that provides IV hydration therapy, ozone therapy, and peptide therapy.","387,001","Greater San Diego Area, West Coast, Western US",$1M to $10M,Active,2016-01-01,year,,,,,For Profit,https://livvnatural.com,,"Health Care, Real Estate",1,Dr. Jason Phan,11-50,,,,,,,,,,,,,Private,,,,,,
AUL,https://www.crunchbase.com/organization/aul,Insurance,"Napa, California, United States",AUL is the premier service contract administrator,"387,001","San Francisco Bay Area, West Coast, Western US",$1M to $10M,Active,1990-01-01,year,2022-03-21,day,,,For Profit,http://www.aulcorp.com/,"AUL is the premier service contract administrator in America. They believe the way to achieve this is by providing the highest level of service in the industry AUL service contracts give you a wide range of options. So you can cover as much as you need for as long as you need. A wide variety of choices is just one more reason AUL is the choice for dealers, agents and car owners everywhere.",Financial Services,,,101-250,,M&A,,,,,,,,,,,Private,,,,,,
INVESTORS CAPITAL HOLDINGS,https://www.crunchbase.com/organization/investors-capital-holdings,"Finance, Financial Services","Lynnfield, Massachusetts, United States",Investors Capital Corporation (ICC) is the dually-registered independent Broker/Dealer and Investment Advisory firm.,"387,003","Greater Boston Area, East Coast, New England",$10M to $50M,Closed,1992-01-01,year,2001-02-08,day,2014-07-11,day,For Profit,http://www.investorscapital.com/,"Investors Capital Corporation (ICC) is the dually-registered independent Broker/Dealer and Investment Advisory firm of Investors Capital Holdings, Ltd. (NYSE MKT: ICH).",Financial Services,,,51-100,,M&A,,,,,,,,,,,Delisted,2001-02-08,2014-07-11,day,ICH,https://www.crunchbase.com/ipo/investors-capital-holdings-ipo--14d86248,NYSEAMERICAN - NYSE American
Company Wrench,https://www.crunchbase.com/organization/company-wrench,"Construction, Industrial, Manufacturing, Rental","Carroll, Ohio, United States",Company Wrench is a manufacturer and seller of construction equipment.,"387,004","Great Lakes, Midwestern US",$100M to $500M,Active,1999-01-01,year,,,,,For Profit,https://www.companywrench.com,"Company Wrench provides construction equipment rental services. They offer fabrication and assembly. They serve recycling, scrap, waste, and utility industries.","Commerce and Shopping, Manufacturing, Real Estate",1,Brad Hutchinson,101-250,,,,,,,,,,,,,Private,,,,,,
Hype Well,https://www.crunchbase.com/organization/hype-well,"Advertising, Consulting, Graphic Design, Social Media Management, Social Media Marketing, Web Design, Web Development","Santa Ana, California, United States","Hype Well executes, manages, and optimizes customer's all social media and online marketing efforts.","387,004","Greater Los Angeles Area, West Coast, Western US",Less than $1M,Active,2013-09-01,day,,,,,For Profit,http://www.hypewell.com,"Hype Well executes, manages, and optimizes customer's all social media and online marketing efforts. Hype Well is an industry-leading digital marketing agency that executes, manages, and optimizes all of a business’ social media and online marketing efforts. With a proven track record of success, thousands of clients have expanded their businesses with Hype Well's strategies.","Advertising, Design, Internet Services, Professional Services, Sales and Marketing, Software",1,Calvin Tran,51-100,,,,,,,,,,,,,Private,,,,,,
Pacific Wholesale Mortgage,https://www.crunchbase.com/organization/pacific-wholesale-mortgage,"Advice, Consulting, Finance, Lending","Sacramento, California, United States",Pacific Wholesale Mortgage is a lending firm that provides loan and mortgage services for residential properties.,"387,006","West Coast, Western US",$1M to $10M,Active,,,,,,,For Profit,https://pacwm.com/,,"Financial Services, Media and Entertainment, Professional Services",2,"Doug Ross, Robert Do",51-100,,,,,,,,,,,,,Private,,,,,,
Record Retrieval Solutions,https://www.crunchbase.com/organization/record-retrieval-solutions,"Electronic Health Record (EHR), Legal, Medical","Orange Park, Florida, United States",Record Retrieval Solutions specializes in medical record retrieval solutions.,"387,008","East Coast, Southern US",$1M to $10M,Active,2014-01-01,year,,,,,For Profit,https://www.recordrs.com,,"Health Care, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
Jubilant Radiopharma,https://www.crunchbase.com/organization/jubilant-radiopharma-8042,"Manufacturing, Medical, Pharmaceutical","Yardley, Pennsylvania, United States",Jubilant Radiopharma is a pharmaceutical manufacturing company.,"387,011","Greater Philadelphia Area, Great Lakes, Northeastern US",,Active,2019-01-01,month,,,,,For Profit,https://www.jubilantradiopharma.com,"Jubilant Radiopharma is a research and drug development company that manufactures nuclear medicine. They develop, manufacture, commercialize, and distribute nuclear medicine for diagnostic and therapeutic agents.","Health Care, Manufacturing",,,1001-5000,,,,,,,,,,,,,Private,,,,,,
Jigsaw Health,https://www.crunchbase.com/organization/jigsaw-health,"Apparel, Fitness, Health Care, Wellness","Scottsdale, Arizona, United States",Jigsaw Health produces and supplies science-based nutritional and dietary supplement products with apparel and accessories.,"387,012","Greater Phoenix Area, Western US",Less than $1M,Active,2005-04-19,day,,,,,For Profit,https://www.jigsawhealth.com,,"Clothing and Apparel, Health Care, Sports",2,"Pat Sullivan, Patrick Sullivan Jr.",11-50,,,,,,,,,,,,,Private,,,,,,
Target Research Group,https://www.crunchbase.com/organization/target-research-group,"B2B, Market Research, Professional Services","Nanuet, New York, United States","Target Research is a global,full service market research company delivering insights to our clients for over 30 years.","387,013","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,1986-01-01,day,,,,,For Profit,https://targetresearchgroup.com/,"Target Research is a global,full service market research company delivering insights to our clients for over 30 years.","Data and Analytics, Design, Other",,,11-50,,,,,,,,,,,,1,Private,,,,,,
