Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Unyte,https://www.crunchbase.com/organization/unyte,"Home Services, Internet, Real Estate","Lehi, Utah, United States","Unyte is the first automated platform for connecting home services including TV, Internet, Home Security, Pest Control, and Phone.","463,000",Western US,,Active,,,2021-08-04,day,,,For Profit,https://unytehomes.com/,"Unyte offers the industry’s first automated platform for connecting home services including TV, Internet, Home Security, Pest Control, and Phone. Unyte works with builders, real estate agents, mortgage agents, and property management groups offering a free service for their new homeowners in the connecting and scheduling of essential home services prior to move-in.","Internet Services, Real Estate",,,,,M&A,,,,,,,,,,,Private,,,,,,
CyberPolicy,https://www.crunchbase.com/organization/cyberpolicy,"Cyber Security, FinTech, Information Technology, Security","San Francisco, California, United States",Protect Your Business With CyberPolicy — Your Trusted Advisor for Cyber Insurance.,"463,000","San Francisco Bay Area, West Coast, Western US",$10M to $50M,Active,2016-01-01,year,,,,,For Profit,https://cyberpolicy.com,"CyberPolicy is your Trusted Advisor for Cyber Insurance. With curated choice and competitive rates from leading insurance carriers, They are committed to helping you find the right cyber coverage to protect your business against cyber attacks. From creating a Cyber Plan, selecting cybersecurity tools, to purchasing the right policy, their team of licensed Advisors are here to offer objective advice and all the help you need. CyberPolicy, Inc is a wholly owned subsidiary of CoverHound, Inc. CyberPolicy is distributed by CoverHound, Inc. acting as a Managing General Agency (MGA). Founded in 2010, CoverHound is a San Francisco-based insuretech company backed by Chubb (formerly the ACE Group), one of the largest global insurance companies, American Family Ventures, RRE Ventures, Blumberg Capital and others. CoverHound delivers online platforms for comparing and purchasing P&C insurance, built to deliver fast, accurate and actionable rates from leading US carriers.","Financial Services, Information Technology, Privacy and Security",1,Keith Moore,101-250,,,,,,,,,,,,,Private,,,,,,
Woodlands Senior Living,https://www.crunchbase.com/organization/woodlands-senior-living,"Elder Care, Health Care, Personal Health, Residential","Waterville, Maine, United States",Woodlands Senior Living provides personalized compassionate care to seniors.,"463,002","East Coast, New England, Northeastern US",$10M to $50M,Active,1980-01-01,year,,,,,For Profit,https://www.woodlandsmaine.com/,"Woodlands Senior Living is not some faceless corporation. They are a Maine-based, family-owned-and-operated organization that provides the people of Maine a trusted partner in assisted living and memory care. Woodlands Senior Living started in 1980 with a 39-resident boarding home in Hallowell, Maine. The organization has since grown to include 15 communities in eight locations throughout the state which care for more than 500 residents. They are diligent in employing a team of specially trained and carefully selected staff–many of whom have been with them for years–who respect residents for the unique individuals they are. All communities are intentionally designed and impeccably maintained with residents’ comfort and safety directing every decision. As an organization, they have devoted their life’s work to caring for residents as they would care for their own families.","Health Care, Real Estate",,,101-250,,,,,,,,,,,,,Private,,,,,,
Puff Media,https://www.crunchbase.com/organization/puff-media,Advertising,"Brooklyn, New York, United States",Puff Media is a brand-going full-link service provider.,"463,003","Greater New York Area, East Coast, Northeastern US",,Active,2020-05-01,month,,,,,For Profit,https://www.puffmedia.co/,,"Advertising, Sales and Marketing",,,,,,,,,,,,,,,,Private,,,,,,
Everi,https://www.crunchbase.com/organization/everi,,"San Francisco, California, United States",Everi is a no b.s. network for professionals & teams to express what they do and how they feel,"463,004","San Francisco Bay Area, West Coast, Western US",,Active,2020-09-23,day,,,,,For Profit,https://everi.one,"Everi is your community of happy professionals. With Everi, you can find Happy Workplaces, Grow your career & Share what you enjoy working on. Everi brings authenticity into conversations, transparency into workplaces and new ways to discover opportunities. We help students and professionals learn about teams and make informed decisions when choosing to join them.",,2,"Achal Prabhakar, Rustam Hashimov",1-10,,,,,,,,,,,,1,Private,,,,,,
Tin-Mar,https://www.crunchbase.com/organization/tin-mar,"Commercial, Industrial, Machinery Manufacturing, Manufacturing","Huntsville, Alabama, United States","Tin-Mar is a manufacturing firm that provides machining, sheet metal fabrication, and tooling for the government and commercial industries.","463,005",Southern US,$1M to $10M,Active,1992-01-01,year,,,,,For Profit,https://tinmar.com,,"Manufacturing, Other",,,11-50,,,,,,,,,,,,,Private,,,,,,
ValuBond,https://www.crunchbase.com/organization/valubond,"Financial Services, FinTech, Internet, Trading Platform","Atlanta, Georgia, United States","ValuBond is a leader in providing fixed income technology to streamline trading processes, increase efficiency, automate workflows.","463,009","Greater Atlanta Area, East Coast, Southern US",,Active,1999-01-01,year,,,,,For Profit,http://www.valubond.com/,"ValuBond gives brokerages and advisors a comprehensive fixed-income solution for their clients. Through Their Trading Products, online platforms for traders and brokers, and Bond Express Private Label, Their fully integrated private label solution for internal or public website use, firms can access a secondary marketplace, new issues, news, commentary and tools. ValuBond's partners, including dozens of securities firms, provide extensive inventory and access to millions of online and offline retail customers.","Financial Services, Internet Services, Lending and Investments",,,11-50,2,Early Stage Venture,25000000,USD,25000000,25000000,USD,25000000,"Zions Bancorporation, FTVentures, Wasatch Ventures, Alliance Technology Ventures",2,4,1,Private,,,,,,
McREL International,https://www.crunchbase.com/organization/mcrel-international,"Consulting, Education","Denver, Colorado, United States","McREL is a non-profit, non-partisan education research and development organization.","463,010","Greater Denver Area, Western US",$10M to $50M,Active,1966-01-01,year,,,,,Non-profit,http://www.mcrel.org/,"McREL is a non-profit, non-partisan education research and development organization that since 1966 has turned knowledge about what works in education into practical, effective guidance and training for teachers and education leaders across the U.S. and around the world. Their expert researchers and evaluators go beyond just data collection, collaborating with clients to develop clear theories of action, logic models, and study designs that are tailored to their exact needs and budgets, and generating insightful, practical analysis that can drive improvement decisions. Their consultants, who are experienced educators and leaders themselves, skillfully blend research-based strategies with best practices gleaned from their work with thousands of schools, translating information into knowledge, knowledge into action, and action into results for clients. They help their clients identify the root causes of challenges in their systems, and, just as importantly, find, leverage, and scale up their existing bright spots to make an even bigger difference for more students. Using a collaborative, partnership-oriented approach, they’ll help you design and implement strategic and tactical solutions for improvement and capacity building, creating a clear path to reach your goals.","Education, Professional Services",,,51-100,,,,,,,,,,,,,Private,,,,,,
Palomar Insurance Corporation,https://www.crunchbase.com/organization/palomar-insurance-corporation,"Agriculture, Financial Services, Health Care, Transportation","Montgomery, Alabama, United States","Palomar Insurance Corporation is an insurance company providing cosmetic surgery, transportation, and agricultural insurance services.","463,014",Southern US,$1M to $10M,Active,1954-01-01,day,,,,,For Profit,http://palomarins.com,,"Agriculture and Farming, Financial Services, Health Care, Transportation",,,101-250,,,,,,,,,,,,,Private,,,,,,
Worldres,https://www.crunchbase.com/organization/worldres,"B2B, E-Commerce, Resorts, Travel","Scottsdale, Arizona, United States",WorldRes is a portal for online bookings for accommodation worldwide. Its mission is to simplify the process of online accommodation,"463,015","Greater Phoenix Area, Western US",$10M to $50M,Closed,1995-01-01,year,2005-03-09,day,,none,For Profit,http://www.worldres.com,WorldRes is a portal for online bookings for accommodation worldwide.  Its mission is to simplify the process of online accommodation reservations so you can book quality accommodation at competitive rates without paying exorbitant booking fees. WorldRes was acquired by World Reservations International (WRI) in 2005.,"Commerce and Shopping, Other, Travel and Tourism",,,51-100,1,M&A,7000000,USD,7000000,7000000,USD,7000000,,,,,Private,,,,,,
