Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Twachtmann Industries,https://www.crunchbase.com/organization/twachtmann-industries,"Machinery Manufacturing, Manufacturing, Mechanical Engineering","Placentia, California, United States",Twachtmann Industries is a precision CNC machining manufacturer.,"1,846,000","Greater Los Angeles Area, West Coast, Western US",Less than $1M,Active,2006-01-01,year,,,,,For Profit,http://twachtmann.com,"Twachtmann Industries manufactures machines with tight tolerances. They serve the aerospace, automotive, oil and gas, military, and commercial industries, among others. They provide services such as CAD or CAM, program management, inspection, and prototypes.","Manufacturing, Science and Engineering",,,1-10,,,,,,,,,,,,,Private,,,,,,
Nature for Water,https://www.crunchbase.com/organization/nature-for-water,"Environmental Consulting, Natural Resources, Non Profit","Arlington, Virginia, United States","Nature for Water coordinates public, private and civil society for land and water conservation.","1,846,002","Washington DC Metro Area, East Coast, Southern US",,Active,1952-01-01,year,,,,,Non-profit,https://nature4water.org,"Nature for Water works together with local champions to develop best-in-class watershed investment programs that deliver outcomes for people and nature. Nature for Water is committed to mainstreaming nature-based Solutions in the water sector by sharing project learnings, processes, and tools. Outputs are made available via our Portfolio page and knowledge management partners. Nature for Water was established in 1952 in Arlington, Virginia.","Natural Resources, Other, Professional Services, Social Impact, Sustainability",,,11-50,1,,,,,,USD,,LGT Venture Philanthropy,,1,,Private,,,,,,
Southmoor Pediatric Dentistry,https://www.crunchbase.com/organization/southmoor-pediatric-dentistry,"Dental, Health Care, Medical, Personal Health","Denver, Colorado, United States","Southmoor Pediatric Dentistry provides teeth cleanings, crowns, and restorative treatment services.","1,846,004","Greater Denver Area, Western US",$1M to $10M,Active,,,,,,,For Profit,https://southmoorkids.com,"Southmoor Pediatric Dentistry provides dental care services. They provide dental care, teeth cleanings, and restorative treatments, tailored specifically for infants, children, teens, and young adults. They provide inquiries through phone calls.",Health Care,,,1-10,,,,,,,,,,,,,Private,,,,,,
Dallas Contemporary,https://www.crunchbase.com/organization/dallas-contemporary,"Art, Museums and Historical Sites, Retail","Dallas, Texas, United States",Dallas Contemporary engages its audience by presenting challenging ideas.,"1,846,007","Dallas/Fort Worth Metroplex, Southern US",,Active,1978-01-01,year,,,,,Non-profit,http://www.dallascontemporary.org,"Dallas Contemporary is committed to providing a seamless experience for all of its displaying appropriate permits are available at their main entrance, adjacent to the museum’s entrance ramp to take personal photography and video in the galleries take care not to touch any artwork by remaining two feet away at all time food and drink are not permitted in museum galleries.","Commerce and Shopping, Media and Entertainment, Travel and Tourism",,,1-10,,,,,,,,,,,,,Private,,,,,,
Kansas City Home Medical Supply,https://www.crunchbase.com/organization/kansas-city-home-medical-supply,Medical,"Independence, Missouri, United States",Kansas City Home Medical Supply is a retail supply store that provides home medical supplies.,"1,846,021",Midwestern US,$1M to $10M,Active,2005-01-01,year,,,,,For Profit,https://www.kchomemed.com,"Kansas City Home Medical Supply is a retail supply store that provides home medical supplies such as bathroom safety equipment, CPAP supplies, wheelchairs, and more to residents of Independence, MO, and surrounding areas.",Health Care,,,,,,,,,,,,,,,,Private,,,,,,
LA Ideas,https://www.crunchbase.com/organization/la-ideas,"Information Technology, Mobile Apps, Software, Web Apps, Web Development","West Hollywood, California, United States",LA Ideas is a digital studio combining expertise in technologies & design to create interactive solutions for the changing online universe.,"1,846,022","Greater Los Angeles Area, West Coast, Western US",$1M to $10M,Active,,,,,,,For Profit,https://la-ideas.com/,,"Apps, Information Technology, Mobile, Software",1,Mark Shoolery,1-10,,,,,,,,,,,,,Private,,,,,,
TBW Advisors,https://www.crunchbase.com/organization/tbw-advisors,"Analytics, Data Visualization","Henderson, Nevada, United States","TBW Advisors is analytics platform provides services to end-user technical executives, consultants, venture capital firms.","1,846,027",Western US,Less than $1M,Active,,,,,,,For Profit,https://tbwadvisors.com/,,"Data and Analytics, Design, Information Technology, Software",,,1-10,,,,,,,,,,,,,Private,,,,,,
AiNow Technologies,https://www.crunchbase.com/organization/ainow-technologies,"Consulting, Software, Web Apps","Dallas, Texas, United States","AiNow Technologies is a consulting firm that provides wireless deployment, custom application development, and troubleshooting services.","1,846,028","Dallas/Fort Worth Metroplex, Southern US",$1M to $10M,Active,2006-01-01,year,,,,,For Profit,https://ainowtechnologies.com,,"Apps, Professional Services, Software",,,11-50,,,,,,,,,,,,,Private,,,,,,
Hypeline Media,https://www.crunchbase.com/organization/hypeline-media,"Advertising, Information Services, Music, Web Design","Mission Viejo, California, United States","Hypeline is a LosAngeles based music featuring new albums, concert reviews, artist news, giveaways, live coverage of music, concert tickets.","1,846,031","Greater Los Angeles Area, West Coast, Western US",Less than $1M,Active,2011-04-01,day,,,,,For Profit,http://hypelinemedia.com,"hypeline media is a full-service online media company, which basically means, it’s morphing into a true hybrid of part publisher, part ad agency. Whether it’s branding, performance marketing, every how starts with asking why. Then we match our skills to your goals to deliver the results you’re looking for, handling the media sales for over 140 high-traffic quality websites, mobile apps and mobile sites in select vertical markets. hypeline media is a one-stop shop for online advertisers & agencies looking to build brand awareness through high impact ad units and rich media across targeted content categories. We assist in developing media and creative strategies, execute these plans with volume media buys, and traffic campaign delivery utilizing our advanced ad-serving technology. hypeline media then delivers results, usually above and beyond advertiser expectations. As an ad rep firm (rather than an ad network) we then interpret these results to make each subsequent buy more effective. In addition, we specialize in developing customized marketing solutions for direct-response advertisers.","Advertising, Design, Information Technology, Media and Entertainment, Music and Audio, Sales and Marketing",,,1-10,,,,,,,,,,,,,Private,,,,,,
All New Again,https://www.crunchbase.com/organization/all-new-again,"Construction, Electronics","Everett, Washington, United States","All New Again offers restoration, electrical, HVAC, and abatement services, certified by the IICRC.","1,846,032","Greater Seattle Area, West Coast, Western US",$1M to $10M,Active,1987-01-01,year,,,,,For Profit,https://www.allnewagain.com,,"Consumer Electronics, Hardware, Real Estate",,,51-100,,,,,,,,,,,,,Private,,,,,,
Redwater Eye Care,https://www.crunchbase.com/organization/redwater-eye-care,"Eyewear, Health Care, Hospital","Belle Fourche, South Dakota, United States","Redwater Eye Care offers eye exams, contact lenses, and LASIK services.","1,846,033",Midwestern US,$1M to $10M,Active,,,,,,,For Profit,https://www.redwatereyecare.com,"Redwater Eye Care provides comprehensive vision care services. Their services include routine eye exams, diabetic eye exams, conducting glaucoma testing, and more. They provide a variety of different types of contact lenses that include rigid gas-permeable (RGP), daily-wear soft, extended-wear, extended-wear disposable, and planned replacement products.","Consumer Goods, Health Care",,,1-10,,,,,,,,,,,,,Private,,,,,,
Ayoopa,https://www.crunchbase.com/organization/ayoopa-inc,"Marketplace, Outdoors, Rental, Travel","Houston, Texas, United States",Ayoopa is an online rental marketplace for travel and outdoor gear.,"1,846,034","Greater Houston Area, Southern US",$1M to $10M,Active,2013-01-01,year,,,,,For Profit,http://www.ayoopa.com/,"Ayoopa is an online rental marketplace for travel and outdoor gear. Renting through Ayoopa saves time and money by providing one place to find, compare and reserve high quality rental items. Ayoopa only partners with reputable rental businesses to provide the best gear and experience for any vacation or outdoor excursions.","Commerce and Shopping, Sports, Travel and Tourism",3,"Robert Maglalang, Ryan Cojoe, Wayne Lopez",1-10,,,,,,,,,,,,,Private,,,,,,
Equilibrium Services,https://www.crunchbase.com/organization/equilibrium-services,"Consulting, Financial Services, Human Resources, Risk Management","San Francisco, California, United States","Equilibrium Services provides financial advisory, risk assessment, and human resource services.","1,846,040","San Francisco Bay Area, West Coast, Western US",$1M to $10M,Active,2011-01-01,year,,,,,For Profit,https://www.equilibriumservices.net,"Equilibrium Services specializes in small and mid-market companies, where they can collaborate closely with your leadership and employees. Their skills are transferable to any field. They provide financial controls, thoughtful risk assessments, comprehensive lender and investor reporting, clear recommendations, and robust governance and compliance practices.","Administrative Services, Financial Services, Professional Services",,,1-10,,,,,,,,,,,,,Private,,,,,,
France Law Firm,https://www.crunchbase.com/organization/france-law-firm,"Consulting, Legal, Professional Services","Tallahassee, Florida, United States","France Law Firm offers estate planning, wills, trusts, probate, federal income tax planning, and business formation services.","1,846,041","East Coast, Southern US",$1M to $10M,Active,,,,,,,For Profit,https://www.francelawfirm.com,,"Other, Professional Services",,,,,,,,,,,,,,,,Private,,,,,,
Capitol Ford,https://www.crunchbase.com/organization/capitol-ford,"Automotive, Finance, Retail","Santa Fe, New Mexico, United States","Capitol Ford Lincoln is a car dealership that offers new and used car sales, spare parts, repair services, and finance solutions.","1,846,043",Western US,$10M to $50M,Active,,,,,,,For Profit,https://www.capitolfordsantafe.com,,"Commerce and Shopping, Financial Services, Transportation",,,51-100,,,,,,,,,,,,,Private,,,,,,
Silverback Networks,https://www.crunchbase.com/organization/silverback-networks,"Cloud Computing, Cloud Security, Information Technology, Technical Support","San Francisco, California, United States",Silverback Networks specializes in computer support services for small and medium businesses.,"1,846,045","San Francisco Bay Area, West Coast, Western US",Less than $1M,Active,,,,,,,For Profit,https://www.sback.com/,,"Information Technology, Internet Services, Other, Privacy and Security, Software",,,,,,,,,,,,,,,,Private,,,,,,
Medisys USA,https://www.crunchbase.com/organization/medisys-usa,"Health Diagnostics, Medical Device, Wholesale","Winter Park, Florida, United States","Medisys USA is a distributor of biological products, diagnostics and medical devices.","1,846,056","East Coast, Southern US",$1M to $10M,Active,2017-01-01,year,,,,,For Profit,https://medisysusa.com,,"Commerce and Shopping, Health Care",,,11-50,,,,,,,,,,,,,Private,,,,,,
All Day All Night Bail Bonds,https://www.crunchbase.com/organization/all-day-all-night-bail-bonds,"Consulting, Law Enforcement, Legal","Denver, Colorado, United States",All Day All Night Bail Bonds offers bail bonding services to its clients.,"1,846,057","Greater Denver Area, Western US",Less than $1M,Active,1996-01-01,year,,,,,For Profit,https://www.atbail.com,All Day All Night Bail Bonds is the leading bail bonds service in the greater Denver metro area. All Day All Night Bail Bonds has two decades of experience helping jailed individuals properly post the required bond so they can secure their release as quickly as possible.,"Government and Military, Privacy and Security, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
Granbury Care Center,https://www.crunchbase.com/organization/granbury-care-center,"Health Care, Nursing and Residential Care, Wellness","Granbury, Texas, United States","Granbury Care Center provides nursing restorative programs, respite care, ​and memory care services.","1,846,058","Dallas/Fort Worth Metroplex, Southern US",,Active,,,,,,,For Profit,https://granburycarecenter.com,"Granbury Care Center offers nursing home care services. They provide short-term and long-term care, including rehab-to-home, wound care, surgery recovery, cardiac related illnesses, diabetes management, podiatry, hospice, nutritional services, laundry, housekeeping, medication management, and transportation services.",Health Care,,,51-100,,,,,,,,,,,,,Private,,,,,,
DataSolutionsCorp,https://www.crunchbase.com/organization/datasolutionscorp,"Health Care, Hospital, Information Services, Medical","Stuarts Draft, Virginia, United States","DataSolutionsCorp provides data capture, cycle count program, comparative analysis, pharmacy, and related medical inventory services.","1,846,066","East Coast, Southern US",,Active,2005-01-01,year,,,,,For Profit,https://www.datasolutionscorpdsc.com/,,"Health Care, Information Technology",1,Jim Jones,11-50,,,,,,,,,,,,,Private,,,,,,
Gth Design Techniques,https://www.crunchbase.com/organization/gth-design-techniques,"Architecture, Interior Design, Marine Transportation","Poulsbo, Washington, United States","Gth Design Techniques is an interior design firm that offers architecture, lighting and furnishings for the marine industry and fine yachts.","1,846,067","Greater Seattle Area, West Coast, Western US",Less than $1M,Active,1986-01-01,year,,,,,For Profit,https://www.gthdesign.com/,,"Design, Real Estate, Transportation",,,1-10,,,,,,,,,,,,,Private,,,,,,
Page One Systems,https://www.crunchbase.com/organization/page-one-systems,"Consulting, Developer APIs, Software, Training","Alpharetta, Georgia, United States","Page One Systems offers software development, training, consulting services, and a range of APIs for system integration.","1,846,071","Greater Atlanta Area, East Coast, Southern US",$1M to $10M,Active,2011-01-01,year,,,,,For Profit,https://pageonesystems.com,"Page One Systems is a company that specializes in software development, training, and consulting. The company offers a wide range of APIs for integration with their systems, providing a secure route to their full suite of services. They also have a product called 'Requirement Zapper' which aids in scanning and selecting resumes during times of high applicant volume for various jobs. In addition, Page One Systems is involved in project planning and execution, including significant projects like the relocation of main transmitting stations.","Education, Professional Services, Software",,,1-10,,,,,,,,,,,,,Private,,,,,,
NHSSF,https://www.crunchbase.com/organization/neighborhood-housing-services-of-south-florida,"Communities, Financial Services, Lending, Non Profit, Property Development","Miami, Florida, United States","NHSSF provides homeownership counseling, lending, housing development, financial capability, and community outreach services.","1,846,073","Greater Miami Area, East Coast, Southern US",Less than $1M,Active,1978-01-01,year,,,,,Non-profit,https://nhssf.org/,,"Community and Lifestyle, Financial Services, Other, Real Estate, Social Impact",,,11-50,,,,,,,,,,,,,Private,,,,,,
Supreme Staffing Group,https://www.crunchbase.com/organization/supreme-staffing-group,"Human Resources, Recruiting, Staffing Agency","Brooklyn, New York, United States","Supreme Staffing Group is a human resource firm that offers recruitment services to C-suite executives in finance, IT, and software fields.","1,846,080","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,2020-01-01,year,,,,,For Profit,https://supremestaffinggroup.com/,,"Administrative Services, Professional Services",1,Sol Jacobs,1-10,,,,,,,,,,,,,Private,,,,,,
CeiBiz,https://www.crunchbase.com/organization/ceibiz,"Apps, Consulting, CRM, Information Technology, Software","Sterling, Virginia, United States",CeiBiz Inc. offers Salesforce consulting and digital transformation services for government and business.,"1,846,082","Washington DC Metro Area, East Coast, Southern US",$1M to $10M,Active,2009-01-01,year,,,,,For Profit,http://ceibiz.com,,"Apps, Information Technology, Professional Services, Sales and Marketing, Software",,,1-10,,,,,,,,,,,,,Private,,,,,,
Domi Station,https://www.crunchbase.com/organization/domi-ventures,"Coworking, Incubators, Non Profit","Tallahassee, Florida, United States",Domi Station is an incubator and coworking space for startups.,"1,846,083","East Coast, Southern US",,Active,2013-01-01,year,,,,,,http://www.domistation.com/,"Domi Station develops and builds sustainable businesses by providing education, mentoring, resources, capital, a collaborative working environment, and business services that enable growth entrepreneurs to do that.","Financial Services, Lending and Investments, Other, Real Estate, Social Impact",1,John Vecchio,1-10,,,,,,,,,,,,,Private,,,,,,
Respondesign,https://www.crunchbase.com/organization/respondesign-c76b,"Business Development, Grocery, Software","Portland, Oregon, United States",ResponDesign is a software development company that focused on games.,"1,846,084","West Coast, Western US",Less than $1M,Active,2003-01-01,year,,,,,For Profit,https://respondesign.com,"ResponDesign, is a software development company that focused on ""Games That Are Good For You."" around Phineas's idea to create a virtual personal trainer for video game consoles.","Food and Beverage, Professional Services, Software",,,1-10,,,,,,,,,,,,,Private,,,,,,
Pouches,https://www.crunchbase.com/organization/pouches,"Made to Order, Packaging Services, Plastics and Rubber Manufacturing","Ontario, California, United States",Pouches provides contract packaging services.,"1,846,090","Greater Los Angeles Area, Inland Empire, West Coast",Less than $1M,Active,1969-01-01,year,,,,,For Profit,https://pouchesinc.com,"Pouches provide different forms of secondary packaging for their products. With pouches, they can use any secondary packaging like cartons, bags, wrapping, labeling, etc. They also offer services for warehousing and drop shipments. Rigid packaging offers a container. Each container offers multiple quantities of wipes. This is economical for all types of wipes packaging.","Administrative Services, Commerce and Shopping, Manufacturing",,,1-10,,,,,,,,,,,,,Private,,,,,,
Silver Springs Care Center,https://www.crunchbase.com/organization/silver-springs-care-center,"Health Care, Medical, Wellness","Meriden, Connecticut, United States","Silver Springs Care Center is a healthcare firm that offers management, operating and consulting services to nursing facilities.","1,846,091","East Coast, New England, Northeastern US",,Active,2001-01-01,year,,,,,For Profit,https://www.silverspringscare.com,,Health Care,,,1001-5000,,,,,,,,,,,,,Private,,,,,,
The Crag,https://www.crunchbase.com/organization/the-crag,"Outdoors, Sports","Nashville, Tennessee, United States","The Crag offers climbing instruction, youth climbing, camps, and an outdoor program.","1,846,092",Southern US,$1M to $10M,Active,2008-01-01,year,,,,,For Profit,https://iloverockclimbing.com,"The Crag provides climbing instruction, youth climbing, camps, an outdoor program, and a programme called warriors way. Their youth climbing programmes include wee rock, elementary climbing league, the middle school climbing league, the high school climbing league, the climbing league, youth league FAQs, the recreational climbing team, and climbing clubs. They partner with Warriors Way to help climbers with the fear of falling and commitment.",Sports,1,Newton Dominey,11-50,,,,,,,,,,,,,Private,,,,,,
R R Fabrication,https://www.crunchbase.com/organization/r-r-fabrication,"Automotive, E-Commerce, Sales","Whittier, California, United States",R R Fabrication is an e-commerce web portal that caters to weldings and fabricated products.,"1,846,095","Greater Los Angeles Area, West Coast, Western US",$10M to $50M,Active,2005-01-01,year,,,,,For Profit,https://rrprecision.company.site,,"Commerce and Shopping, Sales and Marketing, Transportation",,,11-50,,,,,,,,,,,,,Private,,,,,,
