Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Synergy Technology Advisors,https://www.crunchbase.com/organization/synergy-technology-advisors,"Advice, Consulting, Cyber Security, Information Technology","Elm Grove, Wisconsin, United States",Synergy Technology Advisors is a technology advisory and IT services company serving small and medium-sized businesses.,"1,944,001","Great Lakes, Midwestern US",$1M to $10M,Active,2006-01-01,year,,,,,For Profit,https://synergy-ta.com,"Synergy Technology Advisors provides technology consulting, cyber security, cloud computing and digital transformation. They offer voice, data, security, phone systems, carrier, surveillance, fiber, redundancy, cisco, and office 365. They address inquiries through messages and emails.","Information Technology, Media and Entertainment, Privacy and Security, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
BOS Media Group,https://www.crunchbase.com/organization/bos-media-group,"Advertising, Digital Marketing, Graphic Design, Web Design","Orange, California, United States","BOS Media Group is a digital marketing company that provides graphic design, website design, and website maintenance services.","1,944,002","Greater Los Angeles Area, West Coast, Western US",,Active,2013-01-01,year,,,,,For Profit,https://bosmediagroup.com,,"Advertising, Design, Sales and Marketing",1,Hanju Lee,1-10,,,,,,,,,,,,,Private,,,,,,
Epic Real Estate,https://www.crunchbase.com/organization/epic-real-estate-acba,"Education, Real Estate, Real Estate Investment, Training","Los Angeles, California, United States",Epic Real Estate is a real estate education firm that specializes in providing education about real estate investment.,"1,944,004","Greater Los Angeles Area, West Coast, Western US",$1M to $10M,Active,2008-01-01,year,,,,,For Profit,https://epicrealestate.com/,,"Education, Financial Services, Real Estate",,,1-10,,,,,,,,,,,,,Private,,,,,,
Affiliated Clinical Research,https://www.crunchbase.com/organization/affiliated-clinical-research,"Health Care, Hospital, Medical, Pharmaceutical","Las Vegas, Nevada, United States",Affiliated Clinical Research provides investigational medication under physician supervision.,"1,944,010",Western US,,Active,,,,,,,For Profit,https://lvresearch.com,"Affiliated Clinical Research provided investigational medication under physician and other research professional supervision. They are overseen by an ethics committee or an institutional review board (IRB) that prioritizes participant safety, welfare, and rights.",Health Care,,,1-10,,,,,,,,,,,,,Private,,,,,,
Charlotte Insurance Agency,https://www.crunchbase.com/organization/charlotte-insurance-agency,"Auto Insurance, Commercial Insurance, Financial Services, Insurance","Port Charlotte, Florida, United States",Charlotte Insurance Agency provides personal and commercial insurance services.,"1,944,012","East Coast, Southern US",$1M to $10M,Active,1901-01-01,year,,,,,For Profit,https://www.charlotteinsurance.net,"Charlotte Insurance Agency's commitment, responsibility, and personal relationships with its clients. They provide a variety of insurance companies, enabling the agency to tailor your insurance to meet your specific needs at the best price possible.",Financial Services,,,1-10,,,,,,,,,,,,,Private,,,,,,
Market Dimensions,https://www.crunchbase.com/organization/market-dimensions,"Human Resources, Information Technology","Rockford, Illinois, United States",Market Dimensions offers payroll processing services and HR information systems.,"1,944,013","Great Lakes, Midwestern US",Less than $1M,Active,,,,,,,For Profit,https://www.marketd.com/,,"Administrative Services, Information Technology",,,1-10,,,,,,,,,,,,,Private,,,,,,
BodSix,https://www.crunchbase.com/organization/bodsix,"iOS, Location Based Services, Mobile","Seattle, Washington, United States",Bodsix is a creator and developer of location services for games of the mobile kind.,"1,944,013","Greater Seattle Area, West Coast, Western US",Less than $1M,Closed,2010-10-01,day,,,,none,For Profit,http://www.bodsix.com,"BodSix develops free-to-play mobile games that combine social game play with location-based services. Inspired by mapping technology as much as its passion for games, BodSix adds a new location dimension to traditional social games. It's first title is expected for release in early fall 2011 on the iOS mobile platform. The company has assembled some of the best talent in the game industry. The company's game design is under the direction of Richard Garfield, creator of Magic: The Gathering, and is supported by a seasoned team of artists and developers. The company is based in Seattle, WA, and is privately funded.","Data and Analytics, Internet Services, Mobile, Navigation and Mapping, Platforms, Software",,,1-10,,,,,,,,,,,,,Private,,,,,,
Pajarosa Floral,https://www.crunchbase.com/organization/pajarosa-floral,"Agriculture, Farming, Flowers, Wholesale","Watsonville, California, United States",Pajarosa Floral is a greenhouse agriculture company that provides a wide range of fresh roses including nursery stock and florist supplies.,"1,944,015","San Francisco Bay Area, West Coast, Western US",$1M to $10M,Active,1979-01-01,year,,,,,For Profit,https://pajarosa.com,,"Agriculture and Farming, Commerce and Shopping, Consumer Goods",2,"Alan Mitchell, John Furman",11-50,,,,,,,,,,,,,Private,,,,,,
Desir Group,https://www.crunchbase.com/organization/desir-group,"Consulting, Management Consulting, Professional Services","Atlanta, Georgia, United States","Desir Group offers a personalized approach to executive search, culture transformation, performance management, and turnarounds.","1,944,017","Greater Atlanta Area, East Coast, Southern US",,Active,2002-01-01,year,,,,,For Profit,https://www.desirgroup.com/,,"Other, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
Zoovio Inc,https://www.crunchbase.com/organization/zoovio-inc,"Information Technology, Video","Mandan, North Dakota, United States",Zoovio Inc stores memories currently recorded on video tape as well as current digital video devices in an online private vault.,"1,944,021",Midwestern US,,Active,2008-01-01,day,,,,,For Profit,https://www.zoovio.com,,"Information Technology, Media and Entertainment, Video",,,11-50,,,,,,,,,,,,,Private,,,,,,
Gryskiewicz Twin Cities Cosmetic Surgery,https://www.crunchbase.com/organization/gryskiewicz-twin-cities-cosmetic-surgery,"Cosmetic Surgery, Health Care, Wellness","Minneapolis, Minnesota, United States",Gryskiewicz Twin Cities Cosmetic Surgery is a healthcare firm that provides breast augmentation procedures and cosmetic care services.,"1,944,023","Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",,Active,2000-01-01,year,,,,,For Profit,https://www.tcplasticsurgery.com,,Health Care,,,1-10,,,,,,,,,,,,,Private,,,,,,
Homewood Winery,https://www.crunchbase.com/organization/homewood-winery,"Food and Beverage, Manufacturing, Wine And Spirits, Winery","Sonoma, California, United States","Homewood Winery is a beverage manufacturing company that produces a wide range of red, white, veranda, and dessert wines.","1,944,024","San Francisco Bay Area, West Coast, Western US",$1M to $10M,Active,1983-01-01,year,,,,,For Profit,https://www.homewoodwinery.com/,,"Food and Beverage, Manufacturing",,,,,,,,,,,,,,,,Private,,,,,,
RSR Marketing Solutions,https://www.crunchbase.com/organization/rsr-marketing-solutions,"Business Development, Consulting, Marketing","Cabin John, Maryland, United States","RSR Marketing Solutions provides a range of consulting, customer analysis, marketing, and acquisition research services.","1,944,027","Washington DC Metro Area, East Coast, Southern US",$1M to $10M,Active,2000-01-01,year,,,,,For Profit,https://rsrmarketing.com/,,"Professional Services, Sales and Marketing",,,1-10,,,,,,,,,,,,,Private,,,,,,
Homeward NYC,https://www.crunchbase.com/organization/homeward-nyc,"Association, Charity, Non Profit","New York, New York, United States",Homeward NYC is a non-profit organization that provides charity for housing and the homeless.,"1,944,029","Greater New York Area, East Coast, Northeastern US",,Active,1989-01-01,year,,,,,Non-profit,https://homeward.nyc,,"Other, Social Impact",,,51-100,,,,,,,,,,,,,Private,,,,,,
America's Tax Services,https://www.crunchbase.com/organization/america-s-tax-services,"Accounting, Advice, Credit, Financial Services","Charlotte, North Carolina, United States","America's Tax Services offers financial advisory, tax consultation, and valuation services.","1,944,030","East Coast, Southern US",Less than $1M,Active,,,,,,,For Profit,https://www.america-tax.com,"United Planners Financial Services of America provides financial services. The company offers a range of services including tax consultation, financial advisory, and valuation. They also provide resources for financial professionals and investors, offering information and support for those affiliated with United Planners. The company also assists with federal tax responsibilities, offering solutions for both individuals and commercial entities.","Financial Services, Lending and Investments, Media and Entertainment, Professional Services",,,1-10,,,,,,,,,,,,,Private,,,,,,
Jefferson Place,https://www.crunchbase.com/organization/jefferson-place,"Property Management, Rental, Residential","Irving, Texas, United States",Jefferson Place is an apartment complex that provides homes for rent.,"1,944,031","Dallas/Fort Worth Metroplex, Southern US",$1M to $10M,Active,,,,,,,For Profit,https://www.jefferson-place-apts.com,,"Commerce and Shopping, Real Estate",,,11-50,,,,,,,,,,,,,Private,,,,,,
Thrive Industries,https://www.crunchbase.com/organization/thrive-industries,"Advertising, Film Production, Music","Delaware, Ohio, United States","Helping local businesses, independent artists, and film makers grow.","1,944,034","Great Lakes, Midwestern US",$1M to $10M,Active,2014-01-01,year,,,,,For Profit,http://thrive-industries.com/,"Music - Radio advertisement, sound libraries, artist development, album production, song-writing, sound production for film/TV/video games (including special effects, foley, and ADR),  and on-set live sound recordings. Cinematography - Film, television, music videos, weddings, Youtube, live performances Photography - Family portraits, commercial photography, artist and bands promos, billboards, weddings, head-shots, baby portraits, and makeup. Graphic Design - Logo Design, branding, digital advertisements, newspaper advertisements, artist or band album art, artist or band merchandise , movie & music flyers, restaurant menus. Marketing & Advertising - Establish and maintain connection with a targeted demographic.  They offer radio, internet, and mobile advertisements, as well as sonic branding, Website Design & Hosting - Custom website design, wordpress design, E-commerce, Hosting with NetWow.","Advertising, Media and Entertainment, Music and Audio, Sales and Marketing, Video",1,Sterling Terriault,1-10,,,,,,,,,,,,,Private,,,,,,
Epic Displays Inc.,https://www.crunchbase.com/organization/epic-displays,"Events, Service Industry, Trade Shows","Valley Cottage, New York, United States","Trade show displays, booths, exhibits, banners and signs.","1,944,037","Greater New York Area, East Coast, Northeastern US",Less than $1M,Active,2011-04-01,day,,,,,For Profit,https://www.epicdisplays.com,,"Administrative Services, Events, Media and Entertainment, Other",,,1-10,,,,,,,,,,,,,Private,,,,,,
