Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
First Electric Cooperative Corporation,https://www.crunchbase.com/organization/first-electric-cooperative-corporation,"Electrical Distribution, Energy","Jacksonville, Florida, United States",First Electric Cooperative offers its members a range of energy products and value-added services.,"616,003","East Coast, Southern US",,Active,1937-01-01,day,,,,,For Profit,https://www.firstelectric.coop,,Energy,,,101-250,,,,,,,,,,,,,Private,,,,,,
The Ricciardi Group,https://www.crunchbase.com/organization/the-ricciardi-group,"Advertising, Advice, Lead Generation, Marketing, Web Development","New York, New York, United States","The Ricciardi Group specializes in marketing strategy, brand architecture, web development, SEO, advisory and lead generation services.","616,003","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,2014-01-01,year,,,,,For Profit,https://www.thericciardigroup.com/,,"Advertising, Media and Entertainment, Sales and Marketing, Software",,,11-50,,,,,,,,,,,,,Private,,,,,,
Wesla,https://www.crunchbase.com/organization/wesla,"Banking, Credit Cards, Financial Services","Shreveport, Louisiana, United States","Wesla is a banking firm that offers various loans, lending, insurance, credit card and mortgage services.","616,006",Southern US,$1M to $10M,Active,1968-01-01,year,,,,,For Profit,https://www.wesla.org/,,"Financial Services, Lending and Investments, Payments",,,51-100,,,,,,,,,,,,,Private,,,,,,
IPL Packaging,https://www.crunchbase.com/organization/ipl-packaging,"Manufacturing, Packaging Services, Supply Chain Management","Santa Barbara, California, United States",IPL Packaging creates bespoke packaging solutions such as custom rigid boxes with innovative designs and styles.,"616,007","West Coast, Western US",Less than $1M,Active,2012-01-01,year,,,,,For Profit,https://www.iplpackaging.com/,,"Administrative Services, Manufacturing, Transportation",,,101-250,,,,,,,,,,,,,Private,,,,,,
Notre Dame Preparatory School,https://www.crunchbase.com/organization/notre-dame-preparatory-school,"Education, Higher Education, Secondary Education","Towson, Maryland, United States","NDP School is a Catholic, independent college preparatory school for girls, owned and operated by the School Sisters of Notre Dame.","616,010","Greater Baltimore-Maryland Area, East Coast, Southern US",$10M to $50M,Active,1873-01-01,year,,,,,For Profit,https://www.notredameprep.com/#/,,Education,,,101-250,,,,,,,,,,,,,Private,,,,,,
Cooper House,https://www.crunchbase.com/organization/cooper-house-040f,"Child Care, Children, Health Care, Mental Health, Therapeutics","Seattle, Washington, United States","Cooper House provides infant and early childhood mental health, developmental support, and therapy services.","616,011","Greater Seattle Area, West Coast, Western US",$1M to $10M,Active,2010-01-01,year,,,,,For Profit,https://www.cooperhouse.org,"Cooper House offers pediatric occupational therapy, reflective consultation, and facilitating attuned interactions services. They also provide counselling to children for aggressive behavior, sadness or withdrawn behavior, sleeping or eating issues, and fussiness.","Community and Lifestyle, Health Care",,,11-50,,,,,,,,,,,,,Private,,,,,,
RiverOak Investment,https://www.crunchbase.com/organization/river-oak-capital,"Property Management, Real Estate, Real Estate Investment","Stamford, Connecticut, United States",River Oak Capital invests in commercial and residential real estate property.,"616,012","East Coast, New England, Northeastern US",$1M to $10M,Active,1998-01-01,year,,,,,For Profit,http://www.riveroakic.com,,"Financial Services, Real Estate",,,1-10,,,,,,,,,,,,,Private,,,,,,
Brux Night Guard,https://www.crunchbase.com/organization/brux-night-guard,"Dental, Health Care","Canoga Park, California, United States",Night Guard For Bruxism Teeth Grinding and Clenching,"616,017","Greater Los Angeles Area, West Coast, Western US",Less than $1M,Active,2016-01-01,year,,,,,For Profit,https://www.bruxnightguard.com,"Brux Night Guard was created by teeth grinders to help other teeth grinders find solutions to Bruxism and sleep problems including teeth grinding and clenching, TMJ, and jaw pain. We are devoted to educating people about the benefits of a good night's sleep, and ways to promote overall general health. Sleep health leads to good health along with proper diet and exercise.",Health Care,,,1-10,,,,,,,,,,,,,Private,,,,,,
Lydian Academy,https://www.crunchbase.com/organization/lydian-academy,"E-Learning, Education, Higher Education, Secondary Education, Training","Menlo Park, California, United States",Lydian Academy is an educational institution.,"616,019","San Francisco Bay Area, Silicon Valley, West Coast",$10M to $50M,Active,2006-01-01,year,,,,,For Profit,https://lydianacademy.com,"Lydian Academy serves as both a middle and high school education for the children. They allow students to reach their full potential by taking responsibility for their education. Additionally, they prepare students for college or the post-secondary path of their choice by building the academic foundation they need. Additionally, they assist individuals facing health or emotional challenges. Moreover, they provide athletes with demanding training schedules for a variety of sports training and competitions. In addition, they provide tutoring for all subjects.","Education, Software",,,11-50,,,,,,,,,,,,,Private,,,,,,
Simmons Perrine Moyer Bergman PLC,https://www.crunchbase.com/organization/simmons-perrine-moyer-bergman-plc,Consulting,"Cedar Rapids, Iowa, United States",Simmons Perrine Moyer Bergman PLC is an Iowa-based law firm.,"616,027",Midwestern US,$10M to $50M,Active,1916-01-01,year,,,,,For Profit,http://simmonsperrine.com,,Professional Services,,,101-250,,,,,,,,,,,,,Private,,,,,,
KREIDER FARMS,https://www.crunchbase.com/organization/kreider-farms,"Agriculture, Food and Beverage, Retail","Manheim, Pennsylvania, United States","KREIDER FARMS is a farm supplying fresh eggs, milk, and batch-churned ice cream to select wholesalers and retail stores in Pennsylvania.","616,031","Great Lakes, Northeastern US",$50M to $100M,Active,1935-01-01,day,,,,,For Profit,http://kreiderfarms.com,,"Agriculture and Farming, Commerce and Shopping, Food and Beverage",,,251-500,,,,,,,,,,,,,Private,,,,,,
Downtown Works,https://www.crunchbase.com/organization/downtown-works,"Commercial Real Estate, Coworking","San Diego, California, United States","A premium coworking community built by entrepreneurs, for entrepreneurs who want to reach higher!","616,032","Greater San Diego Area, West Coast, Western US",,Active,2016-01-01,year,,,,,For Profit,https://www.downtownworks.com,"At Downtown Works, we’re not your average coworking space. Engineered from the minds of inspired entrepreneurs like yourself, Downtown Works is a flexible workspace that not only brings people together in our funky workspace to foster brilliant ideas and increase work/life balance, but is also committed to your growth. With accelerator-like support, our coworking office space gives you unlimited access to expert-led workshops, diverse networking events, full-service (and friendly!) staff and productivity-boosting amenities — hello morning cup-of-joe & afternoon craft beer!",Real Estate,5,"Alex Zyman, Dan Schwarzblat, Edward Adato, Michel Cohen, Wolf Bielas",1-10,,,,,,,,,,,,,Private,,,,,,
Poly-Tainer,https://www.crunchbase.com/organization/poly-tainer,"Industrial, Industrial Automation, Manufacturing","Simi Valley, California, United States",Poly-Tainer is a manufacturing company located in Simi Valley.,"616,033","Greater Los Angeles Area, West Coast, Western US",$10M to $50M,Active,1970-01-01,day,,,,,For Profit,http://www.polytainer.com,,"Manufacturing, Science and Engineering",,,101-250,,,,,,,,,,,,,Private,,,,,,
Four Corners Development,https://www.crunchbase.com/organization/four-corners-development,"Commercial Real Estate, Construction, Property Development, Property Management, Real Estate","Springfield, Missouri, United States",Four Corners Development is engaged in serving the housing needs of low to moderate-income working families.,"616,039",Midwestern US,,Active,2013-01-01,year,,,,,For Profit,https://www.4cornersdevelopmentllc.com/,"Four Corners Development is engaged in serving the housing needs of low to moderate-income working families. The firm is headquartered in Springfield, Missouri in 2013.",Real Estate,,,11-50,1,,,,,,USD,,Advantage Capital,,1,,Private,,,,,,
Continental Vending,https://www.crunchbase.com/organization/continental-vending,"Food and Beverage, Snack Food, Vending and Concessions","Anaheim, California, United States",Continental Vending is a vending company.,"616,042","Greater Los Angeles Area, West Coast, Western US",$10M to $50M,Active,1961-01-01,year,,,,,For Profit,https://contvend.com,"Continental Vending is a vending company that provides fresh food, office coffee service, healthy options, beverages, candy, hot beverages, and snacks, free installation, flexible agreements, rewards and promotions, light speed pre-kitting, guaranteed vending devices, and cashless vending services.","Commerce and Shopping, Food and Beverage",1,Bill Walsh,51-100,,,,,,,,,,,,,Private,,,,,,
Expedia Cruises,https://www.crunchbase.com/organization/expedia-cruises,"Adventure Travel, Tour Operator, Tourism","Fort Lauderdale, Florida, United States",Expedia Cruises is a travel agency that offers adventurous cruise packages and tourism activities.,"616,044","Greater Miami Area, East Coast, Southern US",,Active,1987-01-01,year,,,,,For Profit,https://homebasedtravelexperts.com/,,Travel and Tourism,,,1001-5000,,,,,,,,,,,,,Private,,,,,,
CipherOptics,https://www.crunchbase.com/organization/cipheroptics,"Network Security, Security, Service Industry","Raleigh, North Carolina, United States","CipherOptics provides data security, network encryption, and compliance grade data protection solutions for enterprises and organizations.","616,047","Research Triangle, East Coast, Southern US",,Active,2000-01-01,year,,,,,For Profit,http://www.cipheroptics.com,"CipherOptics, Inc. provides data security and network encryption, and compliance grade data protection solutions to security enterprises, financial institutions, health care, and government agencies. The company offers CipherEngine, which delivers network-wide encryption to customers by providing an approach to security policy and encryption key management; CipherView, which is a security gateway management application that provides security administrators with a device management tool; SoftRemoteLT, which offers features to remote access users connecting to the corporate VPN; and CipherEngine Enforcement Point family of encryptors that are encryption appliances designed for the carrier Ethernet and MPLS markets. The company also offers MPLS security, metro Ethernet security, disaster recovery and data replication security, and network application security services. The company has strategic partnerships with EMC Corporation, IBM, Intel, and Raza Microelectronics, Inc. CipherOptics, Inc. was founded in 2000 and is headquartered in Raleigh, North Carolina.","Information Technology, Other, Privacy and Security",2,"Dennis Toothman, Michael Doss",11-50,5,,49450000,USD,49450000,49450000,USD,49450000,"Blue Heron Capital, Adams Capital Management, Kodiak Venture Partners, Intuitive Venture Partners, Nextstage Capital",2,8,,Private,,,,,,
Ifasi Financial Group,https://www.crunchbase.com/organization/ifasi-financial-group,"Consulting, Financial Services, Retirement","Tampa, Florida, United States",Ifasi Financial Group is a financial firm that offers retirement DIET plan process assistance to help individuals retire.,"616,049","Tampa Bay Area, East Coast, Southern US",$1M to $10M,Active,,,,,,,For Profit,https://ifasifinancial.com,,"Community and Lifestyle, Financial Services, Other, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
ESP Interactive Solutions,https://www.crunchbase.com/organization/esp-interactive-solutions,"Advertising, Digital Marketing, SEO, Web Design","Albany, California, United States","ESP Interactive Solutions is a website design, SEO and internet marketing company.","616,050","San Francisco Bay Area, West Coast, Western US",$1M to $10M,Active,2001-01-01,day,,,,,For Profit,https://www.espinteractivesolutions.com/,,"Advertising, Design, Internet Services, Sales and Marketing",,,1-10,,,,,,,,,,,,,Private,,,,,,
High Point Academy,https://www.crunchbase.com/organization/high-point-academy,Education,"Pasadena, California, United States","High Point Academy is an independent Co-Ed School for Kindergarten to Eighth Grade and is located in Pasadena, CA.","616,051","Greater Los Angeles Area, West Coast, Western US",$1M to $10M,Active,2014-01-01,year,,,,,For Profit,http://www.highpointacademy.org/,"High Point Academy awakens the joy of learning in each child. The school provides a nurturing environment that enables each student to flourish academically, emotionally, morally, physically, and socially. The challenging curriculum provides a traditional and balanced approach to ensure that students acquire tools for analytical thinking. With faculty and family support, students develop the ability to pursue and organize knowledge throughout a lifetime. ",Education,,,51-100,,,,,,,,,,,,,Private,,,,,,
Redding Aero Enterprises,https://www.crunchbase.com/organization/redding-aero-enterprises,"Aerospace, Air Transportation, Freight Service","Redding, California, United States","Redding Aero Enterprises is an aviation firm offering ground transportation, air charter, maintenance, parts center, and cargo services.","616,053","West Coast, Western US",$1M to $10M,Active,1972-01-01,year,,,,,For Profit,https://www.reddingjet.com/,,"Science and Engineering, Transportation",,,51-100,,,,,,,,,,,,,Private,,,,,,
