Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Zillspace,https://www.crunchbase.com/organization/zillspace,"Health Care, Information Services, Information Technology","Princeton, New Jersey, United States","ZillSpace is a technology-based enterprise development company focused on disruptive healthcare ideas, sales, & meaningful marketing.","793,000","East Coast, Northeastern US",,Active,2017-01-01,year,,,,,For Profit,https://www.zillspace.com/,,"Health Care, Information Technology",1,Rocco Badiali,11-50,,,,,,,,,,,,,Private,,,,,,
Progressive Trail Design,https://www.crunchbase.com/organization/progressive-trail-design,"Construction, Manufacturing, Outdoors","Bentonville, Arkansas, United States","Progressive Trail Design specializes in the design and construction of soft surface trails, riding features, and mountain bike parks.","793,001",Southern US,$1M to $10M,Active,2007-01-01,year,,,,,For Profit,https://progressivetraildesign.com/,,"Manufacturing, Real Estate, Sports",,,11-50,,,,,,,,,,,,,Private,,,,,,
"Kroll, McNamara, Evans & Delehanty",https://www.crunchbase.com/organization/kroll-mcnamara-evans-delehanty,"Commercial Real Estate, Law Enforcement","West Hartford, Connecticut, United States","Kroll, McNamara, Evans & Delehanty provides commercial real estate, commercial litigation, civil litigation, and matrimonial law services.","793,003","East Coast, New England, Northeastern US",$1M to $10M,Active,,,,,,,For Profit,http://kmelaw.com,,"Government and Military, Privacy and Security, Real Estate",,,11-50,,,,,,,,,,,,,Private,,,,,,
MMEink,https://www.crunchbase.com/organization/mmeink,"Event Management, Hospitality","Farmingdale, New York, United States",MMEink is a full service event management and hospitality agency.,"793,003","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,1993-01-01,day,,,,,For Profit,https://www.mmeink.com/,,"Events, Media and Entertainment, Travel and Tourism",,,11-50,,,,,,,,,,,,,Private,,,,,,
Hamilton County ESC,https://www.crunchbase.com/organization/hamilton-county-esc,Education,"Cincinnati, Ohio, United States","hcesc provides support to educational entities, non-profits, and other govt agencies in instruction, administration, personnel, and finance.","793,006","Great Lakes, Midwestern US",$50M to $100M,Active,1914-01-01,day,,,,,For Profit,https://www.hcesc.org/,,Education,,,501-1000,,,,,,,,,,,,,Private,,,,,,
New York Technology Council,https://www.crunchbase.com/organization/new-york-technology-council,"Cloud Computing, Events, Information Technology, Internet, Mobile Apps, Non Profit","New York, New York, United States",NYTECH is a non-profit organization focused on developing and promoting the technology industry in New York City.,"793,006","Greater New York Area, East Coast, Northeastern US",,Active,2004-01-01,year,,,,,Non-profit,http://www.nytech.org/,"The New York Technology Council (NYTECH) is a membership-driven, 501(c)(6) non-profit organization focused on developing and promoting the technology industry in New York City. They offer events throughout the year at which they present speakers and discussions on topics related, but not limited to UX design, mobile applications, cloud computing, digital marketing, globalization, funding, investing, legal and accounting. In addition, they run a CEO Roundtable and collaborate with local organizations on joint activities and programs such as networking events, advocacy trips to Washington, D.C., and major speaking engagements.","Apps, Events, Information Technology, Internet Services, Media and Entertainment, Mobile, Other, Social Impact, Software",,,11-50,,,,,,,,,,,,1,Private,,,,,,
The Peirce Group,https://www.crunchbase.com/organization/the-peirce-group,"Advice, Consulting, Professional Services, Real Estate","Hilton Head Island, South Carolina, United States",The Peirce Group is a real estate firm that provides buying selling services.,"793,007","East Coast, Southern US",Less than $1M,Active,2017-01-01,year,,,,,For Profit,https://www.thepeircegroup.com,The Peirce Group provides buying and selling services. It is a real estate firm.,"Media and Entertainment, Other, Professional Services, Real Estate",,,1-10,,,,,,,,,,,,,Private,,,,,,
Vcanbio Capital Management,https://www.crunchbase.com/organization/vcanbio-capital-management,"Biotechnology, Finance, Financial Services","Natick, Massachusetts, United States",Vcanbio Capital Management manages funds that invest in startup biotech companies.,"793,008","Greater Boston Area, East Coast, New England",$1M to $10M,Active,2017-01-01,year,,,,,For Profit,http://vcanbiofund.com,,"Biotechnology, Financial Services, Science and Engineering",,,11-50,,,,,,,,,,,,,Private,,,,,,
Elusive Wildlife Technologies,https://www.crunchbase.com/organization/elusive-wildlife-technologies,"E-Commerce, Sporting Goods, Sports","Conroe, Texas, United States","Elusive Wildlife Technologies is an online store that sells hunting products such as gun lights, bow lights, light bar, and archery.","793,010","Greater Houston Area, Southern US",$100M to $500M,Active,2003-01-01,year,,,,,For Profit,https://elusivewildlife.com,"The innovators in LED hunting light technology. Makers of The Kill Light brand of hunting products from gun lights, bow lights, feeder lights & light bars.","Commerce and Shopping, Sports",,,,,,,,,,,,,,,,Private,,,,,,
Bright Flag Recruiting,https://www.crunchbase.com/organization/bright-flag-recruiting,"Recruiting, Staffing Agency, Training","Smyrna, Georgia, United States","Bright Flag Recruiting provides fedex linehaul driver recruiting, back office support, and free market analysis services.","793,013","Greater Atlanta Area, East Coast, Southern US",$1M to $10M,Active,2015-01-01,year,,,,,For Profit,https://www.brightflagrecruiting.com,"Bright Flag Recruiting provides staffing and recruiting services. They provide fedex P&D driver recruiting, fedex linehaul driver recruiting, qualification certification training, back office support, peak season recruiting, and free market analysis services. They address inquiries through phone calls and emails.","Administrative Services, Education, Professional Services",1,Toni Tovi,11-50,,,,,,,,,,,,,Private,,,,,,
ICONIC Finance,https://www.crunchbase.com/organization/iconicfinance,"Apps, Financial Services","San Francisco, California, United States",ICONIC Finance provides high-rewards banking as well as end-to-end customized advice on how clients should manage their money.,"793,014","San Francisco Bay Area, West Coast, Western US",,Active,2019-01-01,day,,,,,For Profit,https://www.heyiconic.com,"ICONIC Finance provides high-rewards banking as well as end-to-end customized advice on how clients should manage their money. ICONIC Finance is headquartered in San Francisco, California and was founded in 2018.","Apps, Financial Services, Software",,,1-10,,,,,,,,,,,,,Private,,,,,,
KAPOWDER,https://www.crunchbase.com/organization/kapowder,"Dietary Supplements, Food and Beverage, Nutrition","New City, New York, United States",KAPOWDER manufactures Powerful Wellness beauty and well-being supplements that improves skin health from inside.,"793,015","Greater New York Area, East Coast, Northeastern US",,Active,2019-03-01,day,,,,,For Profit,http://www.kapowdersuperfood.com,"Where self-improvement meets self-acceptance, KAPOWDER epitomises the axiom that beauty starts from within. Modern wellness in all its simplicity, we’re redefining how essential vitamins and minerals are consumed – for a glow that emerges inside, out.","Food and Beverage, Health Care",2,"Sara Davey, Valentina Ferrer",1-10,,,,,,,,,,,,,Private,,,,,,
TouchPoint 21,https://www.crunchbase.com/organization/touchpoint-21,"Financial Services, Outsourcing, Professional Services","Garland, Texas, United States","TouchPoint 21 specializes in ATM monitoring, management and installation along with cash automation solution services.","793,015","Dallas/Fort Worth Metroplex, Southern US",Less than $1M,Active,2010-01-01,year,2022-02-04,day,,,For Profit,https://touchpoint21.com/,"TouchPoint 21 has been providing ATM-managed service solutions for financial institution customers since 2012. Primarily operating in Texas and Oklahoma, TouchPoint 21 delivers cash automation, ATM, and ITM solutions with the unmatched simplicity of a single touchpoint for its customers. A leader in next-generation, core-connected ITM deployments for banks and credit unions, TouchPoint 21 is dedicated to delivering advanced cash management solutions combined with excellent service.","Financial Services, Other, Professional Services",2,"Brett D Koedam, Chuck Faucher",11-50,,M&A,,,,,,,,,,,Private,,,,,,
DeWitt Bank & Trust Co.,https://www.crunchbase.com/organization/dewitt-bank-trust-co,"Accounting, Banking, Credit Cards, Financial Services","De Witt, Iowa, United States","DeWitt Bank & Trust Co. provides saving accounts, credit cards, loans, tax, and accounting services.","793,018",Midwestern US,$1M to $10M,Active,1933-01-01,day,,,,,For Profit,https://www.dewittbank.com,,"Financial Services, Lending and Investments, Payments, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
EAP Technology Systems,https://www.crunchbase.com/organization/eap-technology-systems,"Consulting, Enterprise Software, Information Technology, Software, Training","Yreka, California, United States","EAP Technology Systems offers software systems, consulting and strategic planning services, and training programs on employee assistance.","793,021","West Coast, Western US",$1M to $10M,Active,1999-05-01,day,,,,,For Profit,http://www.eaptechnology.com,"EAP Technology Systems Inc. (EAP Tech) was formed in May of 1999 by Dr. Tom Amaral, Ph.D. The company’s first hosted software system, EAPISoft, was released soon after that, and versions of the product have been used by companies nationwide ever since. EAP Tech has also offered advanced trainings on EAP-related topics as well as business consulting and strategic planning services. In 2011, Dr. Amaral began building a team of prominent business leaders and respected EAP professionals to design EAP Connect™, a leading-edge software technology platform for the next generation of employee assistance programs.","Education, Information Technology, Professional Services, Software",1,Tom Amaral,11-50,1,,275000,USD,275000,275000,USD,275000,,,,,Private,,,,,,
Signature Franchising,https://www.crunchbase.com/organization/signature-franchising,"Finance, Franchise, Marketing","Islamorada, Florida, United States",Signature Franchising develops and helps in the franchising business and offers a range of items & services that help to launch franchises.,"793,021","East Coast, Southern US",Less than $1M,Active,1980-01-01,year,,,,,For Profit,https://www.signaturefranchising.com/,,"Financial Services, Other, Sales and Marketing",,,,,,,,,,,,,,,,Private,,,,,,
Sportsprint,https://www.crunchbase.com/organization/sportsprint,"3D Printing, Apparel, E-Commerce, Graphic Design, Printing","Marietta, Georgia, United States",Sportsprint has been in the custom apparel business which specializing in custom screen printing and embroidery.,"793,023","Greater Atlanta Area, East Coast, Southern US",$1M to $10M,Active,,,,,,,For Profit,http://www.sportsprintusa.com/,,"Clothing and Apparel, Commerce and Shopping, Content and Publishing, Design, Manufacturing, Media and Entertainment",,,101-250,,,,,,,,,,,,,Private,,,,,,
Sweet Dreams,https://www.crunchbase.com/organization/sweet-dreams-116a,"Events, Flowers, Food and Beverage, Wedding","Oakhurst, California, United States","Sweet Dreams provides cake, flower, and event decoration services.","793,026","West Coast, Western US",$1M to $10M,Active,1993-01-01,year,,,,,For Profit,http://www.sweetdreamscakery.com,"Sweet Dreams specializes in cakes and gourmet desserts. They provide cake, flower, and event decoration services. They provide wedding and event floral design services. Their customers contact them through address, phone, mail, and online applications.","Community and Lifestyle, Consumer Goods, Events, Food and Beverage, Media and Entertainment",,,11-50,,,,,,,,,,,,,Private,,,,,,
Tolo Events,https://www.crunchbase.com/organization/tolo-events,"Event Management, Event Promotion, Events, Video","Seattle, Washington, United States","Tolo is an event management, planning, and design company,","793,029","Greater Seattle Area, West Coast, Western US",$1M to $10M,Active,2002-01-01,year,,,,,For Profit,https://toloevents.com,"Tolo designs, creates, and produces events. They help clients communicate their mission, message, and brand to their audiences through memorable experiences and interactions.","Events, Media and Entertainment, Video",1,Shelly Tolo,1-10,,,,,,,,,,,,,Private,,,,,,
Blacklined,https://www.crunchbase.com/organization/blacklined,"Business Information Systems, Computer, Cyber Security, DevOps, Information Technology, Software","Rancho Santa Fe, California, United States",Blacklined is a modern computer technology solution.,"793,029","Greater San Diego Area, West Coast, Western US",,Active,2017-01-01,year,,,,,For Profit,https://blacklined.com,"Blacklined is a modern computer technology to solve the most complex or time-intensive problems in information security and data integrity, build AI-powered solutions in the areas of cybersecurity, IT, and devops to meet the ever-changing needs of modern businesses, AI engine to enable a suite of tools with initial capabilities focused on automated code analysis and validation, code optimization, binary integrity protection and live binary recovery capabilities.","Consumer Electronics, Hardware, Information Technology, Privacy and Security, Software",,,1-10,,,,,,,,,,,,,Private,,,,,,
Columbus Country Club,https://www.crunchbase.com/organization/columbus-country-club,"Events, Golf, Outdoors, Recreation, Wedding","Columbus, Ohio, United States","Columbus Country Club is a golf course that provides membership-based golf, tennis, and pool facilities and offers rental space for events.","793,033","Great Lakes, Midwestern US",$1M to $10M,Active,1903-01-01,year,,,,,For Profit,https://www.columbuscc.com/,,"Community and Lifestyle, Events, Media and Entertainment, Sports",,,51-100,,,,,,,,,,,,,Private,,,,,,
