Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Total Entertainment,https://www.crunchbase.com/organization/total-entertainment,"Event Management, Events, Graphic Design","Hackensack, New Jersey, United States","Total Entertainment is an event production company that offers event creation, graphic design, and event management services.","626,000","Greater New York Area, East Coast, Northeastern US",$10M to $50M,Active,,,,,,,For Profit,https://totalentertainment.com,,"Design, Events, Media and Entertainment",,,101-250,,,,,,,,,,,,,Private,,,,,,
Advantage Insurance Network,https://www.crunchbase.com/organization/advantage-insurance-network-7c56,"Financial Services, Insurance, Life Insurance","Cincinnati, Ohio, United States","Advantage Insurance Network offers auto, home, business, commercial, flood, life, and health insurance coverage services.","626,003","Great Lakes, Midwestern US",$1M to $10M,Active,2003-01-01,year,,,,,For Profit,https://www.myadvantageinsurance.com/,,Financial Services,,,1-10,,,,,,,,,,,,,Private,,,,,,
Hancock Bank & Trust Company,https://www.crunchbase.com/organization/hancock-bank-trust-company,"Banking, Financial Services","Hawesville, Kentucky, United States","Hancock Bank & Trust Company is a bank & financial firm specializing in commercial, consumer & real estate lending activities.","626,004",Southern US,$1M to $10M,Active,1888-01-01,year,2021-08-10,day,,,For Profit,https://www.hancockbankonline.com,"Hancock is a flourishing community bank that is locally owned and operated. Hancock provides a full range of financial services, specializing in commercial, consumer and real estate lending activities.","Financial Services, Lending and Investments",,,11-50,,M&A,,,,,,,,,,,Private,,,,,,
ShortTrack,https://www.crunchbase.com/organization/shorttrack,"Internet, Real Estate, Transaction Processing","Chicago, Illinois, United States",ShortTrack was first built in response to managing the distressed real estate market in 2009,"626,015","Greater Chicago Area, Great Lakes, Midwestern US",$1M to $10M,Active,2012-01-01,year,,,,,For Profit,https://shorttrack.io/contact-us/,"ShortTrack was first built in response to managing the distressed real estate market in 2009.   In 2011, the direct operations of the Midwest’s two largest title companies began using ShortTrack’s software.  Since then, ShortTrack has continued its mission to make it simple for all stakeholders to collaborate securely in a transaction.  The details are in finding the perfect balance between simplicity and security…while never sacrificing security.","Financial Services, Internet Services, Payments, Real Estate, Software",1,Chris Hacker,11-50,,,,,,,,,,,,,Private,,,,,,
K31 Road Engineering Builders Contractors,https://www.crunchbase.com/organization/k31-road-engineering-builders-contractors,"Building Maintenance, Construction, Real Estate","Laguna Beach, California, United States","K31 is a leading international road contractor, construction consultant, K31-APS soil stabilizer supplier and engineering group in the USA.","626,016","Greater Los Angeles Area, West Coast, Western US",,Active,2009-01-01,day,,,,,For Profit,https://www.k31.org,,Real Estate,,,11-50,,,,,,,,,,,,,Private,,,,,,
QWERTY Concepts,https://www.crunchbase.com/organization/qwerty-concepts,"Cloud Computing, Consulting, Information Technology","Piscataway, New Jersey, United States",QWERTY Concepts offers IT services and technology solutions.,"626,017","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,1998-01-01,day,,,,,For Profit,https://www.qwertyc.com/,"QWERTY Concepts is a computer services, computer networking, IT support, and technology firm servicing the New York City & New Jersey areas with focus on cloud computing, business efficiency, and technological innovation while delivering affordable solutions to businesses.From private to hybrid clouds, to managed IT support, to disaster recovery and business continuity; the focus is to maximize utilization of available technology to improve overall business operations and profitability. Not only do they design the solution, but they will also install it, configure it, and provide proactive and reactive support with management.","Information Technology, Internet Services, Professional Services, Software",,,51-100,,,,,,,,,,,,,Private,,,,,,
Empnéo Ventures,https://www.crunchbase.com/organization/empnéo-ventures,,"Cary, North Carolina, United States",Provides  funding to early-stage tech startups globally with emerging market potential.,"626,019","Research Triangle, East Coast, Southern US",,Active,2019-08-01,month,,,,,For Profit,https://empneovc.com/,,,,,,,,,,,,,,,,,,Private,,,,,,
ASA Trading,https://www.crunchbase.com/organization/asa-trading,"Food and Beverage, Logistics, Supply Chain Management","San Leandro, California, United States",ASA Trading is a supplier of food products for the food service industry.,"626,026","San Francisco Bay Area, West Coast, Western US",$1M to $10M,Active,1988-01-01,year,,,,,For Profit,https://www.asatradingco.com,,"Food and Beverage, Transportation",,,11-50,,,,,,,,,,,,,Private,,,,,,
Dr. Smoothie Brands,https://www.crunchbase.com/organization/dr-smoothie-brands,"Food and Beverage, Food Processing, Manufacturing","Fullerton, California, United States",Dr. Smoothie Brands provides healthy smoothie concentrates and powder mixes.,"626,026","Greater Los Angeles Area, West Coast, Western US",,Active,1997-01-01,year,2016-07-29,day,,,For Profit,http://www.drsmoothiebrands.com/,"Since 1997, Dr. Smoothie Brands has been providing healthy smoothie concentrates and powder mixes that address the market demand for specialty beverages with no artificial ingredients or preservatives. Dr. Smoothie is a full line, healthy beverage company manufacturing 100% Crushed whole fruit smoothie purees, Café Essentials coffee house style specialty beverages, Organic smoothie and frappe concentrates, Smoothie-Ceuticals nutritional supplements, and Fresh Face:registered: collagen.","Food and Beverage, Manufacturing",,,51-100,,M&A,,,,,,,,,,,Private,,,,,,
KMH LLP,https://www.crunchbase.com/organization/kmh-llp,"Consulting, Financial Services, Legal","Honolulu, Hawaii, United States",KMH LLP is a full-service accounting firm with operations in Hawaii.,"626,027","Asia-Pacific (APAC), Western US",$10M to $50M,Active,2002-01-01,year,,,,,For Profit,http://kmhllp.com,,"Financial Services, Professional Services",,,101-250,,,,,,,,,,,,,Private,,,,,,
