Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
GL Seaman & Company,https://www.crunchbase.com/organization/gl-seaman-company,"E-Commerce, Manufacturing","Carrollton, Texas, United States",GL Seaman & Company is a furniture company providing office furniture in Dallas and Fort Worth.,"581,000","Dallas/Fort Worth Metroplex, Southern US",$50M to $100M,Active,1984-01-01,day,,,,,For Profit,http://glseamancompany.com,,"Commerce and Shopping, Manufacturing",,,101-250,,,,,,,,,,,,,Private,,,,,,
Advent Business Interiors,https://www.crunchbase.com/organization/advent-business-interiors,"E-Commerce, Furniture, Interior Design, Manufacturing","Leesburg, Georgia, United States",Advent Business Interiors offers furniture and interior products.,"581,001","East Coast, Southern US",$1M to $10M,Active,2008-10-24,day,,,,,For Profit,https://www.adventbi.com/,,"Commerce and Shopping, Consumer Goods, Design, Manufacturing, Real Estate",,,11-50,,,,,,,,,,,,,Private,,,,,,
Campbell Sevey,https://www.crunchbase.com/organization/campbell-sevey,"Commercial, Heating, Ventilation, and Air Conditioning (HVAC), Industrial, Industrial Engineering, Mechanical Engineering, Rental","Minnetonka, Minnesota, United States","Campbell Sevey provides boiler systems, boiler rentals, HVAC systems, energy generation, and metering solutions.","581,004","Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",$1M to $10M,Active,1937-01-01,year,,,,,For Profit,https://www.campbell-sevey.com,,"Commerce and Shopping, Manufacturing, Other, Real Estate, Science and Engineering",,,11-50,,,,,,,,,,,,,Private,,,,,,
RDP Corporation,https://www.crunchbase.com/organization/rdp-corporation,"Electrical Distribution, Industrial, Manufacturing, Test and Measurement","Dayton, Ohio, United States",RDP Corporation is a manufacturer's representative and sales agency that distributes test and measurement instrumentations.,"581,006","Great Lakes, Midwestern US",$1M to $10M,Active,1955-01-01,year,,,,,For Profit,https://rdp-corp.com,,"Data and Analytics, Energy, Manufacturing",,,11-50,,,,,,,,,,,,,Private,,,,,,
OmniMount Systems,https://www.crunchbase.com/organization/omnimount-systems,"Consumer Electronics, Customer Service, Manufacturing, Music, Online Portals, Software","Eagan, Minnesota, United States","OmniMount has been a global product innovator, first pioneering the field of audio mounts","581,011","Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",$1M to $10M,Active,1978-01-01,month,,,,,For Profit,https://www.omnimount.com/,"Omnimount is a manufacturing company that operates in the consumer electronics industry. They manufacture tv ceiling and wall mounts, av wall shelves, av racks and carts, and speaker mounts. They support product installs and integration maintenance, plan extended warranties, and power system conversions.","Consumer Electronics, Hardware, Internet Services, Manufacturing, Media and Entertainment, Music and Audio, Other, Professional Services, Software",1,Alex Cyrell,1-10,,,,,,,,,,,,,Private,,,,,,
Acre Valley Real Estate Capital,https://www.crunchbase.com/organization/acre-valley-real-estate-capital,"Property Development, Real Estate","Chicago, Illinois, United States",Acre Valley Real Estate Capital specializes in real estate investments by focusing on acquiring assets.,"581,015","Greater Chicago Area, Great Lakes, Midwestern US",Less than $1M,Active,2014-01-01,year,,,,,For Profit,https://www.acrevalleyre.com,,Real Estate,1,Richard Hadar,1-10,,,,,,,,,,,,,Private,,,,,,
S & M Moving Systems,https://www.crunchbase.com/organization/s-m-moving-systems,"Automotive, Logistics, Transportation","Phoenix, Arizona, United States",S & M Moving Systems is a transportation company offering moving services.,"581,016","Greater Phoenix Area, Western US",$10M to $50M,Active,1918-01-01,day,2023-03-23,day,,,For Profit,http://smmoving.com,,Transportation,,,251-500,,M&A,,,,,,,,,,,Private,,,,,,
Ho'a Solar,https://www.crunchbase.com/organization/ho-a-solar,"Commercial, Renewable Energy, Residential, Solar","Kailua, Hawaii, United States",Ho'a Solar specializes in residential and commercial solar energy services and installations.,"581,016","Asia-Pacific (APAC), Western US",$1M to $10M,Active,2015-01-01,year,,,,,For Profit,https://www.ho-asolarinc.com,"Ho'a Solar is a solar energy company. Their services include solar hot water maintenance service, removal, re-install, pool heating maintenance service, warranty work, photovoltaic maintenance service, and orphan system. They respond to customer inquiries by phone, contact form, and email.","Energy, Natural Resources, Other, Real Estate, Sustainability",,,11-50,,,,,,,,,,,,,Private,,,,,,
lockr,https://www.crunchbase.com/organization/lockr-2723,"Consumer, Email, Software","New York, New York, United States",lockr is a consumer service that provides a pre-filtering solution to users for email by providing a public-facing email address.,"581,017","Greater New York Area, East Coast, Northeastern US",,Active,2020-01-01,year,,,,,For Profit,https://lockrmail.com/,,"Information Technology, Internet Services, Messaging and Telecommunications, Other, Software",,,1-10,,,,,,,,,,,,,Private,,,,,,
FDP Mold Remediation,https://www.crunchbase.com/organization/fdp-mold-remediation,,"Washington, District of Columbia, United States","FDP Mold Remediation offers mold inspection, mold testing and mold remediation services.","581,023","Washington DC Metro Area, Southern US",,Active,2005-01-01,year,,,,,For Profit,https://www.fdpmoldremediation.com/,"FDP Mold Remediation offers mold inspection, mold testing and mold remediation services for a complete mold solution for your home or business in MD, DC and NOVA. We are certified, licensed & insured.",,,,1-10,,,,,,,,,,,,,Private,,,,,,
