Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Crewforce,https://www.crunchbase.com/organization/crewforce,"Recruiting, Staffing Agency, Training","New York, New York, United States",Crewforce is a staffing company that recruits CWA low-voltage installers and electricians for the structured cabling and AV industries.,"939,002","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,2014-01-01,year,,,,,For Profit,https://crewforce.com,Crewforce supplies security and fire alarm installers on a temp basis. They are equipped to deliver CWA affilicated labor in order to accomodate CWA affiliated contractors. They deliver large crews of installers in support of project based or seasonal labor needs and they are equally adept in filling management and engineering level positions on a contract-to-hire or direct hire basis.,"Administrative Services, Education, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
Regional Health Services of Howard County,https://www.crunchbase.com/organization/regional-health-services-of-howard-county,"Health Care, Hospital, Medical, Oncology, Rehabilitation","Cresco, Iowa, United States","Regional Health Services of Howard County offers cancer care, laboratory, radiology, surgery, rehabilitation, and pain management services.","939,006",Midwestern US,$10M to $50M,Active,1902-01-01,year,,,,,For Profit,https://rhshc.com/,,Health Care,,,101-250,,,,,,,,,,,,,Private,,,,,,
"International Union of Operating Engineers, Local 18",https://www.crunchbase.com/organization/international-union-of-operating-engineers-local-18,"Construction, Non Profit, Social","Cleveland, Ohio, United States","International Union of Operating Engineers, Local 18 is an union that provides good-paying jobs and benefits.","939,011","Great Lakes, Midwestern US",$10M to $50M,Active,,,,,,,Non-profit,https://oe18.org/,,"Community and Lifestyle, Other, Real Estate, Social Impact",,,11-50,,,,,,,,,,,,,Private,,,,,,
Rita Staffing,https://www.crunchbase.com/organization/rita-staffing,"Human Resources, Information Technology","Tampa, Florida, United States",Rita Staffing is a staffing and recruiting company offering strategic staffing solutions.,"939,017","Tampa Bay Area, East Coast, Southern US",$10M to $50M,Active,1973-01-01,year,,,,,For Profit,http://ritastaffing.com,,"Administrative Services, Information Technology",,,11-50,,,,,,,,,,,,,Private,,,,,,
DFC Intelligence,https://www.crunchbase.com/organization/dfc-intelligence,Market Research,"San Diego, California, United States",DFC Intelligence was established in 1994 and its core team has over 100 years of combined experience in the game and digital media industry.,"939,024","Greater San Diego Area, West Coast, Western US",$1M to $10M,Active,1993-01-01,year,,,,,For Profit,http://www.dfcint.com/,"DFC Intelligence was established in 1994 and its core team has over 100 years of combined experience in the game and digital media industry. DFC has done major research products for most of the largest companies involved in the industry. Over 300 companies in over 30 countries worldwide have bought their syndicated research reports. DFC Intelligence research is offered in many forms, tailored from startups to the largest global conglomerates. Products are delivered in formats ranging from industry briefs and reports, to full data visualization and manipulation tools that allow users to view research as they want to see. DFC Intelligence offers a wide range of research products and services, with much of what they provide custom tailored to the individual needs of clients.","Data and Analytics, Design",,,11-50,,,,,,,,,,,,,Private,,,,,,
Universal Information Systems,https://www.crunchbase.com/organization/universal-information-systems,"Field Support, Hardware, Information Technology, IT Management, Leasing, Retail, Technical Support","Pittsburgh, Pennsylvania, United States","Universal Information Systems is an IT-managed services company that provides copiers, xerox, and printers for rental, sales, and services.","939,026","Great Lakes, Northeastern US",,Active,,,,,,,For Profit,https://www.universalinfo.com,,"Commerce and Shopping, Financial Services, Hardware, Information Technology, Other, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
Wellspring Digital,https://www.crunchbase.com/organization/wellspring-digital,"Advertising, Marketing","Frederick, Maryland, United States",Wellspring Digital is a Digital Marketing & Advertising company.,"939,028","Washington DC Metro Area, East Coast, Southern US",,Active,2017-01-01,year,,,,,For Profit,https://wellspringdigital.com/,,"Advertising, Sales and Marketing",,,1-10,,,,,,,,,,,,,Private,,,,,,
Sailfish Club of Florida,https://www.crunchbase.com/organization/sailfish-club-of-florida,"Boating, Sailing, Social, Swimming","Palm Beach, Florida, United States","Sailfish Club of Florida is a fishing and boating club offering swimming, sailing, fishing, boating, and cuisine services.","939,029","Greater Miami Area, East Coast, Southern US",$10M to $50M,Active,1914-02-28,day,,,,,For Profit,https://www.sailfishclub.com,,"Community and Lifestyle, Sports",,,11-50,,,,,,,,,,,,,Private,,,,,,
Innovative Optics,https://www.crunchbase.com/organization/innovative-optics,"Health Care, Medical Device, Retail","Sarasota, Florida, United States","Innovative Optics offers products such as laser glasses, BBCE patient goggles, pediatric glasses, IPL eyewear, and accessories.","939,030","East Coast, Southern US",Less than $1M,Active,1993-01-01,year,,,,,For Profit,https://innovativeoptics.com/,,"Commerce and Shopping, Health Care",,,11-50,,,,,,,,,,,,,Private,,,,,,
Hopkins & Associates,https://www.crunchbase.com/organization/hopkins-associates-4a26,"Accounting, Bookkeeping and Payroll, Consulting, Financial Services, Retirement, Tax Preparation","Wilmington, Delaware, United States",Hopkins & Associates provides accounting and tax preparation services.,"939,031","Greater Philadelphia Area, East Coast, Southern US",Less than $1M,Active,1968-01-01,year,,,,,For Profit,https://hopkinsandassoc.com,"Hopkins & Associates focuses on their clients' individual needs. In addition to offering professional services, they are small enough to give their clients the attention they deserve. Services include Accounting Software Selection, Bookkeeping, Business Consulting, Business Entity Selection, Buying or Selling a Business, Estate & Trust Tax Preparation, Financial Analysis, Financial Statements, IRS Representation, Management Advisory Services, Retirement Planning, Payroll Services, and Insurance.","Community and Lifestyle, Financial Services, Other, Professional Services",1,Lori Demanczyk,1-10,,,,,,,,,,,,,Private,,,,,,
El Centro De Amistad,https://www.crunchbase.com/organization/el-centro-de-amistad,"Health Care, Health Diagnostics, Medical, Mental Health, Personal Health, Wellness","Canoga Park, California, United States","El Centro De Amistad provides medication support, mental health, and rehabilitative services.","939,032","Greater Los Angeles Area, West Coast, Western US",$1M to $10M,Active,1977-01-01,year,,,,,Non-profit,https://ecda.org,"El Centro De Amistad is a storefront program with three staff, targeting the large community of at-risk, gang-involved youth by providing substance abuse treatment and related services. They provide a cross-cultural organization providing a comprehensive range of services, anticipating the ever-changing needs of families and individuals.",Health Care,,,101-250,,,,,,,,,,,,,Private,,,,,,
E20 Communications,https://www.crunchbase.com/organization/e20-communications,"Internet, Manufacturing, Network Hardware","Calabasas, California, United States",E20 Communications develops and manufactures multi-gigabit rate fiber optic subsystems for telecommunications markets.,"939,033","Greater Los Angeles Area, West Coast, Western US",,Active,1998-01-01,year,2004-05-19,day,,,For Profit,,"E20 Communications, Inc. develops and manufactures multi-gigabit rate fiber optic subsystems for the computer storage, internetworking, and telecommunications markets. The company was founded in 1998 and is headquartered in Calabasas, California. As of May 17, 2004, E20 Communications, Inc. operates as a subsidiary of JDS Uniphase Corporation.","Hardware, Internet Services, Manufacturing",1,Liew-Chuang Chiu,1-10,3,M&A,72500000,USD,72500000,72500000,USD,72500000,"New Enterprise Associates, Fortune Venture Investment Group, Windward Ventures, GAINS Investment Corp., SunAmerica Ventures",1,5,,Private,,,,,,
Park County School District,https://www.crunchbase.com/organization/park-county-school-district,"Education, Higher Education, Primary Education, Secondary Education","Powell, Wyoming, United States",Park County School District is an educational institution and a school.,"939,033",Western US,,Active,1908-01-01,day,,,,,For Profit,https://www.pcsd1.org,,Education,,,101-250,,,,,,,,,,,,,Private,,,,,,
TriSure,https://www.crunchbase.com/organization/trisure,"Consulting, Financial Services, Insurance, Professional Services","Raleigh, North Carolina, United States",TriSure provides insurance and risk management services.,"939,033","Research Triangle, East Coast, Southern US",$1M to $10M,Active,1999-01-01,year,,,,,For Profit,https://trisure.com/,,"Financial Services, Other, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
WeedTraQR,https://www.crunchbase.com/organization/weedtraqr,"Cannabis, Information Technology, Legal, Software","Seattle, Washington, United States","WeedTraQR provides seed-to-sale tracking solutions for weed producers, processors, and retailers in Washington state.","939,035","Greater Seattle Area, West Coast, Western US",$1M to $10M,Active,2014-01-01,day,,,,,For Profit,https://weedtraqr.com/,"WeedTraQR provides seed-to-sale tracking solutions for weed producers, processors, and retailers in Washington state. It provides a simplified cannabis software with regulatory compliance, grows management, inventory controls, and sales management.","Community and Lifestyle, Food and Beverage, Health Care, Information Technology, Professional Services, Software",1,David Busby,1-10,,,,,,,,,,,,,Private,,,,,,
WARP,https://www.crunchbase.com/organization/warp-48a4,Software,"Hampshire, Illinois, United States",WARP is a software development house achieving stunning results for our clients.,"939,038","Greater Chicago Area, Great Lakes, Midwestern US",,Active,2003-01-01,year,,,,,For Profit,http://warp.co.uk,,Software,,,11-50,,,,,,,,,,,,,Private,,,,,,
