Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Bank of Baker,https://www.crunchbase.com/organization/bank-of-baker,"Banking, Finance, Financial Services","Baker, Montana, United States",Bank of Baker provides personal and business banking services.,"2,184,001",Western US,$1M to $10M,Active,1924-01-01,year,,,,,For Profit,https://www.bankofbaker.com,Bank of Baker is a locally-owned and operated banker. They offer personalized services. They are committed to making the lives of their customers and employees by investing in their community.,"Financial Services, Lending and Investments",,,11-50,,,,,,,,,,,,,Private,,,,,,
Merchant Cash Advance,https://www.crunchbase.com/organization/merchant-cash-advance-e9bc,"Credit Cards, Finance, Funding Platform, Lending","Brooklyn, New York, United States",Merchant Cash Advance is a financial portal that provides financing and credit card processing services for businesses.,"2,184,008","Greater New York Area, East Coast, Northeastern US",,Active,2019-01-01,year,,,,,For Profit,https://www.mcashadvance.com,,"Financial Services, Lending and Investments, Payments",,,11-50,,,,,,,,,,,,,Private,,,,,,
New City Stage,https://www.crunchbase.com/organization/new-city-stage,"Events, Media and Entertainment, Performing Arts","Philadelphia, Pennsylvania, United States","New City Stage is a production company that provides venues for theatre, events, and meetings.","2,184,010","Greater Philadelphia Area, Great Lakes, Northeastern US",$1M to $10M,Active,2006-01-01,year,,,,,For Profit,https://www.newcitystage.org,,"Events, Media and Entertainment",,,11-50,,,,,,,,,,,,,Private,,,,,,
Industrial Medical Associates,https://www.crunchbase.com/organization/industrial-medical-associates,"Fitness, Health Care, Wellness","Syracuse, New York, United States","Industrial Medical Associates is a health, wellness and fitness company.","2,184,014","Great Lakes, East Coast, Northeastern US",,Active,,,,,,,For Profit,http://www.industrialmedical.com/,,"Health Care, Sports",,,11-50,,,,,,,,,,,,,Private,,,,,,
Bells Ferry Veterinary Hospital,https://www.crunchbase.com/organization/bells-ferry-veterinary-hospital,"Health Care, Medical, Veterinary","Acworth, Georgia, United States","Bells Ferry Veterinary Hospital specializes in wellness exams, puppy and kitten care, dentistry, endoscopy, and laser therapy treatments","2,184,015","Greater Atlanta Area, East Coast, Southern US",$1M to $10M,Active,1983-01-01,year,,,,,For Profit,https://www.bfvh.com,,Health Care,,,11-50,,,,,,,,,,,,,Private,,,,,,
Nudge Focus,https://www.crunchbase.com/organization/nudge-focus,"Financial Services, Information Technology, Software","Mountain View, California, United States",The Nudge Platform drives academic performance through effective student incentives.,"2,184,017","San Francisco Bay Area, Silicon Valley, West Coast",,Closed,2018-03-01,day,,,,none,For Profit,https://nudge.fun,"The Nudge platform drives academic performance through effective student incentives. Through its integration with leading Learning Management Systems (“LMS”) and Student Information Systems (“SIS), Nudge enables parents to reward academic goal achievement with financial rewards.  Effective incentives are based on short-term and medium-term goal achievement and are consistently applied over time.  The Nudge platform allows parents to set rules and monitor results, while the system automates incentive rewards through Nudge Apps Including NudgeCard and NudgeFunds.","Financial Services, Information Technology, Software",2,"Jeremy Bowers, Thomas McMillan",1-10,1,Seed,,USD,,,USD,,,,,,Private,,,,,,
HCCAO,https://www.crunchbase.com/organization/hccao,"Charity, Health Care, Non Profit","Hillsboro, Ohio, United States",HCCAO strives to empower individuals and families through opportunities and support to achieve self-sufficiency.,"2,184,023","Great Lakes, Midwestern US",,Active,1965-01-01,year,,,,,Non-profit,https://hccao.org,,"Health Care, Other, Social Impact",,,11-50,,,,,,,,,,,,,Private,,,,,,
GSC New Hampshire,https://www.crunchbase.com/organization/gsc-new-hampshire,"Cyber Security, Information Technology, IT Infrastructure","Manchester, New Hampshire, United States","GSC offers a wide range of portfolio of products and solutions such as back-up recovery, cybersecurity, and IT infrastructure.","2,184,023","East Coast, New England, Northeastern US",$1M to $10M,Active,1982-01-01,day,,,,,For Profit,https://gscitsolutions.com/,,"Information Technology, Privacy and Security",,,11-50,,,,,,,,,,,,,Private,,,,,,
MyCali Designs,https://www.crunchbase.com/organization/mycali-designs,"Advertising, Digital Marketing, SEO, Web Design, Web Development","Woodland, California, United States",MyCali Designs is a digital marketing company.,"2,184,025","West Coast, Western US",Less than $1M,Active,2012-01-01,year,,,,,For Profit,https://www.mycalidesigns.com,"MyCali Designs provides website design, web development, social media, search engine optimization, graphic design, logo design, and branding solutions.","Advertising, Design, Internet Services, Sales and Marketing, Software",,,1-10,,,,,,,,,,,,,Private,,,,,,
Dmv Strategic Advisors,https://www.crunchbase.com/organization/dmv-strategic-advisors,"CivicTech, Communications Infrastructure, Management Consulting, Project Management","Derwood, Maryland, United States",DMV Strategic Advisors is a management consulting firm.,"2,184,027","Washington DC Metro Area, East Coast, Southern US",$1M to $10M,Active,,,,,,,For Profit,https://dmvstrategicadvisors.com,"Dmv Strategic Advisors provides fiscal & administrative management consulting. They also provide communications strategies & implementation, building coalitions and public-private partnerships.","Administrative Services, Government and Military, Hardware, Information Technology, Other, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
