Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Social Selling Automation,https://www.crunchbase.com/organization/social-selling-automation,"B2B, Lead Generation, Professional Services","Scottsdale, Arizona, United States",Social Selling Automation LLC provides automation services for marketing and social media to small businesses.,"2,482,002","Greater Phoenix Area, Western US",$1M to $10M,Active,2017-01-01,year,,,,,For Profit,https://socialsellingautomation.com,,"Other, Sales and Marketing",,,11-50,,,,,,,,,,,,,Private,,,,,,
Ferruggia Associates,https://www.crunchbase.com/organization/ferruggia-associates,"Commercial, Real Estate, Residential","Watchung, New Jersey, United States",Ferruggia Associates is a real estate development firm that builds residential and commercial properties.,"2,482,002","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,,,,,,,For Profit,https://ferruggiaassociates.com,,"Other, Real Estate",,,11-50,,,,,,,,,,,,,Private,,,,,,
TableRunner,https://www.crunchbase.com/organization/tablerunner,"Food Delivery, Online Portals, Service Industry","San Francisco, California, United States","TableRunner delivers fresh, chef-prepared meals to your door.","2,482,003","San Francisco Bay Area, West Coast, Western US",$1M to $10M,Closed,2015-01-01,year,,,,none,For Profit,https://www.tablerunner.com/,"TableRunner delivers fresh, chef-prepared meals to your door.","Food and Beverage, Internet Services, Other, Transportation",1,Ryan Tu,11-50,,,,,,,,,,,,,Private,,,,,,
American Discovery,https://www.crunchbase.com/organization/american-discovery,"Consulting, Information Technology","Pasadena, California, United States",American Discovery is a worldwide provider of legal process outsourcing services in the areas of Managed Document Review and Litigation.,"2,482,004","Greater Los Angeles Area, West Coast, Western US",$50M to $100M,Active,1992-01-01,day,,,,,For Profit,http://www.americandiscovery.com,,"Information Technology, Professional Services",,,501-1000,,,,,,,,,,,,,Private,,,,,,
Concentric Private Wealth,https://www.crunchbase.com/organization/concentric-private-wealth,"Finance, Financial Services, Service Industry","Mclean, Virginia, United States",Concentric Private Wealth offers independent wealth management and financial planning services.,"2,482,005","Washington DC Metro Area, East Coast, Southern US",,Active,2012-01-01,year,,,,,For Profit,https://concentricpw.com,,"Financial Services, Other",,,1-10,,,,,,,,,,,,,Private,,,,,,
Deutsch Realty,https://www.crunchbase.com/organization/deutsch-realty,"Property Management, Real Estate, Residential","Manhasset, New York, United States",Deutsch Realty is a real estate company that specializes in property buying and selling services.,"2,482,008","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,,,,,,,For Profit,http://deutschrealty.com,,Real Estate,,,1-10,,,,,,,,,,,,,Private,,,,,,
Advantage Signs,https://www.crunchbase.com/organization/advantage-signs,,"Concord, New Hampshire, United States","Advantage Signs is a one-stop sign shop that can design, create, and install interior or exterior signs, car wraps, and more.","2,482,011","East Coast, New England, Northeastern US",,Active,1989-01-01,year,,,,,For Profit,https://www.advantagesigns.net,,,,,,,,,,,,,,,,,,Private,,,,,,
American of Martinsville,https://www.crunchbase.com/organization/american-of-martinsville,"Furniture, Home Decor, Manufacturing","Martinsville, Virginia, United States",American of Martinsville is a manufacturing company that specializes in manufacturing a wide range of hospitality furniture.,"2,482,013","East Coast, Southern US",$10M to $50M,Active,1906-03-21,day,,,,,For Profit,https://americanofmartinsville.com/,,"Consumer Goods, Manufacturing, Real Estate",,,251-500,,,,,,,,,,,,,Private,,,,,,
Nesters,https://www.crunchbase.com/organization/nesters,"Communities, E-Commerce, Internet","Atlanta, Georgia, United States",Nesters.com is a community oriented web-site that provides local residents the ability to manage their home experience online while also,"2,482,028","Greater Atlanta Area, East Coast, Southern US",,Closed,2008-08-01,day,,,,none,For Profit,http://www.nesters.com,"Nesters.com is a community oriented web-site that provides local residents the ability to manage their home experience online while also benefiting from useful tools that make it simple to request, select and receive quality service from local professionals.","Commerce and Shopping, Community and Lifestyle, Internet Services",,,1-10,,,,,,,,,,,,,Private,,,,,,
Erik Remmel,https://www.crunchbase.com/organization/erik-remmel,Media and Entertainment,"St. Petersburg, Florida, United States",Erik Remmel is a Media Production company.,"2,482,039","Tampa Bay Area, East Coast, Southern US",,Active,2016-01-01,year,,,,,For Profit,https://erikremmel.com,,Media and Entertainment,1,Erik Remmel,1-10,,,,,,,,,,,,,Private,,,,,,
Bizline Capital Group,https://www.crunchbase.com/organization/bizline-capital-group,"Finance, Financial Services, Leasing","Monroe, New York, United States",Bizline Capital Group is a financial solutions firm that offers to acquire used and new equipment and leasing services.,"2,482,042","Greater New York Area, East Coast, Northeastern US",Less than $1M,Active,,,,,,,For Profit,http://www.bizlinecg.com,,Financial Services,,,1-10,,,,,,,,,,,,,Private,,,,,,
