Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
SONWAY GROUP,https://www.crunchbase.com/organization/sonway-group,Oil and Gas,"Newport Beach, California, United States",SONWAY GROUP is a global supply service and procurement outsourcing service provider company.,"1,057,001","Greater Los Angeles Area, West Coast, Western US",,Active,,,,,,,For Profit,http://www.sonwaygroup.com/,,"Energy, Natural Resources",,,1-10,,,,,,,,,,,,,Private,,,,,,
Gradkell Systems,https://www.crunchbase.com/organization/gradkell-systems,Software,"Huntsville, Alabama, United States",Gradkell provides organizations with IT strategies for tomorrow's business and technology challenges.,"1,057,002",Southern US,$1M to $10M,Active,1990-01-01,year,,,,,For Profit,http://gradkell.com/,,Software,1,Grady Paul Gaston,51-100,,,,,,,,,,,,,Private,,,,,,
Lake Pleasantry Dentistry,https://www.crunchbase.com/organization/lake-pleasantry-dentistry,"Dental, Health Care, Medical","Peoria, Arizona, United States","Lake Pleasantry Dentistry provides dental care services such as implants, root canals, cosmetic dentures, and periodontal treatment.","1,057,004","Greater Phoenix Area, Western US",Less than $1M,Active,2007-01-01,year,,,,,For Profit,https://lakepleasantdentistry.com/,,Health Care,1,Sharon Bader,1-10,,,,,,,,,,,,,Private,,,,,,
Hill Petroleum®,https://www.crunchbase.com/organization/hill-petroleum,"Automotive, Oil and Gas, Retail","Arvada, Colorado, United States","Hill Petroleum® provides petroleum equipment sales and repair, propane, cylinder filling, and accounting services.","1,057,005","Greater Denver Area, Western US",$10M to $50M,Active,1982-01-01,year,,,,,For Profit,https://hillpet.com,,"Commerce and Shopping, Energy, Natural Resources, Transportation",,,51-100,,,,,,,,,,,,,Private,,,,,,
Service Hawk,https://www.crunchbase.com/organization/service-hawk,"Advertising, Content, Reputation, SEO","Hammond, Louisiana, United States","Service Hawk is an advertising company that offers website design, SEO, content creation, and reputation management services.","1,057,006",Southern US,$1M to $10M,Active,2013-01-01,year,,,,,For Profit,https://servicehawk.io/,,"Advertising, Information Technology, Internet Services, Media and Entertainment, Sales and Marketing",,,1-10,,,,,,,,,,,,,Private,,,,,,
Habitat Homes,https://www.crunchbase.com/organization/habitat-homes,"Property Development, Real Estate, Rental Property, Residential","Los Angeles, California, United States",Habitat Homes is a real estate company that property development and rental services.,"1,057,008","Greater Los Angeles Area, West Coast, Western US",$1M to $10M,Active,2018-01-01,year,,,,,For Profit,https://habitat-homes.com,,Real Estate,,,1-10,,,,,,,,,,,,,Private,,,,,,
Activitas,https://www.crunchbase.com/organization/activitas,"Architecture, Civil Engineering, Landscaping, Recreation","Dedham, Massachusetts, United States","Activitas is a design firm that offers planning, athletic facility design, wetland restoration, plantation, and post-construction services.","1,057,009","Greater Boston Area, East Coast, New England",$1M to $10M,Active,2010-01-01,year,,,,,For Profit,https://activitas.com/,,"Real Estate, Science and Engineering, Sports",1,Patrick Maguire,11-50,,,,,,,,,,,,,Private,,,,,,
SUNNYBAG,https://www.crunchbase.com/organization/sunnybag,Renewable Energy,"Sunnyvale, California, United States",SUNNYBAG develops and sells stylish solar backpacks to charge mobile devices on the go,"1,057,011","San Francisco Bay Area, Silicon Valley, West Coast",,Active,2012-01-01,year,,,,,For Profit,http://www.sunnybag.com/,"The integrated solar panels convert sunlight into electrical power to charge your mobile devices, e.g. smartphone, camera, iPad. SUNNYBAG is your personal power station! Charge your mobile devices with solar energy wherever you are. SUNNYBAG was founded in 2010 and is based in Sunnyvale, California.","Energy, Sustainability",1,Stefan Ponsold,1-10,1,Early Stage Venture,,USD,,,USD,,aws Gründerfonds (aws Founders Fund),,1,,Private,,,,,,
The Meriwether Group,https://www.crunchbase.com/organization/the-meriwether-group,"Consulting, Management Consulting","Portland, Oregon, United States",Management Consulting,"1,057,014","West Coast, Western US",$10M to $50M,Active,2004-01-01,year,,,,,For Profit,https://meriwethergroup.com,"Meriwether Group (MWG) is a trusted advisor and business acceleration firm serving entrepreneurs of iconic, disruptive consumer brands. It is led by a complementary team of accomplished entrepreneurs, large corporate executives (i.e., adidas, Nike, etc.), financiers and lawyers.  Meriwether’s dynamic team uses a unique and effective methodology to accelerate desired outcomes in a brand-centric and relevant way. Motivated by its mission to help entrepreneurs Fulfill Their Journey, they apply this ethos to all activities of licensing, distribution, brand development and mergers and acquisitions to help business leaders fulfill their destiny.  Whether launching a startup, needing growth strategies, an infusion of fresh capital or a graceful succession plan, every disruptive consumer brand has different needs and that’s why Meriwether’s services are as diverse as the clients they serve. Their personalized approach gives clients the freedom to mix and match services to best suit each company’s needs. Their services can be thought of like additional tools in a toolbox; one filled with everything a client needs to effectively “Fulfill Their Journey.”",Professional Services,,,1-10,,,,,,,,,,,,,Private,,,,,,
The Aust Group,https://www.crunchbase.com/organization/aust-group,"Advice, Consulting, Financial Services, Professional Services","Vero Beach, Florida, United States","The Aust Group is a financial advisory firm that specializes in mergers, acquisitions, business consulting, and mentoring services.","1,057,014","East Coast, Southern US",,Active,2018-01-01,year,,,,,For Profit,https://www.theaustgroup.com/,,"Financial Services, Media and Entertainment, Other, Professional Services",1,Stuart Aust,1-10,,,,,,,,,,,,,Private,,,,,,
