Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
NUG,https://www.crunchbase.com/organization/nug,"Cannabis, Consumer Goods, Manufacturing","Alameda, California, United States","NUG is a diversified cannabis company that offers numerous strategic solutions for cultivators, brands, and retailers.","54,003","San Francisco Bay Area, West Coast, Western US",,Active,2014-01-01,year,,,,,For Profit,http://www.nug.com/,"NUG is a diversified cannabis company that offers numerous strategic solutions for cultivators, brands, and retailers. From its patented cutting-edge technology to its award-winning branded products and dedication to equity and community involvement, NUG's leaders are pioneers and innovators in the cannabis industry, having established an industrywide standard for the handcrafted, organic seed to sale cannabis cultivation and manufacturing.  NUG was founded in 2014 and is headquartered in Alameda, California, United States.","Community and Lifestyle, Consumer Goods, Food and Beverage, Health Care, Manufacturing",2,"Jamie Besaw, John Oram",51-100,1,Early Stage Venture,15000000,USD,15000000,15000000,USD,15000000,,,,,Private,,,,,,
Zoox Smart Data,https://www.crunchbase.com/organization/zoox-smart-data,"Analytics, Big Data, Information Technology, SaaS, Software","Alpharetta, Georgia, United States","B2B SaaS (Big data, data lake creation, management and analytics, mobile customer surveys/engagement).","54,003","Greater Atlanta Area, East Coast, Southern US",$10M to $50M,Active,2011-01-01,year,,,,,For Profit,https://zooxsmart.com,"Zoox Smart WiFi leverages existing networks with its white label cloud software that enables captive portal user engagement, location analytics and gives access to robust demographic and psychographic user datasets. The recently developed Zoox Smart Pass, a biometric face recognition technology, has received considerable attention due to its potential for a wide variety of applications, empowering businesses to reduce check-in friction and increase safety levels. More than 5,000 businesses including airports, retailers, transit systems and hotels are currently benefiting from Zoox's solutions.","Data and Analytics, Information Technology, Software",1,Rafael de Albuquerque,101-250,2,Early Stage Venture,8600000,USD,8600000,8600000,USD,8600000,"2A Investimentos, HDI Seguros",1,2,,Private,,,,,,
Nia Therapeutics,https://www.crunchbase.com/organization/nia-therapeutics,"Biotechnology, Health Care, Life Science, Pharmaceutical","Radnor, Pennsylvania, United States",Nia Therapeutics develops a precision neurostimulation therapy for the treatment of memory loss.,"54,005","Greater Philadelphia Area, Great Lakes, Northeastern US",,Active,2018-01-01,year,,,,,For Profit,https://niatherapeutics.com/,"Nia Therapeutics develops a precision neurostimulation therapy for the treatment of memory loss. The company was founded in 2016 and is based in Radnor, Pennsylvania, United States.","Biotechnology, Health Care, Science and Engineering",2,"Daniel Rizzuto, Michael Kahana",1-10,6,Seed,10674949,USD,10674949,13224949,USD,13224949,"Creative Destruction Lab (CDL), Ben Franklin Technology Partners of Southeastern Pennsylvania",2,2,1,Private,,,,,,
Dextall,https://www.crunchbase.com/organization/dextall,"Building Material, Construction, Manufacturing","Fairfax, Virginia, United States",Dextall is a building material technology company delivering prefabricated exteriors for mid and high-rise buildings.,"54,005","Washington DC Metro Area, East Coast, Southern US",$1M to $10M,Active,2020-01-01,year,,,,,For Profit,http://dextall.com/,"Dextall operates as a standardized prefab wall manufacturer. It provides fully automated design assistance integration for architects working on mid and high-rise buildings. Dextall exterior walls are lightweight supported by light gauge metal and fire-rated core insulation. It is a simple and versatile product that delivers water and an airtight, high-performance facade. Founded in 2020, Dextall is based in Fairfax, Virginia, United States.","Manufacturing, Real Estate",1,Aurimas Sabulis,1-10,4,,,,,3045000,USD,3045000,"Old Three Hundred Capital, Paolo Boero",1,2,,Private,,,,,,
Nunbelievable,https://www.crunchbase.com/organization/nunbelievable,"Bakery, Food and Beverage, Food Processing","Nyack, New York, United States",Nunbelievable is a baked goods company.,"54,008","Greater New York Area, East Coast, Northeastern US",,Active,2019-01-01,year,,,,,For Profit,https://nunbelievable.com/,"Nunbelievable is a baked goods company. Its product catalog includes cookies of various flavors, like chocolate chip, peanut butter, and oatmeal raisin.",Food and Beverage,2,"Bryan Janeczko, Kuda Biza",1-10,2,,3577570,USD,3577570,3597570,USD,3597570,"Loeb.nyc, SnackFutures",2,2,,Private,,,,,,
Howtorobot.com,https://www.crunchbase.com/organization/howtorobot-com,"Industrial Automation, Industrial Manufacturing, Manufacturing, Marketplace, Procurement, Robotics, Warehouse Automation","Chicago, Illinois, United States","The world's largest marketplace for industrial and service robots. On HowToRobot, buyer meets sellers of solutions worldwide","54,010","Greater Chicago Area, Great Lakes, Midwestern US",,Active,2019-03-05,day,,,,,For Profit,https://www.howtorobot.com,"HowToRobot.com is a global automation marketplace that connects buyers with suppliers of robots and automation solutions. Every day, we match businesses in need of automation with relevant suppliers and solutions from our fast-growing network of robot and automation companies. Our market insights, guides and digital tools help businesses understand their automation needs and connect them with the solution specific to their needs.","Commerce and Shopping, Hardware, Manufacturing, Science and Engineering, Software, Transportation",2,"Mette Klausen, Søren Peters",11-50,2,Seed,2800000,USD,2800000,2800000,USD,2800000,,,,,Private,,,,,,
DCEX,https://www.crunchbase.com/organization/dcex,"Blockchain, Cryptocurrency, Financial Services, Internet","San Francisco, California, United States","DCEX is a US based digital currency exchange with OTC desk, digital dollar DCEX$ and a Digital currency news site","54,019","San Francisco Bay Area, West Coast, Western US",Less than $1M,Active,2017-10-02,day,,,,,For Profit,https://dcex.com,"DCEX is a digital currency exchange based in San Francisco since 2017 has built a modern matching engine, UI by an experienced tech team and has re launched trading operations. Listed coins are paired with USD, USDC, BTC and soon to come DCEX Coin for a flat on ramp. We partnered with a reputable custodian based in SF bay area for storage of excess coins and for fiat custody trust account. We would also be partnering with a FINRA registered broker dealer to offer additional products, stock trading under same account, Digital asset management, e commerce and investing in start ups at our building. Several of the team members hold securities licenses.","Blockchain and Cryptocurrency, Financial Services, Internet Services, Other, Payments, Software",3,"Reddy Dandolu, S Daniel Bulka, S Greg Janson",11-50,4,Early Stage Venture,1901001,USD,1901001,1901001,USD,1901001,"Ripple, Reddy Dandolu",1,2,,Private,,,,,,
Altafid,https://www.crunchbase.com/organization/altafid,"Financial Services, FinTech, Marketplace","Austin, Texas, United States","Altafid is a fiduciary financial services marketplace that provides transparent, broad, and affordable access to global financial solutions.","54,024",Southern US,$1M to $10M,Active,2021-04-01,month,,,,,For Profit,http://www.altafid.com,"Altafid is a fiduciary financial services marketplace that provides transparent, broad, and affordable access to global financial solutions. The company was founded in 2021 and is headquartered in Austin, Texas, United States.","Commerce and Shopping, Financial Services",2,"Gonzalo Maturana, PhD, Vito Sciaraffia, PhD",11-50,3,,2500000,USD,2500000,2500000,USD,2500000,,,,,Private,,,,,,
End-Labs,https://www.crunchbase.com/organization/end-labs,"Blockchain, Cryptocurrency, Finance, FinTech, Lending, Web3","Greenwich, Connecticut, United States",END-Labs is a blockchain development studio developing Web3 lending infrastructure.,"54,031","East Coast, New England, Northeastern US",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://end-labs.io/,END-Labs is a blockchain development studio developing Web3 lending infrastructure. It specializes in creating a suite of blockchain-based products to power a new approach to finance.,"Blockchain and Cryptocurrency, Financial Services, Internet Services, Other, Payments, Software",1,Eric Bravick,11-50,3,Seed,,USD,,1540201,USD,1540201,"BlockTower Capital, Circle, Polychain, Franklin Templeton, CRV",,13,,Private,,,,,,
Magical,https://www.crunchbase.com/organization/magical-52fc,Productivity Tools,"San Francisco, California, United States","Effortlessly move data across all your websites or web apps, so you can get your time back.","54,035","San Francisco Bay Area, West Coast, Western US",$1M to $10M,Active,2020-09-01,day,,,,,For Profit,https://www.getmagical.com,"Magical is a productivity app that empowers anyone to slash through repetitive tasks in seconds by effortlessly moving data between any site you work with. With a simple keystroke, Magical automates mundane tasks like messaging, data entry, sourcing, and prospecting workflows. Unlike existing automation solutions that are expensive, clunky, and require a technical team to set up, Magical is designed for non-technical users, offering a simple, user-enabled solution that works across any app.",Software,3,"Harpaul Sambhi, Prashant Viswanathan, Rosie Chopra",11-50,2,Early Stage Venture,41000000,USD,41000000,41000000,USD,41000000,"Bain Capital Ventures, Bain Capital, Scott Belsky, SVA, Coatue",2,18,,Private,,,,,,
Faira,https://www.crunchbase.com/organization/faira,"E-Commerce, Internet, PropTech, Real Estate, Residential, Service Industry","Kirkland, Washington, United States",Faira is a real estate technology platform that is revolutionizing the way people buy and sell homes.,"54,035","Greater Seattle Area, West Coast, Western US",Less than $1M,Active,2013-01-01,year,,,,,For Profit,https://www.faira.com,"Faira is a real estate technology platform that is revolutionizing the way people buy and sell homes – saving money, time and stress for both buyers and sellers. Faira has created a modern, efficient process with unprecedented accountability and transparency built into the system.  Faira makes small changes to the process of selling and buying a home, which make a big impact on the efficiency, transparency and cost-effectiveness. It uses software to automate what can be automated, but it keeps a human touch where necessary to make it easy for sellers and buyers. Faira is free for sellers and provides photography, MLS listing, marketing tools and collateral, and much more. We also have a team of agents that can help our sellers for just 1%. Either way, you get Faira's online offer platform which is designed to deliver the maximum price to the seller.","Commerce and Shopping, Internet Services, Other, Real Estate",3,"Eduardo Oliveira, Haresh Sangani, Kamal Jain",51-100,4,Seed,5530000,USD,5530000,5530000,USD,5530000,"Charlie Songhurst, Yann LeCun, Amit Mital, Jon Staenberg, Eric Wolford",,24,,Private,,,,,,
Workspace Property Trust,https://www.crunchbase.com/organization/workspace-property-trust,Real Estate,"Boca Raton, Florida, United States",Workspace Property Trust is a real estate company focusing on development and management of office and retail space.,"54,040","Greater Miami Area, East Coast, Southern US",$1M to $10M,Active,2015-01-01,year,,,,,For Profit,http://workspaceproperty.com,"Workspace Property Trust is a privately held, vertically integrated, full service commercial real estate company specializing in ownership, management, leasing and development of office/flex space throughout the United States.",Real Estate,3,"Leo Nolan, Roger Thomas, Thomas A. Rizk",101-250,1,,,,,1275000000,USD,1275000000,JP Morgan Chase,1,1,,Private,,,,,,
Convirza,https://www.crunchbase.com/organization/convirza,"Advertising, Analytics, Enterprise Software, Marketing Automation, Software, Telecommunications","Draper, Utah, United States","Convirza is the first and only call marketing optimization platform. It combines call tracking, marketing automation, and integrations.","54,041",Western US,$1M to $10M,Active,2001-01-01,year,,,,,For Profit,https://www.convirza.com/,"Convirza finds ingenious ways to use customer conversations to deliver remarkable business results. To address the growing demand for intelligence from phone interactions, Convirza’s call analytics and automation platforms help sales, marketing and customer service analyze and act on calls to generate more revenue and improve customer experience.  The company recently released the first ever call marketing optimization platform (Convirza for Advertisers) from its headquarters in Silicon Slopes, Utah and office in Agoura Hills, California. For more information visit www.convirza.com or follow the company on Twitter (@convirza), and on Linkedin.","Advertising, Data and Analytics, Hardware, Sales and Marketing, Software",1,Jeremiah Wilson,51-100,5,Early Stage Venture,29050000,USD,29050000,29050000,USD,29050000,,,,1,Private,,,,,,
CometChat,https://www.crunchbase.com/organization/cometchat,"Apps, Messaging, Mobile Apps, SaaS","Denver, Colorado, United States","CometChat helps customers add voice, video, and text chat to their apps and websites.","54,047","Greater Denver Area, Western US",$1M to $10M,Active,2019-01-15,day,,,,,For Profit,https://www.cometchat.com/,"CometChat empowers developers to quickly add text chat & voice and video calling/conferencing to their websites and apps across industries ranging from virtual events and telehealth to social communities, online education, marketplaces, and more. The company's dedicated team is obsessed with building the most robust, easy-to-use, reliable in-app messaging solution on the market. And its chat API and cross-platform SDKs are incredibly secure and highly scalable.  CometChat is united by a shared mission to enable meaningful connections between real people in an increasingly digital world.","Apps, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Software",2,"Anant Garg, Anuj Garg",101-250,7,Early Stage Venture,12580000,USD,12580000,17449726,USD,17449726,"Techstars, Signal Peak Ventures, Matchstick Ventures, Range Ventures, Silicon Badia",6,13,,Private,,,,,,
VU Venture Partners,https://www.crunchbase.com/organization/vu-venture-partners,"Financial Services, FinTech, Venture Capital","San Francisco, California, United States",VU Venture Partners is a multi-sector and multi-stage venture capital fund and is a scalable venture capital fund platform.,"54,048","San Francisco Bay Area, West Coast, Western US",,Active,2018-01-01,year,,,,,For Profit,https://www.vuventurepartners.com/,"VU Venture Partners is a multi-stage venture capital fund focusing on Consumer, Enterprise, FinTech / Blockchain, HealthTech, Frontier Tech, and Real Estate Tech. It was founded in 2018 and is based in San Francisco, California.","Financial Services, Lending and Investments",1,J. Skyler Fernandes,11-50,,,,,,,,,,,,,Private,,,,,,
BoltWise,https://www.crunchbase.com/organization/boltwise,"Internet, Software","Denver, Colorado, United States",BoltWise is on a mission to create a modern software platform for distribution and supply chain businesses.,"54,049","Greater Denver Area, Western US",,Active,2023-04-03,day,,,,,For Profit,https://getboltwise.com,,"Internet Services, Software",2,"Cole Weiler, Jie Min Wong",1-10,1,Seed,1000000,USD,1000000,1000000,USD,1000000,,,,,Private,,,,,,
