Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
GeoCue Group,https://www.crunchbase.com/organization/geocue-group,Software,"Madison, Alabama, United States",GeoCue Group creates software and provides services for integrating geospatial production processes.,"234,003",Southern US,$1M to $10M,Active,2003-01-01,year,2022-01-10,day,,,For Profit,https://geocue.com/,"GeoCue Group is a U.S. LiDAR data technology company offering software, hardware, training, support, and consulting services for high accuracy LiDAR and imaging drone mapping to help civil engineering and surveying professionals achieve successful data collection, processing, and management.",Software,1,Jim Meadlock,11-50,,M&A,,,,,,,,,,,Private,,,,,,
Story Worldwide,https://www.crunchbase.com/organization/story-worldwide,"Advertising, Digital Marketing","New York, New York, United States","Story Worldwide is a pathbreaking digital-first, content-focused advertising agency.","234,004","Greater New York Area, East Coast, Northeastern US",,Active,2005-01-01,year,2014-10-07,day,,,For Profit,http://www.storyworldwide.com/,"Story is a pathbreaking digital-first, content-focused advertising agency. Our differentiating capability is the integration of all the traditional and non-traditional skills needed to define a brand, to engage audiences on all channels and to take the lead in creating success for our clients. Our core skill is creating engaging content that people want to share through breakthrough creativity. In particular, we help find the truth of a brand, craft it into a compelling story, and launch the most appropriate executions for any challenge. We do all this by integrating our teams across five overarching areas of expertise comprised of Brand Strategy, Media Planning, Creative Development, Creative Technology, and Analytics. Simply put, Story is purpose-built to create advertising programs that are great stories—engaging, entertaining and useful. Our work spans integrated campaigns, through-media editorial, digital, film and innovations assignments.","Advertising, Sales and Marketing",1,Simon Kelly,101-250,,M&A,,,,,,,,,,1,Private,,,,,,
Goodfellas Doggy Daycare,https://www.crunchbase.com/organization/goodfellas-doggy-daycare,Pet,"Saugus, Massachusetts, United States","Goodfellas Doggy Daycare is owned and operated by a family of knowledgeable,dog lovers who refer to their dogs as their children.","234,006","Greater Boston Area, East Coast, New England",,Active,2012-01-01,year,,,,,For Profit,http://goodfellasdoggydaycare.com,"Goodfellas Doggy Daycare is owned and operated by a family of knowledgeable, experienced, dog lovers who refer to their dogs as their children.",Community and Lifestyle,1,Anna Russo Strasnick,11-50,1,,,,,15000,USD,15000,Citizens Bank,1,1,,Private,,,,,,
The New Stack,https://www.crunchbase.com/organization/the-new-stack,"DevOps, Digital Media, News, Publishing","Portland, Oregon, United States",The New Stack is about the services and infrastructures that developers build and the cultural impact that has on the way we work and live.,"234,006","West Coast, Western US",Less than $1M,Active,2014-01-01,year,,,,,For Profit,http://thenewstack.io/,"The New Stack is about the services and infrastructures that developers build and the cultural impact that has on the way they work and live. They analyze how the new stack affects enterprise and enterprise startups, the various networks of developer communities, the DevOps movement and the business models that encompass this new world. The site has news and analysis; feature stories about the new stacks people are building; data research; interviews and a hands-on section that dives into the technical, business and community aspects that go with building this new stack world.","Content and Publishing, Information Technology, Media and Entertainment, Software",1,Alex Williams,11-50,,,,,,,,,,,,,Private,,,,,,
THG Companies,https://www.crunchbase.com/organization/thg-companies,Construction,"Baltimore, Maryland, United States","THG Companies, a construction management and contracting firm.","234,007","Greater Baltimore-Maryland Area, East Coast, Southern US",,Active,2006-01-01,year,,,,,For Profit,https://www.thgcompaniesllc.com,"THG Companies is one of the Baltimore area's fastest growing construction management, drywall, flooring, and carpentry subcontractors.",Real Estate,,,,2,,,,,5000,USD,5000,"Comcast RISE, The Light of Baltimore Incubator",2,2,,Private,,,,,,
Walla Walla Symphony Society,https://www.crunchbase.com/organization/walla-walla-symphony-society,"Audio, Events, Music, Non Profit","Walla Walla, Washington, United States",Walla Walla Symphony Society is a nonprofit organization that specializes in providing orchestral performances and learnings about music.,"234,009","West Coast, Western US",Less than $1M,Active,1907-01-01,year,,,,,Non-profit,https://www.wwsymphony.org,Walla Walla Symphony Society is the oldest continuously operating symphony west of the Mississippi. We are dedicated to providing fine classical music for the Walla Walla Valley and nurturing the next generation's love for music through educational programs.,"Events, Media and Entertainment, Music and Audio, Other, Social Impact",,,1-10,1,,,,,22500,USD,22500,"Paul G. Allen Family Foundation, ArtsFund",2,2,,Private,,,,,,
Formspree,https://www.crunchbase.com/organization/formspree,Software,"San Antonio, Texas, United States",Easy HTML forms without PHP or JavaScript,"234,012",Southern US,Less than $1M,Active,2014-12-01,month,,,,,For Profit,https://formspree.io,,Software,2,"Cole Krumbholz, Rohit Datta",1-10,,,,,,,,,,,,,Private,,,,,,
Ninja Blocks,https://www.crunchbase.com/organization/ninja-blocks,"Developer APIs, Internet of Things, Open Source, Smart Home","Eveleth, Minnesota, United States",Ninja Blocks is an open-source home automation system that allows users to connect a variety of sensors to the internet.,"234,013","Great Lakes, Midwestern US",$1M to $10M,Closed,2012-01-01,year,,,,none,For Profit,https://ninjablocks.com,"Ninja Blocks is the creator of the Ninja Sphere, the missing brain for your _smart_ devices. Ninja Sphere learns from your behaviour, identifies your preferences, and manages your devices so you don't have to.  The Ninja Sphere incorporates a gesture interface and micro-location technology that accurately locates radios within the home. It is backwards compatible with the Ninja Block, a popular device and platform that supports 100s of third-party devices.  Ninja's should be effective and invisible as should the interface to your home.","Consumer Electronics, Internet Services, Real Estate, Software",2,"Daniel Friedman, Pete Moore",11-50,4,,2245853,USD,2245853,2947853,USD,2947853,"500 Global, Artesian VC, Square Peg Capital, Singtel Innov8, Blackbird Ventures",,8,,Private,,,,,,
Autoscribe Corporation,https://www.crunchbase.com/organization/autoscribe-corporation-2,"Financial Services, Mobile Payments, Payments","Jacksonville, Florida, United States",Autoscribe Corporation is a leading financial services company and payment processor.,"234,015","East Coast, Southern US",$10M to $50M,Active,1988-01-01,year,,,,,For Profit,https://www.autoscribe.com,"Autoscribe Corporation, provider of PaymentVision gateway services and Lyons Commercial Data, is a leading financial services company and payment processor currently processing more than $2 billion transactions annually and servicing thousands of financial institutions and corporate billers across the nation.","Financial Services, Mobile, Payments, Software",1,Robert Pollin,11-50,,,,,,,,,,,,,Private,,,,,,
Olpay,https://www.crunchbase.com/organization/olpay,"FinTech, Mobile Apps, Mobile Payments, Small and Medium Businesses","New York, New York, United States","All in One Fintech Solution for SMBs to meet payment, banking and growth needs","234,015","Greater New York Area, East Coast, Northeastern US",,Active,2022-08-02,day,,,,,For Profit,https://olpay.co,"Olpay is an all-in-one fintech solution company offering payment, banking and loan solutions to SMBs helping them accept payments, have their banking needs met and apply for the most suitable micro-loans for scale-up.","Apps, Financial Services, Mobile, Other, Payments, Software",,,11-50,1,Seed,,USD,,,USD,,"Techstars, Stockholm Techstars Accelerator",,2,,Private,,,,,,
