Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Steel City Optronics,https://www.crunchbase.com/organization/steel-city-optronics,"Homeland Security, National Security, Physical Security","Gibsonia, Pennsylvania, United States",Steel City Optronics focuses on improving safety with breakthrough security imaging technology.,"164,000","Great Lakes, Northeastern US",,Closed,,,,,,none,For Profit,https://steelcityoptronics.com/,"Public safety is one of the largest concerns faced by governments and security agencies as public and private places become targets for attacks. The detection and mitigation of potential threats in real time are essential to security and public safety. Steel City Optronics has developed a new camera that detects concealed weapons and explosives from almost any distance, on subjects in motion — before they become dangerous to people and property. This fast and thorough security screening of moving objects is a crucial ability in today’s rapidly globalizing, fast-paced world. Metal detectors and security checkpoints are no longer sufficient to ensure public safety. Too often, dangerous threats are simply not detected by these traditional safety precautions, leaving people and property at risk. Since many recent threats have targeted public access areas ahead of the security checkpoints, a better security solution is clearly necessary. Explosives and weapons that people are carrying, while in motion, currently go largely undetected in real-world situations. Steel City Optronics addresses these, and other, issues with our state-of-the-art millimeter wave security camera. In addition to security monitoring for public safety, our cameras can see through common obscurants like smoke, fog, dust, and rain, making them ideal for situational awareness, object avoidance, and navigation.","Administrative Services, Government and Military, Privacy and Security",,,,2,,,,,940696,USD,940696,National Science Foundation,1,1,,Private,,,,,,
ArmHug,https://www.crunchbase.com/organization/armhug,"E-Commerce, Health Care, Medical Device","Brooklyn, New York, United States",ArmHug is an e-commerce company that supplies portable phlebotomy kits to nurses and phlebotomists.,"164,002","Greater New York Area, East Coast, Northeastern US",,Active,,,,,,,For Profit,https://armhug.com,,"Commerce and Shopping, Health Care",,,1-10,1,Seed,100000,USD,100000,100000,USD,100000,Buffalo Innovation Seed Fund,,1,,Private,,,,,,
Johnson & Johnson Impact Ventures,https://www.crunchbase.com/organization/johnson-johnson-impact-ventures,,"New Brunswick, New Jersey, United States",Johnson & Johnson Impact Ventures invest in purpose-driven entrepreneurs innovating at the front lines of care.,"164,004","Greater New York Area, East Coast, Northeastern US",,Active,2019-01-01,year,,,,,For Profit,https://impactventures.jnj.com/,Johnson & Johnson Impact Ventures invest in purpose-driven entrepreneurs innovating at the front lines of care.,,,,,,,,,,,,,,,,,Private,,,,,,
Outseer,https://www.crunchbase.com/organization/outseer,"Computer, Cyber Security, Network Security","Palo Alto, California, United States",Outseer is a leading technology company in the fight against payments fraud.,"164,005","San Francisco Bay Area, Silicon Valley, West Coast",,Active,2021-01-01,year,,,,,For Profit,http://www.outseer.com,"At Outseer we are empowering our customers to liberate the world from digital fraud. Our market-leading enterprise fraud and authentication platform is used by thousands of financial institutions around the world to protect millions of customer accounts and billions of transactions annually. Leveraging proven data science, including our proprietary consortium data, our customers use our risk-based, machine learning platform to deliver the highest fraud detection rates, lowest false positive rates, and lowest customer intervention in the industry. We stop fraud, not customers. See what others can’t at outseer.com.","Consumer Electronics, Hardware, Information Technology, Privacy and Security",,,251-500,,,,,,,,,,,,,Private,,,,,,
Faithworks,https://www.crunchbase.com/organization/faithworks-2a0a,"Advertising, Film, Film Production, Media and Entertainment, Video","Baton Rouge, Louisiana, United States",Faithworks offers Christian Drama Films that aims to glorify God.,"164,006",Southern US,,Active,2017-05-01,month,,,,,For Profit,https://www.peacerivermovie.com,"Faithworks offers Christian Drama Films that aims to glorify God. They do not make promotional videos nor do they make films about ministries. They tell stories about God’s presence, His truths, and what He is doing in the hearts and minds of those who follow Him (Jesus).  It was established in 2017 and is based in Baton Rouge, Louisiana.","Advertising, Media and Entertainment, Sales and Marketing, Video",,,1-10,1,Seed,600000,USD,600000,600000,USD,600000,,,,,Private,,,,,,
Remidi,https://www.crunchbase.com/organization/remidi,"Computer, Electronics, Hardware","Austin, Texas, United States","Remidi is a wearable technology company that offers Remidi T8, a wearable instrument to record, play, and perform music.","164,007",Southern US,,Active,2014-01-01,year,,,,,For Profit,http://remidi-pro.com/,"OUR VISION IS TO INSPIRE PEOPLE TO EXPERIENCE CREATIVITY IN THE MOST POWERFUL AND INTUITIVE WAYS. Remidi is revolutionising the way that people interact with creative contents. Our wearable devices allow users to physically merge with music, VR, AR, video-games and other media.   Our first product is the Remidi T8, which turns the whole human hand into a music instrument, is the world's first wearable device to record, play, and perform infinite combinations of notes and sounds.","Consumer Electronics, Hardware",5,"Alberto Forneris, Andrea Baldereschi, Andrea Bulgarelli, Marco Casolati, Mark DeMay",1-10,3,Seed,203000,USD,203000,303000,USD,303000,"Techstars, Right Side Capital Management",1,2,,Private,,,,,,
Maine Aquaculture Innovation Center,https://www.crunchbase.com/organization/maine-aquaculture-innovation-center,"Aquaculture, Communities","Walpole, Maine, United States",Maine Aquaculture Innovation Center assist in developing economically and environmentally sustainable aquaculture opportunities in Maine.,"164,008","East Coast, New England, Northeastern US",,Active,2002-01-01,year,,,,,For Profit,https://www.maineaquaculture.org,"Maine Aquaculture Innovation Center assist in developing economically and environmentally sustainable aquaculture opportunities in Maine. They offers sampling of research projects, increase Maine’s aquaculture and marine research capacity, Business incubation, and Training and education.","Agriculture and Farming, Community and Lifestyle",,,1-10,7,Seed,1394345,USD,1394345,1920685,USD,1920685,Maine Technology Institute,1,1,,Private,,,,,,
BUSHL,https://www.crunchbase.com/organization/bushel-2,"Cannabis, Digital Marketing, E-Commerce","New York, New York, United States",BUSHL is a marketplace for natural and sustainable craft cannabis products.,"164,008","Greater New York Area, East Coast, Northeastern US",,Closed,2017-01-01,year,,,,none,For Profit,https://www.shopbushl.com/,"BUSHL is a marketplace for natural and sustainable craft cannabis products. The company curates and vet brands that meet their high level of standards and introduce them to consumers through traditional e-Commerce, events, experiences, and education. Founded in 2017, BUSHL is headquartered in New York.","Commerce and Shopping, Community and Lifestyle, Food and Beverage, Health Care, Sales and Marketing",1,Joshua Bareket,1-10,1,Seed,350000,USD,350000,350000,USD,350000,,,,,Private,,,,,,
Smallplex Investments,https://www.crunchbase.com/organization/smallplex-investments,"Cryptocurrency, Real Estate, Real Estate Investment","Scottsdale, Arizona, United States",Smallplex Investments a real estate cryptocurrency investment platform generates passive income from long-term real estate investments.,"164,010","Greater Phoenix Area, Western US",,Active,2018-01-20,day,,,,,For Profit,https://smallplex.com,"Smallplex lets you own fractional shares in a portfolio of cash-flow generating residential properties. We raise capital in equity to expand our real estate portfolio. We tokenize the portfolio and not individual properties. We issue an STO / Asset-backed token with dividends from real estate. We currently have a residential portfolio of single- and multi-family rentals in the Midwest (Indiana, Illinois, Ohio) United States, which will be expanded with new funds from token issuance. Our dividend distributions are designed to keep increasing based on our strategies. We update our securities offering with the SEC at each STO stage after exceeding the funding round. We use incentives such as bonus tokens at the initial STO stages to attract investors. Users can refer using their referral link which the system will generate, and get a referral bonus for each referred investor purchase.","Blockchain and Cryptocurrency, Financial Services, Payments, Real Estate, Software",1,Bon Osonwanne,1-10,1,,100000,USD,100000,100000,USD,100000,,,,,Private,,,,,,
Pole To Win,https://www.crunchbase.com/organization/pole-to-win,"Computer, E-Commerce, E-Learning, Gaming, Information Technology, Online Games, Software, Video Games","Larkspur, California, United States","Pole To Win (PTW) is the world's outsourcing services provider for software, games, e-commerce, and more.","164,015","San Francisco Bay Area, West Coast, Western US",$10M to $50M,Active,2009-01-01,year,,,,,For Profit,https://www.ptw.com,"PTW is a games, digital entertainment and interactive media solutions provider with 35 offices in 11 countries worldwide.","Commerce and Shopping, Consumer Electronics, Education, Gaming, Hardware, Information Technology, Software",1,Teppei Tachibana,1001-5000,,,,,,,,,,,,1,Private,,,,,,
