Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Bitplace Exchange,https://www.crunchbase.com/organization/bitplace-exchange,"Blockchain, Cryptocurrency, Financial Services","New York, New York, United States",Bitplace is an instant cryptocurrency exchange providing the best crypto-to-crypto rates on the market.,"930,002","Greater New York Area, East Coast, Northeastern US",,Closed,2015-11-06,day,,,,none,For Profit,https://bitplace.to,"Bitplace's robot is integrated into the largest cryptocurrency trading platforms, including Poloniex and Bittrex. In the span of milliseconds, the robot makes bids and asks on the trading platforms, then selects and suggests the best available rate and displays the estimated rate on our site. The rates remain approximate until the transaction is actually made on the blockchain. The exchange rate at the time of a transaction may differ slightly from the estimated rate that you see when you begin a transaction. ","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",,,11-50,,,,,,,,,,,,,Private,,,,,,
Where Relationships Matter Group,https://www.crunchbase.com/organization/where-relationships-matter-group,"Commercial Insurance, Health Insurance, Insurance, Life Insurance","Birmingham, Alabama, United States",Where Relationships Matter Group is an operator of an insurance agency intended to build and establish relationships with clients.,"930,002",Southern US,,Active,2022-01-01,year,2023-11-14,day,,,For Profit,,"Where Relationships Matter Group is an operator of an insurance agency intended to build and establish relationships with clients through value services. The company offers commercial insurance, surety/bonding, employee benefits plans, and personal and life insurance, enabling the customers to avail any kind of insurance product.",Financial Services,,,,,M&A,,,,,,,,,,,Private,,,,,,
Promerica Health,https://www.crunchbase.com/organization/promerica-health,"Health Care, Health Diagnostics, Personal Health","Falmouth, Maine, United States","Promerica Health is a medical laboratory that provides health screenings, immunizations, diagnostic testing, and broader services.","930,003","East Coast, New England, Northeastern US",,Active,2003-01-01,year,,,,,For Profit,https://promericahealth.com,,Health Care,,,11-50,,,,,,,,,,,,,Private,,,,,,
AtmosFi,https://www.crunchbase.com/organization/atmosfi,"Content, Content Delivery Network, Data Integration, Local Advertising, Local Business","Yardley, Pennsylvania, United States","AtmosFi helps businesses share their specials, events, and promotions with their local community via WiFi, E-mail, and web. ","930,003","Greater Philadelphia Area, Great Lakes, Northeastern US",,Active,2014-10-14,day,,,,,For Profit,http://www.atmosfi.com,"AtmosFi is the local source for people to find out what's going on in their community from their favorite local businesses. By connecting to WiFi at our local business locations you can find out what's going on directly around you. Whether it's local events, specials or promotions. If you're not at one of our locations, you can still find out what's going on by visiting Atmosfi.com. For business owners, AtmosFi brings in more customers to local businesses by getting content to people in the local community. Whether it’s an event, special or general announcement, when you share it on AtmosFi you’re sharing it with thousands of people in your area. AtmosFi leverages a 3 channel approach using WiFi, E-Mail and Web to maximize exposure; while providing real time metrics and a platform to collaborate with other local businesses.","Advertising, Content and Publishing, Data and Analytics, Information Technology, Media and Entertainment, Sales and Marketing, Software",3,"Abhinav Sharma, David Dupell, Ryan Oliveira",1-10,,,,,,,,,,,,,Private,,,,,,
Gen-El-Mec Associates,https://www.crunchbase.com/organization/gen-el-mec-associates,"Industrial, Machinery Manufacturing, Manufacturing","Oxford, Connecticut, United States","Gen-El-Mec Associates specializes in precision, custom CNC milling, turning, and wire EDM services.","930,013","East Coast, New England, Northeastern US",$1M to $10M,Active,1960-01-01,year,,,,,For Profit,https://www.gen-el-mec.com,,Manufacturing,,,11-50,,,,,,,,,,,,,Private,,,,,,
Danley Sound Labs,https://www.crunchbase.com/organization/danley-sound-labs,Electronics,"Gainesville, Georgia, United States",Danley Sound Labs is a customer-centric company that builds the most advanced and value-added loudspeakers.,"930,015","East Coast, Southern US",,Active,2005-01-01,year,,,,,For Profit,https://www.danleysoundlabs.com,,"Consumer Electronics, Hardware",,,,,,,,,,,,,,,,Private,,,,,,
Cydersoft,https://www.crunchbase.com/organization/cydersoft,"Advertising, Advertising Platforms, Mobile, Mobile Advertising, Social Media Advertising, Video","New York, New York, United States",Mobile Video Advertising Solutions,"930,015","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,2014-02-09,day,,,,,For Profit,http://www.cydersoft.com,"Cydersoft (TM) (www.cydersoft.com) is a privately held company founded in 2014 by an experienced international management team. The company's headquarters is in Israel, offices in Belarus, Moscow and with a North American office in New York, NY. Cydersoft' Videmob (TM) platform (www.videmob.com) is a 100% transparent video marketplace for publishers and advertisers - all traded on a CPM basis by individually assessing the value of each ad request in real time, based on the populated targeting. Cydersoft using the proprietary in-house ad framework: Ad Server, Ad Exchange and application business management center. Cydersoft (TM) develops in-house multiplatform mobile apps (www.alfaplayer.com) with build in monetization as well as app for making the monetization (https://play.google.com/store/apps/details?id=com.cydersoft.sharepays and www.alfaplayer.com/share.html). Company helps publishers to monetize their inventory via Videmob native SDKs for Android & iOS, VAST tag, mobile web sdk,mobile web player, social share, video ads over SMS and mobile/desktop video monetization bundle share. Cydersoft Mobile Video Monetization Bundle for social networks End to end solution for Mobile Video Monetization Bundle for social networks and websites. Share your video and start earning money from the video advertising on any mobile or desktop and through SMS.","Advertising, Media and Entertainment, Mobile, Sales and Marketing, Video",1,Semion Rotshtein,11-50,,,,,,,,,,,,,Private,,,,,,
Go Green Electric,https://www.crunchbase.com/organization/go-green-electric,"Electronics, Energy, Solar","Denver, Colorado, United States",Go Green Electric is a solar energy service company provide Solar Panel Installation and Solar Retrofits for Residential and Commercial.,"930,018","Greater Denver Area, Western US",,Active,2009-01-01,year,,,,,For Profit,https://www.gogreenelectricinc.com/,"Go Green Electric offers LED Retrofit, Electrical Maintenance, Pole lighting repair, EV Charging Stations, LED Installation, and Electrical Repair services.","Consumer Electronics, Energy, Hardware, Natural Resources, Sustainability",,,101-250,,,,,,,,,,,,,Private,,,,,,
Burns Commercial Properties,https://www.crunchbase.com/organization/burns-commercial-properties,"Leasing, Property Management, Real Estate, Rental","Tyler, Texas, United States",Burns Commercial Properties provides brokerage and property management services.,"930,021",Southern US,Less than $1M,Active,,,,,,,For Profit,https://www.burns-commercial.com,"Burns Commercial Properties provides real estate, leasing, and rental services. They offer brokerage and property management services.","Commerce and Shopping, Financial Services, Real Estate",,,11-50,,,,,,,,,,,,,Private,,,,,,
Markham Bank & Trust,https://www.crunchbase.com/organization/markham-bank-trust,"Banking, Finance, Financial Services","Markham, Illinois, United States","Markham Bank & Trust provides banking services for personal, commercial, and small businesses.","930,029","Greater Chicago Area, Great Lakes, Midwestern US",$1M to $10M,Active,1991-01-01,year,,,,,For Profit,https://www.markhambank.com/,,"Financial Services, Lending and Investments",,,11-50,,,,,,,,,,,,,Private,,,,,,
