Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
INESS,https://www.crunchbase.com/organization/iness,"Big Data, Blockchain, CleanTech, FinTech, Internet of Things, Smart Building, Smart Cities, Software","New York, New York, United States","INESS: It Makes Buildings Sense… To bring affordable, simple and elegant energy efficiency to every commercial buildings","93,001","Greater New York Area, East Coast, Northeastern US",,Active,2019-04-18,day,,,,,For Profit,https://www.iness360.com,"We offer a solution to the problem of buildings not being able to benefit from Big Data by converting them into data sources. We will enable the owners of commercial buildings to use their own data by taking a percentage for bulk sales or as an API reseller, while also allowing building owners to sell their data individually to each end-user specifically interested in their building. INESS is creating BDex, the trusted data provider: BDex transforms the commercial buildings into data sources for data trading. The data from a property is collected by using the sensor system and transformed into data sources for multiple vertical sectors such as Marketing, Consulting, Smart City Applications, Financial and Insurance Markets to name a few. The data is sold on our platform in exchange for cryptocurrencies and payment for the services related to the data collection process.","Blockchain and Cryptocurrency, Data and Analytics, Financial Services, Internet Services, Other, Real Estate, Software, Sustainability",2,"Okan Erol, Soner Haci",1-10,2,Seed,50000,USD,50000,74000,USD,74000,"Right Side Capital Management, MARL 5G Accelerator",1,2,,Private,,,,,,
Mamenta,https://www.crunchbase.com/organization/mamenta,"E-Commerce, Retail","Littleton, Colorado, United States",Mamenta is a global commerce platform that enables brands and retailers from every continent to expand internationally.,"93,003","Greater Denver Area, Western US",$10M to $50M,Active,2014-11-01,day,,,,,For Profit,http://mamenta.com/,"Mamenta is a global commerce platform that makes it simple to connect with new markets around the world and increase revenue. Mamenta's integration suite provides clients with access to over 600+ sales channels in 70+ countries. Clients can quickly connect their e-commerce operations to Mamenta, allowing them to add products to the marketplace, increasing sales. Mamenta securely and transparently secures and protects the information of customers worldwide.",Commerce and Shopping,1,Chad Epling,11-50,2,,250000,USD,250000,250000,USD,250000,Rachel Zoe Ventures,,1,,Private,,,,,,
ThoughtFocus,https://www.crunchbase.com/organization/thoughtfocus,"Banking, Business Development, Consulting, Finance, Information Technology, Software","Brookfield, Wisconsin, United States","ThoughtFocus is a privately held consulting, software engineering and business process management company.","93,003","Great Lakes, Midwestern US",$50M to $100M,Active,2004-01-01,year,,,,,For Profit,http://www.thoughtfocus.com,"ThoughtFocus is a privately held technology consulting and services company serving middle market to large enterprise clients in Manufacturing, Financial Services, Higher Education, and Aerospace.","Financial Services, Information Technology, Lending and Investments, Professional Services, Software",3,"Rajiv Goyal, Shylesh Krishnan, Suman Radhakrishna",5001-10000,2,Private Equity,,USD,,,USD,,"H.I.G. Capital, Blackstone Group",1,2,2,Private,,,,,,
Omnia,https://www.crunchbase.com/organization/aequilibrium-41f8,"Augmented Reality, Information Services, Software","Chicago, Illinois, United States","Share, Create, Discover Augmented Reality (AR) Work","93,004","Greater Chicago Area, Great Lakes, Midwestern US",,Active,2021-07-05,day,,,,,For Profit,https://www.theomnia.io,Marketplace for the discovery and creation of Augmented Reality (AR) projects for Marketers. AR Creators (individuals and agencies) can promote their work and engage with software providers instead. Omnia offers diverse development options to companies that don't need to know everything about what AR can do to them as well as giving them a way to maximize their budgets.,"Hardware, Information Technology, Software",2,"Aldo Petruzzelli, Brian Becker",1-10,3,Seed,85000,USD,85000,85000,USD,85000,MARL 5G Accelerator,,1,,Private,,,,,,
Canvas,https://www.crunchbase.com/organization/canvas-b75e,"Computer, Mobile Apps, Software","Indianapolis, Indiana, United States",A text-based interviewing platform,"93,007","Great Lakes, Midwestern US",$1M to $10M,Active,2017-01-01,year,2019-02-11,day,,,For Profit,https://gocanvas.io/,"Canvas is the first text-based intelligent interviewing system that empowers organizations and recruiters to screen more job candidates and market employment brands. This enterprise-level desktop platform, which is also available as an iOS and Android mobile app, enables recruiters to better reach today’s growing millennial talent generation.","Apps, Consumer Electronics, Hardware, Mobile, Software",2,"Aman Brar, Jared Adams",1-10,1,M&A,1700000,USD,1700000,1700000,USD,1700000,Innovatemap Ventures,,1,,Private,,,,,,
Vicapsys,https://www.crunchbase.com/organization/vicapsys-life-sciences-inc,"Biotechnology, Health Care, Medical","Suwanee, Georgia, United States",Vicapsys is a biotech company developing treatments for diabetes and other conditions.,"93,010","Greater Atlanta Area, East Coast, Southern US",$1M to $10M,Active,1997-01-01,day,2010-06-30,day,,,For Profit,https://vicapsys.com,"Vicapsys is a biotech company developing treatments for diabetes and other conditions. It focuses on leveraging natural pathways in a localized manner in order to achieve beneficial therapies without systemic negative consequences.  At the core of Vicapsys technology is a pleiotropic cytokine, CXCL12 that can be optimally formulated to achieve therapeutic outcomes in different indications. It is currently focused on curing Type 1 diabetes through the long-term survival of transplanted islet cells using a formulation that inhibits the development of the foreign body response and immune protection.","Biotechnology, Health Care, Science and Engineering",,,1-10,3,IPO,380000,USD,380000,380000,USD,380000,,,,,Public,2010-06-30,,,VICP,https://www.crunchbase.com/ipo/vicapsys-life-sciences-inc-ipo--f0e1c093,OTCBB - FINRA OTC Bulletin Board
Vela Bikes,https://www.crunchbase.com/organization/vela-bikes,"Automotive, Consumer Electronics, Electric Vehicle, Manufacturing","Brooklyn, New York, United States",Vela Bikes is a Shopping And Retail.,"93,013","Greater New York Area, East Coast, Northeastern US",,Active,2014-06-15,day,,,,,For Profit,http://www.velabikes.com,Vela Bikes they are manufacturing micromobility and e-bikes.,"Consumer Electronics, Hardware, Manufacturing, Transportation",3,"Justin Kosmides, Luke LaBranch, Victor Hugo Cruz",11-50,1,Seed,400000,USD,400000,400000,USD,400000,Softeq Development,,1,,Private,,,,,,
The Mobile Majority,https://www.crunchbase.com/organization/the-mobile-majority,"Ad Targeting, Advertising, Advertising Platforms, Big Data, Brand Marketing, Digital Media, Mobile, Video","Santa Monica, California, United States",We help brands realize the full potential of mobile.,"93,013","Greater Los Angeles Area, West Coast, Western US",$1M to $10M,Closed,2012-01-01,year,,,,none,For Profit,http://majority.co/,"The Mobile Majority is a rapidly growing ad tech startup headquartered in sunny Santa Monica, with offices in New York City, San Francisco, Chicago, and Sao Paulo.  We’re a vertically integrated, end-to-end mobile advertising platform. We built mobile first, and from the ground up, our advanced technology reduces redundancy and eliminates waste. As a result, our campaigns run better at a more cost effective price. TMM is led by a team of experienced serial entrepreneurs and media industry veterans - all with a shared passion for eliminating what clients have identified as the biggest issues in mobile today.","Advertising, Data and Analytics, Media and Entertainment, Mobile, Sales and Marketing, Video",3,"Rob Emrich, Sam Goldberg, Sam Kim",51-100,3,,10340000,USD,10340000,10340000,USD,10340000,"Silicon Valley Bank, 3G Capital Partners, Ed Ojdana",,3,1,Private,,,,,,
Dark Cubed,https://www.crunchbase.com/organization/dark-cubed,"Cyber Security, Security","Alexandria, Virginia, United States",Dark Cubed is a Cyber Security company delivers its solutions exclusively through our MSP partner network.,"93,013","Washington DC Metro Area, East Coast, Southern US",$1M to $10M,Active,2014-02-15,day,2022-09-12,day,,,For Profit,https://www.darkcubed.com,"Dark Cubed brings security to the more than 99% of companies that do not have the resources to implement security today. Our SaaS solution augments existing firewalls to provide enterprise-grade security capabilities at a fraction of the cost and complexity of other solutions. We partner with MSPs and service providers to secure their customer base, increase revenue, and capture new customers.","Information Technology, Privacy and Security",2,"Theresa Payton, Vince Crisler",11-50,4,M&A,2854761,USD,2854761,3454761,USD,3454761,"Blu Venture Investors, Three Tree Ventures, Center for Innovative Technology, Baltimore Angels, Option3Ventures",1,5,1,Private,,,,,,
Coally,https://www.crunchbase.com/organization/coally,Freelance,"Delaware City, Delaware, United States",Freelance+edtech platform that solves any small businesses problems using short videos,"93,018","Greater Philadelphia Area, East Coast, Southern US",$1M to $10M,Active,2021-02-10,day,,,,,For Profit,https://coally.com/,"Coally is an Edtech + freelance Platform that connects small and medium enterprises with young professionals and directs their professional services using instructions delivered by SHORT VIDEOS.  First, the company posts a challenge, youth apply, Coally selects the most qualified. While solving enterprise problems, Coally trains teams of 2 educated youth through a tailored ‘step by step’ program, transmitted with videos and text. The result is a 100% remote, timely, and affordable professional service.",Professional Services,1,Andres Felipe Joya Mosquera,11-50,1,,,,,100000,USD,100000,Google for Startups,1,1,,Private,,,,,,
