Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Deluxe germany,https://www.crunchbase.com/organization/deluxe-germany,"Digital Media, Media and Entertainment","Burbank, California, United States","Deluxe germany provides content creators, broadcasters, streaming platforms, and distributors.","675,004","Greater Los Angeles Area, West Coast, Western US",,Active,1915-01-01,year,,,,,For Profit,https://www.bydeluxe.com/germany,"Deluxe germany provides content creators, broadcasters, streaming platforms, and distributors.",Media and Entertainment,,,1001-5000,,,,,,,,,,,,1,Private,,,,,,
Kids in Need Foundation,https://www.crunchbase.com/organization/kids-in-need-foundation,Education,"Roseville, Michigan, United States",The Kids In Need Foundation’s mission is to ensure that every child is prepared to learn and succeed by providing free school supplies.,"675,007","Greater Detroit Area, Great Lakes, Midwestern US",$1M to $10M,Active,1995-01-01,day,,,,,Non-profit,http://www.kinf.org/,,Education,,,11-50,,,,,,,,,,,,,Private,,,,,,
Faith Direct,https://www.crunchbase.com/organization/faith-direct,"Customer Service, Software","Alexandria, Virginia, United States",Faith Direct specializes in complete e-giving solutions.,"675,008","Washington DC Metro Area, East Coast, Southern US",$1M to $10M,Active,2004-01-01,day,,,,,For Profit,https://www.faithdirect.net/,,"Other, Professional Services, Software",1,W. Brian Walsh,11-50,,,,,,,,,,,,,Private,,,,,,
Zieman Engineering,https://www.crunchbase.com/organization/zieman-engineering,"Civil Engineering, Construction, Manufacturing, Professional Services","Stamford, Connecticut, United States","Zieman Engineering specializes in structural engineering services such as gantries, heavy rigging, mechanical design, and lifting operation.","675,009","East Coast, New England, Northeastern US",Less than $1M,Active,1992-01-01,year,,,,,For Profit,http://ziemanengineering.com/,,"Manufacturing, Other, Real Estate, Science and Engineering",,,1-10,,,,,,,,,,,,,Private,,,,,,
Coast Label Company,https://www.crunchbase.com/organization/coast-label-company,"Manufacturing, Paper Manufacturing, Printing","Fountain Valley, California, United States","Coast Label Company is a label manufacturer that provides custom label solutions to all industries in various shapes, sizes, and materials.","675,014","Greater Los Angeles Area, West Coast, Western US",,Active,1970-01-01,year,,,,,For Profit,https://coastlabel.com,,"Content and Publishing, Manufacturing, Media and Entertainment",,,11-50,,,,,,,,,,,,,Private,,,,,,
American Environmental &Construction Services,https://www.crunchbase.com/organization/american-environmental-construction-services,"Construction, Environmental Consulting, Project Management","Alpharetta, Georgia, United States",American Environmental &Construction Services is an environmental assessment company that offers soil and groundwater sampling.,"675,016","Greater Atlanta Area, East Coast, Southern US",$1M to $10M,Active,1997-01-01,month,,,,,For Profit,https://amenv.com,"American Environmental &Construction Services provides environmental assessment, remediation services, hazardous waste site investigation, identification, and removal services, soil and groundwater sampling using geoprobes and direct push technology, and underground and aboveground storage tank removal and installation.","Administrative Services, Other, Professional Services, Real Estate",,,11-50,,,,,,,,,,,,,Private,,,,,,
Modern Cabinet Company,https://www.crunchbase.com/organization/modern-cabinet-company,"Building Material, Manufacturing, Sales","Poughkeepsie, New York, United States",Modern Cabinet Company manufactures cabinet that specializes in full custom cabinetry for any application in the home.,"675,017","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,1945-01-01,year,,,,,For Profit,https://moderncabinetco.com/,Modern Cabinet Company is continually improving and upgrading the manufacturing processes to produce better products. The firm produces high quality products using age-old hand methods in conjunction with modern technology.,"Manufacturing, Real Estate, Sales and Marketing",,,11-50,,,,,,,,,,,,,Private,,,,,,
Fast5Xpress Car Wash,https://www.crunchbase.com/organization/fast5xpress-car-wash,"Automotive, Customer Service","Newport Beach, California, United States",Fast5Xpress Car Wash provides car washing services.,"675,018","Greater Los Angeles Area, West Coast, Western US",$1M to $10M,Active,,,,,,,For Profit,https://www.fast5xpress.com,,"Other, Professional Services, Transportation",,,11-50,,,,,,,,,,,,,Private,,,,,,
Fountain Hills Sanitary District,https://www.crunchbase.com/organization/fountain-hills-sanitary-district,"Customer Service, Government, Water","Fountain Hills, Arizona, United States",Fountain Hills Sanitary District provides wastewater collection and treatment services.,"675,019","Greater Phoenix Area, Western US",$1M to $10M,Active,1969-01-01,year,,,,,For Profit,https://www.az-fhsd.gov,"Fountain Hills Sanitary District provides rates, fees, billing information, odors, backups, and sewer service fees. Their customers contact them through mobile and email.","Government and Military, Natural Resources, Other, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
Council Advisors,https://www.crunchbase.com/organization/council-advisors,"Advice, Management Consulting, Professional Services","New York, New York, United States",Council Advisors is a management consulting firm that offers advice and counsel with insights and leadership skills to executive leaders.,"675,021","Greater New York Area, East Coast, Northeastern US",,Active,1998-01-01,year,,,,,For Profit,https://counciladvisors.com/,,"Media and Entertainment, Other, Professional Services",,,101-250,,,,,,,,,,,,,Private,,,,,,
Gary Poppins,https://www.crunchbase.com/organization/gary-poppins,"Food and Beverage, Manufacturing","Knox, Indiana, United States",Gary Poppin is a manufacturer and supplier of popcorn.,"675,022","Great Lakes, Midwestern US",$1M to $10M,Active,2003-09-01,day,,,,,For Profit,https://garypoppins.com/,,"Food and Beverage, Manufacturing",,,,,,,,,,,,,,,,Private,,,,,,
3 Men Movers,https://www.crunchbase.com/organization/3-men-movers,"Commercial, Railroad, Residential, Transportation","Houston, Texas, United States","3 Men Movers is a moving company that specializes in moving, packing and unpacking of residential, apartment, office and corporates.","675,025","Greater Houston Area, Southern US",$1M to $10M,Active,1985-01-01,year,,,,,For Profit,http://3menmovers.com,,"Other, Real Estate, Transportation",,,11-50,,,,,,,,,,,,,Private,,,,,,
Christopher Alan Homes,https://www.crunchbase.com/organization/christopher-alan-homes,"Architecture, Civil Engineering, Construction","Cape Coral, Florida, United States",Christopher Alan Homes is a home builder.,"675,026","East Coast, Southern US",$10M to $50M,Active,2017-01-01,year,,,,,For Profit,https://christopheralanhomes.com,"Christopher Alan Homes offers a new recreation center with a pool, playground, and multi-use ball fields. Each of these companies provides a diverse selection of mortgage loan options. They may look over the options that are the best fit for customers and then walk them through the application and approval process.","Real Estate, Science and Engineering",,,11-50,,,,,,,,,,,,,Private,,,,,,
Alleghany Memorial Hospital,https://www.crunchbase.com/organization/alleghany-memorial-hospital,"Health Care, Hospital","Sparta, North Carolina, United States","Alleghany Memorial Hospital provides Emergency Care, Family Medicine, Cardiology, Lab & Pathology & Rehabilitation services.","675,029","East Coast, Southern US",Less than $1M,Active,1948-01-01,year,,,,,For Profit,https://alleghanyhealth.org,,Health Care,,,51-100,,,,,,,,,,,,,Private,,,,,,
Bakersfield Jet Center by Loyd's Aviation,https://www.crunchbase.com/organization/bakersfield-jet-center-by-loyd-s-aviation,"Aerospace, Customer Service, Training","Bakersfield, California, United States",Bakersfield Jet Center by Loyd's Aviation is an aerospace company that provides FBO and aircraft management services.,"675,030","West Coast, Western US",$1M to $10M,Active,1958-01-01,year,,,,,For Profit,https://bakersfieldjetcenter.com,"Bakersfield Jet Center by Loyd's Aviation offers services for aircraft maintenance, hangar storage, aircraft sales, aircraft fuel sales, RV storage, and aircraft management. The company's contact modes are mail, phone, and physical address.","Education, Other, Professional Services, Science and Engineering",1,Byron E. Loyd,11-50,,,,,,,,,,,,,Private,,,,,,
Super PC Systems,https://www.crunchbase.com/organization/super-pc-systems,"Point of Sale, Software, Technical Support","Brooklyn, New York, United States",Super PC Systems is a software development company that offers a cloud-based management system with integrated POS to automate operations.,"675,031","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,2003-01-01,year,,,,,For Profit,https://pcsuper.com,,"Commerce and Shopping, Information Technology, Other, Software",,,11-50,,,,,,,,,,,,,Private,,,,,,
Prairie Management & Development,https://www.crunchbase.com/organization/prairie-management-development,"Property Development, Property Management, Real Estate","Chicago, Illinois, United States",Prairie Management & Development is a real estate development and property management company.,"675,031","Greater Chicago Area, Great Lakes, Midwestern US",$10M to $50M,Active,,,,,,,For Profit,https://pmdchicago.com,"Prairie Management and Development offers real estate development and property management services. The company operates commercial and self-storage facilities. They are committed to residents, employees, and investors.",Real Estate,,,51-100,,,,,,,,,,,,,Private,,,,,,
Prismatic,https://www.crunchbase.com/organization/prismatic-2,"Advertising, E-Commerce, Marketing, Retail","Orlando, Florida, United States",Brilliant brands. Multifaceted marketing.,"675,033","East Coast, Southern US",$1M to $10M,Active,2002-01-01,year,,,,,For Profit,http://helloprismatic.com/,,"Advertising, Commerce and Shopping, Sales and Marketing",,,11-50,,,,,,,,,,,,,Private,,,,,,
IES,https://www.crunchbase.com/organization/ies-4409,"Commercial, Construction, Residential","Houston, Texas, United States",IES designs and installs integrated electrical technology systems that provides infrastructure products.,"675,034","Greater Houston Area, Southern US",,Active,1997-01-01,year,,,,,For Profit,https://www.ies-corporate.com,"IES Company provides infrastructure services, including electrical, communications, low-voltage network, AV, and security alarm systems, to the residential, industrial, and commercial markets. They also offer power, transportation, housing, data centers, and industrial, manufacturing, commercial, and institutional power.","Other, Real Estate",,,1001-5000,,,,,,,,,,,,,Private,,,,,,
Eveland & Associates,https://www.crunchbase.com/organization/jeremy-eveland-law-firms-uath,"Advice, Legal","Berkeley, California, United States","The law firm of Eveland & Associates, PLLC has a strong reputation for quality legal services.","675,038","San Francisco Bay Area, West Coast, Western US",Less than $1M,Active,2005-01-01,day,,,,,For Profit,http://www.ascentlawfirm.com,"The law firm of Eveland & Associates, PLLC has a strong reputation for quality legal services. We provide a wide range of legal services and consider ourselves a full service law firm. Attorneys are licensed in Utah, Nevada & California.","Media and Entertainment, Professional Services",,,1-10,,,,,,,,,,,,,Private,,,,,,
PQBids,https://www.crunchbase.com/organization/pqbids,"Collaboration, Construction, Online Auctions","Santa Ana, California, United States",PQBids is committed to streamlining the pre-qualification process between public agencies and contractors.,"675,041","Greater Los Angeles Area, West Coast, Western US",,Active,2013-01-01,year,,,,,For Profit,https://pqbids.com,,"Commerce and Shopping, Other, Real Estate",,,1-10,,,,,,,,,,,,,Private,,,,,,
SCARC,https://www.crunchbase.com/organization/scarc,"Assisted Living, Employment, Leisure, Non Profit, Social Assistance, Wellness","Augusta, New Jersey, United States",SCARC is a non-profit organization which provides support services for people with developmental disabilities.,"675,049","Greater New York Area, East Coast, Northeastern US",$10M to $50M,Active,1957-01-01,year,,,,,Non-profit,https://www.scarc.org/,A non-profit organization supporting people with developmental disabilities and their families.,"Community and Lifestyle, Government and Military, Health Care, Other, Professional Services, Social Impact",,,1-10,,,,,,,,,,,,,Private,,,,,,
