Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Insurance & Beyond,https://www.crunchbase.com/organization/insurance-beyond,"Auto Insurance, Financial Services, Insurance","Miami, Florida, United States","Insurance & Beyond provides commercial truck insurance, flood insurance, and other insurance solutions.","1,474,000","Greater Miami Area, East Coast, Southern US",$1M to $10M,Active,2012-01-01,year,,,,,For Profit,https://eliteinsbeyond.com,,Financial Services,,,11-50,,,,,,,,,,,,,Private,,,,,,
Mark It Done,https://www.crunchbase.com/organization/mark-it-done,"Brand Marketing, Web Design, Web Development","Sherman Oaks, California, United States","Mark It Done is a design agency that specializes in brand strategy, web design, and web development.","1,474,002","Greater Los Angeles Area, West Coast, Western US",$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://markitdone.com,,"Design, Sales and Marketing, Software",,,11-50,,,,,,,,,,,,,Private,,,,,,
CILC,https://www.crunchbase.com/organization/cilc,"E-Learning, Education, Internet, Non Profit","Mankato, Minnesota, United States","CILC is a non-profit organization that offers virtual learning, and collaboration services for children and educators.","1,474,002","Great Lakes, Midwestern US",Less than $1M,Active,1994-01-01,year,,,,,Non-profit,https://www.cilc.org/,,"Education, Internet Services, Other, Social Impact, Software",,,11-50,,,,,,,,,,,,,Private,,,,,,
Upland Second Street,https://www.crunchbase.com/organization/upland-second-street,"Professional Services, Software","Saint Louis, Missouri, United States","Second Street Media Solutions, Inc. develops web based software solutions which enable companies to build audience and generate revenue.","1,474,007",Midwestern US,$1M to $10M,Active,2007-01-01,year,,,,,For Profit,https://www.secondstreet.com/,,"Other, Software",,,51-100,,,,,,,,,,,,,Private,,,,,,
Maximus,https://www.crunchbase.com/organization/maximus-64a5,"Advertising, Digital Media, Marketing, Native Advertising","Miami Beach, Florida, United States","Maximus autonomous is a media buying platform for performance marketers, brands, and agencies.","1,474,013","Greater Miami Area, East Coast, Southern US",$1M to $10M,Active,2017-01-01,year,,,,,For Profit,https://maximusx.com,"Maximus offers auto-scaling, auto-optimization, and real-time reporting features that solve fragmentation and scale, two of native advertising’s biggest problems. If you want would contact them please contact them via phone call or email.","Advertising, Media and Entertainment, Sales and Marketing",,,11-50,,,,,,,,,,,,,Private,,,,,,
Warwick Valley Country Club,https://www.crunchbase.com/organization/warwick-valley-country-club,"Events, Golf, Social, Sports, Tennis","Warwick, New York, United States","Warwick Valley Country Club is a social organization that offers golf, tennis, social events, and dining.","1,474,017","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,1958-01-01,year,,,,,For Profit,https://www.warwickvalleycc.org,,"Community and Lifestyle, Events, Media and Entertainment, Sports",,,11-50,,,,,,,,,,,,,Private,,,,,,
Axis Chiropractic,https://www.crunchbase.com/organization/axis-chiropractic,"Electronic Health Record (EHR), Health Care, Therapeutics, Wellness","San Francisco, California, United States",Axis Chiropractic serves chiropractic adjustment and therapeutic modalities services.,"1,474,018","San Francisco Bay Area, West Coast, Western US",,Active,1994-01-01,year,,,,,For Profit,http://www.axischirosf.com,"Axis Chiropractic offers services for chiropractic adjustments, progressive muscle work for acute, chronic injuries, and therapeutic modalities for lesser pain and swelling. They provide their services in sports events such as karate championship events, tae kwondo championships, roller soccer,   baseball, and softball events.",Health Care,1,Rabbonni L. Tacusalme,1-10,,,,,,,,,,,,,Private,,,,,,
Capital Payroll Partners,https://www.crunchbase.com/organization/capital-payroll-partners,"Business Development, Human Resources, Professional Services","Richmond, Virginia, United States","Capital Payroll Partners offers human capital management solutions including payroll, timekeeping, recruiting, HR, and analytics services.","1,474,019","East Coast, Southern US",,Active,1999-01-01,year,,,,,For Profit,https://www.capitalpayrollpartners.com/,,"Administrative Services, Other, Professional Services",,,1-10,,,,,,,,,,,,,Private,,,,,,
Water Brook Dental,https://www.crunchbase.com/organization/water-brook-dental,"Dental, Health Care, Hospital","Washington, District of Columbia, United States","Water Brook Dental is a dental care center that offers cosmetic dentistry, tooth extraction, and gum care services.","1,474,024","Washington DC Metro Area, Southern US",$1M to $10M,Active,2004-01-01,year,,,,,For Profit,https://waterbrookdental.com,,Health Care,,,11-50,,,,,,,,,,,,,Private,,,,,,
My Paradise Planners,https://www.crunchbase.com/organization/my-paradise-planners,"Reservations, Tour Operator, Tourism, Travel Accommodations, Travel Agency","Spring Hill, Florida, United States",My Paradise Planners is a travel agency that specializes in trip planning and hotel booking services.,"1,474,024","Tampa Bay Area, East Coast, Southern US",$1M to $10M,Active,2008-01-01,year,,,,,For Profit,https://www.myparadiseplanner.com,,"Events, Media and Entertainment, Travel and Tourism",,,11-50,,,,,,,,,,,,,Private,,,,,,
JBH WorldWide,https://www.crunchbase.com/organization/jbh-worldwide,"Consulting, Logistics, Shipping, Transportation","Marlboro, New Jersey, United States",JBH Worldwide is a fully licensed freight forwarder and customs broker that specializes in heavy equipment export shipping.,"1,474,025","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,2003-01-01,year,,,,,For Profit,https://www.jbhworldwide.com,,"Professional Services, Transportation",,,1-10,,,,,,,,,,,,,Private,,,,,,
Brandon Allstars,https://www.crunchbase.com/organization/brandon-allstars,"Education, Health Care, Sports, Training","Flushing, New York, United States",Brandon All-Stars is to teach respect for one another and promote physical fitness and the art of cheerleading.,"1,474,026","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,2000-01-01,day,,,,,For Profit,https://www.brandonallstars.com,,"Education, Health Care, Sports",,,1-10,,,,,,,,,,,,,Private,,,,,,
ARC Multifamily,https://www.crunchbase.com/organization/arc-multifamily,"Real Estate, Real Estate Investment","Atlanta, Georgia, United States",ARC Multifamily is a real estate private equity firm that focus on investing in US multifamily assets.,"1,474,029","Greater Atlanta Area, East Coast, Southern US",$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://arcmf.com ,,"Financial Services, Real Estate",,,1-10,,,,,,,,,,,,,Private,,,,,,
Bay Print Solutions,https://www.crunchbase.com/organization/bay-print-solutions,"Advertising, Digital Signage, Marketing, Printing","San Jose, California, United States","Bay Print Solutions offers a wide range of color printing, archiving, scanning, signage, and environmental graphics solutions.","1,474,037","San Francisco Bay Area, Silicon Valley, West Coast",$1M to $10M,Active,2015-05-01,month,,,,,For Profit,https://bayprint.com/,,"Advertising, Content and Publishing, Media and Entertainment, Sales and Marketing",,,,,,,,,,,,,,,,Private,,,,,,
Briner Building,https://www.crunchbase.com/organization/briner-building,Construction,"Bluffton, Indiana, United States",Briner Building is a company which provides Commercial Construction and Commercial Leasing services.,"1,474,040","Great Lakes, Midwestern US",$10M to $50M,Active,1969-01-01,year,,,,,For Profit,https://www.brinerbuilding.com,,Real Estate,1,Mike Swinford,11-50,,,,,,,,,,,,,Private,,,,,,
"Dr. Robert D. Hurst, DPM",https://www.crunchbase.com/organization/dr-robert-d-hurst-dpm,"Diabetes, Health Care, Health Diagnostics, Therapeutics","Savannah, Tennessee, United States","Dr. Robert D. Hurst, DPM provides treatment for digital radiography, ultrasound diagnostics, and neurological testing.","1,474,041",Southern US,Less than $1M,Active,2001-01-01,year,,,,,For Profit,https://www.rdhurstdpm.com,"Dr. Robert D. Hurst, DPM provides neurological testing for autonomic neuropathy and laser treatment services. They provide surgical services for ankle instability, ankle sprains, arthritic foot, ankle care, athletes foot, bunions, calluses, corns, crush injuries, diabetic foot, flat feet, fungus toenails, geriatric foot care, hammertoes, heel spurs, ingrown toenails, injuries, neuromas, plantar fasciitis, and warts.",Health Care,,,1-10,,,,,,,,,,,,,Private,,,,,,
BGA Media Group,https://www.crunchbase.com/organization/bga-media-group,"Advertising, Consulting, Digital Marketing, Marketing, SEO","Miami, Florida, United States","BGA Media Group is a digital marketing agency that offers services in social media marketing, advertising, and lead generation.","1,474,043","Greater Miami Area, East Coast, Southern US",,Active,2008-01-01,year,,,,,For Profit,https://bgagroup.com,,"Advertising, Internet Services, Professional Services, Sales and Marketing",,,1-10,,,,,,,,,,,,,Private,,,,,,
