Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
FGA,https://www.crunchbase.com/organization/fga,"Financial Services, Health Care, Outsourcing","Piscataway, New Jersey, United States",FGA offers accounts receivable management services to healthcare providers.,"766,000","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,1989-01-01,year,,,,,For Profit,https://www.fgainc.com,,"Financial Services, Health Care, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
Filterworks USA,https://www.crunchbase.com/organization/filterworks-usa,"Automotive, Chemical, Service Industry","Deerfield Beach, Florida, United States",Filterworks USA specializes in designing and equipping automotive collision centers and service departments.,"766,004","Greater Miami Area, East Coast, Southern US",$10M to $50M,Active,1988-01-01,year,,,,,For Profit,http://filterworksusa.com/,"Filterworks USA specializes in designing and equipping automotive collision centers and service departments. The company works with clients to facilitate excellent results from the design phase, throughout the construction phase and to completion of collision repair centers and service departments. Originally founded in 1988 as air conditioning and paint booth filter service provider, Filterworks USA is headquartered at Deerfield Beach, Florida.","Other, Science and Engineering, Transportation",,,11-50,,,,,,,,,,,,,Private,,,,,,
Liquid Technologies,https://www.crunchbase.com/organization/liquid-technologies-4cb0,"Beauty, Manufacturing, Wellness","Chino, California, United States",Liquid Technologies is a contract formulator and manufacturer of personal care products.,"766,007","Greater Los Angeles Area, Inland Empire, West Coast",,Active,1998-01-01,year,,,,,For Profit,https://www.liquidtek.com/,Liquid Technologies is a contract formulator and manufacturer of personal care products.,"Consumer Goods, Health Care, Manufacturing",,,11-50,,,,,,,,,,,,,Private,,,,,,
Silke Communications,https://www.crunchbase.com/organization/silke-communications,"Telecommunications, VoIP, Wireless","San Ramon, California, United States",Silke Communications engages in wireless communication systems and digital two-way radio network services.,"766,009","San Francisco Bay Area, West Coast, Western US",,Active,1964-01-01,year,,,,,For Profit,http://www.silkecom.com,,"Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Mobile",,,51-100,,,,,,,,,,,,,Private,,,,,,
Data Disciples,https://www.crunchbase.com/organization/data-disciples,"Advertising, Digital Marketing, Market Research, Marketing Automation, SEO, Web Design","Carbondale, Illinois, United States","Data Disciples provides marketing automation, web design, SEO, web analytics, market research, branding, and digital marketing services.","766,009","Great Lakes, Midwestern US",Less than $1M,Active,2020-01-01,year,,,,,For Profit,https://www.datadisciples.com/,,"Advertising, Data and Analytics, Design, Internet Services, Sales and Marketing, Software",1,Thomas Pepperz,1-10,,,,,,,,,,,,,Private,,,,,,
Top Flite Financial Services,https://www.crunchbase.com/organization/top-flite-financial-services,"Banking, Consulting, Financial Services, Insurance, Venture Capital","Williamston, Michigan, United States",Top Flite Financial Services is a national mortgage consultancy.,"766,011","Great Lakes, Midwestern US",$10M to $50M,Active,2002-01-01,day,,,,,For Profit,http://tffinc.net,,"Financial Services, Lending and Investments, Professional Services",,,251-500,,,,,,,,,,,,,Private,,,,,,
The McKelvey Group,https://www.crunchbase.com/organization/the-mckelvey-group,"Accounting, Advice, Financial Services, Management Consulting","Gaithersburg, Maryland, United States",The McKelvey Group is a management consulting firm that serves government and commercial markets for finance and accounting obligations.,"766,011","Washington DC Metro Area, East Coast, Southern US",Less than $1M,Active,2001-01-01,year,,,,,For Profit,https://themckelveygroup.com/,,"Financial Services, Media and Entertainment, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
"DRYCO Construction, Inc.",https://www.crunchbase.com/organization/dryco-construction-inc,"Building Material, Real Estate","Fremont, California, United States",DRYCO Construction is a construction company that provides paving repairs and concrete construction services.,"766,013","San Francisco Bay Area, Silicon Valley, West Coast",Less than $1M,Active,1985-01-01,day,,,,,For Profit,http://dryco.com,,Real Estate,1,Daren R. Young,101-250,,,,,,,,,,,,,Private,,,,,,
Solvent Direct,https://www.crunchbase.com/organization/solvent-direct,"Chemical, Industrial, Manufacturing, Online Portals","Manhattan Beach, California, United States","Solvent Direct provides pure solvents, solutions, and support engineered specifically for extraction.","766,015","Greater Los Angeles Area, West Coast, Western US",$1M to $10M,Active,,,,,,,For Profit,https://www.solventdirect.com,"Solvent Direct is a lab material distribution company that specialises in extraction. They are a supplier of pure solvents, solutions, and extraction-specific assistance. In most areas, they source butane, isobutane, ethanol, denatured ethanol, filtration media, and dry ice and deliver them.","Internet Services, Manufacturing, Science and Engineering",,,11-50,,,,,,,,,,,,,Private,,,,,,
Sugarbird Sweets,https://www.crunchbase.com/organization/sugarbird-sweets,"Bakery, E-Commerce, Food and Beverage, Restaurants, Wholesale","Los Angeles, California, United States",Sugarbird Sweet is a handcrafted scone and tea company.,"766,017","Greater Los Angeles Area, West Coast, Western US",$1M to $10M,Active,2009-01-01,year,,,,,For Profit,https://www.sugarbirdsweets.com,"Sugarbird Sweets is an artisanal bakery with scones, tea sandwiches, sweets and batch blended teas, offering tea essentials for all occasions.","Commerce and Shopping, Food and Beverage",,,11-50,,,,,,,,,,,,,Private,,,,,,
Beehive Salon,https://www.crunchbase.com/organization/beehive-salon,"Cosmetics, Fashion, Lifestyle","Seattle, Washington, United States",Beehive Salon is a profesional salon that provides salon and spa services.,"766,019","Greater Seattle Area, West Coast, Western US",$1M to $10M,Active,2000-01-01,year,,,,,For Profit,https://beehivesalon.com,,"Clothing and Apparel, Community and Lifestyle, Consumer Goods, Design",,,11-50,,,,,,,,,,,,,Private,,,,,,
Trenton Plastics,https://www.crunchbase.com/organization/trenton-plastics,"Industrial, Manufacturing, Plastics and Rubber Manufacturing","Trenton, Texas, United States",Trenton Plastics is a plastics manufacturing industrial company located in Trenton.,"766,022",Southern US,$1M to $10M,Active,1977-01-01,day,,,,,For Profit,http://www.trentonplastics.com,,Manufacturing,,,11-50,,,,,,,,,,,,,Private,,,,,,
Kiene Diesel Accessories,https://www.crunchbase.com/organization/kiene-diesel-accessories,"Industrial Manufacturing, Manufacturing","Addison, Illinois, United States",Kiene Diesel Accessories is a manufacturing company that designs and manufactures products for measuring cylinder pressures.,"766,023","Greater Chicago Area, Great Lakes, Midwestern US",$1M to $10M,Active,,,,,,,For Profit,https://www.kienediesel.com,"Kiene Diesel Accessories is a manufacturing company that provides products and tools for servicing heavy-duty trucks and products for measuring cylinder pressures in large engines and compressors. Kiene’s truck tools products include specialized hand tools and lifting equipment for servicing heavy-duty trucks and engines. Kiene’s large engine and compressor products include cylinder pressure indicators, indicator valves, and related equipment for measuring engine and compressor cylinder pressures.",Manufacturing,,,11-50,,,,,,,,,,,,,Private,,,,,,
Mission Aviation Fellowship,https://www.crunchbase.com/organization/mission-aviation-fellowship,"Association, Non Profit","Nampa, Idaho, United States","MAF desires to see isolated people changed by the love of Christ by serving together to bring help, hope, and healing through aviation.","766,025",Western US,$10M to $50M,Active,1945-01-01,year,,,,,Non-profit,https://www.maf.org,"Mission Aviation Fellowship is a Christian organization that provides aviation, communications, and learning technology services. Their services include aviation, disaster relief, evangelism and church nurture, training and development of indigenous people, medical assistance, community development, humanitarian relief, and missions.","Other, Social Impact",,,251-500,,,,,,,,,,,,,Private,,,,,,
Minkoff Wealth Partners,https://www.crunchbase.com/organization/minkoff-wealth-partners,"Consulting, Financial Services, Wealth Management","San Francisco, California, United States",Minkoff Wealth Partners is a financial advisory firm that offers digital tools and market insights for personal investments.,"766,029","San Francisco Bay Area, West Coast, Western US",$1M to $10M,Active,,,,,,,For Profit,https://www.ameripriseadvisors.com/,,"Financial Services, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
