Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Eccovia Solutions,https://www.crunchbase.com/organization/clienttrack-inc-,"Data Management, Enterprise Software, Health Care, Non Profit, Professional Services, Software","Salt Lake City, Utah, United States",Eccovia is a software company that seeks to assist the health and human services through case and data management.,"197,000",Western US,$10M to $50M,Active,1983-01-01,year,,,,,For Profit,https://eccovia.com/,"Eccovia provides an industry-leading care coordination platform for state and county health and human service agencies, ACO/MCO’s, Medicaid Waiver programs, and community-based providers. Our unique and proven solutions help organizations with various structures and care models to bridge the gap between primary care and community providers with a whole-person care tracking, monitoring, and reporting system.","Data and Analytics, Health Care, Other, Social Impact, Software",,,51-100,,,,,,,,,,,,,Private,,,,,,
MACH Alliance,https://www.crunchbase.com/organization/mach-alliance,"Information Technology, Non Profit, SaaS","New York, New York, United States","MACH Alliance is an NGO that assists enterprise organizations with modern technology based on API-first, Cloud-native SaaS and Headless.","197,001","Greater New York Area, East Coast, Northeastern US",,Active,2020-01-01,year,,,,,For Profit,https://machalliance.org,,"Information Technology, Other, Social Impact, Software",3,"Kelly Goetsch, Matt Bradbeer, Sonja Keerl",1-10,,,,,,,,,,,,,Private,,,,,,
International Farming Corporation,https://www.crunchbase.com/organization/international-farming-corporation,"Agriculture, Farming, Financial Services, Venture Capital","Kinston, North Carolina, United States",International Farming Corporation is an alternative investment firm that specializes in the agricultural sector.,"197,002","East Coast, Southern US",,Active,2009-01-01,year,,,,,For Profit,https://www.internationalfarming.com/,"International Farming Corporation is an alternative investment firm that specializes in the agricultural sector. It helps in maximizing farm profitability through progressive farming and preventive farming techniques. Founded in 2009, IFC has family roots in North Carolina agribusiness that date back to 1827. It applies its deep knowledge of agriculture, in-house agronomy solutions, and global relationships with farmers to unlock the value of farmland.","Agriculture and Farming, Financial Services, Lending and Investments",1,Peter Nelson,11-50,,,,,,,,,,,,3,Private,,,,,,
SpinRise Technologies,https://www.crunchbase.com/organization/spinrise-technologies,"Child Care, Children, Health Diagnostics, Software","New Haven, Connecticut, United States",SpinRise Technologies develops applications to improve the outcomes of autistic children.,"197,004","East Coast, New England, Northeastern US",$1M to $10M,Active,2017-01-01,year,,,,,For Profit,https://www.spinrisetechnologies.com,SpinRise Technologies develops applications to improve the outcomes of autistic children. SpinRise Technologies was founded by a group of experienced technologists and entrepreneurs who want to assist autistic people in reaching their full potential.,"Community and Lifestyle, Health Care, Software",,,1-10,1,,,,,223565,USD,223565,National Science Foundation,1,1,,Private,,,,,,
Survature,https://www.crunchbase.com/organization/survature,"Analytics, Computer, Internet, Market Research, Software","Knoxville, Tennessee, United States",Survature is a provider of an all-new survey platform that increases participation and reveals participant priorities.,"197,007",Southern US,$1M to $10M,Active,2013-01-01,year,,,,,For Profit,https://survature.com/,"Survature is a provider of an all-new survey platform that increases participation and reveals participant priorities. The company's proprietary survey tool, AnswerCloud, not only collects and analyzes survey responses but also examines how survey takers responded. By analyzing the order, timing, and placement of a response, Survature provides insightful reports regarding an answer's priority, importance, uncertainty, and reliability. Survature was founded in 2013 and is headquartered in Knoxville, Tennessee.","Consumer Electronics, Data and Analytics, Design, Hardware, Internet Services, Software",5,"James Osborne, Jamey Pearce, Jian Huang, Kurt Zinser, Steve Chin",1-10,1,Seed,792132,USD,792132,792132,USD,792132,Swiftwing Ventures,,1,,Private,,,,,,
"Crossroads of America Council, Boy Scouts of America",https://www.crunchbase.com/organization/crossroads-of-america-council-boy-scouts-of-america,"Non Profit, Service Industry","Indianapolis, Indiana, United States","Crossroads of America Council, Boy Scouts of America serves the youth and adult volunteers involved in Scouting.","197,009","Great Lakes, Midwestern US",,Active,1972-01-01,year,,,,,Non-profit,https://www.crossroadsbsa.org,"Crossroads of America Council, Boy Scouts of America serves the youth and adult volunteers involved in Scouting that provides extraordinary youth development programs that strengthen values, and develop leadership skills.","Other, Social Impact",,,101-250,1,,,,,15000,USD,15000,The Mind Trust,1,1,,Private,,,,,,
GoGladly,https://www.crunchbase.com/organization/gogladly,"Computer, Social Media, Software","Utah, Tennessee, United States",GoGladly is a free website and communication tools for homeowners associations.,"197,011",Southern US,Less than $1M,Active,2012-05-01,day,,,,,For Profit,https://gogladly.com/,GoGladly is a free website and communication tools for homeowners associations.,"Consumer Electronics, Hardware, Internet Services, Media and Entertainment, Software",2,"Burke Nielsen, Sterling Jenkins",1-10,1,Seed,300000,USD,300000,300000,USD,300000,,,,,Private,,,,,,
SENSEI Holdings,https://www.crunchbase.com/organization/sensei-holdings,"AgTech, Fitness, Food and Beverage, Health Care, Organic Food, Wellness","Santa Monica, California, United States",Guiding you towards greater wellbeing.,"197,012","Greater Los Angeles Area, West Coast, Western US",$10M to $50M,Active,2017-01-01,year,,,,,For Profit,https://sensei.com/,SENSEI is here to guide you towards greater wellbeing. Our ecosystem of products and experiences is designed with one intention: to empower you to grow well.,"Agriculture and Farming, Food and Beverage, Health Care, Sports",2,"David Agus, Larry Ellison",11-50,1,Seed,,USD,,,USD,,,,,,Private,,,,,,
Justinmind,https://www.crunchbase.com/organization/justinmind,"Information Technology, Software","San Francisco, California, United States",Justinmind is a prototyping tool for web and mobile apps.,"197,014","San Francisco Bay Area, West Coast, Western US",$1M to $10M,Active,2005-01-01,year,,,,,For Profit,https://www.justinmind.com,"Justinmind creates products to build high-fidelity wireframes and prototypes for web and mobile apps. Justinmind is offering professional solutions to create, visualize and test an HTML version of any application or dynamic website, before the program is actually developed. The company is based in San Francisco and Barcelona","Information Technology, Software",2,"Pablo Navarro, Xavier Renom",11-50,1,Early Stage Venture,862000,USD,862000,862000,USD,862000,Criteria Venture Tech,1,1,,Private,,,,,,
ICG Ventures,https://www.crunchbase.com/organization/icg-ventures,,"La Vergne, Tennessee, United States",ICG Ventures is an Ingram Content Group company. Ingram Content Group Inc. is a subsidiary of Nashville-based Ingram Industries Inc. The,"197,014",Southern US,,Active,,,,,,,For Profit,,"ICG Ventures is an Ingram Content Group company. Ingram Content Group Inc. is a subsidiary of Nashville-based Ingram Industries Inc. The company provides books, music and media content to over 39,000 retailers, libraries, schools and distribution partners in 195 countries. More than 26,000 publishers use Ingram’s fully integrated physical and digital distribution, logistics, and manufacturing solutions to access global consumer demand, and realize the full business potential of book content. Ingram’s operating units are Ingram Book Company, Lightning Source Inc., Vital Source Technologies, Inc., Ingram Periodicals Inc., Ingram International Inc., Ingram Library Services Inc., Spring Arbor Distributors Inc., Ingram Publisher Services Inc., Tennessee Book Company LLC, Coutts Information Services, and ICG Ventures Inc. For more information, visit www.ingramcontent.com.",,,,,,,,,,,,,,,,,Private,,,,,,
