Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Anne Klein,https://www.crunchbase.com/organization/anne-klein,"Apparel, Association, Fashion, Lifestyle, Retail","Portage, Wisconsin, United States","Women's clothing from Anne Klein, featuring women's suits, women's shoes, watches, and more.","262,000","Great Lakes, Midwestern US",,Active,1968-01-01,year,2019-07-21,day,,,For Profit,http://anneklein.com,,"Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design, Other",1,Anne Klein,11-50,,M&A,,,,,,,,,,,Private,,,,,,
One Mnet Health,https://www.crunchbase.com/organization/mnet-health,"Document Management, Health Care, Hospital, Medical","Aliso Viejo, California, United States",One Mnet Health offers revenue cycle management and technology for the surgical industry.,"262,004","Greater Los Angeles Area, West Coast, Western US",$1M to $10M,Active,2005-01-01,day,,,,,For Profit,https://mnethealth.com/,"Mnet Health is the premier revenue cycle management and technology provider in the surgical industry. They provide custom patient-pay solutions to surgical hospitals and ambulatory surgery centers. As of 2020, Mnet Health partners with over 700 surgical facilities nationwide and is the preferred vendor of both United Surgical Partners International (USPI) and Surgical Care Affiliates (SCA) – both directly with and in support of centralized billing offices. Mnet’s custom brand, PaySUITE, is a white-labeled payment technology platform that helps surgical facilities and their providers grow their business by helping patients pay.","Health Care, Information Technology, Software",1,David J Hamilton,11-50,1,,,USD,,,USD,,SSM Partners,1,1,1,Private,,,,,,
HALGI,https://www.crunchbase.com/organization/halgi,"Apps, Digital Entertainment, Information Technology, Social Media","Venice, California, United States","Halgi is a user generated holding company and a one-stop shop for entertainment, communication, and information technology applications.","262,007","Greater Los Angeles Area, West Coast, Western US",,Active,2013-04-09,day,,,,,For Profit,https://www.halgi.com,"Halgi is a user generated holding company and a one-stop shop for entertainment, communication, and information applications. We work with our users to ensure the best product possible. Halgi is the “one-stop shop” for entertainment, communication, and sharing information with others. It’s a place where you chat with others, share your ideas, and much more. Our mission is to give the power back to the customers, to be open and connected with everyone.","Apps, Information Technology, Internet Services, Media and Entertainment, Software",1,Brandon Landers,1-10,3,Seed,215000,USD,215000,215000,USD,215000,,,,,Private,,,,,,
Shamlatech,https://www.crunchbase.com/organization/shamlatech,"Blockchain, Cryptocurrency, Smart Contracts, Software, Virtual Currency, Virtual Reality","Ocala, Florida, United States","Shamlatech specializes in Web design & development, Online Internet marketing and Mobile application development & services.","262,008","East Coast, Southern US",$1M to $10M,Active,2005-02-03,day,,,,,For Profit,https://shamlatech.com,"A Robust Metaverse Development Platform Metaverse The metaverse is a persistent, 3D, shared universe that is fundamentally built upon the capabilities of blockchain technologies.  a)	The metaverse allows you to create an identity and traverse this world with other users.  b)	The metaverse is a persistent, online, three-dimensional environment that integrates numerous virtual spaces. c)	 Metaverse means Beyond Our World or a world beyond/beyond this one. d)	The term metaverse development platform is becoming more often used to refer to the same thing: a large-scale digital environment. An environment is created that consists of many smaller virtual worlds. The term itself originates from Bridge to Terabithia (1977). It was like stepping through a mirror into another world"".","Blockchain and Cryptocurrency, Financial Services, Hardware, Other, Payments, Software",1,Genetic Laboratory,11-50,,,,,,,,,,,,,Private,,,,,,
EcoLogik,https://www.crunchbase.com/organization/ecologik,"Clean Energy, CleanTech, Energy, Information Technology, Manufacturing, Renewable Energy","Los Angeles, California, United States",EcoLogik has strategic partnership with ZAF Energy US for battery technology and established sales partners with market presence in US.,"262,011","Greater Los Angeles Area, West Coast, Western US",Less than $1M,Active,2015-06-24,day,,,,,For Profit,http://eco.my-enterprise.com/,"Company has strategic partnership with ZAF Energy US for battery technology and established sales partners with market presence in US, Canada, EMEA, LATAM and Asia they have more global scope to provide Zinc technology based products, solutions, engineering services to wide area markets that needs safer and stronger batteries. An estimated $50bn market by 2020.    Customers:  1) Trucking APU signed up for production of batteries 2017  2) Energy Storage product partner requirements of 5KW x 100000 units in 2017  3) More global customers in pipe for their CoE (Centre of Excellence) and battery technology    Contract and Partner manufacturing partners in progress:  1) A global US based contract manufacturer in discussion  2) Europe, Asia based partners and manufacturers interested to start production and product lines    Company offers products and solutions in two main segments:   1) Batteries for Automotive, Industrial, Hybrid Vehicles, UPS, Small Scale ES that needs stronger and  safer batteries and better technology, investments required in this segment,  to start with one form factor (Group 31 battery)    2) Flow batteries: in partnership with ViZn Energy, no investments required in this segment,   these are focused towards large scale projects. ViZn is one of the leading award winner brand in Zinc based flow battery technology.      Aligned Solutions & Services:  1) Consulting, Application Engineering, Software Solutions  2) End to End solution design and deliveries, Centre of Excellence Support  3) Financial modelling   4) On demand finance partners in selected countries  5) EcoLogik and ZAF Energy will share resources to keep operational expenses in control   6) ZAF Energy has previously raised $6.6mm for development of technology    They are on cloud based technology, use lean and agile methods for low cost operations,  EcoLogik & ZAF team have a natural passion keep innovating and improving to become a leader in various markets.","Energy, Information Technology, Manufacturing, Sustainability",1,Sachin Malode Melody,1-10,1,,10000,USD,10000,10000,USD,10000,,,,,Private,,,,,,
Ownerly,https://www.crunchbase.com/organization/ownerly,"Analytics, Real Estate, Software","New York, New York, United States",Ownerly helps to find home estimate and nearby house prices through a secure platform.,"262,012","Greater New York Area, East Coast, Northeastern US",,Active,2018-01-01,year,,,,,For Profit,https://www.ownerly.com/,"Ownerly helps to find home estimate and nearby house prices through a secure platform. It helps to track valuation data and has advanced measures and challenge-response tests to ensure protected access to the account. Ownerly's mission is to put home value data and insight to homeowners. It delivers home value data from real estate analytics technologies so owners can easily monitor and understand a complex industry that directly affects the investment. Ownerly was founded in 2018 and is headquartered in New York, USA.","Data and Analytics, Real Estate, Software",,,1-10,,,,,,,,,,,,,Private,,,,,,
InnoSense,https://www.crunchbase.com/organization/innosense-263e,"Environmental Engineering, GreenTech, Renewable Energy, Sensor","Torrance, California, United States",InnoSense is a research and development organization developing and commercializing solutions to real world problems.,"262,013","Greater Los Angeles Area, West Coast, Western US",$1M to $10M,Active,2002-01-01,year,,,,,For Profit,https://www.innosense.us,"InnoSense is a research and development organization focus on sensors, materials, coatings, renewable energy and medical diagnostic devices and therapeutic agents. They serve for the industries like  the defense, aerospace, energy, health care, and industrial markets.","Energy, Hardware, Science and Engineering, Sustainability",,,11-50,,,,,,,,,,,,,Private,,,,,,
Budgie Health,https://www.crunchbase.com/organization/budgie-health,"Advice, Health Care, Wellness","New York, New York, United States",Budgie Health guides and provides advice for health plan decisions for employees.,"262,015","Greater New York Area, East Coast, Northeastern US",,Active,2021-01-01,year,,,,,For Profit,https://www.budgie-health.com,,"Health Care, Media and Entertainment",,,1-10,1,Seed,,USD,,,USD,,"Pear VC, Greycroft",,2,,Private,,,,,,
Skyline Financial,https://www.crunchbase.com/organization/skyline-financial,"Banking, Consumer Lending, Finance, Financial Services, Real Estate, Venture Capital","Agoura Hills, California, United States",Skyline Financial focuses on streamlining the process by which loans are originated and funded.,"262,018","Greater Los Angeles Area, West Coast, Western US",$10M to $50M,Active,1985-01-01,year,,,,,For Profit,http://skylinehomeloans.com/,"Founded in 1985, Skyline Financial Corporation has gained recognition as one of the leading full-service mortgage banking & brokerage firms in Southern California. Over the years, Skyline has become renowned for its ability to attract and retain the industry's top real estate loan professionals.","Financial Services, Lending and Investments, Real Estate",1,Bill Dallas,501-1000,1,,8200000,USD,8200000,8200000,USD,8200000,Upfront Ventures,1,1,,Private,,,,,,
Ella+Mila,https://www.crunchbase.com/organization/ella-mila,"Beauty, E-Commerce, Retail","Los Angeles, California, United States","Ella+Mila is a webshop that sells nail polish, nail care, lip scrub, makeup gifts, body scrub, moisturizing cream, and accessories.","262,021","Greater Los Angeles Area, West Coast, Western US",$1M to $10M,Active,2013-01-01,year,,,,,For Profit,https://www.ellamila.com,,"Commerce and Shopping, Consumer Goods",,,,,,,,,,,,,,,,Private,,,,,,
