Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
CETCON,https://www.crunchbase.com/organization/cetcon,"Consulting, Industrial, Training","Tulsa, Oklahoma, United States","CETCON provides EPA stack testing, engineering evaluation, source emission testing, and fired heater training.","2,610,001",Southern US,$1M to $10M,Active,1991-01-01,year,,,,,For Profit,http://www.cetconinc.com,"CETCON, short for Combustion and Environmental Testing Consultants, provides a unique array of EPA stack testing services and combustion consulting expertise. The company operates in the environmental services sector, offering services that include stack testing and opacity testing. CETCON's services are designed to help monitor and sample environmental air quality, ensuring compliance with environmental regulations and standards. The company also offers consulting services in the industrial sector, providing insights and solutions to improve combustion processes and reduce environmental impact.","Education, Manufacturing, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
National Lecithin,https://www.crunchbase.com/organization/national-lecithin,"Food and Beverage, Food Processing, Manufacturing, Organic Food","Newton, New Jersey, United States",National Lecithin manufactures and supplies powdered lecithin products that bind and improve freshness in food and beverages.,"2,610,002","Greater New York Area, East Coast, Northeastern US",Less than $1M,Active,1976-01-01,year,,,,,For Profit,https://nationallecithin.com/,,"Food and Beverage, Manufacturing",,,,,,,,,,,,,,,,Private,,,,,,
Estella's Brilliant Bus,https://www.crunchbase.com/organization/estella-s-brilliant-bus,Non Profit,"West Palm Beach, Florida, United States",Estella's Brilliant Bus is a Non-Profit organization.,"2,610,003","Greater Miami Area, East Coast, Southern US",$1M to $10M,Active,,,,,,,Non-profit,http://estellasbrilliantbus.org/,The mission of Estella’s Brilliant Bus is to create a network of opportunities that will provide educational training and self-help experiences in under-served areas that will empower children and families with life-long learning and access to technology while partnering with community agencies.,"Other, Social Impact",,,1-10,,,,,,,,,,,,,Private,,,,,,
Judge Bean's BBQ,https://www.crunchbase.com/organization/judge-bean-s-bbq,"Catering, Food and Beverage, Restaurants, Wine And Spirits","Brentwood, Tennessee, United States","Judge Bean's BBQ is a barbecue restaurant that provides lunch, dinner, wine, and catering services.","2,610,009",Southern US,$1M to $10M,Active,,,,,,,For Profit,https://judgebeans.com,,Food and Beverage,,,11-50,,,,,,,,,,,,,Private,,,,,,
Allvac Savings and Credit Union,https://www.crunchbase.com/organization/allvac-savings-and-credit-union,"Banking, Credit, Financial Services, Lending","Monroe, North Carolina, United States","Allvac Savings and Credit Union is a non-profit organization that offers various types of loans, online banking, and accounts services.","2,610,015","East Coast, Southern US",Less than $1M,Active,,,,,,,Non-profit,https://allvaccu.com/,,"Financial Services, Lending and Investments",,,,,,,,,,,,,,,,Private,,,,,,
McCabe Vision Center,https://www.crunchbase.com/organization/mccabe-vision-center,"Eyewear, Health Care, Medical","Murfreesboro, Tennessee, United States","McCabe Vision Center is an ophthalmologist center that offers eye exams, contact lenses, eye care, surgery, and glaucoma treatment services.","2,610,021",Southern US,$1M to $10M,Active,,,,,,,For Profit,https://mccabevisioncenter.com,,"Consumer Goods, Health Care",1,Craig McCabe,11-50,,,,,,,,,,,,,Private,,,,,,
Northern California Recycling Association,https://www.crunchbase.com/organization/northern-california-recycling-association,"Association, Non Profit","Berkeley, California, United States",Northern California Recycling Association is an association of recycling businesses committed to promoting and expanding recycling.,"2,610,023","San Francisco Bay Area, West Coast, Western US",$10M to $50M,Active,1991-01-01,year,,,,,Non-profit,http://ncrarecycles.org,"Northern California Recycling Association provides communities, industry leaders, employees, students, job-seekers and activists the opportunity to collaborate in evolving Zero Waste education and advocacy. Everyone is invited to support our mission, goals and vision, and we are committed to total inclusion.","Other, Social Impact",,,51-100,,,,,,,,,,,,,Private,,,,,,
Marketing With Care,https://www.crunchbase.com/organization/marketing-with-care,"Advertising, Brand Marketing, Digital Marketing, Training","Seal Beach, California, United States",Marketing With Care provides digital campaign strategies to promote business growth for assisted living and senior care sectors.,"2,610,024","Greater Los Angeles Area, West Coast, Western US",Less than $1M,Active,1997-01-01,year,,,,,For Profit,https://www.marketingwithcare.com,,"Advertising, Education, Sales and Marketing",,,1-10,,,,,,,,,,,,,Private,,,,,,
Synergistic Networks,https://www.crunchbase.com/organization/synergistic-networks,"Consulting, Information Technology, Service Industry","Wilkes Barre, Pennsylvania, United States",Synergistic Networks is an IT consulting company.,"2,610,026","Great Lakes, Northeastern US",,Active,,,,,,,For Profit,http://www.sniconsulting.com/,,"Information Technology, Other, Professional Services",,,,,,,,,,,,,,,,Private,,,,,,
DeCroux,https://www.crunchbase.com/organization/decroux,"Information Technology, Marketing, Sales","Colleyville, Texas, United States",DeCroux is well suited to provide the consulting services to interpret and integrate the common goals of each business segment.,"2,610,031","Dallas/Fort Worth Metroplex, Southern US",$1M to $10M,Active,2000-01-01,year,,,,,For Profit,http://www.decroux.com/,,"Information Technology, Sales and Marketing",,,11-50,,,,,,,,,,,,,Private,,,,,,
Pacific Women’s Center,https://www.crunchbase.com/organization/pacific-women-s-center,"Health Care, Health Diagnostics, Medical","Eugene, Oregon, United States","Pacific Women’s Center provides gynecology, obstetrics, ultrasonography, OB/GYN surgery, and related medical treatments.","2,610,034","West Coast, Western US",$1M to $10M,Active,,,,,,,For Profit,https://pacificwomenscenter.com,,Health Care,1,Richard Beyerlein,11-50,,,,,,,,,,,,,Private,,,,,,
