Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Conte & Green,https://www.crunchbase.com/organization/conte-green,"Dental, Health Care, Medical, Wellness","Garden City, New York, United States","Conte & Green is a dental healthcare provider offering general, cosmetic, and restorative dentistry, along with specialized treatments.","1,031,000","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,,,,,,,For Profit,https://www.contegreen.com,,Health Care,,,11-50,,,,,,,,,,,,,Private,,,,,,
P&C Group,https://www.crunchbase.com/organization/p-c-group,"Accounting, Financial Services, Insurance","Los Angeles, California, United States","P&C Group offers accounting, tax preparation, business analytics, payroll, bank reconciliation, insurance, and business valuation services.","1,031,001","Greater Los Angeles Area, West Coast, Western US",Less than $1M,Active,2010-01-01,year,,,,,For Profit,https://pccpas.com/,,"Financial Services, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
PeriCor,https://www.crunchbase.com/organization/pericor,Health Care,"Bethesda, Maryland, United States","PeriCor provides minimally invasive alternatives to infants, children and adults who require interventions.","1,031,004","Washington DC Metro Area, East Coast, Southern US",,Active,2016-01-01,year,,,,,For Profit,https://pericorllc.com,"PeriCor provides minimally invasive alternatives to infants, children and adults who require interventions including pacemakers, defibrillators or cardiac ablation procedures. ",Health Care,4,"Axel Krieger, Bradley Clark, Charles Berul, Justin Opfermann",1-10,1,,,,,,USD,,MedTech Innovator,,1,,Private,,,,,,
SNP Therapeutics,https://www.crunchbase.com/organization/snp-therapeutics,"Biotechnology, Health Care, Nutrition, Therapeutics","Kannapolis, North Carolina, United States",SNP Therapeutics enables therapeutic treatment options and unlocks new possibilities in precision healthcare through nutrition.,"1,031,009","East Coast, Southern US",,Active,,,,,,,For Profit,https://snptherapeutics.com,,"Biotechnology, Food and Beverage, Health Care, Science and Engineering",,,,,,,,,,,,,,,,Private,,,,,,
FlightSim.Com,https://www.crunchbase.com/organization/flightsim-com,"Internet, Training","Framingham, Massachusetts, United States","FlightSim.Com is the first online community dedicated to flight simulators, with news, reviews, downloads, technical information, and more.","1,031,010","Greater Boston Area, East Coast, New England",Less than $1M,Active,2001-01-01,year,,,,,For Profit,https://www.flightsim.com,,"Education, Internet Services",,,1-10,,,,,,,,,,,,,Private,,,,,,
TCG Services,https://www.crunchbase.com/organization/tcg-services,"Facilities Support Services, Professional Services, Service Industry","El Dorado, Kansas, United States",TCG Services provides national repair and maintenance services at their facilities.,"1,031,011",Midwestern US,,Active,2001-01-01,year,,,,,For Profit,https://tcgfm.com/,"TCG Services provides national facilities management for their primary maintenance needs, national rollouts, and preventive maintenance programs. Their specialties are HVAC, national roll-outs, plumbing, glass, doors, signs, etc.","Administrative Services, Other",,,11-50,,,,,,,,,,,,,Private,,,,,,
"Partners In Home Care, LLC",https://www.crunchbase.com/organization/partners-in-home-care-llc,Health Care,"San Diego, California, United States",Partners In Home Care is a family owned business based in San Diego.,"1,031,012","Greater San Diego Area, West Coast, Western US",$10M to $50M,Active,,,,,,,For Profit,http://www.partnersihc.com/,"Partners In Home Care is a family owned business based in San Diego. We understand the desire for your loved ones to maintain independence and live in the comfort of their own home. We strive to provide the highest quality care in assisting individuals by placing the right caregiver in your home. We require background checks and drug screening, and provide continued education for your caregivers.",Health Care,,,1-10,,,,,,,,,,,,,Private,,,,,,
Richway,https://www.crunchbase.com/organization/richway,"Construction, Industrial, Manufacturing","Janesville, Iowa, United States",A CConstruction company based in  United States .,"1,031,014",Midwestern US,$1M to $10M,Active,1973-01-01,year,,,,,For Profit,https://www.richway.com/,Richway Industries has been a family owned business since 1973.It all started with ag. They began by building foam marking systems for row crop sprayers for the ag industry.,"Manufacturing, Real Estate",,,1-10,,,,,,,,,,,,,Private,,,,,,
We Skoolhouse,https://www.crunchbase.com/organization/we-skoolhouse,"E-Learning, EdTech, Education","New York, New York, United States","We Skoolhouse is an eLearning website that provides support programs for child’s intellectual, social, emotional, and physical development.","1,031,016","Greater New York Area, East Coast, Northeastern US",,Active,2021-01-01,year,,,,,For Profit,https://weskoolhouse.com/,,"Education, Software",,,11-50,,,,,,,,,,,,,Private,,,,,,
Pretzel & Stouffer Chartered,https://www.crunchbase.com/organization/pretzel-stouffer-chartered,"Law Enforcement, Legal, Leisure, Professional Services","Chicago, Illinois, United States",Pretzel & Stouffer Chartered has specialized experience in representing and defending the amusement industry.,"1,031,023","Greater Chicago Area, Great Lakes, Midwestern US",$50M to $100M,Active,1946-01-01,year,,,,,For Profit,https://www.pretzel-stouffer.com,"Pretzel and Stouffer, Chartered is a leisure industry to inform of developments that may affect businesses that are not Legal Advice. They provide a team of experienced and qualified lawyers for high-stakes and sophisticated legal matters. They are specialized in litigation, trial, appellate, and insurance coverage.","Community and Lifestyle, Government and Military, Other, Privacy and Security, Professional Services",,,101-250,,,,,,,,,,,,,Private,,,,,,
