Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Farmer & Williamson,https://www.crunchbase.com/organization/farmer-williamson,"Cosmetics, Dental, Health Care, Rehabilitation","Wichita, Kansas, United States",Farmer & Williamson provides cosmetic and sleep dentistry.,"2,764,002",Midwestern US,,Active,,,,,,,For Profit,https://www.dentistswichita.com,"Farmer & Williamson in Wichita, their people-focused dental team will put them at ease, giving them the attention and care deserve. Full mouth rehabilitation is the rebuilding of your bite's function and their smile's beauty when teeth are broken, missing, or worn down. Dr. Farmer combines scientific precision and artistry to restore function, beauty, and health to their smile.","Consumer Goods, Health Care",,,11-50,,,,,,,,,,,,,Private,,,,,,
HIPAAwise,https://www.crunchbase.com/organization/hipaawise,"Information Technology, Software","Cleveland, Ohio, United States",HIPAAwise is a software company.,"2,764,004","Great Lakes, Midwestern US",$1M to $10M,Active,2016-01-01,year,,,,,For Profit,https://www.hipaawise.com,"HIPAAwise offers a HIPAA compliance and risk assessment software. The software features unlimited compliance users, automatic BAA esigning, security and risk assessment tools, Business Associate agreement management,  breach management, and others. The platform also offers an online HIPAA awareness training to users.","Information Technology, Software",,,1-10,,,,,,,,,,,,,Private,,,,,,
Fraternally Yours,https://www.crunchbase.com/organization/fraternally-yours,"E-Commerce, Jewelry, Retail, Sales","New City, New York, United States",Fraternally Yours is an E-commerce firm.,"2,764,004","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,,,,,,,For Profit,https://fraternallyyoursinc.com,"Fraternally Yours offered Masonic regalia such as aprons, jewelry, apparel, and accessories. The cost of shipping varies depending on the destination. Depending on the availability of their items and the shipping options they choose, They estimate their shipping and delivery dates.","Commerce and Shopping, Consumer Goods, Sales and Marketing",,,11-50,,,,,,,,,,,,,Private,,,,,,
No More Tears,https://www.crunchbase.com/organization/no-more-tears,"Non Profit, Social, Therapeutics","Miami, Florida, United States","No more tears is a non-profit organization that offers assistance to human trafficking, domestic violence, therapy, and training.","2,764,005","Greater Miami Area, East Coast, Southern US",,Active,2007-01-01,year,,,,,Non-profit,https://nomoretearsusa.org/,,"Community and Lifestyle, Health Care, Other, Social Impact",1,Somy Ali,,,,,,,,,,,,,,Private,,,,,,
FGS The Restoration Company,https://www.crunchbase.com/organization/fgs-the-restoration-company,"Building Maintenance, Construction, Customer Service","Madison, Wisconsin, United States",FGS The Restoration Company provides restoration and damage repair services for residential and commercial customers.,"2,764,017","Great Lakes, Midwestern US",$1M to $10M,Active,1988-01-01,year,,,,,For Profit,http://fgsrestoration.com,"FGS The Restoration Company provides immediate water damage restoration, mould remediation, fire damage restoration, and trauma cleanup services. They also provide construction services.","Other, Professional Services, Real Estate",,,11-50,,,,,,,,,,,,,Private,,,,,,
Brookwood Financial Partners,https://www.crunchbase.com/organization/brookwood-financial-partners,"Commercial Real Estate, Finance, Venture Capital, Wealth Management","Beverly, Massachusetts, United States",Brookwood Financial Partners specializes in commercial real estate acquisition and investment.,"2,764,025","Greater Boston Area, East Coast, New England",$10M to $50M,Closed,1993-01-01,year,,,,none,For Profit,https://www.bfplp.com,,"Financial Services, Lending and Investments, Real Estate",,,251-500,,,,,,,,,,,,,Private,,,,,,
Vision2020 Funds,https://www.crunchbase.com/organization/vision2020-funds,,"Tallahassee, Florida, United States","Vision2020 is an early-stage venture capital firm committed to fostering innovation in the life science, and technology field.","2,764,027","East Coast, Southern US",,Closed,2006-01-01,year,,,,none,For Profit,http://vision2020funds.com,"Vision2020 is an early-stage venture capital firm committed to fostering innovation by actively assisting entrepreneurs in the life science, technology, technology-enabled businesses as well as the high-tech manufacturing sectors. It is clearly focused on helping our portfolio companies succeed.  It invests in companies with strong value propositions and significant market opportunities. Vision2020 capitalizes on the area’s innovative high-potential technology community. Vision2020 provides a vehicle for smarter, greater sustained growth by spurring creativity, providing a maximum financial return on investment while providing entrepreneurs valuable access to capital.",,,,,,,,,,,,,,,,,Private,,,,,,
Schumacher Subaru,https://www.crunchbase.com/organization/schumacher-subaru,Automotive,"West Palm Beach, Florida, United States",Schumacher Subaru is an online subaru dealership and comprehensive selection of new cars and SUVs.,"2,764,029","Greater Miami Area, East Coast, Southern US",,Active,,,,,,,For Profit,https://www.westpalmsubaru.com/,,Transportation,,,11-50,,,,,,,,,,,,,Private,,,,,,
Emerint,https://www.crunchbase.com/organization/emerint,"Financial Services, FinTech, Information Technology, Trading Platform","New York, New York, United States",Emerint Group specializes in financial solutions with customized rule-based stock investing technology and execution capabilities.,"2,764,033","Greater New York Area, East Coast, Northeastern US",,Active,2009-01-01,year,,,,,For Profit,http://www.emerint.com,,"Financial Services, Information Technology, Lending and Investments",2,"Sean Park, Vlado Kysucky",,,,,,,,,,,,,,Private,,,,,,
AWW,https://www.crunchbase.com/organization/aww-10a5,"SEO, Social Media, Web Design","Great Barrington, Massachusetts, United States","AWW provides web design, social media management, and search engine optimization solutions.","2,764,035","East Coast, New England, Northeastern US",Less than $1M,Active,1985-01-01,day,,,,,For Profit,https://aww.digital/,,"Design, Internet Services, Media and Entertainment, Sales and Marketing",,,1-10,,,,,,,,,,,,,Private,,,,,,
Grayslake Orthodontics,https://www.crunchbase.com/organization/grayslake-orthodontics,"Consulting, Dental, Health Care, Health Diagnostics","Grayslake, Illinois, United States","Grayslake Orthodontics is a hospital that provides clear aligners, retainers, oral appliances, and dentofacial orthopedics.","2,764,039","Greater Chicago Area, Great Lakes, Midwestern US",Less than $1M,Active,2005-01-01,year,,,,,For Profit,https://www.grayslakeortho.com/,,"Health Care, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
Jeff Glover & Associate Realtors,https://www.crunchbase.com/organization/jeff-glover-associate-realtors,"Real Estate, Residential, Sales","Birmingham, Michigan, United States",Jeff Glover & Associate Realtors is a property marketing company that engages in selling and buying residential properties.,"2,764,041","Greater Detroit Area, Great Lakes, Midwestern US",$1M to $10M,Active,2009-01-01,year,,,,,For Profit,https://jeffgloverassociates.com,,"Real Estate, Sales and Marketing",,,11-50,,,,,,,,,,,,,Private,,,,,,
BayApps,https://www.crunchbase.com/organization/bayapps,"Business Intelligence, Consulting, Information Technology","Fremont, California, United States","BayApps provides business consulting, technology, engineering, and outsourcing services.","2,764,041","San Francisco Bay Area, Silicon Valley, West Coast",$1M to $10M,Active,2011-01-01,year,,,,,For Profit,http://bayappsinc.com,"BayApps is an experienced oracle and salesforce consulting firm. They provide IT business solutions with various services. Their service includes IT services, IT staffing, and offshore services.","Data and Analytics, Information Technology, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
Empire You,https://www.crunchbase.com/organization/empire-you,"Consulting, Finance, Financial Services","Houston, Texas, United States",Empire You is a credit education and repair company that specializes in proper credit building and goal crushing.,"2,764,041","Greater Houston Area, Southern US",,Active,,,,,,,For Profit,https://empireyourcredit.com,,"Financial Services, Professional Services",,,1-10,,,,,,,,,,,,,Private,,,,,,
Just One World Foundation,https://www.crunchbase.com/organization/just-one-world-foundation,Non Profit,"Owings Mills, Maryland, United States",It is a 501(c)(3) philanthropic organization that partners with like-minded “superhero” organizations to help ill children.,"2,764,042","Greater Baltimore-Maryland Area, East Coast, Southern US",,Active,2019-01-01,year,,,,,Non-profit,https://justoneworld.org/,,"Other, Social Impact",,,,,,,,,,,,,,,,Private,,,,,,
Alternate Devices,https://www.crunchbase.com/organization/alternate-devices,"Health Care, Manufacturing, Medical Device","Philadelphia, Pennsylvania, United States","Alternate Devices manufactures alternative input devices, software, and platforms for people suffering from disabilities.","2,764,043","Greater Philadelphia Area, Great Lakes, Northeastern US",,Active,2018-01-01,year,,,,,For Profit,https://alternatedevices.com,,"Health Care, Manufacturing",,,1-10,,,,,,,,,,,,,Private,,,,,,
SafeKidZone,https://www.crunchbase.com/organization/safekidzone,Mobile,"Van Nuys, California, United States",SafeKidZone is an application which provides security for children and families.,"2,764,043","Greater Los Angeles Area, West Coast, Western US",,Closed,2009-01-01,year,,,,none,For Profit,http://www.safekidzone.com,"SafeKidZone Corporation, a Web and mobile application, enables parents to protect kids from harm.",Mobile,,,11-50,,,,,,,,,,,,,Private,,,,,,
Wisconsin Home Health Care,https://www.crunchbase.com/organization/wisconsin-home-health-care,"Health Care, Nursing and Residential Care, Service Industry","Green Bay, Wisconsin, United States",Wisconsin Home Health Care provides personal care and nursing and residential services.,"2,764,044","Great Lakes, Midwestern US",$10M to $50M,Active,,,,,,,For Profit,https://www.whhcllc.com,"Wisconsin Home Health Care provides a range of health care services, primarily focusing on at-home care for seniors and others who require assistance. The company offers tailored care plans to meet the individual needs of its clients, whether they require a few hours of help each week or round-the-clock care. Services include general office staff level customer service positions, registered nursing, home health aide roles, and personal care workers. The company is committed to improving the quality of life for those it serves, with a focus on trust and reliability in its care provision.","Health Care, Other",,,,,,,,,,,,,,,,Private,,,,,,
MalinHughes,https://www.crunchbase.com/organization/malinhughes,"Consulting, Financial Services, Professional Services","Chicago, Illinois, United States",MalinHughes provides banking and financial consulting services.,"2,764,059","Greater Chicago Area, Great Lakes, Midwestern US",$1M to $10M,Active,2016-01-01,year,,,,,For Profit,https://www.malinhughes.com,,"Financial Services, Other, Professional Services",2,"Brad Newpoff, Robert Becker",1-10,,,,,,,,,,,,,Private,,,,,,
Codership,https://www.crunchbase.com/organization/codership-0e70,,"Santa Fe, New Mexico, United States",Codership is a digital agency helping startups and big companies deliver digital products over the world.,"2,764,059",Western US,,Active,2021-01-01,year,,,,,For Profit,https://codership.co,,,,,1-10,,,,,,,,,,,,,Private,,,,,,
Ashley Cusack,https://www.crunchbase.com/organization/ashley-cusack,Real Estate,"Coral Gables, Florida, United States",Ashley Cusack is specializing in luxury real estate and waterfront properties.,"2,764,062","Greater Miami Area, East Coast, Southern US",,Active,,,,,,,For Profit,https://ashleycusack.com/,,Real Estate,,,101-250,,,,,,,,,,,,,Private,,,,,,
Healthco International,https://www.crunchbase.com/organization/healthco-international,"Dental, Health Care","Boston, Massachusetts, United States",Healthco International provides products and services to the dental profession.,"2,764,064","Greater Boston Area, East Coast, New England",,Closed,,,1993-10-01,day,,none,For Profit,,Healthco International provides products and services to the dental profession.,Health Care,,,,,M&A,,,,,,,,,,,Private,,,,,,
