Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Swift Pork Co.,https://www.crunchbase.com/organization/swift-pork-co,Food Processing,"Greeley, Colorado, United States","Swift Pork Company processes and sells beef, lamb, and poultry products.","737,004","Greater Denver Area, Western US",,Active,1996-01-01,year,2007-05-29,day,,,For Profit,,"Swift Pork Company processes and sells beef, lamb, and poultry products.",Food and Beverage,,,,,M&A,,,,,,,,,,,Private,,,,,,
Appelman Properties,https://www.crunchbase.com/organization/appelman-properties,"Leasing, Property Management, Real Estate, Real Estate Investment","Erlanger, Kentucky, United States",Appelman Properties is a multifamily investment firm.,"737,005",Southern US,Less than $1M,Active,2020-01-01,year,,,,,For Profit,https://www.appelmanproperties.com,"Appelman has a solid track record of rebranding, renovating, and repositioning their buildings to add value. The rigorous and collaborative approach to all investments focuses on surpassing each investment, allowing us to attract and develop the individuals in the business to provide better customer care to their residents and communities.","Financial Services, Real Estate",,,1-10,,,,,,,,,,,,,Private,,,,,,
Zyrvodka,https://www.crunchbase.com/organization/zyrvodka,"Manufacturing, Wine And Spirits, Winery","Miami, Florida, United States","Zyrvodka is a wine, spirits, and beverage manufacturing company.","737,007","Greater Miami Area, East Coast, Southern US",$1M to $10M,Active,2002-01-01,year,,,,,For Profit,https://zyrvodka.com,,"Food and Beverage, Manufacturing",,,11-50,,,,,,,,,,,,,Private,,,,,,
Design Air Systems,https://www.crunchbase.com/organization/design-air-systems,"Construction, Heating, Ventilation, and Air Conditioning (HVAC), Manufacturing","Waller, Texas, United States","Design Air Systems is a full-service industrial and commercial heating, ventilation, and air conditioning (HVAC) company.","737,010","Greater Houston Area, Southern US",,Active,1995-01-01,year,,,,,For Profit,https://www.designairsystems.com,,"Manufacturing, Real Estate",,,101-250,,,,,,,,,,,,,Private,,,,,,
EMERGICON LLC,https://www.crunchbase.com/organization/emergicon-llc,Health Care,"Dallas, Texas, United States","EMERGICON, LLC, based in Dallas, Texas, provides the better solution for ambulance billing.","737,011","Dallas/Fort Worth Metroplex, Southern US",$1M to $10M,Active,2006-01-01,day,,,,,For Profit,https://emergicon.com/,,Health Care,1,Christopher Turner,51-100,,,,,,,,,,,,,Private,,,,,,
Spectrum Capital,https://www.crunchbase.com/organization/spectrum-capital,"Commercial Real Estate, Construction, Property Development, Property Management, Real Estate","Jackson, Mississippi, United States","Spectrum Capital is a real estate company develops, owns, sells, and manages prime real estate properties.","737,014",Southern US,Less than $1M,Active,2006-01-01,year,,,,,For Profit,https://www.spectrumcapitalre.com/,"Spectrum Capital is a real estate company develops, owns, sells, and manages prime real estate properties in the United States. The company's real estate portfolio includes: high-rise condominiums, retail and entertainment destinations, sports facilities, and mixed-use properties.",Real Estate,,,11-50,,,,,,,,,,,,,Private,,,,,,
Ayacht Technology Solutions,https://www.crunchbase.com/organization/ayacht-technology-solutions,"Consulting, Information Technology, Security","Lancaster, Massachusetts, United States","Ayacht Technology Solutions specializes in IT integration, maintenance and service for small to medium size businesses.","737,015","East Coast, New England, Northeastern US",$1M to $10M,Active,2004-01-01,year,,,,,For Profit,http://www.ayacht.com,"Ayacht Technology Solutions (ATS) was started in 2004 as an organization of motivated, highly skilled, and professional Information Technology specialists. The organization specializes in a partnership approach to businesses by implementing solutions encompassing computers and Information Technology in a cost-effective and efficient manner. In summary, Ayacht Technology Solutions's goal is to engage businesses in intimate, long-term, service relationships in regard to managed services, information technology, computer consulting, product selection, needs analysis, process improvement, move facilitation, and ad-hoc computer service.","Information Technology, Privacy and Security, Professional Services",1,Mark Ayotte,11-50,,,,,,,,,,,,,Private,,,,,,
My Warchest,https://www.crunchbase.com/organization/my-warchest,"Financial Services, Information Technology, Internet","Washington, District of Columbia, United States",Warchest is a web-based application with integrated fundraising and expense data providing managers with financial analysis and planning.,"737,017","Washington DC Metro Area, Southern US",,Active,2015-01-01,year,,,,,For Profit,https://mywarchest.com/,,"Financial Services, Information Technology, Internet Services",,,1-10,,,,,,,,,,,,,Private,,,,,,
TechCaliber Consulting,https://www.crunchbase.com/organization/techcaliber-consulting,"Consulting, Information Technology, Telecommunications","Washington, District of Columbia, United States",TechCaliber Consulting maximizes its clients’ returns on telecom services and network infrastructure investments.,"737,020","Washington DC Metro Area, Southern US",Less than $1M,Active,1999-01-01,year,,,,,For Profit,https://www.techcaliber.com/,,"Hardware, Information Technology, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
Creative Packaging Solutions,https://www.crunchbase.com/organization/creative-packaging-solutions,"Industrial Automation, Industrial Engineering, Packaging Services","Lancaster, Pennsylvania, United States","Creative Packaging Solutions is a boutique firm that offers case and tray, coding and marking, packaging automation, and robotic solutions.","737,022","Great Lakes, Northeastern US",$1M to $10M,Active,2013-02-08,day,,,,,For Profit,https://www.cpsolutions.co/,,"Administrative Services, Manufacturing, Science and Engineering",,,11-50,,,,,,,,,,,,,Private,,,,,,
PolyOrg,https://www.crunchbase.com/organization/polyorg,"Chemical, Health Care","Leominster, Massachusetts, United States","PolyOrg, Inc. provides a variety of synthesis services for Life Science companies.","737,023","East Coast, New England, Northeastern US",Less than $1M,Active,2003-01-01,year,,,,,For Profit,http://www.polyorginc.com/,"PolyOrg, Inc. provides a variety of synthesis services for Life Science companies. The projects they perform are in contract research, process development, custom synthesis and manufacturing. Their clients are primarily in the pharmaceutical, biotechnology, specialty chemicals and diagnostic industries. We help our customers develop new products, improve existing products and transition from research to manufacturing.","Health Care, Science and Engineering",,,1-10,,,,,,,,,,,,,Private,,,,,,
