Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Robbie D. Wood,https://www.crunchbase.com/organization/robbie-d-wood,"Logistics, Manufacturing, Transportation","Bessemer, Alabama, United States",Robbie D. Wood is a family owned & operated truck line that specializes in the transportation of chemical products & hazardous waste.,"1,206,000",Southern US,,Active,1965-01-01,year,,,,,For Profit,https://robbiedwood.com/,,"Manufacturing, Transportation",,,251-500,,,,,,,,,,,,,Private,,,,,,
Waite Vision,https://www.crunchbase.com/organization/waite-vision,Health Care,"Lehi, Utah, United States","LASIK surgery center in Lehi, Utah","1,206,001",Western US,,Active,2018-01-01,year,,,,,For Profit,https://waitevision.com,"Waite Vision in Lehi, Utah is a premier location for LASIK, SMILE, PRK, ICLs, and Refractive Lens Exchange.",Health Care,1,Aaron Waite,11-50,,,,,,,,,,,,,Private,,,,,,
Jan Packaging,https://www.crunchbase.com/organization/jan-packaging,"Freight Service, Logistics, Packaging Services, Transportation, Warehousing","Dover, New Jersey, United States","Jan Packaging provides machinery packaging, crating, warehousing, transportation, import, export, and both air and ocean freight services.","1,206,006","Greater New York Area, East Coast, Northeastern US",$10M to $50M,Active,1952-01-01,year,,,,,For Profit,http://www.janpackaging.net/,,"Administrative Services, Transportation",,,51-100,,,,,,,,,,,,,Private,,,,,,
Pawn Wizard,https://www.crunchbase.com/organization/pawn-wizard,"Analytics, Logistics, Software, Technical Support","Cocoa, Florida, United States","Pawn Wizard specializes in software development, business development, technical support, analytics, and logistical solution services.","1,206,010","East Coast, Southern US",,Active,2002-01-01,year,,,,,For Profit,https://www.pawnwizard.com,,"Data and Analytics, Information Technology, Other, Software, Transportation",,,,,,,,,,,,,,,,Private,,,,,,
Cove Property Group,https://www.crunchbase.com/organization/cove-property-group,"Commercial, Leasing, Project Management, Real Estate, Residential","New York, New York, United States",Cove is a commercial and residential real estate firm.,"1,206,011","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,2015-01-01,year,,,,,For Profit,http://covepg.com,"Cove develops and operates institutional-grade commercial real estate assets and residential opportunities. Their services include acquisition, disposition, and development, asset and project management, and leasing expertise.","Administrative Services, Financial Services, Other, Real Estate",1,Kevin Hoo,1-10,,,,,,,,,,,,,Private,,,,,,
VNSupport Technical Services,https://www.crunchbase.com/organization/vnsupport-technical-services,Software,"Chantilly, Virginia, United States","VNSupport Technical Services is an India-based company that provides computer repair, software installation, and support services.","1,206,012","Washington DC Metro Area, East Coast, Southern US",$1M to $10M,Active,2009-01-01,year,,,,,For Profit,http://www.vnsupport.net,"Tech Support provided by highly skilled technician for computer support for repair & installation of software,Tech Support, Computer Support, HP Support, Dell S",Software,,,11-50,,,,,,,,,,,,,Private,,,,,,
Transline Technology,https://www.crunchbase.com/organization/transline-technology,"Electronics, Manufacturing, Product Design","Anaheim, California, United States",Transline Technology is a hybrid analog and digitally printed circuit board manufacturing company.,"1,206,015","Greater Los Angeles Area, West Coast, Western US",,Active,1991-01-01,year,,,,,For Profit,https://translinetech.com,"Transline Technology is a circuit board design and manufacturing company. They provide hybrid analog and digitally printed circuit boards. They provide drilling, machining, and plating equipment to produce circuit lines, spaces, and tolerances for PCBs capable of high-speed digital operation.","Consumer Electronics, Design, Hardware, Manufacturing",,,51-100,,,,,,,,,,,,,Private,,,,,,
Oldham Little Church Foundation,https://www.crunchbase.com/organization/oldham-little-church-foundation,"Consulting, Non Profit","Houston, Texas, United States","Oldham Little Church Foundation is a non-profit organization that helps churches with funding to renovate, repairs, and new construction.","1,206,017","Greater Houston Area, Southern US",$1M to $10M,Active,,,,,,,Non-profit,https://www.oldhamlcf.org/,,"Other, Professional Services, Social Impact",,,1-10,,,,,,,,,,,,,Private,,,,,,
Soundtraxx,https://www.crunchbase.com/organization/soundtraxx,"Audio, Electronics, Manufacturing, Music","Coushatta, Louisiana, United States",SoundTraxx is manufacturing and distributing digital sound decoders for digital command control for the model railroads.,"1,206,021",Southern US,$1M to $10M,Active,1989-01-01,year,,,,,For Profit,https://soundtraxx.com/,,"Consumer Electronics, Hardware, Manufacturing, Media and Entertainment, Music and Audio",,,11-50,,,,,,,,,,,,,Private,,,,,,
Reynolds Family Winery,https://www.crunchbase.com/organization/reynolds-family-winery,"Food and Beverage, Manufacturing, Wine And Spirits, Winery","Napa, California, United States","Reynolds Family Winery is a manufacturing company that provides a wide range of red wines, white wines, merchandise, and holiday gift sets.","1,206,023","San Francisco Bay Area, West Coast, Western US",$1M to $10M,Active,1999-01-01,year,,,,,For Profit,https://www.reynoldsfamilywinery.com/,,"Food and Beverage, Manufacturing",,,1-10,,,,,,,,,,,,,Private,,,,,,
