Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
DMAI Los Angeles,https://www.crunchbase.com/organization/dmai-los-angeles,,"Los Angeles, California, United States",DMAI Los Angeles Lift humanity with cognitive AI platforms.,"1,543,000","Greater Los Angeles Area, West Coast, Western US",,Active,2017-01-01,year,,,,,For Profit,https://www.dm-ai.cn,"DMAI, Inc. is the next-generation cognitive AI technology company that develops education platforms to deliver the right content at the right time starting with its first product, Animal Island Learning Adventure (AILA) Preschool Learning System, to help parents, teachers and caregivers prepare toddlers and preschoolers for kindergarten through cloud-based learning adaptive for each child’s learning journey.",,1,Mark Nitzberg,251-500,,,,,,,,,,,,,Private,,,,,,
Smart Partner Property Management,https://www.crunchbase.com/organization/smart-partner-property-management,"Property Management, Real Estate, Real Estate Brokerage, Rental Property","Los Alamitos, California, United States",Smart Partner Property Management is a real estate brokerage firm specializing in property management and rental profits maximization.,"1,543,001","Greater Los Angeles Area, West Coast, Western US",$1M to $10M,Active,2005-01-01,year,,,,,For Profit,https://sppropertymanagement.com/,,Real Estate,,,11-50,,,,,,,,,,,,,Private,,,,,,
Harmeda,https://www.crunchbase.com/organization/harmeda,Consulting,"East Wakefield, New Hampshire, United States","Harmeda partners with its clients to set the strategy, assess needs, determine game changers.","1,543,002","East Coast, New England, Northeastern US",Less than $1M,Active,2007-01-01,year,,,,,For Profit,http://harmeda.com/,"Harmeda partners with its clients to set the strategy, assess needs, determine game changers, prioritize initiatives by business impact and come up with a plan to deliver. They also manage projects until completion and supplement teams as required to drive results. By focusing on their clients’ unique strengths they help them with tackling emerging requirements and establishing a realistic road map aligned with their strategic goals.",Professional Services,,,1-10,,,,,,,,,,,,,Private,,,,,,
DakotaLink,https://www.crunchbase.com/organization/dakotalink,"Recycling, Training","Rapid City, South Dakota, United States","DakotaLink is a program of the South Dakota Department of Human Services, Division of Rehabilitation Services.","1,543,008",Midwestern US,,Active,2001-01-01,year,,,,,For Profit,https://www.dakotalink.net/,,"Education, Sustainability",,,101-250,,,,,,,,,,,,,Private,,,,,,
Wilbur Plumbing,https://www.crunchbase.com/organization/wilbur-plumbing,"Commercial, Construction, Service Industry","Manchester, Michigan, United States",Wilbur Plumbing offers plumbing and commercial construction services.,"1,543,017","Great Lakes, Midwestern US",,Active,,,,,,,For Profit,https://www.gfwilbur.com,,"Other, Real Estate",,,,,,,,,,,,,,,,Private,,,,,,
818 Group,https://www.crunchbase.com/organization/818-group,"Business Development, Marketing, Sales","Provo, Utah, United States",818 Group provides business development services.,"1,543,021",Western US,,Active,2010-01-01,year,,,,,For Profit,https://818group.com,"818 Group helps organizations market performance and increase revenues. They also provide market performance, marketing execution, business growth, sales strategy, and marketing strategy.","Professional Services, Sales and Marketing",,,11-50,,,,,,,,,,,,,Private,,,,,,
ElectionMall,https://www.crunchbase.com/organization/electionmall,"Politics, Web Development","Washington, District of Columbia, United States",ElectionMall provides non-partisan IT solutions for campaigns and elections.,"1,543,027","Washington DC Metro Area, Southern US",,Closed,2000-01-01,year,,,,none,For Profit,http://electionmall.com,"Our mission is to be a leading technology provider of campaign and election products and services to candidates at all levels. Whether it is a website, a yard sign, voter data, bumper stickers, email blast system, online fundraising, or media buying, ElectionMall provides a complete solution to meet a campaign’s every need. ElectionMall has successfully developed its own technology to allow instant access to hundreds of vendors, products, tools, and services, effectively creating an online mall, open 24/7 for those involved in campaigns and elections. ElectionMall became a pioneer and global leader in utilizing technology and business know-how to create a “one-stop-shop” that enables every campaign, regardless of size or budget, to generate enhanced gains in awareness, funds, and votes, changing E-Democracy.","Government and Military, Software",,,51-100,,,,,,,,,,,,,Private,,,,,,
Nerd Cave,https://www.crunchbase.com/organization/nerd-cave,"iOS, Product Design, Software","Bethesda, Maryland, United States","Nerd Cave is a software firm develops web & mobile development, UX & product design.","1,543,030","Washington DC Metro Area, East Coast, Southern US",Less than $1M,Active,,,,,,,For Profit,http://nerdcave.com,,"Design, Mobile, Platforms, Software",,,1-10,,,,,,,,,,,,,Private,,,,,,
The Free State Foundation,https://www.crunchbase.com/organization/the-free-state-foundation,Non Profit,"Rockville, Maryland, United States","The Free State Foundation is a non-profit, nonpartisan think tank.","1,543,033","Washington DC Metro Area, East Coast, Southern US",Less than $1M,Active,2006-01-01,year,,,,,Non-profit,https://freestatefoundation.org/,"The Free State Foundation is a non-profit, nonpartisan think tank. Its purpose is to promote, through research and educational activities, understanding of free market, limited government, and rule of law principles at the federal level and in Maryland. FSF  focuses on eliminating unnecessary and counterproductive regulatory mandates, especially those applicable to the communications and other high-tech industries, and on reducing overly burdensome taxes, protecting individual and economic liberty, including property rights, and making government more effective, efficient, and accountable.","Other, Social Impact",1,Randolph J. May,1-10,,,,,,,,,,,,,Private,,,,,,
Triad Transportation Technologies,https://www.crunchbase.com/organization/triad-transportation-technologies,"Car Sharing, Taxi Service","Las Vegas, Nevada, United States","Universal, compliant and regulated agnostic taxi solutions provider","1,543,043",Western US,,Active,2014-05-01,day,2016-01-25,day,,,For Profit,http://www.triadtranstech.com,,Transportation,1,Andrew Meyers,11-50,,M&A,,,,,,,,,,,Private,,,,,,
