Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Vortechs,https://www.crunchbase.com/organization/vortechs,"CleanTech, Recycling, Sustainability","Layton, Utah, United States","Vortechs is an advanced recycling company that recycles most plastic and other hydrocarbon waste, in any mix.","149,003",Western US,,Active,2021-08-02,day,,,,,For Profit,https://vortechs.eco,"Vortechs is an advanced recycling company that recycles most plastic and other hydrocarbon waste, in any mix. The company develops a distributed, modular advanced recycling system that converts mixed plastic and other hydrocarbon waste into a base product called Eco. This Eco can be converted into recycled products or various forms of sustainable energy as the customer requires, without transporting waste long distances or to a landfill.",Sustainability,1,Paul Burgon,1-10,1,Seed,250000,USD,250000,250000,USD,250000,Newchip Accelerator,,1,,Private,,,,,,
O'Reilly,https://www.crunchbase.com/organization/oreilly-media,"EBooks, Education, Events, Information Technology, Publishing, Software, Training","Sebastopol, California, United States","O’Reilly provides technology and business training, knowledge, and insight to help companies succeed.","149,006","San Francisco Bay Area, West Coast, Western US",$10M to $50M,Active,1978-01-01,year,,,,,For Profit,http://www.oreilly.com,"O’Reilly’s mission is to change the world by sharing the knowledge of innovators. For over 40 years, we’ve inspired companies and individuals to do new things—and do things better—by providing them with the skills and understanding that’s necessary for success. At the heart of our business is a unique network of experts and innovators who share their knowledge through us. Our online learning platform offers exclusive live training, books, and videos, making it easier for our customers to develop the expertise they need to get ahead. Our books have been heralded for decades as the definitive place to learn about the technologies that are shaping the future. And our conferences, held throughout the year, serve as dynamic meeting places for professionals from a variety of fields to make connections, discuss best practices, and discover emerging trends that will shape the future of the tech industry. Our customers are hungry to build the innovations that propel the world forward. And we help you do just that.","Content and Publishing, Education, Events, Information Technology, Media and Entertainment, Software",4,"Dale Dougherty, Jesse Robbins, Scott Gray, Tim O'Reilly",501-1000,,,,,,,,,,,,2,Private,,,,,,
Clear Chain Travel,https://www.crunchbase.com/organization/clear-chain-travel,"Blockchain, Business Travel, Financial Services, Hospitality, Web3","Washington, District of Columbia, United States",Travel industry fintech using distributed ledger technology to revolutionize multi-party financial settlements and open the path to Web3,"149,009","Washington DC Metro Area, Southern US",,Active,2018-09-01,month,,,,,For Profit,https://www.clearchaintravel.com,"CCT’s vision is to create a multiparty financial settlements service that, in our initial use case, will be employed by hotels and venues to manage invoicing and payments for meetings and events, including in-person gatherings of remote workforces.  Our platform will use distributed ledger (blockchain) technology as the hub for integration of payment processing via native digital currencies, and facilitating cryptocurrency and Web3 technologies such as NFTs that can be accessed seamlessly through our elegant, modern user interface.","Blockchain and Cryptocurrency, Financial Services, Internet Services, Other, Travel and Tourism",2,"Fred Bean, Michael O'Connell",1-10,1,Seed,50000,USD,50000,50000,USD,50000,,,,,Private,,,,,,
JUA Technologies,https://www.crunchbase.com/organization/jua-technologies,"Food and Beverage, Food Processing, Solar","West Lafayette, Indiana, United States","JUA Technologies Easy, Sustainable and hygienic food drying empowered by the sun","149,013","Great Lakes, Midwestern US",,Active,2016-01-01,year,,,,,For Profit,https://juatechnology.com/,"JUA Technologies International, a Purdue University-affiliated startup developing solar-powered crop-drying devices","Energy, Food and Beverage, Natural Resources, Sustainability",,,1-10,2,Seed,50000,USD,50000,200000,USD,200000,"Small Business Innovation Research, Elevate Ventures, Purdue Ag-celerator",1,3,,Private,,,,,,
Finsophy PBC,https://www.crunchbase.com/organization/finsophy,"Banking, Communities, Finance, Financial Services, FinTech, Personal Finance, Social Impact","Charlotte, North Carolina, United States",Financial innovation and technology for transparent & mission-aligned capital,"149,014","East Coast, Southern US",Less than $1M,Active,2016-06-07,day,,,,,For Profit,https://www.Finsophy.com/,"Finsophy PBC (Public Benefit Corporation) is a Financial Innovation & Technology company developing solutions for transparent, long-term and mission-aligned capital.","Community and Lifestyle, Financial Services, Lending and Investments, Other, Social Impact",2,"Jason Aspiotis, Tiago Soromenho",1-10,2,Seed,120000,USD,120000,120000,USD,120000,"CFV Ventures, Stacked Capital, Queen City Fintech",1,3,,Private,,,,,,
Metallicus,https://www.crunchbase.com/organization/metallicus,"Asset Management, Banking, Cryptocurrency, FinTech","San Francisco, California, United States",Metallicus is a customer-centric digital asset banking network for consumers and corporations.,"149,015","San Francisco Bay Area, West Coast, Western US",,Active,2016-01-01,year,,,,,For Profit,https://metallicus.com,Metallicus is a customer-centric digital asset banking network for consumers and corporations. Metallicus provides global access to traditional banking and digital assets.,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Payments, Software",2,"Glenn Mariën, Marshall Hayner",101-250,,,,,,,,,,,,,Private,,,,,,
Nevada Volunteers,https://www.crunchbase.com/organization/nevada-volunteers,"Non Profit, Social Assistance, Training","Sparks, Nevada, United States",Nevada Volunteers is a non-profit and social organization that creates awareness and propagates economic and environmental opportunities.,"149,024",Western US,$1M to $10M,Active,1998-01-01,year,,,,,For Profit,https://nevadavolunteers.org/,,"Education, Government and Military, Other, Social Impact",,,1-10,1,,,,,1286103,USD,1286103,AmeriCorps Public Allies,1,1,,Private,,,,,,
Frugi Biotechnology,https://www.crunchbase.com/organization/frugi-biotechnology,"Biotechnology, Health Care, Health Diagnostics","Ames, Iowa, United States","Frugi Biotechnology is a synthetic biology company that creates modular, paper-based, secure diagnostics for viral outbreak management.","149,028",Midwestern US,$1M to $10M,Active,2020-01-01,year,2022-03-28,day,,,For Profit,https://www.frugibio.com,"Frugi Biotechnology is a synthetic biology company that creates modular, paper-based, secure diagnostics for viral outbreak management. The company was founded in 2020 and is headquartered in Ames, Iowa.","Biotechnology, Health Care, Science and Engineering",2,"Adam Carr, Nigel Reuel",,1,M&A,,,,256000,USD,256000,National Science Foundation,1,1,,Private,,,,,,
NEPENTHEA,https://www.crunchbase.com/organization/nepenthea,"Biotechnology, Health Care, Industrial","Rocky Point, New York, United States",NEPENTHEA is a U.S.-based company that operates in the healthcare industry.,"149,029","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,2015-01-01,year,,,,,For Profit,http://www.nepenthes.co.jp,"NEPENTHEA is a U.S.-based company that operates in the healthcare industry. The company was founded in 2015 and is headquartered in Rocky Point, New York.","Biotechnology, Health Care, Manufacturing, Science and Engineering",1,Keizo Shimizu,11-50,1,,5000000,USD,5000000,5000000,USD,5000000,,,,,Private,,,,,,
LG Ads,https://www.crunchbase.com/organization/lg-ads,Advertising,"Mountain View, California, United States",LG Ads is a media activation platform that works with linked TVs and digital video.,"149,032","San Francisco Bay Area, Silicon Valley, West Coast",,Active,2013-01-01,year,,,,,For Profit,https://lgads.tv/,,"Advertising, Sales and Marketing",5,"Ashish Chordia, Lampros Kalampoukas, Manish Gupta, Naren Sirugudi, Raghu Kodige",101-250,,,,,,,,,,,,,Private,,,,,,
