Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Sequoia Management,https://www.crunchbase.com/organization/sequoia-management,"Commercial Real Estate, Property Management, Real Estate, Residential","Chantilly, Virginia, United States",Sequoia Management provides property management services.,"965,001","Washington DC Metro Area, East Coast, Southern US",$1M to $10M,Active,1986-01-01,year,,,,,For Profit,https://www.sequoiamanagement.com,Sequoia Management enhances the lives of the people served by providing dedication and service to your property. They lead you in making the best decisions regarding your property’s unique challenges. They assist property owners in running their property more smoothly to preserve the home or building resale value.,Real Estate,,,11-50,,,,,,,,,,,,,Private,,,,,,
Corceuticals,https://www.crunchbase.com/organization/corceuticals,"Health Care, Manufacturing, Medical, Nutraceutical","Miamisburg, Ohio, United States",Corceuticals develops and manufactures nutriceuticals for cardiac patients.,"965,002","Great Lakes, Midwestern US",$1M to $10M,Closed,2010-01-01,year,,,,none,For Profit,http://nephroceuticals.com/core.aspx,"Corrceuticals® is a division of their parent company, Nephroceuticals®, responsible for the development of nutriceuticals for the cardiac patient. Micronutrient deficiency as well as the benefits of specific nutritional support in the form of fish oil and Vitamin D is well documented in patients with heart disease and led to the company’s first product, CARDIAMIN. The Corceuticals® team is comprised of some of the leading experts in Cardiology working together to develop optimal nutritional support based on the latest clinical evidence as well as guidelines put forth by the Heart Failure Society of America and the American Heart Association. The company is committed to education and raising patient awareness about the importance of nutrition, and has formed educational partnerships with some of the nation's leading medical practices and organizations such as the American Association of Heart Failure Nurses and the National Kidney Foundation.","Health Care, Manufacturing",1,John R. Wigneswaran,,1,,1060000,USD,1060000,1060000,USD,1060000,,,,,Private,,,,,,
Lavinder Real Estate,https://www.crunchbase.com/organization/lavinder-real-estate,"Commercial, Property Management, Real Estate, Residential","Pearisburg, Virginia, United States","Lavinder Real Estate Inc. offers real estate services, specializing in residential, farm, land, and commercial properties.","965,003","East Coast, Southern US",$1M to $10M,Active,2003-01-01,year,,,,,For Profit,https://lavinder.com,,"Other, Real Estate",,,1-10,,,,,,,,,,,,,Private,,,,,,
MERGE for Equality,https://www.crunchbase.com/organization/merge-for-equality,Non Profit,"Florence, Massachusetts, United States",MERGE for Equality is a leading nonprofit organization dedicated to promoting gender equality,"965,005","East Coast, New England, Northeastern US",,Active,2015-01-01,year,,,,,Non-profit,https://www.mergeforequality.org,"MERGE for Equality seeks to improve the beliefs, thoughts, and behaviors that enable men and boys to be their true selves and accept their role in achieving gender equality. We accomplish this in collaboration with girls, women, and other marginalized people around the world, with individuals, groups, and communities.","Other, Social Impact",,,1-10,,,,,,,,,,,,,Private,,,,,,
Andrus Boudreaux,https://www.crunchbase.com/organization/andrus-boudreaux,"Consulting, Law Enforcement, Legal","Lafayette, Louisiana, United States","Andrus Boudreaux is a law firm that focuses on real estate transactions, estate planning, and succession litigation services.","965,006",Southern US,$1M to $10M,Active,1984-01-01,year,,,,,For Profit,https://www.andrus-boudreaux.com/,,"Government and Military, Privacy and Security, Professional Services",1,Philip H. Boudreaux,11-50,,,,,,,,,,,,,Private,,,,,,
Associated Dental Care,https://www.crunchbase.com/organization/associated-dental-care,"Dental, Health Care","Bloomingdale, Illinois, United States",The dental professionals at Associated D,"965,007","Greater Chicago Area, Great Lakes, Midwestern US",$10M to $50M,Active,1972-01-01,year,,,,,For Profit,http://www.mydentist.net,"The dental professionals at Associated Dental Care are committed to actively seek out the newest technology available. With a staff dedicated to catering to your needs and comfort, Associated Dental Care is the choice for exceptional dentistry in Bloomingdale.",Health Care,,,11-50,,,,,,,,,,,,,Private,,,,,,
Womanswork,https://www.crunchbase.com/organization/womanswork,"Apparel, Consumer Goods, E-Commerce, Home and Garden, Retail","Pawling, New York, United States","Womanswork is an online shop that provides a range of apparel accessories, multi-task gardening gloves and various gardening supplies.","965,009","Greater New York Area, East Coast, Northeastern US",Less than $1M,Active,1985-01-01,year,,,,,For Profit,https://womanswork.com/,,"Clothing and Apparel, Commerce and Shopping, Consumer Goods, Real Estate",,,1-10,,,,,,,,,,,,,Private,,,,,,
Pennsylvania Heart and Vascular Group,https://www.crunchbase.com/organization/pennsylvania-heart-and-vascular-group,"Health Care, Hospital, Medical","Philadelphia, Pennsylvania, United States",Pennsylvania Heart and Vascular Group is a hospital that provides cardiovascular care services.,"965,010","Greater Philadelphia Area, Great Lakes, Northeastern US",$10M to $50M,Active,2000-01-01,year,,,,,For Profit,http://phvg.org,"Pennsylvania Heart and Vascular Group provides non-invasive diagnostic testing such as echocardiography, vascular ultrasound, rhythm monitoring, and nuclear stress testing. They provide testing such as cardiac catheterization, transesophageal echocardiography, and electrophysiology studies. They provide patient-oriented needs treatments. The patient contact through phone number, email, and application form.",Health Care,1,Robert Schlesinger,51-100,,,,,,,,,,,,,Private,,,,,,
Region One Mental Health Center,https://www.crunchbase.com/organization/region-one-mental-health-center,"Health Care, Hospital, Medical, Mental Health","Clarksdale, Mississippi, United States",Region One Mental Health Center provides mental health care services.,"965,011",Southern US,,Active,1970-01-01,year,,,,,For Profit,https://www.regionone.org,Region One Mental Health Center is a mental health care provider. They strive to provide cutting-edge treatment in the mental health and substance abuse fields.,Health Care,,,1-10,,,,,,,,,,,,,Private,,,,,,
Bayard Design LLC,https://www.crunchbase.com/organization/bayard-design-llc,"Consulting, Mechanical Design, Mechanical Engineering, Product Design","Cambridge, Massachusetts, United States",Bayard Design is a full-service product design and engineering firm specializing in Medical Devices and Consumer Products.,"965,014","Greater Boston Area, East Coast, New England",$1M to $10M,Active,2008-10-09,day,,,,,For Profit,http://www.bayarddesign.com,"Bayard Design is a full-service product design and engineering firm specializing in Medical Devices and Consumer Products. Our engineers bring over 20 years of experience in product design experience to your projects. We provide cost effective Engineered solutions to your product design challenges. Bayard Design can run your project from proof of concept, to detailed design, to launch, and through to sustaining becoming your whole engineering department or a member of your established team. We have helped many established companies and a range of startups quickly get their products to market. Bayard Design has a database of reliable suppliers and contract manufacturers in the US and China ready for all volumes of prototyping and production. As experts in rapid prototyping technologies we have in-house 3D printing and bring the latest best practices and techniques to bear on your product.","Design, Hardware, Professional Services, Science and Engineering",1,Matthew De Remer,1-10,,,,,,,,,,,,,Private,,,,,,
