Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Savi Technology,https://www.crunchbase.com/organization/savi-technology,"Analytics, Big Data, Internet of Things, Risk Management, Sensor, Supply Chain Management","Alexandria, Virginia, United States",Savi provides Sensor Analytics solutions for organizations that face critical decisions based on the location and status of their assets,"35,000","Washington DC Metro Area, East Coast, Southern US",$50M to $100M,Closed,1989-01-01,year,2006-04-04,day,2006-06-01,month,For Profit,http://www.savi.com,"Savi is the leader in applying big data analytics, data science, and machine learning to in-transit visibility. We develop innovative Internet of Things (IoT) and in-transit visibility solutions for the largest and most complex supply chains in the world. More than 1,000 companies and government organizations depend on Savi applications to reduce supply chain disruptions, improve delivery performance, and decrease logistics costs. For more information about Savi visit www.savi.com.","Data and Analytics, Hardware, Internet Services, Professional Services, Transportation",1,Vikram Verma,101-250,5,M&A,90006088,USD,90006088,90006088,USD,90006088,"Temasek Holdings, Accel, Oracle, Mohr Davidow Ventures, TIBCO",3,16,,Private,,,,,,
Patriot Family Homes,https://www.crunchbase.com/organization/patriot-family-homes,"Property Management, Real Estate, Rental","Chattanooga, Tennessee, United States","Patriot Family Home provides property management, renting, and real estate investing services.","35,003",Southern US,$1M to $10M,Active,2018-01-01,year,,,,,For Profit,https://www.patriotfamilyhomes.com,"Patriot Family Home is a property management and leasing company. They also provide property management, leasing, technology and back-end support, and temporary relocation housing. They offer a suite of industry-leading technology, digital support, and customer engagement packages to assist property managers.","Commerce and Shopping, Real Estate",,,11-50,1,Early Stage Venture,60000000,USD,60000000,60000000,USD,60000000,"TRT Holdings, Miramar Holdings",2,2,,Private,,,,,,
Plai,https://www.crunchbase.com/organization/plai,"Advertising, Marketing","San Francisco, California, United States",Plai is a digital marketing application platform that provides advertising tools to small teams and creators to make marketing easier.,"35,003","San Francisco Bay Area, West Coast, Western US",,Active,2020-01-01,year,,,,,For Profit,https://plai.io,"Digital marketing is just a few taps away.  Discover micro-influencers and new keywords for your brand. Create and launch expert Google Ads and YouTube Ads in minutes.  Get the answers you need, fast from Google Analytics and more with voice command. No marketing experience required or technical mumbo-jumbo. Plai is easy to set up with a few taps, and available on the go.  It's like having a full-cycle marketing team in your pocket! Stay informed Plai provides tools to help you market. Before creating a marketing campaign or even a social post, you can access trending content in your niche, discover relevant keywords, and learn the latest marketing strategies. Grow your brand Our tools, services, and information are built to be intuitive and accessible for everyone — newcomers and experts alike. Plai uses cutting-edge marketing strategies to help brands create and optimize their digital marketing campaigns in just a few taps.","Advertising, Sales and Marketing",1,Logan Welbaum,1-10,2,Seed,2125000,USD,2125000,2125000,USD,2125000,"Y Combinator, TenOneTen Ventures, Crush Ventures",2,3,,Private,,,,,,
feedly,https://www.crunchbase.com/organization/devhd,"Content, EBooks, Reading Apps","Palo Alto, California, United States",Feedly offers an app that enables readers to connect with the websites and sources about the things they are most passionate.,"35,004","San Francisco Bay Area, Silicon Valley, West Coast",$1M to $10M,Active,2006-11-01,day,,,,,For Profit,http://www.feedly.com,"Our mission is to connect professionals to the content they need to get ahead and become better at what they do. We believe that reading opens doors, whether that’s performing better at work, mastering a craft or learning something new.  Feedly is the app that connects curious minds with the blogs, websites and sources of content they are most passionate about.  Feedly Cloud is the infrastructure that powers feedly, and an ecosystem of 200+ reading apps (http://feedly.com/apps.html). feedly Cloud is two-sided market place which connects publishers to intent readers.","Apps, Content and Publishing, Media and Entertainment, Software",5,"Arthur Bodolec, Cyril Moutran, Edwin Khodabakchian, Kireet Reddy, Olivier Devaux",11-50,1,Seed,1000000,USD,1000000,1000000,USD,1000000,NFX,,1,,Private,,,,,,
Wellnecity,https://www.crunchbase.com/organization/wellnecity,"Employee Benefits, Health Care, mHealth","Winston Salem, North Carolina, United States",Wellnecity is a healthcare technology solutions innovator that’s reinventing the way employers and employees interact with healthcare.,"35,006","East Coast, Southern US",$1M to $10M,Active,2015-01-01,year,,,,,For Profit,https://www.wellnecity.com/,"Wellnecity is a healthcare technology solutions innovator that’s reinventing the way employers and employees interact with healthcare. Their innovative approach to healthcare benefits delivery delivers financial savings, improved population health, and better individual health for US employers and their employees.  They are leveraging technology to improve both the quality of data and the access that’s necessary to improve healthcare purchase and usage decisions. Their competitive advantage is our actionable data, which creates significant value for clients.","Administrative Services, Health Care, Mobile",1,John Quinn,11-50,4,Early Stage Venture,6333738,USD,6333738,6333738,USD,6333738,Sopris Capital Associates,1,1,,Private,,,,,,
Section 32,https://www.crunchbase.com/organization/section-32,"Finance, Financial Services, Venture Capital","San Diego, California, United States","Section 32 is a venture capital fund that invests at the cutting edge of technology, healthcare, and life sciences.","35,008","Greater San Diego Area, West Coast, Western US",,Active,2017-05-01,month,,,,,For Profit,https://www.section32.com,"Section 32, the new venture fund launched by Bill Maris, was named in homage to Section 31, an intelligence agency from the Star Trek universe. Maris, the GV (Google Ventures) founder/former-CEO, has raised $150 million for the project that will focus on various investments. The fund will be run directly by Maris and primarily based out of San Diego.","Financial Services, Lending and Investments",1,Bill Maris,1-10,,,,,,,,,,,,,Private,,,,,,
Pilgrims Pride,https://www.crunchbase.com/organization/pilgrims-pride,"Food Processing, Meat and Poultry","Greeley, Colorado, United States",Produces healthy and high-quality food products.,"35,009","Greater Denver Area, Western US",,Active,1986-01-01,year,1986-11-21,day,,,For Profit,http://www.pilgrims.com/,"Pilgrims Pride is the third largest integrated broiler company in the United States, accounting for over 9% of chicken, or broiler, meat produced in the United States in 2003. In addition, they believe they are the largest producer in terms of dollar volume of private label broiler products in the United States.  They operate a fully-integrated broiler production, processing and marketing business. Their broiler production operations include nine broiler complexes located in Alabama, Florida, Georgia, North Carolina and South Carolina. Each complex operates in a different geographic region and includes pullet (young hens less than 26 weeks old grown as replacement hens for breeding) and breeder (hatching egg) flocks, broiler flocks, one or more hatcheries, one or more feed mills and one or more poultry processing plants. Three complexes also have rendering plants to process by-products.",Food and Beverage,1,Lonnie Pilgrim,10001+,3,M&A,,,,2500000000,USD,2500000000,,,,5,Public,1986-11-21,,,PPC,https://www.crunchbase.com/ipo/pilgrims-pride-ipo--9ac9dddd,NASDAQ
VTS,https://www.crunchbase.com/organization/vts,"Asset Management, Commercial Real Estate, Enterprise Software, Leasing, Professional Services, PropTech, Real Estate, SaaS, Software","New York, New York, United States","VTS is a real estate CRM software company bringing together landlords, brokers, and tenants to make deals happen.","35,009","Greater New York Area, East Coast, Northeastern US",$10M to $50M,Active,2012-01-01,year,,,,,For Profit,http://www.vts.com,"VTS is a real estate CRM software company bringing together landlords, brokers, and tenants to make deals happen. The company empowers landlords and brokers to better attract, convert, and retain valuable assets and tenants by centralizing all of the critical data and workflows in one place. Founded with a mission to revolutionize commercial real estate through innovation, VTS is a leasing and asset management platform. The company provides an easy-to-use, intuitive platform that empowers commercial real estate professionals to work smarter not harder. It delivers a modern toolset to unlock the full potential of a portfolio. It optimizes performance and revenue with the data needed to make better decisions faster. Over 7 billion square feet is managed on the VTS platform by a user base. The firm's client roster comprises global commercial real estate leaders including Boston Properties, Beacon Capital Partners, Equity Office, LaSalle Investment Management, Hines, JLL, and CBRE. The company was founded in 2012 and is based in New York.","Financial Services, Other, Real Estate, Software",6,"Brandon Weber, Donald DeSantis, Karl Baum, Niall Smart, Nicholas Romito, Ryan Masiello",501-1000,11,Late Stage Venture,312360000,USD,312360000,462360000,USD,462360000,"500 Global, Insight Partners, Tishman Speyer, Thrive Capital, BoxGroup",6,33,4,Private,,,,,,
Midland States Bank,https://www.crunchbase.com/organization/midland-states-bank,"Banking, Finance, Financial Services, Wealth Management","Effingham, Illinois, United States",Midland States Bank is a community-based financial holding company.,"35,011","Great Lakes, Midwestern US",$100M to $500M,Active,1881-01-01,year,2016-05-25,day,,,For Profit,https://www.midlandsb.com,"Midland States Bank is a community-based financial holding company that provides a full range of commercial and consumer banking products and services, merchant credit card services, trust and investment management, and insurance and financial planning services. They also provides commercial equipment leasing services.","Financial Services, Lending and Investments",,,501-1000,1,IPO,,,,55325000,USD,55325000,,,,4,Public,2016-05-25,,,MSBI,https://www.crunchbase.com/ipo/midland-states-bank-ipo--b5b8017f,NASDAQ
Striveworks,https://www.crunchbase.com/organization/striveworks,"Analytics, Artificial Intelligence (AI), Computer Vision, DevOps, Geospatial, Machine Learning, Natural Language Processing, Predictive Analytics, Software","Austin, Texas, United States",Striveworks has created a fluid platform that adapts & readapts as it works toward a future where AI-based economy can free human capacity.,"35,013",Southern US,$1M to $10M,Active,2018-08-02,day,,,,,For Profit,https://striveworks.com,"Striveworks is a pioneer in operational data science for national security and other highly regulated spaces. Striveworks’ flagship MLOps platform is Chariot, purpose-built to enable engineers and business professionals to transform their data into actionable insights. Founded in 2018, Striveworks was highlighted as an exemplar in the National Security Commission for AI 2020 Final Report.","Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Navigation and Mapping, Science and Engineering, Software",4,"Anthony Manganiello, Craig Desjardins, Eric Korman, James Rebesco",101-250,1,,32279220,USD,32279220,32279220,USD,32279220,Centana Growth Partners,1,1,,Private,,,,,,
