Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Santa Clara Plating,https://www.crunchbase.com/organization/santa-clara-plating,"Chemical, Industrial Manufacturing, Manufacturing","Santa Clara, California, United States","Santa Clara Plating provides processing and fabrication services such as electroless nickel plating, abrasive blasting and expediting.","807,003","San Francisco Bay Area, Silicon Valley, West Coast",$1M to $10M,Active,1977-01-01,year,,,,,For Profit,https://santaclaraplating.com/,,"Manufacturing, Science and Engineering",,,101-250,,,,,,,,,,,,,Private,,,,,,
Tri-Point Oil & Gas Production Systems,https://www.crunchbase.com/organization/tri-point-oil-gas-production-systems,"Energy, Oil and Gas","Houston, Texas, United States","Tri-Point brings together high-performing, complementary products with national-scale infrastructure, centered on oil and gas production.","807,003","Greater Houston Area, Southern US",Less than $1M,Closed,2015-01-01,year,2020-07-03,day,2020-07-03,day,For Profit,http://www.tri-pointllc.com/,"Tri-Point brings together high-performing, complementary products and services with national-scale infrastructure, centered on oil and gas production and process equipment and services. The company was co-founded by Britt Schmidt and David Lucke, experienced oil and gas industry executives, with the vision of creating a differentiated national brand that has the technical capability to more efficiently fulfill customer needs.","Energy, Natural Resources",2,"Britt O Schmidt, David Lucke",251-500,,M&A,,,,,,,,,,3,Private,,,,,,
Mankin Media,https://www.crunchbase.com/organization/mankin-media,"Audio, Lighting, Media and Entertainment, Video","Franklin, Tennessee, United States","Mankin Media is an audio, video, and lighting systems integration company.","807,008",Southern US,$10M to $50M,Active,2001-01-01,year,,,,,For Profit,https://mankinmedia.com/,"Mankin Media Systems is an audio, video, and lighting systems integration company. We design, install, and support performance technology systems.","Hardware, Media and Entertainment, Music and Audio, Video",1,Ben Mankin,11-50,,,,,,,,,,,,,Private,,,,,,
Conway Recording Studios,https://www.crunchbase.com/organization/conway-recording-studios,"Audio, Audio Recording and Production, Media and Entertainment, Music","Hollywood, South Carolina, United States",Conway Recording Studios is an audio studio that provides recording and dubbing services.,"807,010","East Coast, Southern US",$1M to $10M,Active,,,,,,,For Profit,http://www.conwayrecording.com/,,"Media and Entertainment, Music and Audio",1,Buddy Brundo,11-50,,,,,,,,,,,,,Private,,,,,,
DeWaay Capital Management,https://www.crunchbase.com/organization/dewaay-capital-management,,"Johnston, Iowa, United States","DeWaay Capital Management has gained acclaim for its wealth management strategies and portfolio management services to affluent clients,","807,011",Midwestern US,,Closed,,,,,,none,,http://www.dewaay.net,"DeWaay Capital Management has gained acclaim for its wealth management strategies and portfolio management services to affluent clients, corporations and charitable foundations throughout the Midwest. In contrast to other financial firms, especially independent firms like DeWaay, we boast a staff of more than 35 people. More than eighty percent are involved in the research and development of investment products or have direct contact with clients through our client service teams. Less than 20 percent of our staff is involved with direct marketing or selling of products. In 2006, DeWaay Financial Network, LLC, purchased a broker/dealer originally started in 1993. The Investment Banking Division of the broker/dealer offers clients investment solutions to issues with their business or estate plan, while at the same time producing investment products found only at the DeWaay companies. Also in 2006, we launched DeWaay Benefit Administrators, a full service benefit administrator affiliate of DeWaay Capital Management. This new venture is opening the doors of opportunity for numerous investors who may be seeking a new 401(k) plan provider.",,,,,,,,,,,,,,,,,Private,,,,,,
Congregation of St. Joseph,https://www.crunchbase.com/organization/congregation-of-st-joseph,"Advice, Elder Care, Health Care, Non Profit, Social Impact","Cleveland, Ohio, United States","Congregation of St. Joseph is a nonprofit organization that provides tutoring, literacy programs, and senior care services.","807,013","Great Lakes, Midwestern US",$1M to $10M,Active,1650-01-01,year,,,,,Non-profit,https://csjoseph.org/,,"Health Care, Media and Entertainment, Other, Social Impact",,,51-100,,,,,,,,,,,,,Private,,,,,,
Tanos,https://www.crunchbase.com/organization/tanos-e1a7,"Environmental Engineering, Oil and Gas, Sustainability","Tyler, Texas, United States",Tanos is a horizontal drilling company that provides natural gas exploration and extraction services.,"807,014",Southern US,$1M to $10M,Active,2007-01-01,year,,,,,For Profit,https://www.tanosexp.com,,"Energy, Natural Resources, Science and Engineering, Sustainability",,,11-50,,,,,,,,,,,,,Private,,,,,,
Entrega Technologies,https://www.crunchbase.com/organization/entrega-technologies,"Consulting, Information Technology","Troy, Michigan, United States","Entrega helps corporations address their most important business challenges with innovative, advanced enterprise-level technology solutions.","807,014","Greater Detroit Area, Great Lakes, Midwestern US",$1M to $10M,Active,2001-01-01,year,,,,,For Profit,http://www.entregasystems.com,,"Information Technology, Professional Services",1,Michael Seedman,51-100,,,,,,,,,,,,,Private,,,,,,
Gilpin Hall,https://www.crunchbase.com/organization/gilpin-hall,"Assisted Living, Elder Care, Health Care, Non Profit, Nursing and Residential Care, Therapeutics","Wilmington, Delaware, United States","Gilpin Hall is a non profit firm that provides adult day program, assisted care, nursing care and therapy services for the senior citizens.","807,016","Greater Philadelphia Area, East Coast, Southern US",$10M to $50M,Active,1824-01-01,year,,,,,Non-profit,https://gilpinhall.org/,,"Health Care, Other, Social Impact",,,1-10,,,,,,,,,,,,,Private,,,,,,
McCullough Insurance Agency,https://www.crunchbase.com/organization/mccullough-insurance-agency,"Financial Services, Insurance","Flagstaff, Arizona, United States",McCullough Insurance offers expertise in various lines of coverage to clients.,"807,018",Western US,,Closed,1919-01-01,year,2017-05-08,day,2017-05-08,day,For Profit,http://www.mcculloughinsurance.com/,McCullough Insurance offers expertise in various lines of coverage to clients. McCullough Insurance Agency has given competent insurance advice and coverage at a fair price to customers in the Flagstaff area.,Financial Services,,,11-50,,M&A,,,,,,,,,,,Private,,,,,,
