Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Empire Financial Research,https://www.crunchbase.com/organization/empire-financial-research,"Advice, Financial Services, Publishing","New York, New York, United States","Empire Financial Research provides advice, commentary, financial research, and analysis services.","577,001","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://empirefinancialresearch.com/,,"Content and Publishing, Financial Services, Media and Entertainment",1,Whitney Tilson,1-10,,,,,,,,,,,,,Private,,,,,,
Strawser Construction,https://www.crunchbase.com/organization/strawser-construction,"Civil Engineering, Construction, Manufacturing","Columbus, Ohio, United States","Strawser Construction is a company that offers liquid asphalt manufacturing, crack sealing, cape sealing, and micro surfacing services.","577,002","Great Lakes, Midwestern US",$10M to $50M,Active,1976-01-01,year,,,,,For Profit,http://www.strawserconstruction.com/,,"Manufacturing, Real Estate, Science and Engineering",,,101-250,,,,,,,,,,,,,Private,,,,,,
Charleston Magazine,https://www.crunchbase.com/organization/charleston-magazine,"Fitness, Health Care, Publishing","Mount Pleasant, South Carolina, United States","Charleston Magazine is a publishing company that offers life, health, wellness, and beauty content.","577,003","East Coast, Southern US",Less than $1M,Active,1975-01-01,year,,,,,For Profit,http://charlestonmag.com,,"Content and Publishing, Health Care, Media and Entertainment, Sports",,,11-50,,,,,,,,,,,,,Private,,,,,,
Preferred Therapy Solutions,https://www.crunchbase.com/organization/preferred-therapy-solutions,"Health Care, Rehabilitation, Therapeutics","Wethersfield, Connecticut, United States",Preferred Therapy Solutions provides rehabilitation services.,"577,003","East Coast, New England, Northeastern US",,Active,2004-01-01,year,,,,,For Profit,https://www.preftherapy.com,"Preferred Therapy Solutions provides rehabilitation program management and therapy staffing to sub-acute and long-term care facilities. They offer programs that focus on superior care, patient satisfaction, and bottom-line solutions tailored to fit each facility’s needs. Their solutions include partnership solutions, clinical solutions, and business solutions.",Health Care,,,1001-5000,,,,,,,,,,,,,Private,,,,,,
Adventace,https://www.crunchbase.com/organization/adventace,"B2B, Consulting, Sales","Gibsonia, Pennsylvania, United States",Adventace is a sales management consulting firm that specializes in creating a sales environment through the salesforce-based app.,"577,003","Great Lakes, Northeastern US",Less than $1M,Active,2001-01-01,year,,,,,For Profit,https://adventace.com,,"Other, Professional Services, Sales and Marketing",,,11-50,,,,,,,,,,,,,Private,,,,,,
GoLite,https://www.crunchbase.com/organization/golite,"E-Commerce, Sporting Goods, Wholesale","Seattle, Washington, United States",GoLite is a sporting goods company that offers outdoor and athletic clothing.,"577,007","Greater Seattle Area, West Coast, Western US",$10M to $50M,Active,1998-01-01,year,,,,,For Profit,https://golite.com,"GoLite offers recycled clothing, activewear, running apparel, yoga clothing, travel clothes, hiking apparel, and accessories. They provide products that include fitness clothing and boxers. They offer products that are available online. For inquiries, telephone and email are used.","Commerce and Shopping, Sports",,,11-50,,,,,,,,,,,,,Private,,,,,,
Carr Tool,https://www.crunchbase.com/organization/carr-tool-2b3c,"Foundries, Industrial Engineering, Machinery Manufacturing","Londonderry, New Hampshire, United States",Carr Tool is a machine shop that provides CNC components and assemblies.,"577,008","Greater Boston Area, East Coast, New England",,Active,1969-01-01,year,,,,,For Profit,http://www.carrtoolcoinc.com,"Carr Tool provides CNC machines, milling a wide variety of materials and shapes for our customers. They provides parts and assemblies. The machine volume or repeating low volume components and assemblies without sacrificing consistency and precision.  They offers aluminum, plastics, polymers, and stainless steel.","Manufacturing, Science and Engineering",,,11-50,,,,,,,,,,,,,Private,,,,,,
Highland Care Center,https://www.crunchbase.com/organization/highland-care-center,"Health Care, Nursing and Residential Care, Therapeutics, Wellness","Salt Lake City, Utah, United States",Highland Care Center is a provider of nursing and residential services.,"577,009",Western US,,Active,,,,,,,For Profit,https://highlandcarecenter.com,"Highland Care Center is a wellness and rehabilitation center. They provide services that include skilled nursing, wound care, medication management, physical therapy, occupational therapy, speech therapy, outpatient therapy, cardio/pulmonary therapy, neurotherapy, stroke recovery, balance training, and post-orthopedic care. Additionally, they provide urinary incontinence, cognitive training, memory care, a secured dementia unit, a registered dietician, bariatric care, hospice, respite stays, and much more.",Health Care,,,1-10,,,,,,,,,,,,,Private,,,,,,
Green District,https://www.crunchbase.com/organization/green-district,"Food and Beverage, Food Delivery, Food Processing, Restaurants","Louisville, Kentucky, United States",is an operator of a restaurant to serve a diverse menu of fresh chopped salads.,"577,012",Southern US,$1M to $10M,Active,2017-06-01,month,,,,,For Profit,https://gdsalads.com,,"Food and Beverage, Transportation",,,11-50,,,,,,,,,,,,,Private,,,,,,
Millennium Systems International,https://www.crunchbase.com/organization/millennium-systems-international,"Aerospace, Manufacturing, Product Design","Baltimore, Maryland, United States",Millennium Systems International provides aviation refueling systems.,"577,015","Greater Baltimore-Maryland Area, East Coast, Southern US",$1M to $10M,Active,1987-01-01,year,,,,,For Profit,http://www.millenniumsystemsintl.com,"Millennium Systems International provides storage, transfer, measurement, control, and automation of bulk liquid products. They also provide design and engineering services, including AutoCAD design and drawing services, project management services, mechanical and electrical installation, training services, maintenance, and service contracts.","Design, Manufacturing, Science and Engineering",1,Gordon Johnson,11-50,,,,,,,,,,,,,Private,,,,,,
