Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Red River Valley Athletics,https://www.crunchbase.com/organization/red-river-valley-athletics,"Fitness, Sports, Wellness","Grand Forks, North Dakota, United States","Red River Valley Athletics offers recreational gymnastics, tumbling, and ninja warrior training services.","3,060,000",Midwestern US,$1M to $10M,Active,1978-01-01,year,,,,,Non-profit,https://www.rrvathletics.org,"Red River Valley Athletics provides gymnastics floor, a cheer floor, two in-ground trampolines, an in-ground tumble trak, a large loose foam pit, uneven bars, parallel bars, balance beams, rings, tumbling, ninja warrior training, and pommel horses.","Health Care, Sports",,,11-50,,,,,,,,,,,,,Private,,,,,,
DAHAG Services,https://www.crunchbase.com/organization/dahag-services,"Construction, Home Renovation, Project Management, Property Management","Marietta, Georgia, United States","DAHAG Services offers construction estimates, timely renovations, and project management services.","3,060,003","Greater Atlanta Area, East Coast, Southern US",$1M to $10M,Active,1998-01-01,year,,,,,For Profit,https://dahagservices.com,"DAHAG Services is engaged in construction estimates, timely renovation processes, and proactive project management supervision. They provide property rehabs to damaged homes. They offer fundamental support for the home resale preparation process.","Administrative Services, Other, Real Estate",,,11-50,,,,,,,,,,,,,Private,,,,,,
"Dirks, Anthony & Duncan",https://www.crunchbase.com/organization/dirks-anthony-duncan,"Accounting, Consulting, Financial Services","Ulysses, Kansas, United States","Dirks, Anthony & Duncan provides accounting, bookkeeping, payroll, audits, taxation, litigation support, and business consulting services.","3,060,007",Midwestern US,Less than $1M,Active,1999-01-01,year,,,,,For Profit,http://www.dirksanthonyduncancpa.com/,,"Financial Services, Professional Services",,,1-10,,,,,,,,,,,,,Private,,,,,,
Total Holistic Center,https://www.crunchbase.com/organization/total-holistic-center,"Health Care, Nutrition, Wellness","Boca Raton, Florida, United States","Total Holistic Center offers wellness services including alternative medicine, nutrition advice, and naturopathic treatments.","3,060,018","Greater Miami Area, East Coast, Southern US",,Active,2018-01-01,year,,,,,For Profit,https://www.totalholisticcenter.com,"Total Holistic Center is a wellness practice that offers both in-person and virtual services. The center is known for pioneering the use of Integrated Regenerative Therapy (IRT), a novel approach to Stem Cell Therapy. The center's philosophy emphasizes the combination of body, mind, and lifestyle for true well-being. Services offered include alternative medicine, nutrition advice, and naturopathic treatments. The center is also involved in the development of non-surgical treatments for joint pain.","Food and Beverage, Health Care",,,1-10,,,,,,,,,,,,,Private,,,,,,
iCARE Analytics,https://www.crunchbase.com/organization/icare-analytics,"Analytics, Health Care","South Bend, Indiana, United States",iCARE Analytics is a developer of a healthcare predictive analytics tool,"3,060,019","Great Lakes, Midwestern US",,Active,,,,,,,For Profit,http://www.icareanalytics.com/,"iCARE Analytics is a developer of a healthcare predictive analytics tool. The company specializes in developing healthcare predictive analytics tools that enables early disease testing, detection and medical intervention.","Data and Analytics, Health Care",,,,,,,,,,,,,,,,Private,,,,,,
Pride Productions,https://www.crunchbase.com/organization/pride-productions,"Communities, Non Profit, Young Adults","Worcester, Massachusetts, United States",Pride Productions is a charitable corporation empowering the well being of young adults.,"3,060,023","East Coast, New England, Northeastern US",,Active,1994-01-01,year,,,,,Non-profit,https://www.pridepro.org,"Pride Productions is a charity organization that promotes the welfare of young adults. They offer services to  expand and add diversity to the opportunities given the youth community through the implementation of multimedia programs and services as well as fostering in the course of outreach, mentoring, career development, cultural events, and community involvement.","Community and Lifestyle, Other, Social Impact",,,,,,,,,,,,,,,,Private,,,,,,
SPW Productions,https://www.crunchbase.com/organization/spw-productions,"Event Management, Event Promotion","Sewell, New Jersey, United States",SPW Productions is an event production company with offices in New Jersey and Pennsylvania.,"3,060,028","Greater Philadelphia Area, East Coast, Northeastern US",$1M to $10M,Active,1996-01-01,day,,,,,For Profit,http://www.spwproductions.com/,"SPW Productions brings a wealth of knowledge and years of expertise to your event. They produce festivals, ceremonies, tasting events, parades, trade shows, galas, conferences, foot races, receptions, corporate meetings, fashion shows and more. Whether your event requires consulting services or full scale production, SPW Productions will become a trusted partner and work as part of your team to ensure that your event is creative, innovative and flawlessly executed. Among their accomplished and celebrated services are:","Events, Media and Entertainment",,,1-10,,,,,,,,,,,,,Private,,,,,,
World Networking Group,https://www.crunchbase.com/organization/world-networking-group,"Software, Web Design, Web Hosting","Scotts, Michigan, United States",World Networking Group is a software global provider of Networking.,"3,060,045","Great Lakes, Midwestern US",$10M to $50M,Active,,,,,,,For Profit,http://www.worldnetworkinggroup.com/,"The World Networking Group offers web design, development, web hosting, custom programming,  both LAN and Wireless networking, trouble shooting, remote and onsite computer service and repair, plus complete data recovery, and a host of vertically aligned business.With highly trained professionals they remain one of the industry's most affordable experienced networking and web design service providers.","Design, Internet Services, Software",,,11-50,,,,,,,,,,,,,Private,,,,,,
Potter & Roose Insurance,https://www.crunchbase.com/organization/potter-roose-insurance,"Financial Services, Insurance, Service Industry","Flint, Michigan, United States",Potter & Roose Insurance provides insurance services for personal and business needs.,"3,060,046","Great Lakes, Midwestern US",$1M to $10M,Active,1951-01-01,day,,,,,For Profit,https://www.potterandroose.com/,,"Financial Services, Other",,,11-50,,,,,,,,,,,,,Private,,,,,,
"Casa Verde Farms, Inc.",https://www.crunchbase.com/organization/casa-verde-farms-inc,,"Schertz, Texas, United States","Wholesale Nursery in Schertz, TX","3,060,052",Southern US,,Active,1971-01-01,day,,,,,For Profit,http://casa-verde-wholesale-farm.business.site/,"Address: 7791 FM482, Schertz, TX 78132, USA",,,,,,,,,,,,,,,,,Private,,,,,,
