Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
IPISC,https://www.crunchbase.com/organization/ipisc,"Advice, Financial Services, Insurance, Intellectual Property, Legal, Property Management, Risk Management","Louisville, Kentucky, United States",IPISC specializes in intellectual property insurance and services.,"611,000",Southern US,$1M to $10M,Active,1990-01-01,year,,,,,For Profit,https://ipisc.com/,"Intellectual Property Insurance Services provides intellectual property litigation risk management solutions and services that protect our client’s products and intellectual property (i.e., patents, trademarks, copyrights, and trade secrets) rights by providing financial resources.","Financial Services, Media and Entertainment, Professional Services, Real Estate",,,11-50,,,,,,,,,,,,,Private,,,,,,
Wheeling Machine Products,https://www.crunchbase.com/organization/wheeling-machine-products,"Manufacturing, Oil and Gas, Precious Metals","Pine Bluff, Arkansas, United States",Wheeling Machine Products engages in the manufacture and supply of couplings and specialized couplings.,"611,001",Southern US,$1M to $10M,Active,1918-01-01,year,,,,,For Profit,https://usstubular.com/manufacturing-facilities/wheeling-machine-products/,,"Energy, Manufacturing, Natural Resources",,,10001+,,,,,,,,,,,,,Private,,,,,,
Moke America,https://www.crunchbase.com/organization/moke-america,"Automotive, Customer Service, E-Commerce, Retail","New York, New York, United States",Moke America is a recreational vehicle dealership and service center.,"611,004","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,2017-01-01,year,,,,,For Profit,https://mokeamerica.com ,"Moke America is an automotive marketplace that sells electric, street-legal, open-air low-speed vehicles for new, pre-owned vehicles, and financing services. Their customers contact them through address, phone, mail, and online applications.","Commerce and Shopping, Other, Professional Services, Transportation",,,11-50,,,,,,,,,,,,,Private,,,,,,
Ray Techno Solutions,https://www.crunchbase.com/organization/ray-techno-solutions,"Big Data, Business Development, Consulting, DevOps","New York, New York, United States","Ray Techno Solutions provides devops, consulting, and big data services.","611,004","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,,,,,,,For Profit,https://www.raytechnosol.com,"Ray Techno Solutions offers  tech solutions that not only meet business needs, but also empower with future proof analytics. They help customize clients' vendor products by providing the best professional services in open source technologies.","Data and Analytics, Information Technology, Professional Services, Software",,,11-50,,,,,,,,,,,,,Private,,,,,,
OneMobility,https://www.crunchbase.com/organization/onemobility,"Apps, Information Technology, Mobile Apps, Software","Miami, Florida, United States","OneMobility is a software development company that offers mobile desk apps, channel management, and online payment solution services.","611,007","Greater Miami Area, East Coast, Southern US",,Active,2020-01-01,year,,,,,For Profit,https://onemobility.tech,"OneMobility provides customer service satisfaction, complete rental management, online web reservation, and revenue management services. They offer mobility through technology and innovation. Modern technology adapts to very different and constantly changing needs.","Apps, Information Technology, Mobile, Software",,,11-50,,,,,,,,,,,,,Private,,,,,,
CIBC Private Wealth Management,https://www.crunchbase.com/organization/cibc-private-wealth-management,,"Chicago, Illinois, United States","CIBC Private Wealth Management offers investment management, wealth strategies and legacy planning.","611,009","Greater Chicago Area, Great Lakes, Midwestern US",,Active,1867-01-01,year,,,,,For Profit,https://private-wealth.us.cibc.com,"CIBC Private Wealth Management offers investment management, wealth strategies and legacy planning. With an integrated approach that encompasses wealth strategies, disciplined investment management and sound stewardship, you will find customized services and solutions to meet all of your personal, family and business financial needs.",,,,,,,,,,,,,,,,1,Private,,,,,,
I Have a Dream Foundation of Miami,https://www.crunchbase.com/organization/i-have-a-dream-foundation,"Communities, Education, Non Profit","New York, New York, United States","I Have a Dream Foundation, a non-profit focused on providing access to college for students in low-income communities.","611,010","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,1981-01-01,year,,,,,Non-profit,http://www.ihaveadreamfoundation.org/,,"Community and Lifestyle, Education, Other, Social Impact",,,11-50,,,,,,,,,,,,,Private,,,,,,
Nathan Grace Real Estate,https://www.crunchbase.com/organization/nathan-grace-real-estate,Real Estate,"Frisco, Texas, United States",Nathan Grace Real Estate is a real estate company that provides home buying and selling services in Texas.,"611,010","Dallas/Fort Worth Metroplex, Southern US",$1M to $10M,Active,2009-01-01,year,,,,,For Profit,http://nathan-grace.com,,Real Estate,,,101-250,,,,,,,,,,,,,Private,,,,,,
Adviters,https://www.crunchbase.com/organization/adviters,"Digital Marketing, Information Technology, Internet of Things","Miami, Florida, United States","Advicers provides products and services to other companies in the finance, insurance, oil & gas, health, and retail industries.","611,011","Greater Miami Area, East Coast, Southern US",,Active,2015-01-01,year,,,,,For Profit,https://adviters.com,"Adviters is a fully digital corporation that provides goods and services to businesses in the financial, insurance, oil and gas, health, and retail sectors. They build and implement new systems to help companies realize their full potential, agnostic to technology and using a wide range of inclinations and languages, devoted to creating technological solutions that are inventive.","Information Technology, Internet Services, Sales and Marketing",,,11-50,,,,,,,,,,,,,Private,,,,,,
Day-Lee Foods,https://www.crunchbase.com/organization/day-lee-foods,"Food and Beverage, Manufacturing","Santa Fe Springs, California, United States",Day-Lee Foods is a food production company that manufactures Asian frozen foods.,"611,013","Greater Los Angeles Area, West Coast, Western US",,Active,,,,,,,For Profit,http://crazycuizine.com,,"Food and Beverage, Manufacturing",,,101-250,,,,,,,,,,,,,Private,,,,,,
Long Island Community Hospital,https://www.crunchbase.com/organization/long-island-community-hospital,"Emergency Medicine, Health Care, Health Diagnostics, Non Profit","Patchogue, New York, United States","Long Island Community Hospital provides health care services such as surgery, rehabilitation programs, obstetrics, and emergency care.","611,013","Greater New York Area, East Coast, Northeastern US",$500M to $1B,Active,1956-01-01,year,,,,,Non-profit,https://licommunityhospital.org/,"Long Island Community Hospital offers comprehensive care services. Their services include cardiac care, women's imaging, bariatric, diabetes wellness, wound care, sleep center, hemodialysis, hospice care, radiology, respiratory care, home healthcare, pain management, and emergency department.","Health Care, Other, Social Impact",,,1001-5000,,,,,,,,,,,,,Private,,,,,,
