Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
MedVirginia,https://www.crunchbase.com/organization/medvirginia,"Health Care, Information Technology, Medical","Richmond, Virginia, United States","MedVirginia offers a technical infrastructure to collect hospital, physician, lab, and pharmacy data and organize.","131,001","East Coast, Southern US",,Closed,2000-01-01,year,2016-05-03,day,,none,For Profit,http://www.medvirginia.com/,"MedVirginia Solution provides a technical infrastructure to collect hospital, physician, lab, and pharmacy data and organize it into a single electronic chart that authorized providers can access from a user-friendly, secure web portal. MedVirginia functionality continues to evolve to provide value-added services for its participants such as electronic results delivery to a provider’s electronic medical record.","Health Care, Information Technology",,,51-100,1,M&A,1500000,USD,1500000,1500000,USD,1500000,,,,,Private,,,,,,
9 Count,https://www.crunchbase.com/organization/9-count,"Internet, Software","Los Angeles, California, United States",9count exists to create products that help and connect people,"131,003","Greater Los Angeles Area, West Coast, Western US",,Active,2018-12-01,month,,,,,For Profit,https://9count.co,9 Count's mission is to enable you to express your most authentic self through our various digital media platforms. We believe in the power of online communities and aim to bring you the best apps for sharing and connecting.,"Internet Services, Software",2,"Alex Hofmann, Joe Viola",11-50,3,Early Stage Venture,27500000,USD,27500000,27500000,USD,27500000,"Progression Fund, I2BF Global Ventures, Greycroft, GGV Capital, Grishin Robotics",,9,,Private,,,,,,
Humankind Homes,https://www.crunchbase.com/organization/humankind-homes,"Civil Engineering, Construction, Interior Design","Portland, Oregon, United States",HumanKind Homes is a design-build construction technology company.,"131,003","West Coast, Western US",,Active,2018-01-01,year,,,,,For Profit,https://www.humankindhomes.com,"HumanKind Homes is creating a fully digital home design, manufacturing, and construction process in order to provide affordable, sustainable, and healthy housing to all.","Design, Real Estate, Science and Engineering",,,1-10,1,Seed,120000,USD,120000,120000,USD,120000,Techstars,1,1,,Private,,,,,,
Yourulz,https://www.crunchbase.com/organization/yourulz,"Software, Sports","Orlando, Florida, United States","Yourulz is an inquisitive nature of fantasy sports fans, always searching for a new challenge to conquer.","131,005","East Coast, Southern US",,Active,2016-01-01,year,,,,,For Profit,https://www.yourulz.com/,"YouRulz was founded on the inquisitive nature of fantasy sports fans, always searching for a new challenge to conquer. While the fantasy sports industry continues to grow, more and more players have become discontent in the lack of innovation and improved offerings, continuously searching for “what’s next.” In August 2016, a group of avid fantasy football players sharing the same frustration as the masses in the lack of stability and the nonexistence of enhancements among the current systems, formed a team to create a solution to the ever-complacent market; to revolutionize fantasy sports. Having over 100 years of combined experience in systems development, marketing, finance, and executive leadership; YouRulz promises to deliver the best fantasy sports application available. To ensure we’re providing a system that is on-par and better than existing competitors’ offerings, we have partnered with the top vendors in the fantasy sports industry. Agreements with SportRadar and Rotowire ensure the very best data feeds and news. Our development partners provide the necessary development infrastructure based on a proven track record of bringing applications to the market. Our commitment to a secure, stable application environment allows consistent game-play and features across all platforms, operating systems, and mobile devices. Taking these measures provides our players, participants, and commissioners the reassurance of an experience offering up to the nano-second, real-time results. YouRulz is launched its beta season with the 2017 NFL season, while simultaneously adding innovative development features and providing investors the opportunity to become a part of the $18 Billion industry. 2018 will see the launch of several new sports platforms as we see an endless horizon of new gaming features on our horizon. We look forward to interacting with our fans and followers and encourage you to contact us with any questions. For individuals seeking ground-level investment opportunity providing healthy returns, now is the time to join us in our commitment to bettering fantasy sports.","Software, Sports",1,John Sim,1-10,1,Seed,879500,USD,879500,879500,USD,879500,,,,,Private,,,,,,
Audience,https://www.crunchbase.com/organization/spark-dj-inc,"Broadcasting, Music, Music Streaming, Social, Social Network, Video Streaming, Virtual Currency, Virtual Workforce, Web Apps","Los Angeles, California, United States",Audience allows curators to earn money by building algorithmic robot DJs that play new artists music.,"131,008","Greater Los Angeles Area, West Coast, Western US",Less than $1M,Active,2016-02-15,day,,,,,For Profit,http://aboutaudience.com/,"In Dec 2020, after going through the Techstars Music Accelerator, we saw how our robot DJ could be a painkiller for new artists by providing exposure for their music. Thanks to developing technologies, good music is getting easier and easier to make. But today, 90% of music streams come from less than 0.2% of artists. We pivoted the company from an interactive music game for bars to an audio-visual music platform that lets curators earn money by building robot DJs from their playlists of new artist music. We're fixing this streaming wealth distribution problem by incentivizing curators to get new artist music heard.","Administrative Services, Apps, Community and Lifestyle, Content and Publishing, Financial Services, Internet Services, Media and Entertainment, Music and Audio, Payments, Software, Video",2,"James Jones, John Boss",1-10,2,,115000,USD,115000,320000,USD,320000,Techstars,,1,,Private,,,,,,
Dedo,https://www.crunchbase.com/organization/dedo,"Clinical Trials, Health Care, mHealth","San Francisco, California, United States",Dedo provides patient engagement solutions for clinical trials.,"131,010","San Francisco Bay Area, West Coast, Western US",$1M to $10M,Active,2016-01-01,year,2018-07-18,day,,,For Profit,https://www.dedo.ai,"Dedo provides patient engagement solutions for clinical trials. They are a team of data scientists and engineers who are passionate about using data to create best-in-class consumer experiences. Together with an executive team of healthcare veterans, they are bringing these capabilities to clinical research, development, and commercialization. Their vision is to deliver next-level patient engagement to the world of clinical studies, so that high fidelity data capture becomes seamless and important therapies get to market faster.","Health Care, Mobile",2,"David Heenan, Jordan Spivack",11-50,7,M&A,310000,USD,310000,310000,USD,310000,"Right Side Capital Management, Startupbootcamp, Forum Ventures, Miami Children's Hospital, Krillion Ventures",,9,,Private,,,,,,
Tissue Differentiation intelligence,https://www.crunchbase.com/organization/tissue-differentiation-intelligence,"Health Care, Medical Device","Delray Beach, Florida, United States",Tissue Differentiation intelligence specializes in real-time surgical ultrasound imaging for general purpose spine surgery applications.,"131,011","Greater Miami Area, East Coast, Southern US",,Active,2017-01-01,year,,,,,For Profit,https://tissueintel.com/,"Tissue Differentiation intelligence specializes in real-time surgical ultrasound imaging for general-purpose spine surgery applications. SonoVision™ is the first technology platform planned for commercial introduction by TDi. SonoVision was developed using Artificial Intelligence to deliver visualization and evaluation capabilities for nerves, vasculature, and other anatomical structures.",Health Care,3,"Alex Lukianov, Kern Singh, Sachin Gupta",1-10,1,,6000000,USD,6000000,6000000,USD,6000000,,,,,Private,,,,,,
Protagonist,https://www.crunchbase.com/organization/protagonist-27b9,,"Miami Beach, Florida, United States",Protagonist is an investment management company.,"131,011","Greater Miami Area, East Coast, Southern US",,Active,2022-01-01,year,,,,,For Profit,https://www.protagonist.co,,,1,Harry Hurst,1-10,,,,,,,,,,,,,Private,,,,,,
CENTEGIX,https://www.crunchbase.com/organization/centegix,"Education, Hospitality, Information Technology, Security, Software","Atlanta, Georgia, United States",CENTEGIX innovates technology to save and enrich lives.,"131,013","Greater Atlanta Area, East Coast, Southern US",$1M to $10M,Active,2017-01-01,year,,,,,For Profit,https://www.centegix.com/,"CENTEGIX innovates technology to save and enrich lives. Our CrisisAlert solution is an IoT incident alert platform that utilizes a wearable badge, an application, and a mesh network to provide campus-wide protection. CrisisAlert enables the fastest and easiest way to call for help, because in a crisis - Every. Second. Matters.","Education, Information Technology, Privacy and Security, Software, Travel and Tourism",1,Daniel Dooley,11-50,1,Private Equity,,USD,,,USD,,Gauge Capital,1,1,,Private,,,,,,
DataRank,https://www.crunchbase.com/organization/datarank,"Analytics, Enterprise Software, Social Media","Fayetteville, Arkansas, United States",DataRank is a social analytics company that monitors online conversations so that customers can gather valuable insights about their brand.,"131,014",Southern US,$1M to $10M,Active,2011-10-15,day,2015-10-13,day,,,For Profit,http://www.datarank.com/,"DataRank is a social analytics company that monitors online conversations so that customers can gather valuable insights about their brand. It has demonstrated success with Fortune 100 companies who use DataRank for consumer insights. From increasing distribution and revenue to protecting their brand’s reputation, DataRank has assisted many companies with their marketing strategy.  Its dedicated social analytics platform offers a variety of tools to help businesses perform competitive analysis before releasing a new product, monitor the social media conversation about their brand, track a social media campaign, and much more.  DataRank is constantly looking for ways to be innovative in the industry. Most social media monitoring tools use Boolean-like languages but it has developed its own powerful matching language called Fizzle (Fast Scalable Searching Language), which more easily allows the user to search for phrases without gathering irrelevant data.  It prioritizes the best using its DataRankTM Quality Score algorithm. With DatarankTM, actionable information can be found from the first comment instead of wasting time sorting through page after page of irrelevant ""real-time"" data.","Data and Analytics, Internet Services, Media and Entertainment, Software",4,"Britt Cagnina, Chuong Nguyen, Kenneth Cason, Ryan Frazier",11-50,4,M&A,1588000,USD,1588000,1588000,USD,1588000,"Y Combinator, FundersClub, NewRoad Capital Partners, Kristian Andersen",1,4,1,Private,,,,,,
