Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
HawaiiGuide,https://www.crunchbase.com/organization/hawaiiguide,"Marketing, Publishing, Travel","Honolulu, Hawaii, United States",HawaiiGuide specializes in assisting visitors to Hawaii with the process of planning and researching their trip.,"1,445,000","Asia-Pacific (APAC), Western US",,Active,2005-05-01,day,,,,,For Profit,https://www.hawaii-guide.com,"HawaiiGuide is a privately held company that specializes in assisting visitors to Hawaii with the process of planning and researching their trip. HawaiiGuide provides tourists with travel information on viable and sustainable attractions, encouraging responsible services and adding value to the local community so that the islands of Hawaii can continue to thrive.","Content and Publishing, Media and Entertainment, Sales and Marketing, Travel and Tourism",,,1-10,,,,,,,,,,,,,Private,,,,,,
Missouri River Bird Observatory,https://www.crunchbase.com/organization/missouri-river-bird-observatory,"Education, Environmental Engineering, Natural Resources, Non Profit","Arrow Rock, Missouri, United States","Missouri River Bird Observatory contributes to the conservation of birds and their habitats through science, education, and advocacy.","1,445,003",Midwestern US,$1M to $10M,Active,2010-01-01,year,,,,,Non-profit,https://mrbo.org,,"Education, Natural Resources, Other, Science and Engineering, Social Impact, Sustainability",2,"Dana Ripper, Ethan Duke",11-50,,,,,,,,,,,,,Private,,,,,,
Project Bike Tech,https://www.crunchbase.com/organization/project-bike-tech,,"Frisco, Colorado, United States","Project Bike Tech is a programs offer technical training in bicycle mechanics, preparing for job opportunities within the bicycle industry.","1,445,004",Western US,,Active,2018-01-01,year,,,,,,https://www.projectbiketech.org,,,,,51-100,,,,,,,,,,,,,Private,,,,,,
A Click Away Remotes,https://www.crunchbase.com/organization/a-click-away-remotes-2,"Home Improvement, Security","Los Angeles, California, United States","A trusted garage door opener, parts and remotes for 14 years in United States.","1,445,008","Greater Los Angeles Area, West Coast, Western US",$1M to $10M,Active,2003-11-14,day,,,,,For Profit,http://www.aclickawayremotes.com/,,"Privacy and Security, Real Estate",,,11-50,,,,,,,,,,,,,Private,,,,,,
"RLN Advisors & Consultants, LLP",https://www.crunchbase.com/organization/rln-advisors-consultants,Professional Services,"New York, New York, United States","RLN Advisors & Consultants, LLP is a consulting firm helping clients navigate complex issues related to business operations. ","1,445,010","Greater New York Area, East Coast, Northeastern US",,Active,2012-01-05,day,,,,,For Profit,http://www.rlnadvisors.com/,"RLN Advisors & Consultants, LLP is a consulting firm helping clients navigate complex issues related to business operations. We are a full service certified public accounting firm committed to providing our clients and our people with unparalleled value. Professionals from our practice include a diverse group of talent, including CPAs, MBAs, and Certified Forensic Investigators. Our team comes from Fortune 100 companies and Big 4 Consulting firms bring industry expertise to our clients. Technology is at the core of our identity. Our professionals are passionate about using technology to automate and streamline complex business processes. We use technology in everything we do. Our data analytics team applies predictive, visual, and text analytics to help enhance processes and drive operational efficiency.",Other,,,11-50,,,,,,,,,,,,,Private,,,,,,
Satori Interactive,https://www.crunchbase.com/organization/satori-consulting,"Information Services, Search Engine","Atlanta, Georgia, United States","Satori Interactive provides customized and comprehensive, professional services focused in user-centered research, testing and design","1,445,011","Greater Atlanta Area, East Coast, Southern US",$1M to $10M,Active,2004-04-15,day,,,,,For Profit,http://satoriinteractive.com/,"Satori Interactive provides customized and comprehensive, professional services focused in user-centered research, testing and design for products and applications for mid market and enterprise clients.   Our team is comprised of usability professionals with over 10 years experience in preparation, facilitation and evaluation of usability testing results. We also have expertise in: * touch point analysis * ethnographic studies * heuristic evaluation * focus group * cognitive walkthroughs * survey development * web development lifecycle * information architecture * search engine optimization We offer a customized combination of quality user-centered solutions. At Satori Consulting Inc we value the integrity and quality of our methods and we are passionate about providing our clients with exceptional solutions.","Information Technology, Internet Services",,,1-10,,,,,,,,,,,,,Private,,,,,,
Govindji's,https://www.crunchbase.com/organization/govindji-s,"Fashion, Jewelry, Shopping","Richardson, Texas, United States","Govindji's is a fashion store that sells a wide range of gold, diamond, and antique jewelry as well as antique and luxury timepieces.","1,445,012","Dallas/Fort Worth Metroplex, Southern US",$1M to $10M,Active,,,,,,,For Profit,https://govindjis.com/,,"Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design",,,11-50,,,,,,,,,,,,,Private,,,,,,
Solid Gold,https://www.crunchbase.com/organization/solid-gold,Jewelry,"Aiken, South Carolina, United States","We have Jewelry of your choice, at a very affordable price. Jewelry of all varieties, in Silver, Gold and Platinum and Stainless Steel.","1,445,012","East Coast, Southern US",,Active,,,,,,,For Profit,https://solid-gold-jewelry-store.business.site/,"We have Jewelry of your choice, at a very affordable price. Jewelry of all varieties, in Silver, Gold and Platinum and Stainless Steel. Watches for Ladies and Gents. Cuff-links, Baby Jewelry, Custom made Jewelries are available for everyone to put a smile on you and your dear one’s face. We also repair jewelry and watches, replace batteries, engraving etc.",Consumer Goods,,,1-10,,,,,,,,,,,,,Private,,,,,,
Gro Master,https://www.crunchbase.com/organization/gro-master,"Food and Beverage, Food Processing, Nutrition","Omaha, Nebraska, United States",Gro Master is a producer of swine.,"1,445,017",Midwestern US,,Active,1982-01-01,year,,,,,For Profit,https://www.gromaster.com,Gro Master provided swine producers with proven systems and equipment to help meet annual increases in the global demand for pork. They provide absolute systems and proven solutions for their customers.,"Food and Beverage, Health Care",,,1-10,,,,,,,,,,,,,Private,,,,,,
Floating Islands West,https://www.crunchbase.com/organization/floating-islands-west,"Biotechnology, Manufacturing, Sustainability, Water, Water Purification","Mokelumne Hill, California, United States",Floating Islands West manufactures and distributes customizes floating treatment wetlands and mini-floating island products.,"1,445,017","West Coast, Western US",$1M to $10M,Active,,,,,,,For Profit,https://floatingislandswest.com,,"Biotechnology, Manufacturing, Natural Resources, Science and Engineering, Sustainability",,,11-50,,,,,,,,,,,,,Private,,,,,,
southwestairtrip,https://www.crunchbase.com/organization/southwestairtrip,Travel,"Streamwood, Illinois, United States",SouthwestAirtrip website is a third party website that provides the best travel booking offers on Southwest Airlines,"1,445,020","Greater Chicago Area, Great Lakes, Midwestern US",,Active,2022-08-06,day,,,,,For Profit,https://www.southwestairtrip.com/,,Travel and Tourism,,,,,,,,,,,,,,,,Private,,,,,,
eCaregivers,https://www.crunchbase.com/organization/ecaregivers,"E-Commerce, Elder Care, Health Care, Home Health Care, Home Services","Florham Park, New Jersey, United States",eCaregivers is an online platform that allows care seekers and care providers to directly connect with each other.,"1,445,027","Greater New York Area, East Coast, Northeastern US",,Active,2014-01-01,year,,,,,For Profit,https://ecaregivers.com/,"eCaregivers is an online platform that allows care seekers and care providers to directly connect with each other. Its mission is to provide equal access to affordable, flexible, and personalized home care by harnessing the power of local communities to improve the quality of care for the elderly and their families.","Commerce and Shopping, Health Care, Real Estate",,,1-10,,,,,,,,,,,,,Private,,,,,,
Absten & Sons LLC,https://www.crunchbase.com/organization/absten-sons-llc,"Construction, Home Renovation, Service Industry","Winfield, Kansas, United States","abstenandsons is an one stop source for household needs from Construction & Renovations, Heating & Cooling, Plumbing, & Electrician Services","1,445,030",Midwestern US,$10M to $50M,Active,1977-01-01,day,,,,,For Profit,https://abstenandsons.com/,,"Other, Real Estate",,,11-50,,,,,,,,,,,,,Private,,,,,,
Edgar Rice Burroughs,https://www.crunchbase.com/organization/edgar-rice-burroughs,"Books, E-Commerce, EBooks, Education, Finance","Tarzana, California, United States",Edgar Rice Burroughs sells books of Edgar Rice online and manage the rights of his literary works.,"1,445,032","Greater Los Angeles Area, West Coast, Western US",$10M to $50M,Active,1923-01-01,year,,,,,For Profit,https://www.edgarriceburroughs.com/,,"Commerce and Shopping, Content and Publishing, Education, Financial Services, Media and Entertainment",1,Edgar Rice Burroughs,51-100,,,,,,,,,,,,,Private,,,,,,
Fisher Door & Hardware,https://www.crunchbase.com/organization/fisher-door-hardware,"Building Material, Manufacturing, Wholesale","Wyoming, Michigan, United States",Fisher Door & Hardware supplies commercial doors and hardware.,"1,445,033","Great Lakes, Midwestern US",,Active,1975-01-01,year,,,,,For Profit,https://www.fisherdoor.com,"Fisher Door & Hardware offers many services including replacing rusty or damaged hollow metal doors and frames. They are supplying commercial doors and hardware. For inquiries, telephone and email contacts are used.","Commerce and Shopping, Manufacturing, Real Estate",,,11-50,,,,,,,,,,,,,Private,,,,,,
