Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
PCC PAPER,https://www.crunchbase.com/organization/pcc-paper,"Industrial, Manufacturing, Paper Manufacturing","Spartanburg, South Carolina, United States","PCC PAPER specializes in field of paper manufacturing, converting, printing, and coating.","964,000","East Coast, Southern US",$1M to $10M,Active,,,,,,,For Profit,https://pccpaper.com,,Manufacturing,,,11-50,,,,,,,,,,,,,Private,,,,,,
PACE Computer Solutions,https://www.crunchbase.com/organization/pace-computer-solutions,"Cloud Computing, Government, Information Services, Information Technology, Professional Services, Software, Web Hosting","Columbia, Maryland, United States","PACE Computer Solutions offers a comprehensive GSA IT services schedule for federal, state, and local government agencies.","964,003","Greater Baltimore-Maryland Area, East Coast, Southern US",$1M to $10M,Active,2002-01-01,year,,,,,For Profit,http://www.pace-solutionsinc.com/,"PACE Computer Solutions offers a comprehensive GSA IT services schedule for federal, state, and local government agencies. PACE was founded upon a core competency in Oracle E-Business Suite Applications. This competency remains the cornerstone of the company and, in fact, has been expanded to include broad technical and functional subject matter expertise in E-Business Suite and Hyperion applications, the latter attained through our partnership with leading service providers.","Government and Military, Information Technology, Internet Services, Other, Software",,,101-250,,,,,,,,,,,,,Private,,,,,,
Blackburn Investment Management,https://www.crunchbase.com/organization/blackburn-investment-management,Venture Capital,"Minneapolis, Minnesota, United States",Blackburn Investment Management is a venture capital and private equity firm dedicated to identifying an investment's genuine potential.,"964,015","Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",Less than $1M,Active,2012-01-01,year,,,,,For Profit,https://www.blackburnim.com/,,"Financial Services, Lending and Investments",,,11-50,,,,,,,,,,,,,Private,,,,,,
Five Doors Network,https://www.crunchbase.com/organization/five-doors-network,"Consulting, Personal Development, Real Estate","Debary, Florida, United States","Five Doors Network serves real estate businesses with recruitment, accounting, and legal services.","964,016","East Coast, Southern US",,Active,2012-01-01,year,,,,,For Profit,https://fivedoors.com,"Five Doors Network specializes in real estate and property management services. They provide buying, selling, and investing services for residential properties. They assist teams with recruitment, automated systems, enterprise-level accounting, marketing on staff, and proprietary real estate technology.","Education, Professional Services, Real Estate",1,Seth Campbell,51-100,,,,,,,,,,,,,Private,,,,,,
Help One Child,https://www.crunchbase.com/organization/help-one-child,"Health Care, Non Profit, Recruiting, Social","Los Altos, California, United States","Help One Child offers services to recruit, train and support those willing to provide a home or volunteer services to at-risk children.","964,017","San Francisco Bay Area, Silicon Valley, West Coast",$1M to $10M,Active,1993-01-01,year,,,,,Non-profit,https://helponechild.org,"Help One Child proudly serves the child welfare, from prevention to emancipation and post-adoption. By offering support to the entire family they strengthen and encourage placement stability and health. They provide tools and opportunities for churches to serve families and children in need.","Community and Lifestyle, Health Care, Other, Professional Services, Social Impact",,,1-10,,,,,,,,,,,,,Private,,,,,,
Advicare,https://www.crunchbase.com/organization/advicare,"Health Care, Legal, Professional Services","Lakeland, Florida, United States",Advicare helps hospitals and healthcare organizations to overturn claims that are denied for medical or clinical reasons.,"964,017","East Coast, Southern US",Less than $1M,Active,2012-01-01,year,,,,,For Profit,https://www.myadvicare.com/,,"Health Care, Other, Professional Services",,,101-250,,,,,,,,,,,,,Private,,,,,,
Iyawe & Associates,https://www.crunchbase.com/organization/iyawe-associates,"Architecture, Commercial, Construction","Minneapolis, Minnesota, United States",Iyawe & Associates is a general contracting company specializing in commercial projects.,"964,019","Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",$1M to $10M,Active,2001-01-01,year,,,,,For Profit,https://iaabuilders.com,,"Other, Real Estate",,,11-50,,,,,,,,,,,,,Private,,,,,,
"AMPCO Contracting, Inc.",https://www.crunchbase.com/organization/ampco-contracting-inc,Real Estate,"Anaheim, California, United States",AMPCO Contracting is a construction company that provides environmental and earthwork services.,"964,019","Greater Los Angeles Area, West Coast, Western US",$1M to $10M,Active,2004-01-01,year,,,,,For Profit,http://ampcocontracting.com,,Real Estate,,,251-500,,,,,,,,,,,,,Private,,,,,,
Buffalo Armory,https://www.crunchbase.com/organization/buffalo-armory,"Agriculture, Commercial, Industrial, Manufacturing, Mining","Buffalo, New York, United States","Buffalo Armory is a manufacturer of a wide range of armors that are used for defense, agriculture, industrial, and civilian applications.","964,020","Great Lakes, East Coast, Northeastern US",$1M to $10M,Active,2011-01-01,year,,,,,For Profit,https://www.buffaloarmory.com/,,"Agriculture and Farming, Manufacturing, Natural Resources, Other",,,11-50,,,,,,,,,,,,,Private,,,,,,
Swamp Fox,https://www.crunchbase.com/organization/swamp-fox,"Finance, News, Public Relations, Publishing, Venture Capital","Greenville, South Carolina, United States",Swamp Fox LLC publishes the weekly update Swamp Fox: News of the Southeastern Innovation Corridor and produces the annual InnoVenture: The,"964,021","East Coast, Southern US",Less than $1M,Active,2000-04-01,day,,,,,For Profit,http://www.swampfox.ws,"Swamp Fox LLC publishes the weekly update ""Swamp Fox: News of the Southeastern Innovation Corridor"" and produces the annual ""InnoVenture: The Southeastern Innovation Conference""","Content and Publishing, Financial Services, Lending and Investments, Media and Entertainment, Sales and Marketing",,,1-10,,,,,,,,,,,,,Private,,,,,,
The Destin Log,https://www.crunchbase.com/organization/the-destin-log,"Advertising, Classifieds, News, Publishing","Fort Walton Beach, Florida, United States","The Destin Log is a media company that provides news, local updates, lifestyle, entertainment, newsletters, and classified services.","964,025","East Coast, Southern US",,Active,,,,,,,For Profit,https://www.thedestinlog.com,,"Advertising, Commerce and Shopping, Content and Publishing, Media and Entertainment, Sales and Marketing",,,11-50,,,,,,,,,,,,,Private,,,,,,
School Bus,https://www.crunchbase.com/organization/school-bus,"Charter Schools, Tourism, Transportation, Travel","Sioux Falls, South Dakota, United States",School Bus offers school transportation services.,"964,028",Midwestern US,,Active,1963-01-01,year,,,,,For Profit,https://www.schoolbusincteam.com,"School Bus provides knee room, high back seats with cloth material, and armrests for added comfort. Their fleet of vehicles is equipped with large luggage bays on the outside and roomy luggage racks on the inside. They also offer trailers that can store band and sports equipment among other items.","Education, Transportation, Travel and Tourism",1,Charles J. Hey,251-500,,,,,,,,,,,,,Private,,,,,,
White and Bright,https://www.crunchbase.com/organization/white-and-bright,"Law Enforcement, Legal, Professional Services","Escondido, California, United States",White and Bright is a law firm that specializes in litigating and resolving civil matters and also offers transactional services.,"964,029","Greater San Diego Area, West Coast, Western US",$1M to $10M,Active,1981-01-01,year,,,,,For Profit,https://www.whiteandbright.com/,,"Government and Military, Other, Privacy and Security, Professional Services",1,David Bright,11-50,,,,,,,,,,,,,Private,,,,,,
Engineers Edge,https://www.crunchbase.com/organization/engineers-edge,"Consulting, Online Portals, Training","Monroe, Georgia, United States","Engineers Edge is an online portal that provides training, consulting and publishing services.","964,038","Greater Atlanta Area, East Coast, Southern US",$1M to $10M,Active,2000-01-01,year,,,,,For Profit,https://www.engineersedge.com/,,"Education, Internet Services, Professional Services",,,1-10,,,,,,,,,,,,,Private,,,,,,
