Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Innovation Advertising,https://www.crunchbase.com/organization/innovation-advertising,"Advertising, Mobile Advertising, Printing, Web Development","San Mateo, California, United States","Innovation Advertising provides print advertising, web posting and mobile advertising services.","1,522,004","San Francisco Bay Area, Silicon Valley, West Coast",Less than $1M,Active,2006-01-01,day,,,,,For Profit,https://www.innovationadvertising-llc.com/,,"Advertising, Content and Publishing, Media and Entertainment, Sales and Marketing, Software",,,11-50,,,,,,,,,,,,,Private,,,,,,
Everybody Dance Now,https://www.crunchbase.com/organization/everybody-dance-now,"Education, Non Profit","Santa Barbara, California, United States","Everybody Dance Now! uses dance to help at-risk youth cultivate self-esteem, combat youth violence, and establish healthy lifestyles.","1,522,005","West Coast, Western US",$1M to $10M,Active,2005-10-01,day,,,,,For Profit,http://everybodydancenow.org,"Everybody Dance Now! is a youth-run nonprofit organization that provides free, weekly dance programming to young people throughout the country who would otherwise not have access to such opportunities.  Everybody Dance Now! currently operates 11 chapters throughout the nation and offers free hip-hop dance programming to youth who would otherwise lack the funds, transportation or parental support to access dance classes. To reach a broad base of students who would otherwise lack the resources to partake in dance programming, they partner organizations that serve low-income youth and provide on-site programming. Their class sites include locations such as low-income apartment complexes, after school programs, homeless shelters, and local schools.  Their opportunities include free weekly dance classes, a pre-professional performance dance troupe for their most dedicated and talented students, Outreach performances at retirement homes, non-profit fundraisers, and community events, international dance classes to expand their students' world views about diverse cultures, and master classes with dance professionals.","Education, Other, Social Impact",1,Jackie Rotman,51-100,1,Seed,,USD,,,USD,,StartX (Stanford-StartX Fund),,1,,Private,,,,,,
Zion Medical Group,https://www.crunchbase.com/organization/zion-medical-group,"Health Care, Hospital, Medical","Chandler, Arizona, United States",Zion Medical Group provides healthcare solutions to healthcare providers and healthcare organizations.,"1,522,006","Greater Phoenix Area, Western US",$1M to $10M,Active,2014-10-01,month,,,,,For Profit,https://zionmedicalgroup.com,,Health Care,,,11-50,,,,,,,,,,,,,Private,,,,,,
"Grant Schumann, LLC.",https://www.crunchbase.com/organization/grant-schumann-llc,"Consulting, Legal","Chicago, Illinois, United States","Grant Law, LLC is a law firm dedicated to providing legal services to large and small businesses, governmental and individual clients.","1,522,007","Greater Chicago Area, Great Lakes, Midwestern US",Less than $1M,Active,2015-01-01,year,,,,,For Profit,http://grantlawllc.com,,Professional Services,,,11-50,,,,,,,,,,,,,Private,,,,,,
Baker First Commercial Real Estate,https://www.crunchbase.com/organization/baker-first-commercial-real-estate,"Commercial Real Estate, Construction, Leasing, Property Management","Oklahoma City, Oklahoma, United States","Baker First Commercial Real Estate provides commercial brokerage, property management, development, and construction services.","1,522,010",Southern US,$1M to $10M,Active,1988-01-01,year,,,,,For Profit,https://bakerfirst.com,"Baker First Commercial Real Estate is integrated to provide customers with a variety of services throughout the lifecycle of a real estate investment. They offer their services from acquisition through development, construction, leasing, parcel sales, and ongoing management. They also offer market analysis, leasing valuations, and financing to complement their brokerage services.","Financial Services, Real Estate",,,11-50,,,,,,,,,,,,,Private,,,,,,
Madison Technology,https://www.crunchbase.com/organization/madison-technology,"Cloud Computing, Information Technology, Virtualization","New York, New York, United States",Madison Technology offers management and hosting services.,"1,522,011","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,2007-01-01,year,,,,,For Profit,https://www.mad4it.com/,,"Hardware, Information Technology, Internet Services, Software",,,1-10,,,,,,,,,,,,,Private,,,,,,
BlueVault,https://www.crunchbase.com/organization/bluevault-e0c9,"Physical Security, Security","San Diego, California, United States","BlueVault offers a wide range of vault storage, safe deposit boxes, and gold and silver bullion.","1,522,015","Greater San Diego Area, West Coast, Western US",$1M to $10M,Active,2012-01-01,year,,,,,For Profit,https://www.bluevaultsecure.com,,"Administrative Services, Privacy and Security",,,1-10,,,,,,,,,,,,,Private,,,,,,
Glue,https://www.crunchbase.com/organization/glue,"Internet, Mobile","Seattle, Washington, United States",Simple Web + Mobile Content Publishing,"1,522,015","Greater Seattle Area, West Coast, Western US",$1M to $10M,Active,2006-01-01,year,,,,,For Profit,http://gluenow.com,Simple Web + Mobile Content Publishing,"Internet Services, Mobile",,,1-10,,,,,,,,,,,,,Private,,,,,,
Vantage View,https://www.crunchbase.com/organization/vantage-view,"Advertising, Brand Marketing, Marketing","St Louis, Missouri, United States","Vantage View is an advertising company that offers strategic planning, marketing strategies, and advertising campaigns for tech companies.","1,522,020",Midwestern US,$1M to $10M,Active,,,,,,,For Profit,https://vantageview.com,,"Advertising, Sales and Marketing",,,11-50,,,,,,,,,,,,,Private,,,,,,
Liberty Payroll and HR,https://www.crunchbase.com/organization/liberty-payroll-and-hr,"Accounting, Financial Services, Outsourcing","Newark, Delaware, United States","Liberty Payroll and HR is an accounting firm that offers human capital management, talent management, tax management, and ERC services.","1,522,026","Greater Philadelphia Area, East Coast, Southern US",$1M to $10M,Active,2004-01-01,year,,,,,For Profit,https://lpspay.com,,"Financial Services, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
