Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Life Care Personal Care Agency,https://www.crunchbase.com/organization/life-care-personal-care-agency,"Adult, Health Care","Grafton, Wisconsin, United States","Senior Care in Grafton, WI","2,814,000","Great Lakes, Midwestern US",,Active,2013-01-01,day,,,,,For Profit,http://lifecarepersonalcare.com,"Address: 1009 Washington St, Grafton, WI 53024, USA","Community and Lifestyle, Health Care",,,,,,,,,,,,,,,,Private,,,,,,
Faren & Associates,https://www.crunchbase.com/organization/faren-associates,"Accounting, Finance, Financial Services","Lebanon, Pennsylvania, United States",Faren & Associates offers accounting and auditing services.,"2,814,002","Great Lakes, Northeastern US",,Closed,1956-01-01,day,,,,none,For Profit,http://farencpa.com,,"Financial Services, Professional Services",,,,,,,,,,,,,,,,Private,,,,,,
Dwight Eschliman Photography,https://www.crunchbase.com/organization/dwight-eschliman-photography,"Art, Customer Service, Photography","San Francisco, California, United States",Eschliman Studio is a photographic studio in San Francisco that shoots images and films.,"2,814,002","San Francisco Bay Area, West Coast, Western US",$1M to $10M,Active,2000-01-01,year,,,,,For Profit,https://www.eschlimanstudio.com/,,"Content and Publishing, Media and Entertainment, Other, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
Land of Learning Academy,https://www.crunchbase.com/organization/land-of-learning-academy,"Child Care, Education, Nursing and Residential Care","Tampa, Florida, United States",Land of Learning Academy is a Childcare service company.,"2,814,005","Tampa Bay Area, East Coast, Southern US",$1M to $10M,Active,1981-01-01,day,,,,,For Profit,https://www.landoflearning.com/,,"Education, Health Care",,,1-10,,,,,,,,,,,,,Private,,,,,,
Knoxville Mindful Wellness Center,https://www.crunchbase.com/organization/knoxville-mindful-wellness-center,"Health Care, Therapeutics, Training, Wellness","Knoxville, Tennessee, United States","Knoxville Mindful Wellness Center provides training, behavioral treatment, therapies, clinical supervision, and parent coaching services.","2,814,009",Southern US,$1M to $10M,Active,,,,,,,For Profit,https://knoxmindfulwellnessctr.com,,"Education, Health Care",,,11-50,,,,,,,,,,,,,Private,,,,,,
AcuChiro,https://www.crunchbase.com/organization/acuchiro,"Health Care, Medical, Therapeutics","Los Angeles, California, United States","AcuChiro provides chronic care, acupuncture, and psychology therapy for the natural balance of mind and body.","2,814,010","Greater Los Angeles Area, West Coast, Western US",$1M to $10M,Active,,,,,,,For Profit,https://www.acuchiro.com,"AcuChiro is a clinic that specializes in acupuncture, chiropractic, and TMJ disorders. They use a holistic approach to help patients achieve a better quality of life. They treat various conditions including back pain, neck pain, shoulder pain, knee pain, migraines, sports injuries, and allergies. They also accept various forms of payment and may work with out of network insurance coverage.",Health Care,1,Dr. Soon Na,,,,,,,,,,,,,,Private,,,,,,
Arete Music Academy,https://www.crunchbase.com/organization/arete-music-academy,"Media and Entertainment, Music Education, Training","Englewood Cliffs, New Jersey, United States",Arete Music Academy provides music education.,"2,814,012","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,2011-01-01,month,,,,,For Profit,https://www.areteacademy.org,,"Education, Media and Entertainment, Music and Audio",1,Li-Ling Wang,11-50,,,,,,,,,,,,,Private,,,,,,
Chic Sugars,https://www.crunchbase.com/organization/chic-sugars,"Bakery, E-Commerce, Food and Beverage","New York, New York, United States",Chic Sugars is an online store for bakery products.,"2,814,013","Greater New York Area, East Coast, Northeastern US",,Active,2009-01-01,year,,,,,For Profit,https://www.chicsugars.com,,"Commerce and Shopping, Food and Beverage",,,,,,,,,,,,,,,,Private,,,,,,
PuppetTime,https://www.crunchbase.com/organization/puppettime,3D Technology,"San Francisco, California, United States","PuppetTime, a San Francisco-based developer of cutting-edge 3D storytelling technologies.","2,814,014","San Francisco Bay Area, West Coast, Western US",,Active,,,2000-06-27,day,,,For Profit,https://puppettime.org/,,"Hardware, Software",,,11-50,,M&A,,,,,,,,,,,Private,,,,,,
Slavin Home Improvements,https://www.crunchbase.com/organization/slavin-home-improvements,Real Estate,"Glastonbury, Connecticut, United States","Slavin Home Improvements of Manchester & Glastonbury, Connecticut provides professional roofing  services to  Hartford County.","2,814,023","East Coast, New England, Northeastern US",,Active,,,,,,,For Profit,https://slavinhi.com/,,Real Estate,,,,,,,,,,,,,,,,Private,,,,,,
