Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
DreamScapes,https://www.crunchbase.com/organization/dreamscapes-e2c8,"Home and Garden, Landscaping, Property Management","Lindon, Utah, United States",DreamScapes specializes in landscapes and property maintenance.,"2,240,000",Western US,$1M to $10M,Active,,,,,,,For Profit,https://www.utahdreamscapes.com,,Real Estate,,,,,,,,,,,,,,,,Private,,,,,,
Wellness 1st,https://www.crunchbase.com/organization/wellness-1st,"Health Care, Therapeutics, Wellness","Austin, Minnesota, United States","Wellness 1st provides acupuncture, chiropractic care, massage therapy, and sports physical therapy for wellness.","2,240,000","Great Lakes, Midwestern US",$1M to $10M,Active,2005-01-01,year,,,,,For Profit,https://wellnessofaustin.com,,Health Care,1,Karen Royalty,11-50,,,,,,,,,,,,,Private,,,,,,
BA Professional,https://www.crunchbase.com/organization/ba-professional,"Finance, Financial Services, Insurance, Risk Management","San Francisco, California, United States","BA Professional offers insurance, retirement and investment products to meet personal and corporate financial requirements.","2,240,003","San Francisco Bay Area, West Coast, Western US",,Active,,,,,,,For Profit,https://www.bapins.net,,"Financial Services, Professional Services",,,,,,,,,,,,,,,,Private,,,,,,
Latin Interactive Group,https://www.crunchbase.com/organization/latin-interactive-group,"Advertising, Social Media, Video","Miami, Florida, United States","Latin Interactive Group offers video production, digital creation, social media, advertising, and marketing solutions.","2,240,008","Greater Miami Area, East Coast, Southern US",,Active,2006-01-01,year,,,,,For Profit,https://www.latininteractive.com/,,"Advertising, Internet Services, Media and Entertainment, Sales and Marketing, Video",,,101-250,,,,,,,,,,,,,Private,,,,,,
JRNLclub,https://www.crunchbase.com/organization/jrnlclub,"Information Services, Life Science, Medical","Philadelphia, Pennsylvania, United States",JRNLclub is helping scientists increase the reach of their findings through video summaries of scientific journals.,"2,240,015","Greater Philadelphia Area, Great Lakes, Northeastern US",,Active,2020-01-01,year,,,,,For Profit,https://jrnlclub.org/,,"Biotechnology, Health Care, Information Technology, Science and Engineering",,,11-50,,,,,,,,,,,,,Private,,,,,,
Mlsncrete Drilling & Sawing,https://www.crunchbase.com/organization/mlsncrete-drilling-sawing,"Construction, Public Safety, Training","Snellville, Georgia, United States",Mls Concrete Drilling & Sawing is a construction company located in Snellville.,"2,240,027","Greater Atlanta Area, East Coast, Southern US",$1M to $10M,Active,,,,,,,For Profit,http://www.mlsconcretega.com,,"Education, Government and Military, Real Estate",,,1-10,,,,,,,,,,,,,Private,,,,,,
Better Billy Bunker,https://www.crunchbase.com/organization/better-billy-bunker,"Construction, Golf, Landscaping","Hermitage, Tennessee, United States","Better Billy Bunker is a golf course bunker construction company that installs gravel, polymer, and sand.","2,240,031",Southern US,$1M to $10M,Active,,,,,,,For Profit,https://www.billybunker.com,,"Real Estate, Sports",1,Billy Fuller,11-50,,,,,,,,,,,,,Private,,,,,,
Maui Dreams Dive,https://www.crunchbase.com/organization/maui-dreams-dive,"Education, Sports, Training","Kihei, Hawaii, United States","Maui Dreams Dive is a sports company that provides instruction, training, and education on professional levels of scuba diving.","2,240,032","Asia-Pacific (APAC), Western US",$1M to $10M,Active,1999-01-01,day,,,,,For Profit,https://www.mauidreamsdiveco.com,,"Education, Sports",,,11-50,,,,,,,,,,,,,Private,,,,,,
3DE,https://www.crunchbase.com/organization/3de,"3D Printing, Industrial, Manufacturing","Coral Springs, Florida, United States",A national reputation for being a premier rapid prototype and rapid manufacturer concern across many industries.,"2,240,037","Greater Miami Area, East Coast, Southern US",Less than $1M,Closed,1996-01-01,year,,,,none,For Profit,http://3deinc.com,"3DE was founded in Pompano Beach FL in 1996 and has established a national reputation for being a premier rapid prototype and rapid manufacturer concern across many industries.   It was the 1st large capacity Rapid Prototype Center in Florida and has 20-years of continuous operations.   It maintains a diverse application portfolio to support both development and manufacturing programs in industries such as Aerospace, Consumer, Medical, Electronic, Marine and Automotive.",Manufacturing,,,1-10,,,,,,,,,,,,,Private,,,,,,
VisualBoston,https://www.crunchbase.com/organization/visualboston,Internet,"Boston, Massachusetts, United States",VisualBoston is a digital studio that offers end to end UI design and development services to companies.,"2,240,043","Greater Boston Area, East Coast, New England",,Active,2020-01-01,year,,,,,For Profit,https://visualboston.com/,,Internet Services,,,1-10,,,,,,,,,,,,,Private,,,,,,
