Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Pearl Properties,https://www.crunchbase.com/organization/pearl-properties,"Construction, Real Estate","Philadelphia, Pennsylvania, United States",Pearl Properties is a premier full-service real estate investment and development firm.,"470,001","Greater Philadelphia Area, Great Lakes, Northeastern US",$1M to $10M,Active,,,,,,,For Profit,https://pearl-properties.com/,,Real Estate,,,1-10,,,,,,,,,,,,,Private,,,,,,
Corsair Communications,https://www.crunchbase.com/organization/corsair-communications-2,"Fraud Detection, Software, Wireless","Palo Alto, California, United States","Software and system solutions for the wireless industry, focusing on fraud prevention and prepaid wireless billing","470,001","San Francisco Bay Area, Silicon Valley, West Coast",,Active,1994-01-01,year,1997-07-29,day,,,For Profit,http://www.corsair.com/en-in,"Corsair Communications, Inc (Nasdaq: CAIR). provided software and system solutions for the wireless industry, focusing on fraud prevention and prepaid wireless billing. The company's PhonePrint(R) system has proven highly effective in reducing cloning fraud. Corsair sold and marketed its products to wireless telecommunications carriers domestically and internationally. Since its first commercial introduction in 1995, PhonePrint has disconnected tens of millions of fraudulent call attempts and saved carriers millions of dollars in lost revenues. The system is transparent to cellular users and requires no PIN’s or delays in call setup. The company's customers include Alltel Communications, Inc., AT&T Wireless Services, Baja Celular Mexicana, S.A.de C.V., Bell Atlantic Mobile, BellSouth Cellular Corporation, Comcast Cellular Communications and many others. Hardware accounted for 49% of 1999 revenues; software license, 30% and maintenance and related services, 21%.","Financial Services, Hardware, Mobile, Payments, Privacy and Security, Software",1,Mary Ann Byrnes,1-10,1,M&A,,USD,,,USD,,TCV,,1,,Delisted,1997-07-29,2000-10-27,day,CAIR,https://www.crunchbase.com/ipo/corsair-communications-2-ipo--c6109a0a,NASDAQ
Hunt Marketing Group,https://www.crunchbase.com/organization/hmg,"Advertising, Digital Marketing, Printing, Project Management","Seattle, Washington, United States","HMG is an advertising agency that provides project management, printing, analytics and digital marketing services.","470,005","Greater Seattle Area, West Coast, Western US",$1M to $10M,Active,2007-01-01,day,,,,,For Profit,https://www.hmgseattle.com,"HMG delivers on all aspects of campaign planning, execution, management, and reporting. Their client services team combines process, expertise, and leadership to ensure every project gets done on time and on budget.","Administrative Services, Advertising, Content and Publishing, Media and Entertainment, Other, Sales and Marketing",4,"Brian Hunt, Corey Moran, Matt Hunt, Natalie Gossett",11-50,,,,,,,,,,,,,Private,,,,,,
SpreadsheetWeb,https://www.crunchbase.com/organization/spreadsheetweb,"Cloud Storage, Information Technology, Software","Newton, Massachusetts, United States",SpreadsheetWeb is a software based company.,"470,015","Greater Boston Area, East Coast, New England",,Active,2002-01-01,year,,,,,For Profit,https://www.spreadsheetweb.com,"SpreadsheetWeb is software. That provides business users to translate their excel expertise into secure, responsive, and database-driven applications directly from their spreadsheets, providing companies with a higher level of data governance.","Information Technology, Internet Services, Software",,,,,,,,,,,,,,,,Private,,,,,,
DyAnsys,https://www.crunchbase.com/organization/dyansys,Medical Device,"San Mateo, California, United States",DyAnsys provides unique solutions that combine our exclusive research on the autonomic nervous system (ANS).,"470,018","San Francisco Bay Area, Silicon Valley, West Coast",,Active,2001-10-01,month,,,,,For Profit,https://www.dyansys.com,DyAnsys provides unique solutions that combine our exclusive research on the autonomic nervous system (ANS) and insights regarding its involvement in chronic pain treatment.,Health Care,,,,,,,,,,,,,,,,Private,,,,,,
United Reprographic Supply,https://www.crunchbase.com/organization/united-reprographic-supply,"Business Development, Manufacturing","Centennial, Colorado, United States",United Reprographic Supply is the largest print engineering equipment & supply distributor in architectural and engineering fields.,"470,019","Greater Denver Area, Western US",,Active,1976-01-01,year,2021-02-15,day,,,For Profit,https://www.unitedreprographic.com/,,"Manufacturing, Professional Services",,,11-50,,M&A,,,,,,,,,,,Private,,,,,,
North Alabama Community Care,https://www.crunchbase.com/organization/north-alabama-community-care,"Health Care, Hospital, Medical, Primary and Urgent Care","Huntsville, Alabama, United States","North Alabama Community Care provides primary care, maternity, and family planning services.","470,022",Southern US,$1M to $10M,Active,,,,,,,For Profit,https://www.northalcc.org,"North Alabama Community Care offers primary care, maternity, and family planning services. They provide care coordination to eligible Medicaid recipients. They have assistance for all ages with primary care doctors to help make the choices to get healthy and stay healthy. An online inquiry form is available on the company's website.",Health Care,,,11-50,,,,,,,,,,,,,Private,,,,,,
Military Sales & Service,https://www.crunchbase.com/organization/military-sales-service,"Advertising, Marketing","Dallas, Texas, United States","Military Sales & Service is a marketing and advertising company that provides marketing, sales, and field services.","470,027","Dallas/Fort Worth Metroplex, Southern US",$10M to $50M,Active,,,,,,,For Profit,http://mssco.com,,"Advertising, Sales and Marketing",,,501-1000,,,,,,,,,,,,,Private,,,,,,
Brigade Marketing,https://www.crunchbase.com/organization/brigade-marketing-llc,"Advertising, CRM, Marketing","New York, New York, United States",Brigade Marketing is an entertainment company providing digital marketing services.,"470,028","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,2010-01-01,day,,,,,For Profit,http://brigademarketing.com,,"Advertising, Information Technology, Sales and Marketing, Software",1,Jean McDowell,11-50,,,,,,,,,,,,,Private,,,,,,
Gibson Engineering,https://www.crunchbase.com/organization/gibson-engineering,"Industrial Automation, Industrial Manufacturing, Manufacturing","Norwood, Massachusetts, United States",Gibson Engineering is a solutions provider for world-class manufacturers of industrial automation products.,"470,029","Greater Boston Area, East Coast, New England",,Active,1945-01-01,year,2021-01-05,day,,,For Profit,https://www.gibsonengineering.com/,Gibson Engineering is a solutions provider for world-class manufacturers of industrial automation products. Gibson Engineering provides customized solutions that help major corporations become time and cost-efficient.,"Manufacturing, Science and Engineering",1,William Gibson,11-50,,M&A,,,,,,,,,,,Private,,,,,,
