Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Shipping Cars Overseas,https://www.crunchbase.com/organization/shipping-cars-overseas,Automotive,"Islamorada, Florida, United States",ShippingCarsOverseas.net is your number one resource for information on shipping your car overseas.,"3,226,002","East Coast, Southern US",Less than $1M,Closed,,,,,,none,For Profit,http://www.shippingcarsoverseas.net,"Welcome to Shipping Cars Overseas, the current industry leader in auto transport!  Take the headache out of shipping your vehicle by enlisting our help in the process.  We offer the most reliable, safest, and speediest transport available.  Our service is unparalleled and our extensive experience boasts an impeccable track record.  You can feel safe in your decision to choose Shipping Cars Overseas when transporting your vehicle, because we value your vehicle as if it were our own.  Please complete the form in the upper right for FREE custom quote. Contact: 748 Overseas Hwy Islamorada, FL 33036 Phone:302-537-4444 http://www.shippingcarsoverseas.net",Transportation,,,1-10,,,,,,,,,,,,,Private,,,,,,
The TOP,https://www.crunchbase.com/organization/the-top-2,"Apps, Event Management, iOS, Location Based Services, Mobile Apps, Software","San Francisco, California, United States",The TOP is a social mobile application to see your photos' rank and discover what's on Top around you or worldwide.,"3,226,007","San Francisco Bay Area, West Coast, Western US",,Closed,2015-08-01,month,,,,none,For Profit,,The TOP is a social mobile application to see your photos' rank and discover what's on Top around you or worldwide. Users can upload their photos and instantly get rank score from friends or people from all around the world. Also see how their photos rank in the Top lists by category and compete whose photo on Top locally or in the whole world! See you at the Top!,"Apps, Data and Analytics, Events, Internet Services, Media and Entertainment, Mobile, Navigation and Mapping, Platforms, Software",,,11-50,,,,,,,,,,,,,Private,,,,,,
Shofar,https://www.crunchbase.com/organization/shofar,"Internet, Religion, Service Industry","Urbandale, Iowa, United States","Shofar is an organization which are into learning, building, and connecting with religion.","3,226,011",Midwestern US,,Active,,,,,,,For Profit,https://ministryofshofar.org/,,"Community and Lifestyle, Internet Services, Other",,,,,,,,,,,,,,,,Private,,,,,,
Bolt Network,https://www.crunchbase.com/organization/bolt-network,Internet,"Seattle, Washington, United States",Bolt Network is a mining platform.,"3,226,025","Greater Seattle Area, West Coast, Western US",,Closed,2017-01-01,year,,,,none,For Profit,https://dev.boltos.io/,,Internet Services,,,,,,,,,,,,,,,,Private,,,,,,
Asset Management Advisors,https://www.crunchbase.com/organization/asset-management-advisors-dc6d,"Advice, Legal","Houston, Texas, United States","Asset Management Advisors offers wealth management services to high-net-worth individuals, families, trusts, and foundations.","3,226,031","Greater Houston Area, Southern US",,Active,1976-01-01,year,2021-07-27,day,,,,,"Asset Management Advisors offers wealth management services to high-net-worth individuals, families, trusts, and foundations.","Media and Entertainment, Professional Services",,,,,M&A,,,,,,,,,,,Private,,,,,,
Millennial Plastic Surgery,https://www.crunchbase.com/organization/millennial-plastic-surgery,"Health Care, Medical","New York, New York, United States",Plastic Surgery Clinic,"3,226,038","Greater New York Area, East Coast, Northeastern US",,Active,2017-01-01,year,,,,,,https://millennialplasticsurgery.com/,"Millennial Plastic Surgery is the premier plastic surgery clinic in New York City, with convenient locations in Midtown Manhattan and the Bronx. The clinic is led by an accomplished plastic surgeon Dr. David Shokrian, who specializes in a wide range of cosmetic and reconstructive procedures. Since 2008, Dr. David Shokrian has refined his skills and expertise to become the most-requested plastic surgeon in NYC. He's popular, patient, caring, and professional while consistently delivering exceptional results safely and effectively. His patients describe him as knowledgeable, empathetic, and approachable. Dr. Shokrian's expertise spans from full-body lift surgery to 360 liposuctions, tummy tucks, fat removal, breast augmentation (reductions and enlargement), butt lifts, and facelifts to chin liposuction to meet any cosmetic need or desire. He is also well-known in the LGBTQ+ community and considered among the top gender-affirming surgeons boasting extensive experience and compassion, paying attention to your well-being and comfort.  As one of the best NYC plastic surgeons, Dr. Shokrian focuses on natural-looking results and your satisfaction, delivering up-to-date on the latest trends in plastic surgery to New York's elite and individuals like you. When you visit the center of plastic surgery in Midtown Manhattan or the Bronx, expect the best, no matter the procedure you're considering. Contact Millennial Plastic Surgery today to set up a free consultation with one of the most reliable and friendly NYC plastic surgeons you'll ever meet. Dr. Shokrian looks forward to working with you to help you realize your cosmetic dreams. Millennial Plastic Surgery 56 W 45th St, 4th Floor New York, NY 10036",Health Care,1,"Dr. David Shokrian, MD",,,,,,,,,,,,,,Private,,,,,,
DeepBioInsights,https://www.crunchbase.com/organization/deepbioinsights,Health Care,"Oviedo, Florida, United States",DeepBioInsights is a Health Care.,"3,226,041","East Coast, Southern US",,Active,2019-01-01,year,,,,,,,,Health Care,2,"Juan Luis Fernández-Martínez, Lucas Fernández Brillet",1-10,,,,,,,,,,,,,Private,,,,,,
Deadmans Productions,https://www.crunchbase.com/organization/deadmans-productions,"Apps, Health Care, iOS, Mobile Apps","Troy, New York, United States",Deadmans Productions is an applcation developing company. They develop applications for mobile based users. Few of their developed apps for,"3,226,069","East Coast, Northeastern US",$1M to $10M,Closed,,,,,,none,For Profit,http://www.deadmansproductions.com,Deadmans Productions is an applcation developing company. They develop applications for mobile based users. Few of their developed apps for iOS users are Undecide,"Apps, Health Care, Mobile, Platforms, Software",,,1-10,,,,,,,,,,,,,Private,,,,,,
Aminaibs,https://www.crunchbase.com/organization/aminaibs,Computer,"Davie, Florida, United States",Aminaibs is a Computer Programming Services Company.,"3,226,069","Greater Miami Area, East Coast, Southern US",,Closed,,,,,,none,For Profit,https://www.aminaibs.com,,"Consumer Electronics, Hardware",,,,,,,,,,,,,,,,Private,,,,,,
Business Loan Solutions,https://www.crunchbase.com/organization/business-loan-solutions,Financial Services,"San Antonio, Texas, United States",We provide funding and both short and long term business loans to small business owners.,"3,226,075",Southern US,,Closed,,,,,,none,For Profit,http://www.businessloanweb.info/sanantonio,We provide funding and both short and long term business loans to small business owners.,Financial Services,,,,,,,,,,,,,,,,Private,,,,,,
