Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Delta Education,https://www.crunchbase.com/organization/delta-education,Social Media,"Nashua, New Hampshire, United States",Delta Education publishes curriculum-based elementary school science kits.,"1,662,000","East Coast, New England, Northeastern US",,Active,1973-01-01,year,2005-08-31,day,,,For Profit,http://www.deltaeducation.com/,"Delta Education, LLC publishes curriculum-based elementary school science kits for K-8 educators","Internet Services, Media and Entertainment",,,,,M&A,,,,,,,,,,,Private,,,,,,
National Energy Consulting,https://www.crunchbase.com/organization/national-energy-consulting,"Electrical Distribution, Energy, Energy Management, Oil and Gas, Procurement","Houston, Texas, United States","National Energy Consulting offers energy management software, bill audit, demand management, electricity & natural gas procurement services.","1,662,001","Greater Houston Area, Southern US",$1M to $10M,Active,2008-01-01,year,,,,,For Profit,https://www.nationalenergyconsulting.com/,,"Energy, Natural Resources, Transportation",,,11-50,,,,,,,,,,,,,Private,,,,,,
Global Quantum Leap,https://www.crunchbase.com/organization/global-quantum-leap,"Education, Nanotechnology","Minneapolis, Minnesota, United States",Global Quantum Leap offers quantum technology and nanofabrication infrastructure solutions.,"1,662,006","Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",,Active,,,,,,,For Profit,https://www.globalquantumleap.org,"Global Quantum Leap offers the accelNet research project, which creates a working relationship with a network combining information processing sciences and infrastructures for nanotechnology. They provide next-generation computing and communications devices and nanofabrication for certain types of objects.","Education, Science and Engineering",,,11-50,,,,,,,,,,,,,Private,,,,,,
Anderson Metal Industries,https://www.crunchbase.com/organization/anderson-metal-industries,"Industrial, Industrial Engineering, Industrial Manufacturing","Franklin, Pennsylvania, United States","Anderson Metal Industries manufactures sounding rocket hardware, nuclear, biological and chemical hardware systems.","1,662,012","Great Lakes, Northeastern US",$1M to $10M,Active,1973-01-01,year,,,,,For Profit,https://andermet.com,"Anderson Metal Industries produces machining and fabrication of multifaceted parts and assemblies for the commercial market and government entities. Their equipment include horizontal boring mills, edm machines, renishaw probing system, and sheffield coordinate measuring machine. They offers customer support through phone contact.","Manufacturing, Science and Engineering",,,11-50,,,,,,,,,,,,,Private,,,,,,
Mobile Marketing Helper,https://www.crunchbase.com/organization/mobile-marketing-helper,"Advertising, Digital Marketing, SEO, Social Media, Web Development","Frisco, Texas, United States","Mobile Marketing Helper is a full-service marketing agency that offers mobile marketing, SEO, social media & web services.","1,662,016","Dallas/Fort Worth Metroplex, Southern US",$1M to $10M,Active,2010-01-01,year,,,,,For Profit,https://mobilemarketinghelper.com/,,"Advertising, Internet Services, Media and Entertainment, Sales and Marketing, Software",1,Kevin Cortez,1-10,,,,,,,,,,,,,Private,,,,,,
Lionshead Wealth Management,https://www.crunchbase.com/organization/lionshead-wealth-management,"Consulting, Finance, Financial Services, Retirement, Wealth Management","New York, New York, United States",Lionshead Wealth Management is a wealth management firm.,"1,662,019","Greater New York Area, East Coast, Northeastern US",,Active,2017-01-01,year,,,,,For Profit,https://www.lionsheadwealth.com,"Lionshead Wealth Management is an independent SEC registered investment adviser based in New York City. They help people and families maximize the efficiency of their financial, retirement, and estate plans.","Community and Lifestyle, Financial Services, Other, Professional Services",,,1-10,,,,,,,,,,,,,Private,,,,,,
Congressional Heating and Air Conditioning,https://www.crunchbase.com/organization/congressional-heating-and-air-conditioning,"Customer Service, Heating, Ventilation, and Air Conditioning (HVAC), Professional Services, Solar","Gaithersburg, Maryland, United States",Congressional Heating and Air Conditioning offer residential and commercial heating and air conditioning services.,"1,662,023","Washington DC Metro Area, East Coast, Southern US",$1M to $10M,Active,,,,,,,For Profit,https://congressionalhvac.com,,"Energy, Natural Resources, Other, Professional Services, Real Estate, Sustainability",,,11-50,,,,,,,,,,,,,Private,,,,,,
Mountain States Automation,https://www.crunchbase.com/organization/mountain-states-automation,"Industrial, Industrial Automation, Manufacturing","Englewood, Colorado, United States","Mountain States Automation provides parts manufacturing, automation, product testing, machine upgrades, and prototype handling.","1,662,025","Greater Denver Area, Western US",$1M to $10M,Active,1967-01-01,year,,,,,For Profit,https://msainc.us,,"Manufacturing, Science and Engineering",,,11-50,,,,,,,,,,,,,Private,,,,,,
Code4Five,https://www.crunchbase.com/organization/code4five,"Analytics, Consulting, Database, Quality Assurance, Training","Puyallup, Washington, United States",Code4Five provides OASIS and ICD10 coding consulting services for home health agencies.,"1,662,028","Greater Seattle Area, West Coast, Western US",$1M to $10M,Active,2017-01-01,year,,,,,For Profit,https://code4five.com,"Code4Five is a home health quality assurance partner that provides workflow assistance, onsite oasis training, data analytics, clinical documentation review, consulting, customized data analysis, and reports addressing performance improvements, star ratings, value-based purchasing, and QA service.","Data and Analytics, Education, Professional Services, Software",,,11-50,,,,,,,,,,,,,Private,,,,,,
Christian Lahoude Studio,https://www.crunchbase.com/organization/christian-lahoude-studio,"Architecture, Consulting, Interior Design, Lighting","New York, New York, United States","Christian Lahoude Studio is an architecture and design services firm that provides lighting, interior, and furniture design services.","1,662,029","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,2012-01-01,year,,,,,For Profit,https://christianlahoude.com,,"Design, Hardware, Professional Services, Real Estate",1,Christian Lahoude,11-50,,,,,,,,,,,,,Private,,,,,,
