Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Momo,https://www.crunchbase.com/organization/momo-vn,"Finance, FinTech, Mobile Payments, Payments","Ho Chi Minh City, NA - Vietnam, Vietnam",Momo is an e-wallet and payments app that allows users to make payments and transfer money digitally.,"3,532",Active,2007-01-01,year,,,,,For Profit,https://momo.vn,"Momo is a FinTech startup that offers a mobile, electronic wallet, and payment application for iOS and Android devices. Its products help customers in Vietnam make nationwide cash transfers, pay more than 100 types of bills, recharge mobile phone accounts, settle personal loans, and purchase services such as software license and online game cards, airline and movie tickets, etc. The company’s payment system partners with 24 domestic banks and foreign payment networks, including JCB, MasterCard, and Visa.",Late Stage Venture,433750000,USD,433750000
VNLIFE,https://www.crunchbase.com/organization/vnlife,"E-Commerce, FinTech, Logistics, Payments, Tourism","Hanoi, NA - Vietnam, Vietnam","VNLIFE is a technology company that develops a digital ecosystem for the tourism, logistics, and commerce sector.","19,962",Active,2007-01-01,year,,,,,For Profit,https://vnlife.vn,"VNLIFE is a technology company that develops a digital ecosystem for the tourism, logistics, and commerce sector. It enables a full suite of digital products on their payment and service platforms for individual consumers. The company's mission statement is to become the enabler to startups in terms of technical expertise, business guidance, building networks, and capital so as to provide these startups unprecedented opportunity not only to grow their products and services in the domestic market but also to compete in the global arena.",Early Stage Venture,550000000,USD,550000000
HYOSUNG VINA CHEMICALS,https://www.crunchbase.com/organization/hyosung-vina-chemicals,"Business Development, Manufacturing, Service Industry","Hai Duong, NA - Vietnam, Vietnam",Hyosung Vina Chemicals is a company that makes propylene and polypropylene.,"24,543",Active,2007-05-22,day,,,,,For Profit,http://www.hyosungvina.com/business-area/chemicals,,,120000000,USD,120000000
Topica Edtech Group,https://www.crunchbase.com/organization/topica-edtech-gorup,"Education, Information Technology, MOOC","Hanoi, NA - Vietnam, Vietnam",Topica Edtech Group is a leading online education provider in Southeast Asia.,"34,570",Active,2008-01-01,day,,,,,For Profit,https://topica.asia,"Topica Edtech Group (Vietnamese: “Tổ hợp Công nghệ Giáo dục Topica”) is a multinational educational technology company. It provides online education solutions including Bachelor's Degree programs (Topica Uni), English speech tutoring courses (Topica Native) and technology platform for massive online open courses in a variety of fields (Edumall). Topica Edtech Group headquartered in Hanoi, Vietnam and has expanded into the Philippines, Singapore, Thailand, Indonesia and the United States.",,53500000,USD,53500000
YOLA,https://www.crunchbase.com/organization/yola-acaf,"E-Learning, EdTech, Education","Ho Chi Minh City, NA - Vietnam, Vietnam",YOLA provides junior English training.,"44,020",Active,2009-01-01,year,,,,,For Profit,http://yola.vn/,"YOLA provides junior English training and preparation center for all ages with a mission to provide comprehensive and up-to-date training, knowledge, skills and human resources in preparation for exam preparation. TOEFL, SAT, IELTS, SSAT, GMAT, Junior English Course. At YOLA, each student will be provided with a learning path that fits their abilities and goals. From there, help you know where you are, what steps to take, and how YOLA courses will help you to achieve your goals in the future. The students' learning process is closely monitored and timely informed so that trainees can know their strengths and weaknesses and have the right direction to overcome and improve in the future. ",Private Equity,14900000,USD,14900000
Vinhomes,https://www.crunchbase.com/organization/vinhomes,"Property Development, Property Management, Real Estate","Hanoi, NA - Vietnam, Vietnam",Vinhomes is the real estate developer in Vietnam.,"50,966",Active,2008-01-01,year,2019-07-19,day,,,For Profit,https://vinhomes.vn,"Vinhomes develops and trades integrated residential, commercial and industrial real estate, and provides real estate management and related services.",IPO,650000000,USD,650000000
N Kid Corporation,https://www.crunchbase.com/organization/n-kid-corporation,"Leisure, Lifestyle, Tourism, Travel","Ho Chi Minh City, NA - Vietnam, Vietnam",N Kid Group is Vietnam's leading player in the kids' lifestyle market,"61,614",Active,2009-01-01,year,,,,,For Profit,http://nkidcorp.com/,"N Kid Group is Vietnam's leading player in the kids' lifestyle market. N Kid Attractions owns and operates more than 20 locations under the tiNiWorld kid's edutainment and T-Clb teen concept brands. N Kid Products operates a large retail and distribution network consisting of today's leading toy brands including Barbie, Hot Wheels, Thomas the Tank Engine, Bandai, and more.",Private Equity,76000000,USD,76000000
CMC Telecom,https://www.crunchbase.com/organization/cmc-telecom,"Information Technology, Product Search, Telecommunications","Hanoi, NA - Vietnam, Vietnam",CMC Telecom is one of a strictly limited number of operators granted licenses by the Vietnamese Government.,"77,568",Active,2008-01-01,year,,,,,For Profit,https://cmctelecom.vn/,"CMC Telecom is one of a strictly limited number of operators granted licenses by the Vietnamese Government to build and operate its own network infrastructure and provide all telecommunication services including Broadband Internet, international and domestic data connectivity, Cloud, Amazon Web Services, Microsoft Office 365, and Azure, IBM Managed Security, Datacenter, international and domestic voice, etc.",,12000000,USD,12000000
EVNFinance,https://www.crunchbase.com/organization/evnfinance,"Banking, Finance, Financial Services","Hanoi, NA - Vietnam, Vietnam",EVN Finance is a financial services company that provides financial products and services to units in the electricity industry.,"82,597",Active,2008-09-01,day,2018-07-08,day,,,For Profit,http://evnfc.vn,"EVN Finance is an integrated financial institution. They offer financial goods and services to businesses in the energy sector and other economic sectors. Their products include those for financial institutions, enterprises, individuals, and consumers.",IPO,75000000,USD,75000000
POPS Worldwide,https://www.crunchbase.com/organization/pops-worldwide,"Digital Entertainment, Digital Media, Film Production, Internet, Music, Social Media, Video","Ho Chi Minh City, NA - Vietnam, Vietnam",POPS Worldwide is a digital entertainment company that produces a wide variety of original content.,"90,251",Active,2008-04-15,day,,,,,For Profit,http://www.popsww.com,"POPS Worldwide is the leading digital entertainment company in Southeast Asia. With over 4 billion monthly views of its music and entertainment content, POPS is the fastest growing digital entertainment media company with hundreds of artists, content creators and partners from broadcast television, publishing and production in the POPS Network. POPS also produces a wide variety of original content for its industry-leading owned and operated channels like POPS Music, POPS Kids, POPS TV, Beauty Me, HerVoice and CoolTV that target highly sought after demographics: teens, kids, women and men.",Late Stage Venture,31820509,USD,31820509
