Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Tiki,https://www.crunchbase.com/organization/tiki-vn,"E-Commerce, Retail, Shopping","Ho Chi Minh City, NA - Vietnam, Vietnam",Tiki is an e-commerce company that specializes in the end-to-end supply chain and partnering with brands.,"4,618",Active,2010-01-01,year,,,,,For Profit,http://tiki.vn,"Tiki is an e-commerce company that specializes in the end-to-end supply chain and partnering with brands. Tiki.vn is the fastest-growing retail company in Vietnam and is well-positioned to be an industry winner. It is also the Vietnam’s most favorite B2C e-commerce company. Tiki.vn features more than 300,000 products in 12 categories of electronics, lifestyle, and books. The company achieves the highest customer satisfaction rate and the lowest return rate among all e-commerce players in Vietnam due to its capability to control the end-to-end supply chain, from partnering with brands to deliver high-quality merchandise to managing warehouse and logistics to processing payments and providing superior customer service. Tiki.vn has a fun, dynamic, and innovative work culture and is currently 500+ team members strong. Investors in the company include Seedcom, CyberAgents Ventures, Sumitomo Corporation, and VNG Corporation.",,470500000,USD,470500000
F88,https://www.crunchbase.com/organization/f88,"Consumer, Finance, Financial Services, Lending","Hanoi, NA - Vietnam, Vietnam",F88 is a financial services firm that provides loans for micro and small businesses and individual consumers.,"5,007",Active,2013-07-15,day,,,,,For Profit,http://www.f88.vn,"F88 is a financial services firm that provides loans for micro and small businesses and individual consumers. The company offers small loans, typically secured by automobiles, and offers financial services including insurance and money transfers. F88’s competitive advantage lies in the professional management team with a strong commitment to bringing customers reliable, professional, friendly, and fast financial services, from which, to change social perceptions about the traditional pawn market. With a wide network of stores, a modern technology system, well-trained staff and high-quality services, F88 has been honored Gold Cup for reliable products, perfect service, and preferred brands in 2016 granted by Intellectual Property and Creativity magazine – Intellectual Property Association of Viet Nam and Intellectual Property International Academy.",Late Stage Venture,185809416,USD,185809416
Pharmacity,https://www.crunchbase.com/organization/pharmacity,"Health Care, Medical, Pharmaceutical, Retail","Ho Chi Minh City, NA - Vietnam, Vietnam",Pharmacity is a retail drugstore that provides healthcare products.,"20,334",Active,2011-01-01,year,,,,,For Profit,http://www.pharmacity.vn,"Pharmacity is a pharmacy. They offer prescription and non-prescription drugs, health, personal, and beauty care products, oriental medicine, functional foods, vitamin supplements, and minerals to consumers through their online web store and physical pharma stores.",Late Stage Venture,31800000,USD,31800000
Concung,https://www.crunchbase.com/organization/concung,"Consumer Goods, E-Commerce, Manufacturing, Retail Technology","Ho Chi Minh City, NA - Vietnam, Vietnam","E-commerce, Mom & Baby, Children Technology, Retail","26,940",Active,2012-08-01,day,,,,,For Profit,https://concung.com/,"Concung Corporation is an extremely fast growing technology company for mom & baby products with one new store opened every day with the annual growth rate of 70%. By the end of 2022, the revenue is more than $500 million USD with 1,000 stores & 10 flagship hubs.  Concung has more than millions of e-commerce users. With the vision of providing good quality products for moms, babies and kids from newborn to 12 year old. Con Cung addressable market size is more than 50 millions of population. It positions to cover all products and services for this market. As a tech company, Con Cung develops strong IT infrastructure for its e-commerce, hub/retail network, supply chain and operation/sales automation.  Concung also invests into Research and Development in order to manufacture and provide products that are suitable and superior to the local market in terms of quality and pricing. All of the products must follow strict safety standards. With its extremely efficient management capability, the company is highly profitable with minimal capital investment. Con Cung maintains profitable even at the first year of establishment and shows to be a resilient business even during the Covid-19 pandemics.  Concung Corporation is dynamic and vibrant. The management team are mostly in the age of 30s. Many of them are now holding the director positions with highly competitive benefit packages. The corporate culture is transparent, result oriented and fast decision making. The company nurtures and supports the creativity and originality of ideas.  The working environment allows talents to prosper and promote quickly.",Private Equity,106800000,USD,106800000
MindX Technology,https://www.crunchbase.com/organization/mindx-technology,Software,"Hanoi, NA - Vietnam, Vietnam","MindX is a software company that offers consulting, web development, mobile apps, and games.","29,715",Active,2014-01-01,year,,,,,For Profit,https://mindx.edu.vn/,"MindX launched in 2014 as a home for young techies. Some came to learn to code, some came to pick up another language or skill or English.  Tech companies started to approach MindX for recruitment. In mid-2017, the company decided to form its own team, picking the best from its classes.",Early Stage Venture,18500000,USD,18500000
Loship,https://www.crunchbase.com/organization/lozi,"Communities, Delivery, E-Commerce, Internet, Restaurants","Ho Chi Minh City, NA - Vietnam, Vietnam",Loship is the Vietnam’s fast-growing one-hour-delivery e-commerce startup.,"30,530",Active,2014-01-01,year,,,,,For Profit,https://loship.vn/welcome/,"Lozi is the fastest-growing Tech startup that operates a one-hour-delivery E-commerce platform called Loship.  Made by Vietnamese for Vietnamese, Loship offers the most effective distribution networks in Vietnam, filling the massive demand for immediate deliveries in a bustling and modern life, with a wide range of services including food delivery (Loship), grocery delivery (Lomart), ride-hailing (Lo-xe), medicine delivery (Lomed), laundry service (Lozat), package delivery (Lo-send), beauty products delivery (LoBeauty), flower delivery (Lo-hoa) and B2B supply delivery (Lo-supply). Loship now has a fleet of more than 70,000 drivers and 200,000 merchants, serving almost 2,000,000 customers across four big cities of Hanoi, Ho Chi Minh City, Da Nang and Can Tho – all dedicated to fulfilling the Vietnamese consumers’ one-hour delivery needs.",Late Stage Venture,12000000,USD,12000000
Vinmec,https://www.crunchbase.com/organization/vinmec,"Health Care, Hospital","Hanoi, NA - Vietnam, Vietnam",Vinmec is a hospital developer and operator.,"38,806",Active,2012-01-01,year,,,,,For Profit,https://www.vinmec.com/,"Vinmec is a hospital developer and operator. Vinmec Healthcare System is a not-for-profit institution, invested by Vingroup Corporation.",Private Equity,4700000000000,VND,203563629
USM Healthcare,https://www.crunchbase.com/organization/usm-healthcare,"Health Care, Manufacturing, Medical Device","Ho Chi Minh City, NA - Vietnam, Vietnam",USM Healthcare Medical Devices Factory JSC is the leading healthcare manufacturer in Vietnam.,"39,199",Active,2012-01-01,year,,,,,For Profit,https://usm.com.vn/,"USM Healthcare Medical Devices Factory JSC is the leading healthcare manufacturer in Vietnam. USM Healthcare factory is well equipped with facilities to meet high-tech production requirements including production workshops, microbiology and quality control rooms, testing rooms, materials, and packing warehouses.",Private Equity,30000000,USD,30000000
Tenzing Pacific Services,https://www.crunchbase.com/organization/tenzing-pacific-services,"Health Insurance, Insurance, InsurTech","Ho Chi Minh City, NA - Vietnam, Vietnam",Tenzing Pacific is the first independent insurance brokerage and advisory firm in Veitnam.,"42,891",Active,2011-01-01,year,,,,,For Profit,https://ten-pac.com/,,,,,
Pizza 4P's,https://www.crunchbase.com/organization/pizza-4p-s,"Food and Beverage, Food Delivery, Restaurants","Ho Chi Minh City, NA - Vietnam, Vietnam",Pizza 4P's is a chain of Japanese Italian pizza restaurants.,"45,040",Active,2011-01-01,year,,,,,For Profit,https://pizza4ps.com,Pizza 4P's is a chain of Japanese Italian pizza restaurants.,,10000000,USD,10000000
