Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Heroes of Mavia,https://www.crunchbase.com/organization/heroes-of-mavia,"Blockchain, Gaming","Hanoi, NA - Vietnam, Vietnam",Heroes of Mavia is the first AAA Blockchain Base Builder Game.,"4,342",Active,2021-01-01,year,,,,,For Profit,https://www.mavia.com,"Heroes of Mavia is an NFT based MMO Strategy game developed by Skrice Studios. The game takes place in a fantasy-themed island called Mavia, where players build bases on plots of land and battle neighboring bases and armies to earn in-game resources, such as RUBY.",,8000000,USD,8000000
Dat Bike,https://www.crunchbase.com/organization/dat-bike,"Automotive, CleanTech, Electric Vehicle, Manufacturing","Ho Chi Minh City, NA - Vietnam, Vietnam",Dat Bike is a Vietnamese startup that makes electric motorbikes.,"12,739",Active,2021-01-01,year,,,,,For Profit,https://dat.bike/,Dat Bike is a Vietnamese startup that makes electric motorbikes.,,15900000,USD,15900000
Touchstone Partners,https://www.crunchbase.com/organization/touchstone-partners,Financial Services,"Ho Chi Minh City, NA - Vietnam, Vietnam",Touchstone is a start-up investment frim.,"14,275",Active,2021-01-01,year,,,,,For Profit,https://touchstone.vc,Touchstone is a start-up investment frim.,Early Stage Venture,25000000,USD,25000000
Unicorn Ultra,https://www.crunchbase.com/organization/unicorn-ultra,"Blockchain, Cryptocurrency, FinTech","Hanoi, NA - Vietnam, Vietnam",U2U Network - Infinity scaling solution for real-world applications,"15,542",Active,2022-12-01,month,,,,,For Profit,https://uniultra.xyz/ ,"U2U Network is a DAG-based chain and EVM compatible focused on providing infinite scalability and decentralization on demand. Helios Consensus - the backbone of the U2U Network - offers up to 72,000 TPS at launch (a peak of 500,000 TPS with sharding enabled on our development network stresstest), 650ms transactions finality, and aBFT consensus quadruple protection layers dPOS, PoET, PoR and TEE. Multi Sharding Mechanism, Subnets Technology and OstracismVM are the elements showcase our commitment to adaptability, efficiency, security, and scalability. We are committed to delivering robust solutions for real-world applications and aspire to be the one-stop solution for enterprise-level needs.",Seed,10000000,USD,10000000
Marathon Education,https://www.crunchbase.com/organization/marathon-education,"EdTech, Education","Ho Chi Minh City, NA - Vietnam, Vietnam","Marathon Education is an EdTech startup, provides live online tutoring services to K-12 students.","28,362",Active,2021-01-01,year,,,,,For Profit,https://www.marathon.edu.vn/,"Marathon Education has provided ed-tech software that is designed to change the after-school tutoring market. The company's platform uses analytics and technology to pinpoint students' weak areas and suggest the appropriate lessons. It is also building a platform for instructors to connect with students around the nation, focusing on academics and allowing students to concentrate on their studies online. Marathon Education was established in 2021 by Tung Tran and Duc Pham in Ho Chi Minh City, Vietnam.",Seed,6600000,USD,6600000
Inflow,https://www.crunchbase.com/organization/inflow-c535,"B2B, Fashion, Manufacturing, Supply Chain Management","Ho Chi Minh City, NA - Vietnam, Vietnam",Inflow is a supply chain and manufacturing platform for fashion brands.,"29,776",Active,2022-01-01,year,,,,,For Profit,https://www.joininflow.io,"Inflow is a supply chain and manufacturing platform for fashion brands. The company helps small and medium brands to easily source, track and manage their production by offering a wide network of suppliers, an effective supply chain management system, and secured payment options.",Seed,2090000,USD,2090000
Sipher,https://www.crunchbase.com/organization/sipher-7279,"Blockchain, Gaming","Ho Chi Minh City, NA - Vietnam, Vietnam",Sipher is a blockchain-powered gaming studio in Vietnam.,"31,449",Active,2021-01-01,year,,,,,For Profit,https://webboxes.xyz/,Sipher is a blockchain-powered gaming studio in Vietnam.,Seed,6800000,USD,6800000
Cashgrow,https://www.crunchbase.com/organization/cashgrow,FinTech,"Ho Chi Minh City, NA - Vietnam, Vietnam",Cashgrow is an all-in-one payment and expense management platform for businesses and SME merchants in Vietnam,"33,423",Active,2022-05-17,day,,,,,For Profit,https://flexmoney.vn,Cashgrow is an all-in-one payment and expense management platform for businesses and SME merchants in Vietnam,Seed,3000000,USD,3000000
M Village,https://www.crunchbase.com/organization/m-village,"Real Estate, Rental, Residential","Ho Chi Minh City, NA - Vietnam, Vietnam",M Village is a living space that provides modern residents share living and working spaces.,"33,663",Active,2020-01-01,year,,,,,For Profit,https://mvillage.vn,M Village is a living space that provides modern residents share living and working spaces. The company aims to build a community for young people who share the same thinking and development goals. M Village was founded in 2020 by Nguyen Hai Ninh.,Seed,4000000,USD,4000000
Mio App,https://www.crunchbase.com/organization/mio-app,"E-Commerce, Food and Beverage, Mobile Apps","Ho Chi Minh City, NA - Vietnam, Vietnam","Mio App is a community application for groups of friends, colleagues, neighbors, to buy together fresh items.","34,905",Active,2020-01-01,year,,,,,For Profit,https://mioapp.co/,"Mio App is a community application for groups of friends, colleagues, neighbors, to buy together fresh items imported directly from farmers and gardeners, ensuring the best price for everyone.",Early Stage Venture,9000000,USD,9000000
AnFin,https://www.crunchbase.com/organization/anfin,"Financial Services, FinTech, Stock Exchanges, Trading Platform, Wealth Management","Ho Chi Minh City, NA - Vietnam, Vietnam",AnFin is a fintech company building the most innovative products in the wealth management and brokerage space.,"35,261",Active,2021-06-01,month,,,,,For Profit,https://www.anfin.vn/,"AnFin is a venture-backed fintech company building the most innovative products in the wealth management and brokerage space. We strongly believe in the power of the stock market to transform developing economies. Therefore, we want to democratize access to stocks, bonds, and structured investment products. By leveraging scalable technology and strategic partnerships, AnFin plans to build an ecosystem of products that connect stakeholders in a seamless way.",Seed,6575000,USD,6575000
Saladin,https://www.crunchbase.com/organization/saladin,"Auto Insurance, Health Care, Health Insurance, Insurance","Ho Chi Minh City, NA - Vietnam, Vietnam","Saladin is an online platform that provides life, health, automotive, and travel insurance services.","36,379",Active,2021-01-01,year,,,,,For Profit,https://www.saladin.vn,,Seed,2400000,USD,2400000
IMB DAO,https://www.crunchbase.com/organization/imb-dao,"Angel Investment, Blockchain, Cryptocurrency, Venture Capital","Ho Chi Minh City, NA - Vietnam, Vietnam","invest and support startups, focusing on blockchain.","36,781",Active,2022-04-01,month,,,,,For Profit,https://imbdao.com/,"Early investor, participate in investing, consulting and supporting blockchain startups from seed round, private sale, ICO. Starting with blockchain from November 2016; we have a network of quality relationships in blockchain and Dapps programming, good relationship with Ventures Capital and other KOLs in Vietnam",Private Equity,950000,USD,950000
Kilo,https://www.crunchbase.com/organization/kilo-4d35,"E-Commerce, Retail, Retail Technology, Small and Medium Businesses","Ho Chi Minh City, NA - Vietnam, Vietnam","Kilo develops a retail platform that provides retailers access to price, assortment, and inventory management.","43,269",Active,2020-01-01,year,,,,,For Profit,https://kilo.vn/,"Kilo develops a retail platform that provides retailers access to price, assortment, and inventory management. The platform is designed specifically to serve small and medium-sized retailers. The Kilo network effect creates a virtuous growth cycle for both supply and demand.",Early Stage Venture,8000000,USD,8000000
Prep,https://www.crunchbase.com/organization/prep-6b4d,"EdTech, Education","Hanoi, NA - Vietnam, Vietnam",Prep is a platform that provides interactive learning for standardized assessments.,"44,938",Active,2020-01-01,year,,,,,For Profit,https://prep.vn/,Prep is a platform that provides interactive learning for standardized assessments.,Seed,2000000,USD,2000000
Docosan,https://www.crunchbase.com/organization/docosan,"Health Care, Marketplace","Ho Chi Minh City, NA - Vietnam, Vietnam","Docosan is a healthcare navigation platform helping people to compare providers and prices, and book appointments and diagnostics","49,792",Active,2020-01-01,year,,,,,For Profit,https://www.docosan.com/,"Docosan is a tech startup on a mission to improve access to quality healthcare. Our digital marketplace lets patients compare healthcare providers across a wide range of specialties, book appointments online 24/7, chat with primary care assistants, and manage their own health data for free. Docosan offers providers an easy mechanism to manage patients and massively expand their client base. The Docosan platform is currently available in Vietnam. The Docosan platform improves access to primary healthcare, coordination of care, and generates public health data. Our platform is HIPAA-compliant and our data management system uses HL7 Fast Healthcare Interoperability Resources (FHIR), DICOM, and other internationally-recognized protocols to ensure that health records we maintain are portable across many different types of electronic health record (EHR) systems.  We're dedicated to improving healthcare for Vietnamese people. Check us out!",Seed,1000000,USD,1000000
Thetan Arena,https://www.crunchbase.com/organization/thetan-arena,"Cryptocurrency, Online Games, Virtual Currency","Ho Chi Minh City, NA - Vietnam, Vietnam",Thetan Arena is an esport game based on blockchain technology.,"51,243",Active,2021-01-01,year,,,,,For Profit,https://thetanarena.com,Thetan Arena use thetan Coin to buy characters and various items in the game. They work through a single user account and synchronize with each other. Their earned tokens can also be exchanged for other cryptocurrencies or sold. They collected points that is exchangeable for THC.,,4000000,USD,4000000
AirCity,https://www.crunchbase.com/organization/aircity,"Artificial Intelligence (AI), Internet of Things, Property Management, Software","Ho Chi Minh City, NA - Vietnam, Vietnam","AirCity is a real estate management service company using technology to manage buildings, apartments, and residential areas.","53,215",Active,2021-01-01,year,,,,,For Profit,https://www.aircity.network,"AirCity is a real estate management service company using technology to manage buildings, apartments, and residential areas. By utilizing advanced technologies such as IoT, AI, and automated processes, AirCity aims to build a 4.0 residential community in all buildings managed by AirCity. AirCity brings the best quality of service to investors, apartment building owners, rental apartments, and tenants at a reasonable cost.",Seed,390000,USD,390000
Space Falcon,https://www.crunchbase.com/organization/space-falcon,"Bitcoin, Blockchain, Metaverse, Virtual Currency","Ho Chi Minh City, NA - Vietnam, Vietnam",Space Falcon is an intergalactic metaverse featuring a classic space shooter game and Sci-Fi NFTs.,"54,686",Active,2021-01-01,year,,,,,For Profit,https://www.spacefalcon.io,"Space Falcon is an intergalactic metaverse built on the Solana Ecosystem. They provide stacking and make virtual assets with the introduction of planets, spaceships, and galaxies. Their NFTs for in-game items means players can own and control what they buy, earn, or craft.",Seed,4000000,USD,4000000
SOTATEK INTELLIGENCE CONNECTION GROUP,https://www.crunchbase.com/organization/sotatek-intelligence-connection-group-jsc,"Artificial Intelligence (AI), Data Management, Energy, Information Technology, Machine Learning, Software","Hanoi, NA - Vietnam, Vietnam","Empowering Energy Enterprises with PaaS, cloud transitions, and AI-driven knowledge mining. Elevate your data game with Sotaicg","55,164",Active,2020-12-21,day,,,,,For Profit,https://sotaicg.com/,"Sotaicg, a dynamic startup proudly backed by a strategic $200,000 seed investment from the leading technology company, Sotatek. At Sotaicg, this substantial support fuels our mission to revolutionize data management. Our innovative solutions, tailored to the unique needs of modern enterprises, seamlessly integrate knowledge and documents across diverse business units. With Sotatek's endorsement, our lean and robust system strikes the perfect balance between operational efficiency and cost-effectiveness. As we navigate the ever-evolving landscape, our commitment to cutting-edge technology is underscored by AI compatibility, transforming data into valuable insights. Empower your enterprise with Sotaicg — where vision meets investment, and innovation transforms possibilities.",Seed,200000,USD,200000
Azota,https://www.crunchbase.com/organization/azota,EdTech,"Hanoi, NA - Vietnam, Vietnam",Azota is a edtech platform.,"55,474",Active,2021-01-01,year,,,,,For Profit,https://azota.vn,Azota is a platform for online test creation and assessment.  It has achieved outstanding tractions less than a year after its launch and has quickly become one of the most widely used education products across the nation.,Seed,2400000,USD,2400000
Stride,https://www.crunchbase.com/organization/stride-4dbe,"Renewable Energy, Smart Home, Solar","Ho Chi Minh City, NA - Vietnam, Vietnam",Stride is an innovative renewable energy firm to advance a sustainable future by providing solar energy and eco-friendly home renovation.,"59,715",Active,2021-01-01,year,,,,,For Profit,https://www.stride.vn/en,"Stride is a forward-thinking renewable energy firm to advance a sustainable future by providing eco-friendly home renovation projects, smart home technology, energy-efficient products, and solar energy access to every household.",Seed,2000000,USD,2000000
AI Robotic,https://www.crunchbase.com/organization/ai-robotic,Information Technology,"Hanoi, NA - Vietnam, Vietnam",AI enabled teaching assistant robot in schools,"60,036",Active,2020-01-06,day,,,,,For Profit,http://airobotics.vn,AI-enabled robot,Seed,200000000,VND,8240
Wareflex.io,https://www.crunchbase.com/organization/wareflex-io,"Freight Service, Logistics, Supply Chain Management, Warehousing","Ho Chi Minh City, NA - Vietnam, Vietnam",Wareflex is a warehousing platform that connects clients in need of storage capacity and verified warehouse facilities.,"60,773",Active,2022-01-01,year,,,,,For Profit,https://www.wareflex.io,"Wareflex is a warehousing platform that connects clients in need of storage capacity and verified warehouse facilities. The company aims to provide flexibility and agility to businesses to access warehouse facilities, while supporting asset owners to get improved incomes.",Seed,875000,USD,875000
Koina,https://www.crunchbase.com/organization/koina-580c,"Agriculture, AgTech, Farming","Ho Chi Minh City, NA - Vietnam, Vietnam",Koina is an agricultural 4.0 ecosystem that connects farmers and sales channels.,"65,132",Active,2021-11-01,month,,,,,For Profit,https://koina.vn,"Koina is an agricultural 4.0 ecosystem that connects farmers and sales channels. Koina distributes Vietnamese vegetables, fruits, and agricultural products with reasonable prices and good quality.",Seed,1000000,USD,1000000
VinES,https://www.crunchbase.com/organization/vines,"Battery, Consumer Electronics, Electric Vehicle","Hai Phong, NA - Vietnam, Vietnam","VinES is develops and manufactures batteries for electric vehicles, power tools, mobility applications and offers energy storage solutions.","65,576",Active,2021-01-01,year,2023-10-12,day,,,For Profit,https://vines.net.vn/,,M&A,500000,USD,500000
Rootopia,https://www.crunchbase.com/organization/rootopia,Education,"Ho Chi Minh City, NA - Vietnam, Vietnam",Rootopia is an edtech company that enables students to invest in their child's future through more humane and equitable education.,"65,604",Active,2021-07-01,month,,,,,For Profit,https://rootopia.vn/,"Rootopia is an edtech company that enables students to invest in their child's future through more humane and equitable education. The company's solutions assist in removing financial barriers to education, allowing anyone to study and create the future they desire. It provides the House with flexible capital at a reasonable interest rate. On the Rootopia platform, parents and students can complete the registration for tuition assistance conveniently and quickly, with a dedicated and reputable team. Rootopia's mission is to relieve parents of the burden of providing advanced and high-quality educational programs for their children.",Seed,1000000,USD,1000000
Spores Network,https://www.crunchbase.com/organization/spores-network,"Consulting, Information Technology, Metaverse, Non-Fungible Token (NFT), Web3","Hanoi, NA - Vietnam, Vietnam",Spores Network is a GameFi and Metaverse publisher that focuses on enabling Web3 adventures with entertainment IP and corporate brands.,"66,901",Active,2021-01-01,year,,,,,For Profit,https://spores.app/,,Seed,2300000,USD,2300000
Vucar,https://www.crunchbase.com/organization/vucar,"Automotive, E-Commerce, E-Commerce Platforms, Marketplace","Ho Chi Minh City, NA - Vietnam, Vietnam",Vucar.vn is a buyer-focused online used car consignment platform.,"68,852",Active,2022-03-22,day,,,,,For Profit,https://www.vucar.vn/vi/,"Vucar.vn is a buyer-focused online used car consignment platform. All of our listings are pre-verified legally. We provide end-to-end services for both sellers and buyers to ensure a fast and hassle-free experience. Currently, the hassle-full process and car quality uncertainty make it painful for 65% of people to buy used cars in Vietnam.",Seed,210000,USD,210000
Metastrike,https://www.crunchbase.com/organization/metastrike,"Blockchain, Gaming, Metaverse","Hanoi, NA - Vietnam, Vietnam",Metastrike is a Metaverse first-person shooter (FPS) 3D game integrated into the blockchain.,"69,446",Active,2021-12-01,day,,,,,For Profit,https://metastrike.io/,Metastrike is a Metaverse first-person shooter (FPS) 3D game integrated into the blockchain.,Seed,3300000,USD,3300000
CNV HOLDINGS,https://www.crunchbase.com/organization/cnv-holdings,"Apps, E-Commerce Platforms, Finance, Loyalty Programs, Mobile Apps, Retail, SaaS, Software","Ho Chi Minh City, NA - Vietnam, Vietnam","Saas, Mobile App, Customer Loyalty, Mini App","69,691",Active,2020-08-05,day,,,,,For Profit,https://cnvloyalty.com/,"CNV Loyalty is a platform to help enterprises deploy customer care program and e-membership card: accumulate points, redeem gift, send promotions, purchase their products/ services, book appointment, etc. All the programs are customised according to customer’s purchasing behaviors, thereby attracting customers back to purchase goods on other sales platforms such as Mobile App, Zalo, Facebook",Seed,500000,USD,500000
Tititada,https://www.crunchbase.com/organization/tititada,"Apps, Finance, Financial Services","Hanoi, NA - Vietnam, Vietnam",Tititada is an vietnam-based investment app.,"70,558",Active,2021-01-01,year,,,,,For Profit,https://tititada.com/,"Tititada offers a simple, personalized user experience that allows customers to interact in a friendly manner as if they were communicating with a real financial professional.",Seed,1500000,USD,1500000
