Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Qarbotech,https://www.crunchbase.com/organization/qarbotech,"Agriculture, AgTech, Farming, Nanotechnology","Seri Kembangan, Negeri Sembilan, Malaysia",Qarbotech is an agritech company that develops a biocompatible solution that increases the photosynthesis rate of leafy plants.,"32,223",Active,2018-01-01,year,,,,,For Profit,https://www.qarbotech.com,"Qarbotech is an agritech company that develops a biocompatible solution that increases the photosynthesis rate of leafy plants. The company aims to encourage the adoption of sustainable products, equipment, or technologies among solopreneurs.",Seed,3264450,MYR,700902
BrioHR,https://www.crunchbase.com/organization/briohr,"Human Resources, Information Technology, SaaS, Software","Kuala Lumpur, Kuala Lumpur, Malaysia","BrioHR is an all-in-one, affordable, modular, and simple cloud-based HR management software with complementary mobile app.","35,878",Active,2018-01-01,year,,,,,For Profit,https://briohr.com/,"Simple, modular, affordable, and intuitive HR management SaaS that provides end-to-end tools for digitizing and automating all HR processes such as Recruitment & ATS, Onboarding, Performance Management, Leave Management, Payroll, Employee Files, and more. Easy to implement, use, and scale, with live support from our team of experts helping you customize and configure to suit your needs.",Seed,1300000,USD,1300000
Asia Digital Engineering,https://www.crunchbase.com/organization/asia-digital-engineering,"Aerospace, Air Transportation, Industrial Engineering, Infrastructure, Manufacturing","Selangor, Selangor, Malaysia",Asia Digital Engineering is a wholly-owned subsidiary of Capital A.,"40,000",Active,2018-01-01,year,,,,,For Profit,https://ade.aero,"ADE is a wholly owned subsidiary of Malaysia's Capital A Berhad, which is headquartered in Kuala Lumpur's Klia2 district and was formerly known as AirAsia Group Berhad. The AirAsia Engineering Department's leading approaches and unrivaled combined knowledge in the field are used by ADE. ADE concentrates on the Airbus A320, A321, and A330 in terms of engineering maintenance services, component and warehouse services, and engineering support services. ADE is equipped with cutting-edge infrastructure and facilities and has a wealth of experience managing the world's best low-cost airline, with the goal of always upholding the highest standards for all of our customers in terms of professional integrity, quality, reliability, driving greater efficiencies, and safety.",,446000000,MYR,100067310
Asia Mobiliti,https://www.crunchbase.com/organization/asia-mobility,"Information Services, Information Technology, Internet of Things, Public Transportation, Software, Transportation","Selangor, Selangor, Malaysia",Mobility-as-a-Service and IoT solutions for the developing world. Founded and based in Malaysia.,"41,849",Active,2018-10-25,day,,,,,For Profit,https://www.asiamobiliti.com/,"Asia Mobiliti creates a data platform to power smart urban mobility in Southeast Asia. Through a suite of products and services including IoT and fleet management systems, mobility-as-a-service technologies, on-demand transit solutions, and mobility data services, its platform connects fleet operators, transport providers, transit authorities, and end-users with a seamless and integrated experience.",Seed,5000000,MYR,1057530
Torum,https://www.crunchbase.com/organization/torum,"Cryptocurrency, Metaverse, Mobile Apps, Social, Social Media, Social Network, Web3","Kuala Lumpur, Kuala Lumpur, Malaysia",Torum is a Web3-integrated SocialFi ecosystem specially designed to connect cryptocurrency users.,"43,830",Active,2018-11-21,day,,,,,For Profit,https://intro.torum.com/,"Torum is a Web3-integrated SocialFi ecosystem specially designed to connect cryptocurrency users. The Web3.0 ecosystem is built on a social media platform, coupled with a yield farming platform for DeFi players, an NFT marketplace for crypto artists and Avatar NFT for Metaverse enthusiasts.",,2071250,USD,2071250
Oxwhite,https://www.crunchbase.com/organization/oxwhite,"E-Commerce, Lifestyle, Shipping","Kuala Lumpur, Kuala Lumpur, Malaysia",Oxwhite is a lifestyle brand that aims to make luxury affordable for everyone.,"47,122",Active,2018-06-30,day,,,,,For Profit,https://oxwhite.com/,"Oxwhite is a lifestyle brand specialising in quality essentials that enables modern Asians to look good,feel good and be confident at an affordable price.",,5000000,MYR,1207292
MX Global,https://www.crunchbase.com/organization/mx-global,"Blockchain, Cryptocurrency, Financial Services, Legal","Petaling Jaya, Selangor, Malaysia","MX Global is a cryptocurrency trading platform that provides bitcoin trading, risk management, and blockchain management services.","47,771",Active,2018-01-01,year,,,,,For Profit,https://mxglobal.com.my,MX Global is a platform for cryptocurrency exchange. MX Global provides services to maintain our integrity and ensure trustability because your trust is our top priority.,,1600000,USD,1600000
MADCash,https://www.crunchbase.com/organization/madcash,"Finance, Financial Services, FinTech, Social Entrepreneurship","Kuala Lumpur, Kuala Lumpur, Malaysia","MADCash is an initiative that provides access to micro-funds for women that have a critical need to start, or upgrade a micro business.","50,725",Active,2019-01-01,year,,,,,For Profit,https://www.getmadcash.com,"MADCash is an initiative that provides access to micro-funds for women who are in a critical need to start or upgrade a micro business as a new or additional income stream for the household. For this purpose, MADcash provides a platform for individuals and organizations to donate to the MADcash fund, which will be distributed to qualified women of B40 as interest-free micro-loans.",Seed,5251000,MYR,1118363
Kiddocare,https://www.crunchbase.com/organization/kiddocare,"Child Care, Family","Kuala Lumpur, Kuala Lumpur, Malaysia",Kiddocare is a journey to create an ecosystem to support working parents giving them the gift of freedom and time.,"52,145",Active,2018-03-01,month,,,,,For Profit,http://www.kiddocare.my,They are on a journey to create an ecosystem to support working parents – giving them the gift of freedom and time by connecting them with babysitters to care for their children. It is also their aim to empower women who want to pursue childcare as a career or to generate extra income by giving them the platform to do so.,Seed,198707,USD,198707
MyMy,https://www.crunchbase.com/organization/mymy,"Banking, Financial Services, FinTech","Kuala Lumpur, Kuala Lumpur, Malaysia",MyMy is a fintech focused on digital payments and financial inclusion.,"52,520",Active,2018-03-20,day,,,,,For Profit,http://www.my-my.com,"MyMy is a fintech focused on digital payments and financial inclusion. To ensure that these funds can also be spent instantly, they have combined the product with a card that can be used globally at any merchant or ATM on the MasterCard/VISA network. Their wide coverage of emerging markets provides the opportunity for families to escape the poverty cycle through digital banking access, providing Financial Inclusion.",Seed,5091271,USD,5091271
PENTAIP,https://www.crunchbase.com/organization/pentaip-m-sdn-bhd,"Advice, Artificial Intelligence (AI), Big Data, Finance, Financial Services, FinTech, Information Technology, Wealth Management","Bukit Mertajam, Pulau Pinang, Malaysia","Fintech startup, developing proprietary AI Technology & integrated Software Platform for building and managing customized equity portfolios.","54,317",Active,2018-03-12,day,,,,,For Profit,https://pentaip.com/,"PENTAIP is a fintech startup from Malaysia, developing proprietary AI Technology and integrated Software Platform for building and managing customized equity portfolios for retail clients. PENTAIP was founded in March 2019 in Malaysia as a global financial data provider. Since then the team has expanded to 25 people and contracted back to 13, pivoting towards providing AI-powered equity portfolio management technology services. The team is led by serial entrepreneur, founder & CEO - Mr Yeong Ning: in charge of operations, recruitment, and AI development, and CTO - Dr Koa: handling frameworks and architecture of PENTAIP's web and app development.",Early Stage Venture,7052511,MYR,1667901
Algobizz Berhad,https://www.crunchbase.com/organization/algobizz-berhad,"Cloud Computing, SaaS, Software","Kuala Lumpur, Kuala Lumpur, Malaysia","Income Tax Software on Cloud, SaaS","59,231",Active,2018-08-29,day,,,,,For Profit,https://www.algobizz.com,"Company Background We focused ourselves on developing and providing a Cloud Tax Computation Solution to the Professional Industry, mainly Tax Agents, Accountants and Auditors.  Our main objective is to ease the complexities of taxation procedures, enhance efficient submission of taxes, eliminate human error and minimizing operational costs. The tax software's application is designed in a simple to use, easy to learn, no on-site training requirement and practical manner. With iBiZZtax Cloud, tax agents can now access their clients' data at any time, from anywhere and any internet-connected devices for prompt advisory. Most importantly, by moving to cloud-based tax application, it will be free from being exposed to high risk of becoming a victim of cyber-attack due to the highly confidentiality of tax information. In addition, the solution has successfully integrated to LHDNM newly launched e-filing submission format, namely e-Dts via Web-API in November 2019. An official endorsement has been presented to us for our competency in this field. In line with the government's focus in the field of digital transformation, we will continue to play our role in supporting it as a whole. ​ Our Vision: To build a Digital Tax Economy Ecosystem for the 15 member countries of the Regional Comprehensive Economic Partnership (RCEP). Our Mission: To continuously explore the field of AI technology in tax software industry towards providing simplified process of tax system.",Seed,11483172,MYR,2683512
Qmed Asia,https://www.crunchbase.com/organization/queuemed-healthtech,"Health Care, Information Technology","Kuala Lumpur, Kuala Lumpur, Malaysia","Copilot for Doctors: Empower Your Practice, Optimize Patient Care","65,388",Active,2019-01-01,month,,,,,For Profit,https://qmed.asia/en,"Qmed Asia began by offering comprehensive enterprise SaaS solutions tailored to clinics and hospitals. These solutions encompassed a wide range of services, including doctor scheduling, online appointments, mobile live queue, virtual hospitals with remote patient monitoring, and tele-radiology. Lately, Qmed Asia introduced ""Qmed Copilot"", an AI-powered clinical tool designed to assist doctors and clinicians in making more accurate and informed diagnoses. Qmed Copilot integrates a variety of cutting-edge AI tools for clinical use, streamlining the adoption process and making it effortless for doctors to incorporate advanced technology into their practice.",,5100000,MYR,1159486
