Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
CHIP - Digital Finance Platform,https://www.crunchbase.com/organization/chip-better-payment-business-solutions,"FinTech, Information Technology, Internet, Mobile Payments, Payments","Kuala Lumpur, Kuala Lumpur, Malaysia","Empowering MSMEs with integrated digital finance solutions for efficient payment, expense, risk, and treasury management.","25,013",Active,2022-01-01,year,,,,,For Profit,https://www.chip-in.asia/,"CHIP is a comprehensive Digital Finance Platform specifically designed to support and empower Micro, Small and Medium Enterprises (MSMEs). We provide a suite of solutions encompassing payment collection, expense management, risk mitigation, and treasury management.  Our aim is to help businesses streamline their financial processes, reduce operational complexity, and drive growth.  With CHIP, you gain a financial partner committed to simplifying, digitizing, and enhancing your financial operations for ultimate success.",Seed,3025000,MYR,694078
Incite Innovations,https://www.crunchbase.com/organization/incite-foodtech,"FinTech, Marketing Automation, Retail Technology","Kuala Lumpur, Kuala Lumpur, Malaysia",Supercharging businesses with technology-backed & people-centric solutions,"29,740",Active,2021-09-17,day,,,,,For Profit,https://www.inciteinnovationsinc.com,"Incite Innovations (formerly known as ""Incite Foodtech"") drives business growth and efficiency through our versatile suite of services tailored to the retail and food and beverage (F&B) sectors. Our four core verticals, namely Fintech, Retail Management, Martech, and Lifestyle Ventures, showcase our ability to harness modern technology and leverage strategic insights, creating people-centric solutions that meet the evolving needs of the contemporary business ecosystem. Our list of services offered include fintech services (payment gateway, micro-lending, venture capital), technology services (CRM, POS, analytics, procurement), marketing services (creative, digital, media, merchant acquisition). Under the Lifestyle Ventures banner, we proudly host a collection of our own F&B brands. Union Artisan Coffee and Hope Coffee infuse tradition and innovation in the coffee industry while Eggdicted specialises in serving up delectable Korean sandwiches. Kpop Grille, on the other hand, celebrates the vibrant flavours of Korean cuisine, adding diverse culinary experiences to our portfolio. At Incite Innovations, we don't just offer services; we form partnerships. Our mission is to revolutionize the business landscape, and we invite you to be part of this journey. Connect with us and discover how our super business solutions can incite your success.",Early Stage Venture,6000000,MYR,1355702
Cult Creative,https://www.crunchbase.com/organization/cult-creative,"Market Research, Online Portals, Social Media, Web Apps","Kuala Lumpur, Kuala Lumpur, Malaysia","Cult Creative, a network platform that matches creatives and potential employers through data.","30,347",Active,2020-01-01,year,,,,,For Profit,http://www.cultcreative.asia,"Cult Creative provides clear information regarding both the job and the company. This allows people to  understand their demands and find jobs where they meet their expectations as a fresh graduates.""",Seed,500000,MYR,107747
ChargeSini,https://www.crunchbase.com/organization/chargehere-ev-solutions,"Consumer, Electric Vehicle, Information Technology","Kuala Lumpur, Kuala Lumpur, Malaysia",Malaysia's fastest-growing EV Charging Point Operator,"31,814",Active,2022-01-01,year,,,,,For Profit,https://www.chargesini.com,"ChargeSini, is an EV charging platform that expertise in e-commerce and engineering solutions. Since our inception in October 2022, we have successfully established over 60 charging stations across Malaysia. Our rapid growth reflects the increasing demand for sustainable transportation solutions in SEA. At Chargesini, we believe in seizing big opportunities and creating a positive impact on the future of transportation. Our powerful, young, and creative team is at the forefront of driving innovation in the EV charging sector.  Sustainability is at the core of our mission. Partnering with Chargesini EV Solution means becoming a part of a dynamic and visionary team that has immense potential to shape the EV landscape in Malaysia and beyond. Together, we are poised to drive positive change and lead the transformation towards a cleaner and more sustainable transportation ecosystem.",,5576958,MYR,1232477
COEX,https://www.crunchbase.com/organization/coex-f67e,Information Technology,"Kuala Lumpur, Kuala Lumpur, Malaysia",COEX is a platform reshaping the construction landscape by maximising capital and operational efficiency.,"34,035",Active,2023-01-01,year,,,,,For Profit,https://coextech.io/,COEX is a platform reshaping the construction landscape by maximising capital and operational efficiency.,Seed,110000,USD,110000
Durioo,https://www.crunchbase.com/organization/durioo-dc5f,"Animation, Children, Content, Digital Entertainment, Digital Media, Online Games, Subscription Service","Kuala Lumpur, Kuala Lumpur, Malaysia",Durioo is a streaming and game platform that houses high quality Islamic cartoons and kid friendly games for children.,"36,470",Active,2021-08-20,day,,,,,For Profit,http://www.durioo.com,"We are a safe streaming platform dedicated for Muslim children. We produce, co-produce and license high quality cartoons with good values and virtues that are suitable for Muslim children. Our aspiration is to reach the 400 million Muslim children all around the world with our content, products and experiences.",Seed,12500000,MYR,2943947
ProppyApp,https://www.crunchbase.com/organization/proppy-app,"Mobile Apps, PropTech, Real Estate, Service Industry","Puchong, Selangor, Malaysia",ProppyApp® - Property OMNI App,"39,520",Active,2020-10-02,day,,,,,For Profit,https://www.proppyapp.com/,"ProppyApp® is a property technology start-up that is building an ecosystem for real estate-related industries. At present, we have five business streams that add value to property buyers, sellers and homeowners. Our goal is to create a comprehensive ecosystem to provide one-stop solutions to everyone. ProppyApp® incorporates state-of-the-art AI, IoT and Big Data technologies to revolutionise the way we sell, buy, invest and manage our properties, while connecting us with a host of conveniences, products and services, within an integrated app.",Seed,10498008,MYR,2503009
Hata,https://www.crunchbase.com/organization/hata-9973,"Blockchain, Cryptocurrency, Software","Kuala Lumpur, Kuala Lumpur, Malaysia","Digital Asset Broker, Exchange and Custody","40,350",Active,2022-01-01,year,,,,,For Profit,https://hata.io,"Hata is a regulated platform where businesses & consumers can transact and access cryptocurrencies with fiat currency such as the US Dollar & Malaysia Ringgit.  Our vision is to enable safe & effortless access to cryptocurrency for all. We're committed to achieve that by providing a reliable platform for all to access cryptocurrency easily, through our commitment to customers and compliance with regulations.  Hata is regulated by the Securities Commission of Malaysia as a Recognised Market Operator (Digital Asset Exchange & Digital Broker) , and the Labuan Financial Services Authority (Malaysia) as a Licensed Money Broker & Payment System Operator.  Learn more at : https://hata.io",Seed,3000000,MYR,633379
Mr. Bur,https://www.crunchbase.com/organization/mr-bur,"Dental, Health Care, Medical Device","Penang, Pulau Pinang, Malaysia","MR.BUR™ Delivering innovative dental burs solution to dentists to achieve ""Quicker, Better Patient Experience""","41,679",Active,2021-01-25,day,,,,,For Profit,https://www.mrbur.com,"Mr Bur is a leading provider of dental burs in Asia, offering high-quality and innovative products to dental professionals across the region. With a strong presence in Thailand, Malaysia, Singapore, Vietnam, and Indonesia, Mr Bur has established itself as the number one dental bur provider in these markets. As part of its growth strategy, Mr Bur has expanded its sales channels to other countries, ensuring that dental professionals worldwide have access to their exceptional dental bur solutions. The company's commitment to delivering top-notch products and outstanding customer service has earned it a solid reputation in the industry. Mr Bur is owned by Mr Bur Holdings Berhad, a public unlisted company that is dedicated to driving innovation and excellence in the dental bur market. The company's leadership team, with years of industry experience, continually strives to meet the evolving needs of dental professionals and exceed their expectations. With a relentless focus on product quality, precision, and durability, Mr Bur aims to enhance dental procedures and improve patient outcomes. The company's dental burs are manufactured using advanced technologies and the finest materials, ensuring optimal performance and efficiency. As Mr Bur continues to expand its footprint in the global dental bur market, it remains committed to providing innovative solutions, exceptional customer service, and a seamless experience for dental professionals. With its unwavering dedication to quality and its position as the leading dental bur provider in Asia, Mr Bur is poised to make a significant impact on the global dental industry.",Seed,6800000,USD,6800000
Oyen,https://www.crunchbase.com/organization/oyen,"Health Insurance, Insurance, Medical, Pet","Kuala Lumpur, Kuala Lumpur, Malaysia",Oyen is a digital pet healthcare insurance provider for pet dogs and cats.,"45,677",Active,2021-01-01,year,,,,,For Profit,https://www.oyen.my/,Oyen is a digital pet healthcare insurance provider for pet dogs and cats.,Seed,1700000,MYR,412872
