Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Coda Payments,https://www.crunchbase.com/organization/coda-payments,"Digital Entertainment, Digital Media, FinTech, Gaming, Mobile, Payments","Singapore, Central Region, Singapore",Coda Payments helps digital content providers monetize their products and services in more than forty markets.,"2,442",Active,2011-01-01,year,,,,,For Profit,http://www.codapayments.com,"Publishers of leading games like Moonton (Mobile Legends: Bang Bang), Garena (Free Fire) and Tencent (PUBG Mobile), streaming platforms like beIN and Bigo Live, apps like Tinder, and video-on-demand platforms like Viu have integrated with Coda Payments to accept payments. Coda Payments is headquartered in Singapore with dozens of additional outposts around the world. It is backed by Apis Partners and GMO Global Payment Fund, whose strategic management company is GMO Payment Gateway, Japan’s largest online payment gateway. Coda Payments has recently been named the 28th fastest growing company in the Asia-Pacific region by the Financial Times (making it the second fastest growing fintech company in its region), the 8th fastest growing company in Singapore by The Straits Times, and a Technology Pioneer by the World Economic Forum.",Late Stage Venture,715250000,USD,715250000
SCI Ecommerce,https://www.crunchbase.com/organization/sci-ecommerce,"E-Commerce, E-Commerce Platforms, Internet","Singapore, Central Region, Singapore",SCI Ecommerce is an ecommerce solution company that provides leading digital commerce.,"9,599",Active,2011-01-01,year,,,,,For Profit,https://www.sciecomm.com/en/home/,"SCI Ecommerce is software for digital commerce. They provide products that include verticals,  operational excellence, multicultural execution, robust growth cash flow, and the largest and most leading digital commerce. SCI Ecommerce creates data-driven, user-specific marketing campaigns to help users connect with their target audience and expand their businesses. The company's in-house producers can produce high-quality material that is consistent with the objectives and image of their business, from creating online storefronts to authoring articles.",,75971637,USD,75971637
Chope,https://www.crunchbase.com/organization/chope-group,"Hospitality, Reservations, Restaurants","Singapore, Central Region, Singapore",Chope develops a restaurant reservation application to simplify table booking services.,"11,855",Active,2011-01-01,year,,,,,For Profit,http://www.chope.co,"Chope is a website that enables users to find and reserve restaurants in Singapore, Hong Kong, Shanghai, Beijing, Bangkok, Phuket, Jakarta, and Bali through the company’s www.chope.co, mobile apps, and plug-ins. The company offers two solutions for restaurants: a sophisticated table management system that integrates customer relationship management functions and a lighter browser-based platform. Both provide restaurants real-time control over their online availability. In addition to online reservations, it also provides diners with in-house editorials, a summary of press coverage, menus, pricing, and operational information for the listed restaurants. It also serves as an additional marketing channel for client restaurants via an active social media team and targeted offline marketing initiatives. Chope was launched by Arrif Ziaudeen and Clowie Tan in June 2011 and is based in Singapore.",Late Stage Venture,50293835,USD,50293835
Sunseap,https://www.crunchbase.com/organization/sunseap,"Clean Energy, Energy, Energy Efficiency, Renewable Energy, Solar","Singapore, Central Region, Singapore",Sunseap is a Singaporean provider of solar and clean energy. ,"13,022",Active,2011-01-01,year,2021-11-02,day,,,For Profit,http://sunseap.com,"Sunseap is a Singaporean provider of solar and clean energy. Incorporated in 2011, Sunseap’s proven solar solutions to diversify the energy portfolio through cost competitive models and strategies.  Sunseap provides a one-stop service to clean energy solution, which encompasses elements such as funding, development, designing, engineering and construction. Sunseap's unique positioning as both a licensed Electricity Wholesaler and Electricity Retailer under the Energy Market Authority (EMA); has enabled it to develop its 2 business models, solar leasing and clean electricity supply. ",M&A,342465400,USD,342465400
MyRepublic,https://www.crunchbase.com/organization/myrepublic,"Internet, ISP, Telecommunications","Singapore, Central Region, Singapore","MyRepublic is a telecom company providing broadband and mobile services to consumers and businesses in Singapore, Australia, and New Zealand","17,756",Active,2011-01-01,year,2023-07-05,day,,,For Profit,https://myrepublic.net/,"One of the fastest growing telecom operators in the Asia-Pacific, MyRepublic has operations across Singapore, New Zealand, and Australia, and is set to expand further into the region.  Its vision is to be the world’s largest enabler of deep, meaningful and trusted relationships between customers and products through a highly scalable connectivity franchise model.  With its uniquely scalable and centralised framework enabling the seamless delivery of layered services, MyRepublic has become a leader in the digital transformation of the telecom sector, one that is set to play out over the next decade in one of the most exciting regions of the world.",M&A,166309039,USD,166309039
JustCo,https://www.crunchbase.com/organization/justco,"Commercial Real Estate, Coworking, Employment, Facility Management, Hospitality","Singapore, Central Region, Singapore",JustCo operates a co-working space chain intended to empower communities with workplace flexibility and experiences.,"25,187",Active,2011-01-01,year,,,,,For Profit,http://www.justcoglobal.com/,"JustCo operates a co-working space chain intended to empower communities with workplace flexibility and experiences. Its offerings include working spaces that are equipped with ergonomically-friendly chairs and furniture with non-core services such as IT, security, and admin, and curated events, networking sessions and strategic partnerships, enabling businesses of all shapes and sizes to challenge and redefine collaborative working and connect with like-minded and dynamic communities.",,160400000,USD,160400000
Qxpress,https://www.crunchbase.com/organization/qxpress,"E-Commerce, Logistics, Warehousing","Singapore, Central Region, Singapore","Qxpress operates an E-commerce product warehouse storage, delivery order acceptance, and packing services business.","30,187",Active,2011-01-01,year,,,,,For Profit,https://www.qxpress.net,"Qxpress operates an E-commerce product warehouse storage, delivery order acceptance, and packing services business. Qxpress is actively responding rapidly changing international logistics environment of the 21st century and based on the stable platform logistics specialized in E-commerce, they provide an optimized E-commerce distribution service that can maximize the competitive global services from warehousing, ordering, inventory management, product packaging, sales agent, delivery, to customer service. Also, to create a customer value in a variety of other logistics, they are investing heavily in a global network of business.",Private Equity,50000000,USD,50000000
Red Dot Payment,https://www.crunchbase.com/organization/red-dot-payment,"Credit Cards, E-Commerce, Finance, FinTech, Payments, Software","Singapore, Central Region, Singapore","Red Dot Payment is an online payment company that provides payment solutions for banks, acquirers, and merchants across the Asia Pacific.","33,617",Active,2011-01-01,year,2019-07-05,day,,,For Profit,http://www.reddotpayment.com,"Red Dot Payment is an online payment company that provides payment solutions for banks, acquirers, and merchants across the Asia Pacific. It enables merchants and financial institutions to provide complete end-to-end payment options for their customers worldwide to pay seamlessly, swiftly, and securely.  Integrate easily via APIs, plug into most major shopping carts and take the business to customers' mobile devices with its Android and IOS SDKs. Red Dot Payment's payment gateway is PCI DSS Level 1 certified to handle payment data, and all transactions are overseen by fraud monitoring systems. Red Dot Payment was founded in 2011 and is headquartered in Singapore. It also has offices in Bangkok and Jakarta.",M&A,8200000,USD,8200000
Capital C Corporation,https://www.crunchbase.com/organization/capital-c-corporation,"Financial Services, FinTech","Singapore, Central Region, Singapore",Capital C Corporation is a Singapore-based financial services provider.,"45,793",Active,2011-01-01,year,,,,,For Profit,https://capc.com.sg/,Capital C Corporation is a Singapore-based financial services provider. Capital C Corporation capitalises on fintech and the best emerging technologies in the market to provide financial services to the under-served in Singapore.,Seed,74000000,SGD,53771254
Handshakes,https://www.crunchbase.com/organization/handshakes,"Analytics, Apps, Artificial Intelligence (AI), Information Services, Machine Learning, SaaS, Software","Singapore, Central Region, Singapore","DataTech, Corporate APIs, SaaS, Desktop App, Due Diligence Service, Machine Learning Technology","46,655",Active,2011-01-01,year,,,,,For Profit,https://www.handshakes.com.sg/,"Handshakes is an award-winning DataTech company. We enable our clients to make safer, more informed decisions by delivering meaningful insights, harnessed from reliable data. Our clients choose us for our reliability, our proprietary data visualisation tools and our ability to customise solutions based on their specific concerns and desired outputs.",,6500000,USD,6500000
