Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Silent Eight,https://www.crunchbase.com/organization/silent-eight-search,"Artificial Intelligence (AI), Compliance, Financial Services, FinTech, Machine Learning","Singapore, Central Region, Singapore",Silent Eight is a technology company leveraging AI to create custom compliance models for the world's leading financial institutions.,"5,941",Active,2013-01-01,year,,,,,For Profit,http://www.silenteight.com/,"Silent Eight is a technology company leveraging AI to create custom compliance models for the world's leading financial institutions. Our mission is to empower our clients in their fight to eliminate financial crime. Founded in Singapore and with global hubs in New York, London, and Warsaw, we are deployed in over 150 markets. For more information, visit: www.silenteight.com",Early Stage Venture,55019600,USD,55019600
Optymyze,https://www.crunchbase.com/organization/optymyze-spm,Software,"Singapore, Central Region, Singapore","Optymyze Pte Ltd provides a unified, no-code, enterprise cloud data and analytics processing automation platform -- at unlimited scale.","8,783",Active,2013-01-01,year,2014-12-24,day,,,For Profit,https://optymyze.com/solutions/sales-performance-management/,"Optymyze Pte Ltd began in 2013 with the Singapore company's purchase of a partially-designed and coded sales compensation management software product from SPM Software, Inc. for $5.5 million.  The software had been used by SPM Professional Services in the provision of outsourcing services, but the technology needed a significant investment for it to be able to be used by enterprises on their own without the help of a service bureau.  After receiving a commitment of $24 million in funding from Elverta Capital in 2014, the company hired a President, built out a  management team based in Silicon Valley, and ramped up to over 300 people, mainly in Asia and Eastern Europe, and in January 2015, the company debuted as a Visionary on Gartner's 2015 Magic Quadrant for Sales Performance Management. During 2015, the company released its first enterprise software product and signed its first enterprise software customer (ARR of $1,050,000). One year later, in January 2016, Gartner recognized the company's new set of SPM products with a move from being a Visionary in 2015 to being a Leader in the 2016 Magic Quadrant for Sales Performance Management. Two years later, in January 2018, Gartner recognized the new Optymyze sales compensation management platform as a service with improved positioning in the Leaders Quadrant on the 2018 Magic Quadrant for Sales Performance Management.  The new sales compensation platform was designed from scratch for the cloud and elastically scales to hundreds of data sources, thousands of users, and millions of gigabytes of data processed per month.   Since then, Optymyze Pte Ltd has been a reseller and distributor of the original 2015 Optymyze SPM products and the 2017 sales compensation management platform as a service that the company developed, and most recently, a reseller and distributor of the 2019 Optymyze no-code enterprise automation system for doing no-code data operations and user app development (developed by Optymyze Group Limited).",M&A,77720000,USD,77720000
Pixocial,https://www.crunchbase.com/organization/pixocial,"Artificial Intelligence (AI), Photo Editing, Software, Video Editing","Singapore, Central Region, Singapore",Pixocial is an AI technology company in the photo and video editing software industry.,"14,324",Active,2013-01-01,year,,,,,For Profit,https://www.pixocial.com,"Pixocial is a software company that provides beauty and creative solutions for consumers, small businesses, and enterprise clients.  They provide creative and retouching editing experiences for social media and creators.",Early Stage Venture,22000000,USD,22000000
CXA Group,https://www.crunchbase.com/organization/connexionsasia,"Artificial Intelligence (AI), Employee Benefits, Fitness, Health Care, Information Technology, Wellness","Singapore, Central Region, Singapore",CXA is a AI-powered health and wellness eco-system.,"18,790",Active,2013-01-01,year,,,,,For Profit,http://www.cxagroup.com,"From a modest start in 2013, when they had just three Fortune 500 clients, CXA has grown to become Asia’s leading Insurtech start-up - affirmed by over 600 clients and backed by a group of astute investors who understand the value and transformative potential of CXA’s groundbreaking platform. Employees are now able to proactively manage their health by choosing the best-suited insurance, wellness and disease management offerings while employers are able to view aggregated health and claims analytics of their workforce to prioritise interventions that reduce costs and improve workplace health, productivity and employee engagement.",Late Stage Venture,58000000,USD,58000000
Entobel,https://www.crunchbase.com/organization/entobel,"Agriculture, Animal Feed, Biotechnology, Farming","Singapore, Central Region, Singapore",Entobel is a Biotech company supplying insect based products to the feed industry.,"19,452",Active,2013-01-01,year,,,,,For Profit,http://www.entobel.com/,"Entobel has developed a bioconversion model based on what nature has done for millions of years. By converting low-value biomass into high grade products thanks to insects (species: Hermetia illucens – Black Soldier Fly), Entobel technology represents the missing link in our global food chain.",Early Stage Venture,33250000,USD,33250000
GlobalTix,https://www.crunchbase.com/organization/globaltix,"E-Commerce, Information Technology, Mobile Apps, Software, Travel","Singapore, Central Region, Singapore",GlobalTix is an online electronic ticketing platform for merchants and travel agents.,"29,417",Active,2013-01-01,year,,,,,For Profit,http://globaltix.com/,"GlobalTix is an online electronic ticketing platform for merchants and travel agents. it also provides customized solutions for online stores and mobile apps. The platform manages the sale and redemption of e-tickets to tourist attractions. It also helps the park earn more revenue by running promotions, connecting with a much wider network of travel agents across the continent, and introducing a tiered-pricing model. Partners, such as travel agents and hotel concierges, will be able to access a one-stop-shop for their travel needs, customize their own packages, and re-distribute to their own sub-agents. GlobalTix was co-founded by brothers Chan Chee Chong and Chan Chee Kong in 2014. The company is based in Singapore.",Early Stage Venture,11200000,USD,11200000
wellteq,https://www.crunchbase.com/organization/wellteq,"Fitness, Health Care, Wellness","Singapore, Central Region, Singapore",It delivers powerful employee wellness and engagement programs that positively impacts company profitability.,"29,625",Active,2013-01-01,year,2021-03-23,day,,,For Profit,https://wellteq.co/,"WellteQ is the leading digital wellness solution for employee health engagement and HR data analytics. Their suite of innovative engagement programs include activity challenges, mental wellness, financial wellness, HR onboarding and virtual coaching for employees. They offer the most comprehensive data analytics for real time engagement and post program ROI in market.",M&A,10456529,USD,10456529
TrakInvest,https://www.crunchbase.com/organization/trakinvest,"Education, Finance, Financial Services, FinTech","Singapore, Central Region, Singapore","Explore virtual social stock trading market playground that allows everyone to learn, share, and earn.","30,343",Closed,2013-01-01,year,,,,none,For Profit,http://trakinvest.com,"Trakinvest is an interactive virtual world where you can enhance your investment skills, follow (trak) other traders and learn from them, and earn great prizes and jobs at the same time. Trakinvest was founded by Bobby Bhatia after spending 20 years in the investment sector, first as a Principal for J.P. Morgan Partners and then as Managing Director and Head of Principal Investments at AIG.",,30000000,USD,30000000
Omnistream,https://www.crunchbase.com/organization/omnistream,"Brand Marketing, Consumer, CRM, E-Commerce, Information Technology, Retail, Software","Singapore, Central Region, Singapore",Omnistream empowers retailers and brands to turn data into profits.,"40,115",Active,2013-01-01,year,,,,,For Profit,http://omnistream.co/,"Omnistream operates as a software development company. They develops a software that collects data from multiple sources to determine shopping habits and trends. OmniStream serves customers in Singapore. Omnistream empowers frontline staff, the face of your brand, to drive revenue by effectively communicating 1-to-1 with customers on mobile channels. The company's platform synchronizes offline retail, e-commerce and human capital by fusing engineering, design and human behavior, enabling businesses to make better marketing and operational decisions.",Early Stage Venture,8778000,USD,8778000
Sun Electric,https://www.crunchbase.com/organization/sun-electric,"Energy, Renewable Energy, Solar","Singapore, Central Region, Singapore","Sun Electric is specialises in solar energy technology, urban solar solutions, and energy management services.","40,634",Active,2013-01-01,year,,,,,For Profit,https://www.sunelectric.com,"Sun Electric Group specialises in solar energy technology, urban solar solutions, and energy management services. Sun Electric is Singapore’s first fully licensed solar energy retail company. Sun Electric is transforming how people consume energy by connecting rooftop owners with clean energy customers through its proprietary power supply and energy management system that successfully embeds solar energy into a city’s energy mix.",Private Equity,100000000,USD,100000000
Paktor,https://www.crunchbase.com/organization/paktor,"Dating, Internet, Social","Singapore, Central Region, Singapore",Paktor is a social networking platform conceptualized and developed for singles,"42,942",Active,2013-01-01,year,2020-05-21,day,,,For Profit,https://gopaktor.com,"Paktor was founded in July 2013 with the mission of connecting singles in Asia through technology-enabled platforms. To date, Paktor’s platforms have grown rapidly across the region and established leadership positions in each of the company’s key markets in Southeast Asia. With one of the largest user bases in the region of over 5 million, Paktor has facilitated 5 billion profile reviews and over 100 million matches to date. Leveraging Paktor’s proprietary technology and first-mover advantage in the region, Paktor’s flagship app has become the most popular dating app for singles in Southeast Asia and Taiwan. The company is poised to become the first in the region to provide a comprehensive suite of products across the dating vertical, focused on creating value for its users and, in the process, developing the most diverse and largest network in its markets. Paktor emphasises anonymity, locality, and usability for their users. They find out who you’d like to meet nearby and create the opportunity to connect you with them, only if they’re interested as well. This helps curate who you talk to and who gets to talk to you. Or, to put it simply, they bring people together - without the pressure. After all, that’s what Paktor means.",M&A,52000000,USD,52000000
C88 Financial Technologies,https://www.crunchbase.com/organization/compare88,"E-Commerce, Finance, Financial Services, FinTech, Internet","Singapore, Central Region, Singapore",C88 connects banks and insurers in Asia to consumers buying financial products online.,"43,234",Active,2013-01-01,year,,,,,For Profit,https://www.c88fin.com/,"Compare88 gives you the best choices to fulfill your financial and insurance needs in a fast, easy, and secure way. Sign up to receive updates about our products and services.",Late Stage Venture,28000000,USD,28000000
OmiseGO,https://www.crunchbase.com/organization/omisego,"Banking, Blockchain, Financial Services","Singapore, Central Region, Singapore","OmiseGO enables financial inclusion and interoperability through the public, decentralized OMG network.","44,690",Closed,2013-01-01,year,,,,none,For Profit,https://omisego.co,"OmiseGO enables financial inclusion and interoperability through the public, decentralized OMG network.",,25000000,USD,25000000
Elara Technologies,https://www.crunchbase.com/organization/elara-technologies,"Advertising, Finance, Marketing, Real Estate","Singapore, Central Region, Singapore",Elara Technologies operates as a real estate advisory services company.,"44,742",Active,2013-01-01,year,2020-10-29,day,,,For Profit,,"Elara Technologies operates as a real estate advisory services company. It offers services such as advertising, marketing, mandate business solutions for realty players, realty consultancy, personalized search, virtual viewing, 3d B2B solutions, site visits, negotiations, home loans, and post-sales service.",M&A,105000000,USD,105000000
WeInvest,https://www.crunchbase.com/organization/weinvest,"Asset Management, Financial Services, FinTech, Internet, Real Estate, Real Estate Investment, Wealth Management","Singapore, Central Region, Singapore","WeInvest enables individual investors to discover investment opportunities across real estate, mutual funds, and deposits.","47,214",Active,2013-01-01,year,,,,,For Profit,http://weinvest.net,"WeInvest is an online platform that enables individual investors to discover investment opportunities across real estate, mutual funds, and deposits. Users can get investment ideas, find products that fit their ideas, track their investment portfolios, and connect with prospective brokers and advisors. WeInvest was launched in 2013 and is based in Singapore.",Early Stage Venture,16500000,SGD,12311540
iCare Group,https://www.crunchbase.com/organization/icare-benefits,"E-Commerce, FinTech, Leasing, Retail, Retail Technology","Singapore, Central Region, Singapore",iCare Benefits empowers low income employees to increase their purchasing power with access to interest-free monthly instalments.,"49,416",Active,2013-01-01,year,,,,,For Profit,http://icarebenefits.asia,"iCare Group is a Singapore-based employee benefits platform for low-income women factory workers in Cambodia and Laos. iCare offers its customers a multi-channel service of retail, buy-now-pay-later and financial leases that enhances customers’ lives and that of their families. iCare's customers can access all kinds of typical household products and choose whatever repayment option fits them the most through flexible, interest-free repayments.",Private Equity,20279342,USD,20279342
Glints,https://www.crunchbase.com/organization/glints,"Employment, Human Resources, Online Portals, Recruiting","Singapore, Central Region, Singapore",Glints is Southeast Asia’s largest talent platform for career development and recruitment.,"51,071",Active,2013-01-01,year,,,,,For Profit,https://glints.com/,"Glints is Southeast Asia’s largest talent platform for career development and recruitment. Founded in 2013 in Singapore, Glints has empowered more than 1.5 million professionals and 30,000 organizations to realize their human potential. Every day, we are helping organizations build great teams and pairing talent up with great opportunities, one match at a time.",Late Stage Venture,82248221,USD,82248221
Nugit,https://www.crunchbase.com/organization/nugit,"Advertising, Analytics, Artificial Intelligence (AI), Business Intelligence, Digital Media, Machine Learning, Marketing Automation","Singapore, Central Region, Singapore",The Data Storytelling Platform for Enterprises and Technology Companies,"52,158",Active,2013-01-01,year,,,,,For Profit,https://nugit.co/,"With information overload being the new evolutionary hurdle, data storytelling puts a human perspective on the changing world of the digital era. It goes beyond a dashboard, democratising data so your audience can connect the dots and find the opportunities that matter.  With Nugit’s Data Storytelling Platform, Marketing departments and Agencies can gain a single view of their activities, identify opportunities, optimise and act. Sales and customer Operations teams can prove their platform’s value and create up-sell opportunities with automated, evocative data stories.  For more information, please visit http://www.nugit.co",Early Stage Venture,5200000,USD,5200000
Pie,https://www.crunchbase.com/organization/pie-computing,"Alumni, Collaboration, Enterprise Software, Messaging","Singapore, Central Region, Singapore",Pie offers a web-based application that enables individuals and teams to message at their workplaces.,"57,357",Active,2013-01-01,year,2016-02-18,day,,,For Profit,https://www.pie.co,"Pie is the fastest, easiest, and most fun messaging app you’ll ever use for work. And best of all, if you love Pie on your mobile device, you'll love our Web app over at pie.co. They'd love to help you get started, send an email to team@pie.co with your questions.",M&A,4000000,USD,4000000
Twixor,https://www.crunchbase.com/organization/twixor,"Analytics, Artificial Intelligence (AI), Customer Service, Intelligent Systems, Messaging, Natural Language Processing, SaaS, Software","Singapore, Central Region, Singapore",Twixor – An Actionable Messaging solution platform for Enterprises backed by a powerful workflow automation engine.,"59,844",Active,2013-01-01,year,,,,,For Profit,http://twixor.digital/,"The world has changed. Enterprises are re-imagining customer engagements on social and messaging channels preferred by their customers, thereby enabling structure in an inherently unstructured medium.  We enable business transactions over instant messaging and traditional digital channels. We orchestrate end-to-end fulfillment via digital customer journeys, powered with intelligent business process automation, across banking, financial services, insurance, healthcare, retail, logistics, travel, and other industries. Conversational flows where customers choose their service, intent-driven communications via AI/NLP (natural language processing) engines, seamless transfer to live agents where human intervention is required, dynamic rich cards to improve user experience – all enable hyper-personalization, elevate customer experience, improve customer loyalty, increase revenue, and lower both customer acquisition and service costs. Twixor is headquartered in Singapore, with offices pan-India, and serving a global client base, several of who are in the Fortune 500. Using patented technology, Twixors’ low-code no-code omnichannel messaging and intelligent automation platform enables enterprises with customer acquisition, engagement and transaction solutions over all traditional digital (websites, SMS, email, QR codes) and new instant messaging channels (WhatsApp, FB Messenger, RCS, Telegram and more).  We invite you to join us on this journey of accelerated digital transformation.",Early Stage Venture,2780000,USD,2780000
Healint,https://www.crunchbase.com/organization/healint,"Analytics, Artificial Intelligence (AI), Big Data, Health Care, Machine Learning, Medical, Mobile","Singapore, Central Region, Singapore","Healint helps people who suffer from migraine and other neurological conditions using machine learning, sensor technologies, and analytics.","60,520",Active,2013-01-01,year,,,,,For Profit,https://www.healint.com,"Healint helps people who suffer from migraine and other neurological conditions using machine learning, sensor technologies, and deep analytics. Healint also works with health institutions on healthcare research to shape the future of healthcare. It creates artificial intelligence engines that connect to any sensors to support patients and their caregivers.",,1370000,USD,1370000
ACM Biolabs,https://www.crunchbase.com/organization/acm-d3a4,"Alternative Medicine, Biotechnology, Health Care, Medical","Singapore, Central Region, Singapore",ACM Biolabs develops novel vaccines and antibodies using proprietary artificial cell membrane technology.,"64,354",Active,2013-01-01,year,,,,,For Profit,https://www.acmbiolabs.com,"ACM Biolabs focuses on developing novel vaccines and antibodies using proprietary artificial cell membrane (""ACM""​) technology. ACM is able to incorporate functional, folded membrane proteins into the artificial cell membranes which keeps them stable, allowing them to induce a strong immune reaction. ACM has demonstrated efficacy via both injected and oral dosages using synthesized membrane proteins and has a growing pipeline of vaccines and antibodies. The company is headquartered in Singapore, and has been operational since 2013.",,6800000,USD,6800000
Hipvan,https://www.crunchbase.com/organization/hipvan,"E-Commerce, Furniture, Home Decor, Home Renovation","Singapore, Central Region, Singapore","Hipvan is an e-commerce platform selling various types of products for men, women and kids.","66,961",Active,2013-01-01,year,,,,,For Profit,http://hipvan.com,HipVan.com is a curated e-commerce platform that features design inspirations for everyday living and sales at up to 70% off retail. We live to work with the best partners and independent designers to bring well designed products to consumers in Singapore and beyond.,,4720000,USD,4720000
OYO Hotels & Homes (Singapore),https://www.crunchbase.com/organization/oyo-hotels-homes-singapore,"Home Services, Hotel","Singapore, Central Region, Singapore",OYO Hotels & Homes (Singapore) offers the best budget & premium hotels.,"74,483",Active,2013-01-01,year,,,,,For Profit,https://www.oyorooms.com/sg/,"OYO provides some of the best hotels in Singapore, in the heart of the city. With services at par with other 5 star hotels, budget OYO hotels ensure your stay is comfortable and memorable without being heavy on the pocket.",,204000000,USD,204000000
LYS Energy,https://www.crunchbase.com/organization/lys-energy,"Energy, Renewable Energy, Solar","Singapore, Central Region, Singapore","LYS Energy is Solar Power Producer (IPP) that builds, owns and operates Solar PV Systems for Commercial, Industrial and Public sites","76,877",Active,2013-01-01,year,2021-09-28,day,,,For Profit,http://www.lysenergy.com,"LYS Energy Group (LYS) is the leading Singapore home-grown Solar Independent Power Producer (IPP) that builds, owns, and operates Solar PV Systems for Commercial, Industrial, and Public sites in the Asia Pacific region.",M&A,14000000,SGD,9756458
The Artling,https://www.crunchbase.com/organization/the-artling,"Art, E-Commerce, Fashion, Lifestyle, Web Design","Singapore, Central Region, Singapore","A curated selection of Art & Design from Asia's best galleries, artists & designers.","87,192",Active,2013-01-01,year,,,,,For Profit,http://www.theartling.com,"TheArtling.com features some of the top art talents within the Asian region and our mission is to bring Asian Contemporary Art & Design to a global audience.. Our sister site, Luxglove.com, is a secondary market platform offering pre-owned & vintage items across 7 verticals; Art, Design, Collectibles, Rare Whisky, Classic Cars, Watches & Jewellery.",Early Stage Venture,2300240,USD,2300240
Kickidler,https://www.crunchbase.com/organization/kickidler,"Employee Benefits, Internet, Software","Singapore, Central Region, Singapore",Kickidler monitors online and saves videos of users' desktops.,"89,051",Active,2013-01-01,year,,,,,For Profit,https://www.kickidler.com,Kickidler is an employee monitoring software allows you to view your staff’s work online.,,1000000,USD,1000000
AlgoMerchant,https://www.crunchbase.com/organization/algomerchant,"Artificial Intelligence (AI), Finance, Financial Services, FinTech, Machine Learning, Mobile Apps, Software","Singapore, Central Region, Singapore",AlgoMerchant is a Singapore-based FinTech company who provides fully AI-driven solution for stock traders & portfolio managers,"90,942",Active,2013-01-01,year,,,,,For Profit,https://www.algomerchant.com/,"We are a dedicated team of traders and software engineers working to drive mass adoption of intelligent trading algorithms for both retail investors and financial institutions globally. Our intelligent trading algorithms are created using our novel proprietary Machine Learning framework and big data processing capabilities to generate 'Alpha' returns by exploiting market inefficiencies and trading based on non-random, statistical patterns. We facilitate investors to tap the best 'Alpha' to manage their investment accounts with complete simplicity. The AlgoMerchant platform and the team is now ready to serve every investor's needs in their journey to trade.",,3300000,USD,3300000
Cloudaron,https://www.crunchbase.com/organization/clouddesk,"Consulting, Education, Government, Information Services, Information Technology, Mobile, SaaS, Software","Singapore, Central Region, Singapore",Enterprise cloud solutions company,"91,474",Active,2013-01-01,year,,,,,For Profit,http://www.cloudaron.com,"Established in 2013 and headquartered in Singapore, CloudDesk Pte Ltd is a pioneer in delivering hybrid VDI to educational institutions, government agencies and enterprises across Southeast Asia. With our unique Hybrid VDI and offline caching technology, CloudDesk enables virtual desktop services to be provisioned to more users at a significantly lower cost.  CloudDesk’s largest clients have over 18,000 users accessing various virtual desktops and applications from the datacenter.",Seed,500000,USD,500000
Pedra Technology,https://www.crunchbase.com/organization/pedra-technology,"Biotechnology, Health Care, Medical Device","Singapore, Central Region, Singapore",Pedra Technology has developed the world’s first intra-operative monitor for real-time blood perfusion assessment.,"92,828",Active,2013-01-01,year,,,,,For Profit,http://pedratech.com/,"Pedra Technology has developed the world’s first intra-operative monitor for real-time blood perfusion assessment which addresses a critical need in the peripheral vascular disease (PVD) market. PVD affects over 20 million people in the US, over 80 million people in China, and represents a multi-billion dollar opportunity. Without proper care PVD can lead to limb ischemia and amputations.  Chronic wounds or ulcers on the feet (unable to heal after 8 weeks due to poor blood flow) are treated with balloon angioplasty to re-open blocked blood vessels in the legs. During such procedures, the Pedra device gives the physician intra-operative instantaneous feedback on blood perfusion of foot tissue. It is this blood perfusion at the tissue level that is critical for wound healing. This is the first time that physicians, using the Pedra device, are able to achieve an accurate objective and quantitative measure of blood perfusion while the patient is still in the operating theater. No other technology does this, as X-ray angiograms only image macrovascular blood flow, which can lead to misleading conclusions, resulting in adverse outcomes or repeat procedures.",Early Stage Venture,4700000,USD,4700000
SPH Reit,https://www.crunchbase.com/organization/sph-reit,Real Estate,"Singapore, Central Region, Singapore",SPH Reit aims to be a premier retail real estate investment trust with a portfolio of quality income-producing retail properties.,"102,634",Active,2013-01-01,year,2013-07-26,day,,,For Profit,http://www.sphreit.com.sg,SPH Reit aims to be a premier retail real estate investment trust with a portfolio of quality income-producing retail properties.,IPO,164500000,SGD,120567142
JET8,https://www.crunchbase.com/organization/creative-hothouse,"Apps, Coupons, E-Commerce, Infrastructure, Internet, Mobile, Mobile Advertising, Shopping","Singapore, Central Region, Singapore",JET8 is an agile no-code platform for creating social commerce apps.,"106,183",Active,2013-01-01,year,,,,,For Profit,http://www.jet8.io,"JET8 is a social engagement platform. That offers mobile software with an analytics dashboard for moment marketing, mobile engagement, mobile sales, and customer relationship management.",Seed,9600000,USD,9600000
Apvera,https://www.crunchbase.com/organization/apvera,"Analytics, Big Data, Cyber Security, Machine Learning, Security, Software","Singapore, Central Region, Singapore","Apvera is an information technology company that offers cyber-security solutions for businesses, firms, and companies.","114,662",Active,2013-01-01,year,,,,,For Profit,https://www.apvera.com/,"Apvera is an information technology and services company that offers cybersecurity services for businesses, firms, and companies. It offers a software platform that provides insights for its clients to monitor the data flow within their own company. Apvera specializes in security, machine learning, data analytics, big data, and behavioral analysis The company was founded in 2013 and headquartered in Singapore..",,1630130,USD,1630130
