Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Tookitaki,https://www.crunchbase.com/organization/tookitaki,"Compliance, Finance, FinTech, Predictive Analytics, SaaS, Software","Singapore, Central Region, Singapore",Tookitaki is a Regtech company offering financial crime detection and prevention to some of the world's leading banks and fintech firms.,"5,647",Active,2012-01-01,year,2022-04-18,day,,,For Profit,https://www.tookitaki.com,"Money laundering needs to be a collective effort through centralised intelligence-gathering. For this reason, Tookitaki developed the AML Ecosystem, which includes our network of experts and the Typology Repository (TR).  The AML ecosystem is a game changer since it helps remove the information vacuum created by siloed AML operations. It also lays the foundation of a  democratized detection approach where AML behavioural models are shared across an ecosystem through a privacy-protected framework.  Our network of experts includes risk advisers, legal firms, AML specialists, consultancies, and financial institutions from across the globe. Driven by effective collaboration between experts, the TR has grown exponentially over the past few months. In addition to our AML ecosystem, which is a first-of-its-kind community-driven initiative, we have Tookitaki’s Anti-Money Laundering Suite or AMLS for our customers. The AMLS is an operating system comprising of four modules, such as Transaction Monitoring, Smart Screening, Customer Risk Scoring and the Case Manager, under one roof to address our customers’ compliance requirements. It provides holistic risk coverage, sharper detection, and significantly fewer false alerts.  It can be deployed in multiple environments including the public cloud, private cloud, and data centre. Tookitaki’s AML Ecosystem and the AMLS work in tandem and help our stakeholders widen their view of risk from an internal one to an industry-wide one across organizations and borders. Moreover, they can do so without compromising privacy and security.  Founded in November 2014, Tookitaki employs over 100 people across Asia, Europe, the Middle East, and the Americas. Tookitaki’s innovations in regulatory compliance have been acknowledged worldwide. Chartis Research named the company a Rising Star in its 2021 RiskTech 100 report. In 2020,  the company won the Regulation Asia  Awards for Excellence and the G20TechSprint  accelerator. In  2019, the company was featured in the World Economic Forum’s Technology Pioneer List.",M&A,20456000,USD,20456000
Mighty Jaxx,https://www.crunchbase.com/organization/mighty-jaxx,"Collectibles, Comics, Lifestyle, Product Design","Singapore, Central Region, Singapore",Mighty Jaxx is an award-winning integrated future culture platform that designs and produces digital and phygital collectibles,"11,829",Active,2012-01-01,year,,,,,For Profit,https://mightyjaxx.com,"Mighty Jaxx is an award-winning integrated future culture platform that designs and produces digital and phygital collectibles in partnership with the greatest talents in the world, as well as global brands such as Netflix, Formula 1, Hasbro, Toei Animation, Cartoon Network, Nickelodeon, Warner Brothers, Adidas and more, shipping millions of phygital collectibles to over 80 countries worldwide yearly.",Early Stage Venture,34773998,USD,34773998
SwipeRx,https://www.crunchbase.com/organization/mclinica,"Apps, Big Data, Health Care, InsurTech, mHealth, Pharmaceutical","Singapore, Central Region, Singapore","SwipeRx is a developer of a medical technology platform designed to connect pharmaceutical manufacturers, pharmacies, and patients.","13,798",Active,2012-01-01,year,,,,,For Profit,https://www.swiperxapp.com,"SwipeRx is a platform for pharmacies. Through specialized and compliant healthcare logistics, negotiated pricing, and financing solutions, the platform serves the largest digital pharmacy purchasing network",Early Stage Venture,43300000,USD,43300000
Quadria Capital,https://www.crunchbase.com/organization/quadria-capital,Health Care,"Singapore, Central Region, Singapore",Quadria Capital is a healthcare-focused private equity fund that invests in the high growth healthcare sector.,"18,399",Active,2012-01-01,year,,,,,For Profit,http://quadriacapital.com,Quadria Capital is a healthcare focused private equity fund that invests in the high growth healthcare sector of some of the world's fastest growing economies in South Asia and Southeast Asia. Quadria Capital aims to generate significant financial returns for its investors by leveraging the team's operational and transactional experience in healthcare to invest in high quality and scalable healthcare organizations to address the critical and undersupplied healthcare needs in the region.,,35000000,USD,35000000
TradeGecko,https://www.crunchbase.com/organization/tradegecko,"Business Intelligence, E-Commerce, Enterprise Software, Payments, Retail, SaaS, Supply Chain Management, Transportation","Singapore, Central Region, Singapore",TradeGecko is an inventory and order management platform for modern wholesale merchants.,"25,992",Active,2012-01-01,year,2020-08-03,day,,,For Profit,https://tradegecko.com,"TradeGecko is an inventory and order management platform designed for brand owners and distributors. By integrating sales channels, logistics providers, and accounting services, TradeGecko enables to effortlessly take control with a single source of truth for all operations. They provide a cloud-based commerce platform for growing companies. At TradeGecko, they aim to free business owners from operational complexity of running their business to spend more time building a brand their customers will love. The company was founded in 2012 by Cameron Priest, Bradley Priest, and Carl Thompson.",M&A,17710000,USD,17710000
Structo,https://www.crunchbase.com/organization/structo,"3D Printing, Dental, Manufacturing, Medical Device","Singapore, Central Region, Singapore",Structo is a manufacturer of dental appliances.,"28,736",Active,2012-01-01,year,,,,,For Profit,http://structo3d.com,Structo is a digital manufacturing platform. They formulated a range of application-specific 3D printing resins to work hand-in-hand with their hardware technology.,,13000000,USD,13000000
Wiseasy,https://www.crunchbase.com/organization/wiseasy,"Electronics, Financial Services, FinTech, Software","Singapore, Central Region, Singapore","Wiseasy is a global digital banking and payment builder providing ""cloud + software + terminals"" services to partners worldwide","29,831",Active,2012-01-01,year,,,,,For Profit,https://www.wiseasy.com/,"As a global digital banking and payment builder specializing in smart financial terminals and payment technology services, Wiseasy Group is dedicated to promoting the continuous development and popularization of digital banking and payment technologies worldwide. By providing one-stop “cloud + software + terminals” solutions based on advanced technical system and network facilities, Wiseasy facilitates banks, acquirers, fintech companies, telecom operators and industry solution providers to offer diverse financial services to the wider public in more cost-efficient and convenient ways. Wiseasy has provided fintech products and services for over 350 partners and agencies in 114 countries and regions worldwide, covering dozens of industries.",Early Stage Venture,24185509,USD,24185509
Three Arrows Capital,https://www.crunchbase.com/organization/three-arrows-capital,"Finance, Financial Services, Hedge Funds","Singapore, Central Region, Singapore",Three Arrows Capital is a hedge fund manager that provides risk-adjusted returns.,"30,634",Active,2012-01-01,year,,,,,For Profit,https://www.threearrowscap.com,"Three Arrows Capital is a hedge fund manager that provides risk-adjusted returns. The firm was established in 2012 by Su Zhu and Kyle Davies and is headquartered in Singapore, Central Region, Singapore.",,2360000000,USD,2360000000
MVL Chain,https://www.crunchbase.com/organization/mvl-chain,"Blockchain, Information Technology, IT Infrastructure","Singapore, Central Region, Singapore",MVL Chain is a blockchain-based ride-hailing service.,"34,320",Active,2012-01-01,year,,,,,For Profit,https://mvlchain.io/,"MVL is a new incentive-based blockchain mobility ecosystem.MVL records key data such as transactions, movements, accidents, and maintenance of people and vehicles in many fields, connecting them together in a single.",Early Stage Venture,27837523,USD,27837523
Lazada Group,https://www.crunchbase.com/organization/lazada-group,"Consumer Goods, E-Commerce, Marketplace, Shopping","Singapore, Central Region, Singapore",Lazada Group is an e-commerce company that operates an online shopping and selling destination.,"35,115",Active,2012-01-01,year,2016-04-12,day,,,For Profit,http://www.lazada.com,"Lazada is an online shopping and selling destination in Southeast Asia – present in Indonesia, Malaysia, the Philippines, Singapore, Thailand, and Vietnam.  Lazada helps more than 100,000 local and international sellers, as well as 2,500 brands, serve the 560 million consumers in the region through its marketplace platform, supported by a wide range of tailored marketing, data, and service solutions. Lazada offers an excellent customer experience through a wide network of logistics partners and its own first- and last-mile",M&A,7175139556,USD,7175139556
PouchNATION,https://www.crunchbase.com/organization/pouch-nation,"Events, Mobile, SaaS","Singapore, Central Region, Singapore",Asia's leading SaaS platform focused on delivering cashless and revenue driving solutions for Hospitality and Entertainment,"35,198",Active,2012-01-01,year,2023-08-04,day,,,For Profit,http://pouchnation.com,PouchNATION is a SaaS company for cashless and guest management solutions digitising the venues and events operations using intelligent NFC wearable technology in Southeast Asia. We aim to empower business owners to operate worry-free in the future.,M&A,4500000,USD,4500000
