Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
HashKey Capital,https://www.crunchbase.com/organization/hashkey-capital-a772,"Financial Services, Venture Capital","Singapore, Central Region, Singapore","HashKey Capital provides financial services to startups from Pre-Seed to Series B+, across equity and tokens.","1,552",Active,2015-01-01,year,,,,,For Profit,https://hashkey.capital/index.html,"HashKey Capital provides financial services to startups from Pre-Seed to Series B+, across equity and tokens. HashKey Capital is a pioneer in digital assets and blockchain technology. Assisting institutions, innovators, and talents in the advancement and adoption of the blockchain industry.",,500000000,USD,500000000
Moglix,https://www.crunchbase.com/organization/moglix,"B2B, E-Commerce, Industrial, Marketplace, Mobile","Singapore, Central Region, Singapore",Moglix is an online marketplace for business supplies and industrial equipment.,"1,802",Active,2015-01-01,day,,,,,For Profit,http://www.moglix.com/,"Moglix is an e-commerce platform for industrial tools and equipment. The company is engaged in marketing industrial supplies, in particular, MRO, Safety, Electrical & Lighting, Cleaning & Laundry Supplies, Office Supplies, Tools, and many more industry essentials.  The company was started in 2015 by a group of young entrepreneurs with the aim of bringing in revolutionary and exciting solutions to global e-commerce",Late Stage Venture,472208452,USD,472208452
Emeritus,https://www.crunchbase.com/organization/emeritus-institute-of-management,"Career Planning, EdTech, Education, Training","Singapore, Central Region, Singapore",Emeritus is an EdTech startup that provides accessible and affordable educational programs.,"3,076",Active,2015-01-01,year,,,,,For Profit,http://www.emeritus.org,"Emeritus is an EdTech startup that provides accessible and affordable educational programs. Emeritus provides a high quality online learning experience so people can learn in-demand skills to take their career to the next level. The company collaborates with more than 50 top-tier universities across the United States, Europe, Latin America, Southeast Asia, India, and China. Emeritus’ short courses, degree programs, professional certificates, and senior executive programs help individuals learn new skills and transform their lives, companies, and organizations. Its model of state-of-the-art technology, curriculum innovation, and hands-on instruction from senior faculty, mentors, and coaches educates more has educated more than 250,000 individuals across 80+ countries.",Late Stage Venture,1040000000,USD,1040000000
Holmusk,https://www.crunchbase.com/organization/holmusk,"Analytics, Artificial Intelligence (AI), Big Data, Electronic Health Record (EHR), Health Care","Singapore, Central Region, Singapore",Holmusk is a provider of healthcare data and technology solutions to support the treatment of mental health and chronic diseases.,"3,179",Active,2015-01-01,year,,,,,For Profit,https://holmusk.com,"Holmusk develops a real-world evidence platform in behavioral health and chronic diseases to expand data-driven, evidence-based care for people managing behavioral health conditions. It works by bringing together specialty behavioral health data and Holmusk’s novel analytics platform to deliver evidence-based insight that can be used to make treatment decisions, as well as the commercialization of new drugs.",,106249978,USD,106249978
Carro,https://www.crunchbase.com/organization/carro,"Automotive, Direct Sales, E-Commerce Platforms, Marketplace","Singapore, Central Region, Singapore",Carro is an online used car marketplace that offers a wide range of services for buying a car.,"3,267",Active,2015-01-01,year,,,,,For Profit,http://carro.sg/,Carro is an automotive marketplace that offers a full-stack service for all aspects of car ownership. It challenges the traditional way of buying and selling of cars through a proprietary pricing algorithm. Carro also provides a range of services that offer everything a car owner needs throughout their car ownership journeys such as an in-house financing solution warranty options and Singapore’s first on-demand roadside recovery platform. The company was founded in 2015 and is headquartered in Singapore.,,705116000,USD,705116000
RedDoorz,https://www.crunchbase.com/organization/reddoorz,"Business Travel, Hospitality, Travel, Travel Accommodations, Travel Agency","Singapore, Central Region, Singapore",RedDoorz is transforming affordable accommodation in South East Asia through Tech,"4,936",Active,2015-01-01,year,,,,,For Profit,https://www.reddoorz.com/,"RedDoorz is a platform offering budget accommodations across key business and tourist destinations in Southeast Asia. The company solutions help partners manage distribution, marketing, technology, customer experience, and pricing solutions offering an end-to-end platform. RedDoorz has grown to over 1,000 employees in five countries, funded by leading investors, such as Jungle Ventures, Susquehanna International Group, International Finance Corporation (the World Bank), 500 Startups, and Innovate Capital. It also operates a marketplace of two-star, three-star and below budget hotels, selling access to rooms to people. RedDoorz was founded in 2015 and is based in Singapore.",Late Stage Venture,134400000,USD,134400000
ZEGOCLOUD,https://www.crunchbase.com/organization/zego-2bef,"Collaboration, Internet, Metaverse, Video, Video Conferencing","Singapore, Central Region, Singapore","Video, Voice & Chat API for Real-Time Interaction and Real-Time Communication.","5,471",Active,2015-01-01,year,,,,,For Profit,https://www.zegocloud.com,"Our journey in audio and video hardware and software development started back in 2001. The core team focused on key technologies in digital signals, algorithms for voice and video, as well as network transmission. We’ve learned from years of experience that delivering real-time audio and video is no easy feat. It can only be achieved with a wealth of knowledge in many different fields. Yet in this digital era, there are so many use cases for voice and video interaction to build bridges and forge links. So we started to explore how to share our passion for and expertise in audio and video solutions with more businesses and developers as a partner in their journey of success. That’s why we founded ZEGOCLOUD in 2015. With Real-Time Communication (RTC) empowered by AI, ZEGOCLOUD now seeks to turn the vision for Real-Time Interaction (RTI) into a reality. We lay the groundwork for businesses and developers to build RTI into their apps across mobile internet and the metaverse. Flexible, customizable, low code.",Late Stage Venture,171500000,USD,171500000
Genius Group,https://www.crunchbase.com/organization/genius-group-education,"Corporate Training, EdTech, Education, Training","Singapore, Central Region, Singapore","Genius Group is an Edtech and education company developing a future-focused, entrepreneur education system.","9,302",Active,2015-01-01,day,2022-04-12,day,,,For Profit,https://www.geniusgroup.net,"Genius Group is a global education company developing a future-focused, entrepreneurial education system that spans from early learning, primary and secondary school, to university, adult education, and corporate training.  The Genius Group comprises multiple entities and initiatives that provide comprehensive education and resources. One of its key platforms is GeniusU, an online learning platform that offers personalized courses spanning various fields, including entrepreneurship, leadership, and personal development.  The Entrepreneur Institute, another integral part of the Genius Group, is focused on delivering education and resources tailored for entrepreneurs. Notable programs within this initiative include the Entrepreneur Fast Track and the Entrepreneur Mastermind. Additionally, the group features Wealth Dynamics, a profiling system developed by Roger James Hamilton, designed to assist individuals in identifying their entrepreneurial strengths. This system helps individuals chart paths to success based on their unique profiles, contributing to a holistic approach to personal and professional development within the Genius Group.",IPO,38980000,USD,38980000
Biorithm,https://www.crunchbase.com/organization/biorithm,"Health Care, Medical, Medical Device","Singapore, Central Region, Singapore",Biorithm has developed a remote maternal-fetal care platform to deliver home care for pregnant and postnatal patients.,"9,792",Active,2015-01-01,year,,,,,For Profit,http://www.bio-rithm.com,"Biorithm is a company that creates obstetrics remote monitoring platforms and point-of-care devices for pregnant and postnatal patients. The company combines proprietary data analytics software and medical-grade wearables to monitor a wide range of pregnancy vital data such as fetal heart rate, uterine contractions, and maternal heart rate, allowing clinicians to gain new insights into the health of the mother and baby while also providing expecting mothers with better access to healthcare, convenience, and more information about their pregnancy to identify early signs of complications.",Early Stage Venture,3500000,USD,3500000
Motorist,https://www.crunchbase.com/organization/motorist,"Internet, Software","Singapore, Central Region, Singapore",Motorist is a auto-concierge platform.,"10,575",Active,2015-01-01,year,,,,,For Profit,https://www.motorist.sg/,Motorist is a comprehensive AutoConcierge platform that helps drivers conveniently manage all aspects of vehicle ownership and vehicle transactions.,Early Stage Venture,1200000,SGD,893589
Finlync,https://www.crunchbase.com/organization/finlync,"Accounting, Enterprise Resource Planning (ERP), Financial Services, FinTech","Singapore, Central Region, Singapore",Finlync is a fintech company that manages complex financial needs through its ERP native apps and API connectivity.,"12,686",Active,2015-01-01,year,,,,,For Profit,https://www.finlync.com/,"Finlync is a FinTech company that manages complex financial needs through its ERP native apps and API connectivity. It transforms corporate finance and treasury offices by collecting global banking APIs to deliver embedded real-time payments and cash management. Its ERP native apps and API connectivity help treasurers to let banking and financial industries optimize cash and reduce the resources needed to manage complex financial needs. FinLync’s largest clients include Fortune 2000 and Fortune 500 companies. The firm has employees from 11 different countries and offices in Singapore, Los Angeles, New York, and Paris.",,16000000,USD,16000000
Funding Societies,https://www.crunchbase.com/organization/funding-societies,"Financial Services, FinTech, Funding Platform, Lending","Singapore, Central Region, Singapore",Funding Societies is a unified digital finance platform providing business financing to small and medium-sized enterprises (SMEs).,"14,095",Active,2015-01-01,year,,,,,For Profit,https://www.fundingsocieties.com,"Funding Societies SME digital financing company. Funding Societies operates an online platform that connects individual and institutional investors with SMEs seeking loans. The platform allows SMEs to access financing quickly and efficiently, often bypassing traditional banks. The company has operations in multiple Southeast Asian countries, including Singapore, Malaysia, Indonesia, and Thailand.",,594594842,USD,594594842
Cube Highways and Infrastructure,https://www.crunchbase.com/organization/cube-highways-and-infrastructure,Infrastructure,"Singapore, Central Region, Singapore","Cube Highways and Infrastructure, independent, professionally-managed company managing and operating a world class portfolio of toll roads.","15,447",Active,2015-01-01,year,,,,,For Profit,http://www.cubehighways.com,"Cube Highways and Infrastructure (Cube Highways) is a Singapore based company investing in road and highway projects, along with select other infrastructure sectors in India. Cube Highways is an independent, professionally-managed platform that leverages the extensive transportation experience of its management and execution teams.",Private Equity,1104337977,USD,1104337977
Blackpanda,https://www.crunchbase.com/organization/blackpanda,"Computer, Cyber Security, Information Technology, InsurTech, Network Security","Singapore, Central Region, Singapore",Blackpanda is a digital forensics and cyber incident response firm.,"16,233",Active,2015-01-01,year,,,,,For Profit,https://www.blackpanda.com,"Blackpanda provides cyber security services such as cyber incident response, compromise assessment, loss adjusting and investigations, digital forensics, and incident response preparation. Their customers inquiries are addressed through phone, email, and online applications.",Early Stage Venture,15000000,USD,15000000
Gero,https://www.crunchbase.com/organization/gero,"Artificial Intelligence (AI), Biotechnology, Genetics, InsurTech, Pharmaceutical","Singapore, Central Region, Singapore",Gero is a biotechnology company that provides therapeutics against chronic diseases.,"17,608",Active,2015-01-01,year,,,,,For Profit,https://www.gero.ai,GERO is an AI Drug Discovery company created to solve chronic diseases,Early Stage Venture,6000000,USD,6000000
Utu,https://www.crunchbase.com/organization/utu-singapore,Apps,"Singapore, Central Region, Singapore",Utu is a cross-border loyalty platform in the travel technology space.,"17,800",Active,2015-01-01,day,,,,,For Profit,https://www.utu.global/,,Early Stage Venture,55000000,USD,55000000
Igloohome,https://www.crunchbase.com/organization/igloohome,"Apps, Information Technology, Mobile Apps, Smart Home, Software","Singapore, Central Region, Singapore",Igloohome manufactures security locks for residential and commercial purposes.,"18,058",Active,2015-01-01,year,,,,,For Profit,http://www.igloohome.co/,"Igloohome manufactures security locks for residential and commercial purposes. It helps people to manage homes and properties through technologies.  Igloohome offers igloohome Smart Keybox, a solution for short-term rental hosts and home or property owners; Smart Padlock, a remotely-managed security solution that provides owners with convenient access control to their properties and assets; and Igloohome mobile app, which allows the user to pair and manage various locks in various home listings, perform Bluetooth unlock and easy unlock, generate and manage one-time and duration PIN codes, change master PIN code, and check lock battery status. Its igloohome Smart Keybox opens with PIN code and Bluetooth.  Igloohome sells its products through resellers and online. Anthony Chow, Kelvin Jo, and Sharon Goh founded it in 2015, with its headquarters in Singapore.",,20275000,USD,20275000
H3 Dynamics,https://www.crunchbase.com/organization/h3-dynamics,"Artificial Intelligence (AI), Drones, Renewable Energy, Robotics, Smart Building","Singapore, Central Region, Singapore","H3 Dynamics is a global advanced air mobility technology company enabling digitization, automation, and decarbonisation of flight.","18,466",Active,2015-01-01,year,,,,,For Profit,https://www.h3dynamics.com,"H3 Dynamics is a global advanced air mobility technology company with a mission to decarbonise air mobility. The company has a 15 year cutting edge R&D track record in hydrogen flight, starting with a NASA-backed program in 2006, via its HES Energy Systems unit acquired from Horizon Fuel Cell Technologies in 2015. It is developing hydrogen propulsion systems for fixed wing and multi-rotor aerial vehicles targeting data services and air cargo first, with the ambition of flying passengers in the future.  The company's first line of business is a software a service solution that automates drone hardware and software solutions through one unified cloud platform. The company sells autonomous outcomes as a service across industry sectors and across several geographies, including the US, Canada, Latin America, France, Singapore, Japan, Australia, Hong Kong.  The company has developed proprietary machine learning based engineering solutions for defect mapping and rectification in the built environment, as well as in the maritime and utilities space. Its digital services platforms ingests various forms of unstructured data not limited to drones, but also portable and fixed sensor / camera systems. The company has developed a drone automation infrastructure solution that links to the unified cloud offering, and works as an autonomous nesting station for third party drone hardware.Named DBX, the station houses, stores, charges, and deploys drones from a nesting station that can be positioned on building rooftops, or remote customer sites. The drone stations are multi-drone, multi-comms, multi-Os, and multi-sensor enabled. These tele-robotics devies are 5G ready, and are UTM-capable through a global partnership with THALES. As a next step the company is launching larger, long range hydrogen powered unmanned systems being developed in parallel for launch in the coming 1-2 years. H3 Dynamics has unique proprietary technology on distributed hydrogen electric propulsion systems and refuelling methods that are being worked on as new products and solutions for unmanned and manned aviation.",Early Stage Venture,33950000,USD,33950000
Nium,https://www.crunchbase.com/organization/nium,"Finance, Financial Services, FinTech, Payments","Singapore, Central Region, Singapore",Nium is a payment infrastructure that specializes in payments and card-issuing services.,"19,951",Active,2015-01-01,year,,,,,For Profit,https://www.nium.com,"Nium is a payments services company. It provides banks, payment vendors, and businesses with access to payment and card issuance services. Their platform, network, and APIs work together to accelerate business growth. They serve travel, marketplaces, financial institutions, payroll industries, and more. For more information, visit: https://www.nium.com",Late Stage Venture,287960000,USD,287960000
Lion TCR,https://www.crunchbase.com/organization/lion-tcr,"Biotechnology, Health Care, Health Diagnostics, Therapeutics","Singapore, Central Region, Singapore",Lion TCR is a clinical-stage biotechnology company.,"22,182",Active,2015-01-01,year,,,,,For Profit,http://liontcr.com/,"They are a clinical-stage biotechnology company that develops TCR-T cell therapy for cancers and life-threatening infectious diseases in Asia. For the past decade, they have accumulated expertise covering the entire product development process, ranging from basic research, T cell engineering and development, and preclinical/clinical assessment.  Led by industry and academic experts from their base in Singapore, they are dedicated to the commercialization and continued development of their immunotherapy products.",Early Stage Venture,61550096,USD,61550096
AntWorks,https://www.crunchbase.com/organization/antworks,"Artificial Intelligence (AI), Business Intelligence, Data Visualization, Information Services, Information Technology, Machine Learning, Predictive Analytics, Robotic Process Automation (RPA)","Singapore, Central Region, Singapore","AntWorks is a global, artificial intelligence (AI) company.","24,916",Active,2015-01-01,year,,,,,For Profit,https://www.ant.works/,"AntWorks™ is a global leader in Intelligent Document Processing. We use proprietary Artificial Intelligence technology to unlock, classify and digitise the vital data in the full range of business documents. Our flagship product, CMR+, understands and contextualises information with unrivalled accuracy and minimal intervention. Designed for flexibility, it processes hard-to-read, complex, ‘unstructured’ content; emails, contracts, reports, tables, images and handwriting. Founded in 2015, AntWorks is headquartered in Singapore and employs more than 200 people in Asia, Europe and North America. The company is rated highly by IDP analysts and used by global insurers, banks, healthcare and business service providers.",Early Stage Venture,15000000,USD,15000000
