Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Coins.ph,https://www.crunchbase.com/organization/coins-ph,"Bitcoin, Blockchain, Financial Services, FinTech, Mobile Payments","Pasig, Rizal, Philippines",Coins.ph delivers financial services via mobile to people who are currently unserved by traditional banks.,"6,838",Active,2014-01-01,year,2019-01-18,day,,,For Profit,https://coins.ph,"Coins.ph is a Blockchain-backed platform that provides consumers with direct access to banking and digital payment services, local and international remittances, bill payments, game credits, and online shopping. It makes money transfer frictionless and accessible through the use of mobile devices and Blockchain technology. Founded in 2014, Coins.ph's mobile wallet empowers customers and small businesses by giving them direct access to financial services.",M&A,40000000,USD,40000000
Voyager Innovations,https://www.crunchbase.com/organization/voyager-innovations,"Banking, Payments","Mandaluyong, Cavite, Philippines",Voyager Innovations is a technology company that is involved in the development and delivery of digital services.,"16,494",Active,2013-01-01,year,,,,,For Profit,https://www.voyagerinnovation.com,"Voyager Innovations is part of First Pacific and is a wholly-owned subsidiary of Smart Communications, Inc.  The company is focused on delivering innovative digital solutions for future new business streams and evolving business models. This Philippines-based technology company is involved in the creation, development, and delivery of digital services.",Private Equity,712000000,USD,712000000
Great Deals E-Commerce,https://www.crunchbase.com/organization/great-deals-e-commerce,"E-Commerce, Retail","Quezon City, Quezon City, Philippines","Great Deals offers end-to-end e-commerce services, handling everything from digital content, web design, analytics and chat support.","21,864",Active,2014-01-01,year,,,,,For Profit,https://www.greatdealscorp.com/,"Great Deals E-Commerce Corporation is the leading e-distributor in the Philippines, catering multi-national brands. Addressing the needs of the brands in advancing online. Adapting to the e-commerce growth in the country, Great Deals E-commerce Corporation delivers end-to-end opportunities to reach the fullest potential of brand’s e-commerce capabilities.",Early Stage Venture,41313872,USD,41313872
ACEN,https://www.crunchbase.com/organization/ac-energy,"Clean Energy, Energy, Energy Management, Oil and Gas, Renewable Energy","Makati, Manila, Philippines","ACEN is the energy platform of Ayala, one of the largest business groups.","22,261",Active,2011-01-01,year,1970-01-05,day,,,For Profit,https://www.acenrenewables.com,"ACEN is the listed energy platform of the Ayala Group. The company has ~4,000 MW of attributable capacity from owned facilities in the Philippines, Vietnam, Indonesia, India, and Australia, with a renewable share of 98%, which is among the highest in the region.",IPO,824563047,USD,824563047
Kalibrr,https://www.crunchbase.com/organization/kalibrr,"Employment, Recruiting, Skill Assessment","Makati, Manila, Philippines",Kalibrr connects talent and opportunity at scale in emerging markets.,"31,002",Active,2012-01-01,year,,,,,For Profit,http://www.kalibrr.com,"Kalibrr is a recruitment business innovating services and technologies to help companies consistently recruit the best talent. They achieve recruitment transformations through an end-to-end portfolio of services including a premium jobs portal, world-class recruitment system, employer branding and powerful online assessments. Founded by Paul Rivera and Dexter Ligot-Gordon in January 2012, Kalibrr had received a significant in seed funding from Sillicon Valley startup incubators and investors such as; Kickstart Ventures, eBay's Pierre Omidyar, Globe Telecom's, Sillicon Valley Y Combinator and Filipino Angel investor Nix Nolledo of Xurpas. ",,7507171,USD,7507171
One Stop Warehouse,https://www.crunchbase.com/organization/one-stop-warehouse,Renewable Energy,"Australia, Isabela, Philippines",One Stop Warehouse is a solar wholesale distributor of electrical and renewable energy needs from global suppliers.,"40,315",Active,2013-01-01,year,,,,,For Profit,https://www.onestopwarehouse.com.au/,"One Stop Warehouse is a solar wholesale distributor of electrical and renewable energy needs from global suppliers. The company sells and deploys photovoltaic and energy storage systems through retailers and installers. It assists clients in managing end-user data, lowering operating costs, and providing financial/carbon trading services for the operation end. By diversifying its services to include GreenDeal IT Software, VPP, Power services, and Financing, they hope to make it easier for solar installers all over the world to do better business.",,51000000,AUD,35449975
SP New Energy,https://www.crunchbase.com/organization/solar-philippines,"Energy, Service Industry, Solar","Makati, Manila, Philippines","SP New Energy Corp. is a solar firm that offers financing, specialised engineering, and installation services.","40,735",Active,2013-01-01,year,2021-12-17,day,,,For Profit,https://spnec.ph,"SP New Energy Corp. is a solar firm that offers financing, specialised engineering, and installation services.",IPO,2000000000,PHP,36849377
FAST Group,https://www.crunchbase.com/organization/fast-group,"Logistics, Supply Chain Management, Transportation, Warehousing","Cebu, Cebu City, Philippines",FAST Group caters to the end to end logistics needs of customers from the point of origin to the point of destination.,"42,047",Active,2010-01-01,year,,,,,For Profit,https://www.fastlogistics.com.ph/,Fast Logistics caters to the end to end logistics needs of customers from the point of origin to the point of destination.,Private Equity,6000000000,PHP,124829660
Jdoodle,https://www.crunchbase.com/organization/jdoodle,"E-Learning, Education, MOOC, Online Portals","Australia, Isabela, Philippines","JDoodle is an online programming platform that offers online IDE, compilers, APIs, plugins, assessments, courses, and tutorials.","42,230",Active,2013-01-01,year,,,,,For Profit,https://www.jdoodle.com/,,,3220000,AUD,2187600
PawnHero,https://www.crunchbase.com/organization/pawnhero,"Finance, Financial Services, FinTech, Secondhand Goods","Manila, Manila, Philippines",PawnHero – the 1st online pawnshop in the Philippines.,"47,006",Active,2014-01-01,year,,,,,For Profit,http://pawnhero.ph,"PawnHero – the 1st online pawnshop in Southeast Asia, will solve this problem of expensive credit and interest rates. We provide an easy, fair and convenient way of overcoming short-term cash needs. This is a completely new way of doing business in the industry, truly revolutionary, created by genuine visionaries.",,9700000,USD,9700000
