Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
BreederDAO,https://www.crunchbase.com/organization/breederdao,"Blockchain, Gaming, Manufacturing, Metaverse","Philippine, Benguet, Philippines",BreederDAO is a Philippines-based specialist manufacturer of digital assets for use in blockchain-based games and virtual worlds.,"5,914",Active,2021-01-01,year,,,,,For Profit,https://www.breederdao.io/ ,"BreederDAO is the NFT asset factory of blockchain games. We provide high-volume asset production, tailored to specification, for some of the largest guilds in the Metaverse so they can supercharge their Play-To-Earn economies.",Early Stage Venture,12000000,USD,12000000
PickUp Coffee,https://www.crunchbase.com/organization/pickup-coffee,"Brewing, Coffee, Food and Beverage","Taguig, Rizal, Philippines",PickUp Coffee is a start-up that aims to increase the accessibility of espresso and milk-based beverages.,"11,870",Active,2022-01-01,year,,,,,For Profit,https://www.pickup-coffee.com,"PickUp Coffee is a start-up that aims to increase the accessibility of espresso and milk-based beverages. PickUp Coffee is located in Taguig, Philippines.",Early Stage Venture,40000000,USD,40000000
Toki,https://www.crunchbase.com/organization/toki-6da6,"Collectibles, Retail","Makati, Manila, Philippines","Toki is a social commerce platform is made to facilitate the safe, profitable, and pleasurable purchase and sale of collectibles.","17,737",Active,2023-01-01,year,,,,,For Profit,https://www.tokiasia.com,"Toki is a social commerce platform is made to facilitate the safe, profitable, and pleasurable purchase and sale of collectibles. It allows collectors to easily handle transactions The company's platform allows vendors to post their products for categories like footwear, Lego, NBA Cards, and Funko Pops, and customers may buy the products just like they would on other online marketplaces.",Seed,1800000,USD,1800000
Squads,https://www.crunchbase.com/organization/squads-45a1,"Apps, Developer Platform, Web Development","Solana, Misamis Oriental, Philippines",Squads is an application that can be used to create DAOs on the Solana blockchain.,"22,053",Active,2021-07-01,month,,,,,For Profit,https://sqds.io,Squads is an application that can be used to create DAOs on the Solana blockchain.,,12200000,USD,12200000
Peddlr,https://www.crunchbase.com/organization/peddlr-io,"Apps, FinTech","Catbalogan, Samar, Philippines",Free POS and digital ledgers that assist Philippine Micro and Small businesses better manage operations and helps them earn more.,"23,290",Active,2021-07-20,day,,,,,For Profit,https://www.peddlr.io/,Jumpstarting Philippine Micro and Small businesses to digital world. Peddlr is a free POS app for micro and small entrepreneurs in the Philippines and South East Asia that helps them earn more and better manage their businesses.,Seed,4800000,USD,4800000
UNObank,https://www.crunchbase.com/organization/unoasia,"Banking, Finance, Financial Services, Online Portals, Software","Taguig, Rizal, Philippines",UNObank platform is powered by artificial intelligence (AI) down to its very core.,"27,173",Active,2021-01-01,year,,,,,For Profit,https://uno.bank/,"The UNObank platform is powered by artificial intelligence (AI) down to its very core. Our innovative ways allow us to apply evolved processes and systems that enable smooth yet secured customer onboarding, transaction authorizations, alternate data-based credit scoring, product and interface personalization with advanced security, risk and privacy management patterns.",Seed,11000000,USD,11000000
Lista,https://www.crunchbase.com/organization/lista-philippines,"Financial Services, FinTech, Information Technology, Software","San Juan, Manila, Philippines","Lista is building simple tools to economically empower Filipino MSMEs, starting with bookkeeping.","27,282",Active,2021-01-01,year,,,,,For Profit,https://www.lista.com.ph/,"Lista is a fast-growing technology company that is on a mission to economically empower Filipino MSMEs. We are building the operating system for micro and small businesses in the Philippines, starting with an easy-to-use bookkeeping app. With our first product, MSMEs can monitor and manage their business more effectively and grow their profit faster. Over the long term, Lista's vision is to become a superapp for Filipino MSMEs and help them start, run, and grow in the digital era.",Seed,5100000,USD,5100000
Salmon,https://www.crunchbase.com/organization/fintech-holdings-ltd,FinTech,"Manila, Manila, Philippines",Salmon is a consumer credit-led fintech accelerating financial inclusion in Southeast Asia with digital finance,"27,375",Active,2022-07-01,day,,,,,For Profit,https://salmon.ph,"Money is too important a part of people’s lives to be left in the hands of habit and tradition: to high-street banks, to petty street lenders, to pawn brokers, and the like. Every customer of financial services often feels that they deserve better, be it advantaged or disadvantaged, novice or expert, farmer, teacher, jeepney driver or office worker. We — a team of finance professionals and entrepreneurs backed by world-class investors — come with the vision and capabilities to provide better and more inclusive service through a combination of technology, product design, security, data analytics and relentless focus on customer care. Managing one’s finances doesn’t need to be complex, frightening, boring or off-putting, it doesn’t have to be a chore. We aim to liberate our customers from the mundane and to quell their fears — providing our customers with more financial freedom while also saving their time and energy to focus on what truly matters to them in their daily lives. We are united by our experiences of building leading financial services and tech companies in various parts of the world — and by desire to apply our experience and modern technology for the benefit of millions of Filipinos. Not only have we built great financial and tech businesses, transforming industries in the process, but we also led large companies and banks through many economic cycles, keeping customers’ and investors’ money safe. We are building a financial technology business that works impeccably 24x365, creating thousands of jobs and provides easy access to finance for millions of Filipinos — and would love you see joining us in this journey, as a partner, vendor, employee, or a customer.",Early Stage Venture,36030817,USD,36030817
AHG Lab,https://www.crunchbase.com/organization/alternative-housing-group,"Angel Investment, Funding Platform, Internet, Software, Venture Capital","Manila, Manila, Philippines","Independent venture builder empowering startups and founders through end-to-end strategic, commercial, tech, and back-end operations.","29,932",Active,2020-12-12,day,,,,,For Profit,https://ahglab.com,"AHG Lab is one of the largest independent venture builders in the Philippines that empowers startups and its founders through unparalleled end-to-end strategic, commercial, tech development, and back-end operational support so founders can focus on building their business. With AHG Lab’s unique hands-on venture-builder approach, ventures and partners within its ecosystem are provided with limitless opportunities for synergistic alliances that dramatically increases the likelihood of success.",Seed,5220000,USD,5220000
UnionDigital Bank,https://www.crunchbase.com/organization/uniondigital-bank,"Artificial Intelligence (AI), Banking, Blockchain, FinTech","Manila, Manila, Philippines","UnionDigital Bank provides digital banking services to individuals and businesses to grow in the areas of Blockchain, Data Science, and AI.","30,193",Active,2021-01-01,year,,,,,For Profit,https://uniondigitalbank.io/,,,900000000,PHP,16191710
