Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Sprout Solutions,https://www.crunchbase.com/organization/sprout-solutions,"Enterprise Software, Human Resources, Productivity Tools","Manila, Manila, Philippines",Sprout is an HR solution that automates essential operations across the employee lifecycle.,"1,959",Active,2015-01-01,year,,,,,For Profit,https://sprout.ph,"Sprout is a payroll and HR software provider, focusing on emerging markets. Sprout fully automates timekeeping and attendance, replacing spreadsheets and printed forms with biometrics, single-click processing, and prescriptive analytics. Sprout has strong traction in the Philippines and a growing presence in Singapore and Indonesia.",Early Stage Venture,18350000,USD,18350000
BillEase,https://www.crunchbase.com/organization/billease,"Finance, Financial Services, FinTech, Payments, Software","Makati, Manila, Philippines",BillEase offers applications that split customer payments into installments at more than 500 merchant partners.,"2,682",Active,2015-09-01,day,,,,,For Profit,https://billease.ph,"BillEase offers applications that splits customers' payments into interest-bearing installments. The company also offers in-app services such as personal loans, mobile loads, gaming credits, and e-wallet top-ups. BillEase was founded in 2015.",Early Stage Venture,51000000,USD,51000000
Mynt,https://www.crunchbase.com/organization/mynt,"Financial Services, FinTech, Micro Lending","Taguig, Rizal, Philippines","Mynt operates Gcash and provides financial services that include payments, remittances, loans, business solutions, and platforms.","3,156",Active,2015-01-01,year,,,,,For Profit,https://www.mynt.xyz,"Mynt is a partnership between Globe Telecom, the Ayala Corporation, and Ant Financial. Mynt's five key services include payments, remittances, loans, business solutions, and platforms. Mynt invents new solutions to solve important problems, perfecting those solutions, and delighting its customers.",,475000000,USD,475000000
SariSuki,https://www.crunchbase.com/organization/sarisuki,"Delivery, E-Commerce, Grocery","Quezon, Quezon City, Philippines",SariSuki is a community selling platform that helps its clients to become an online neighborhood grocery store.,"5,680",Active,2019-01-01,year,,,,,For Profit,https://sarisuki.com/,"SariSuki is a community selling and buying platform that helps people become online grocery sellers in their neighborhood and offers fresh and affordable grocery items to buyers. Customers may buy food from home at inexpensive costs with no hidden charges and have them delivered safely through an online marketplace, allowing community groups to purchase everyday essentials. SariSuki was established in 2019 by Brian Cu, Philippe Lorenzo and Angelo Lee in Quezon City, Philippines.",Early Stage Venture,19800000,USD,19800000
GrowSari,https://www.crunchbase.com/organization/growsari,"B2B, E-Commerce, Internet","Pasig, Rizal, Philippines",Growsari is a tech-enabled B2B platform that helps sari-sari stores to transform themselves into comprehensive service hubs.,"8,239",Active,2015-01-01,year,,,,,For Profit,http://www.growsari.com/,Growsari is a tech-enabled B2B platform that helps sari-sari stores to transform themselves from simple FMCG outlets to comprehensive service hubs by providing them with the required infrastructure and tools.,Late Stage Venture,91500000,USD,91500000
NextPay,https://www.crunchbase.com/organization/nextpay-3f8a,"Financial Services, FinTech, Payments","Makati, Manila, Philippines",NextPay is a digital banking platform for small businesses and entrepreneurs.,"9,166",Active,2019-01-01,year,,,,,For Profit,https://nextpay.world/,"NextPay is an alternative to bank accounts for small businesses and entrepreneurs. Its platform enables companies to collect customer payments via digital invoices, manage their cash, and pay their employees, suppliers, or bills in batches to any bank or e-wallet.",Seed,1720086,USD,1720086
Kumu Holdings,https://www.crunchbase.com/organization/kumumedia-technologies,"E-Commerce, Media and Entertainment, Social Media, Video, Video Streaming","Manila, Manila, Philippines","Kumu is a social entertainment platform that aims to amplify Filipino creativity, community, and commerce.","12,544",Active,2017-01-01,year,,,,,For Profit,http://www.kumu.ph,"Kumu is a social entertainment platform that aims to amplify Filipino creativity, community, and commerce.",Late Stage Venture,93950000,USD,93950000
Advance Tech Lending,https://www.crunchbase.com/organization/advance-tech-lending,"Consulting, Employee Benefits, Financial Services, FinTech","Taguig, Rizal, Philippines",Advance Tech Lending is an online salary loans provider.,"14,939",Active,2018-01-01,day,,,,,For Profit,https://advance.ph/,"Advance Tech Lending is an online salary loans provider. They help employees cover their daily financial needs with a click of a button. They don’t charge interest, just a processing fee to get funds to you immediately.",Early Stage Venture,19870000,USD,19870000
Edamama,https://www.crunchbase.com/organization/edamama,"Consumer Goods, E-Commerce, Retail","Philippine, Benguet, Philippines",Edamama is a Philippine based e-commerce platform designed for mothers.,"20,908",Active,2019-01-01,year,,,,,For Profit,https://www.edamama.ph/,Edamama is a Philippine based e-commerce platform designed for mothers.,Early Stage Venture,35000000,USD,35000000
SAVii,https://www.crunchbase.com/organization/uploan,"Financial Services, FinTech, Lending","Manila, Manila, Philippines","SAVii provides a end-to-end ""Salary Loan Management Platform"" to employers","21,688",Active,2017-04-01,month,,,,,For Profit,https://savii.io/ph,SAVii is an innovative platform that empowers HR leaders with 360 degree salary linked wellness services designed to elevate team members personally and professionally.,Early Stage Venture,25600000,USD,25600000
First Circle,https://www.crunchbase.com/organization/first-circle,"Business Development, FinTech, Small and Medium Businesses","Taguig, Rizal, Philippines",First Circle exists to radically improve the course of opportunity for SMEs across South East Asia.,"24,989",Active,2015-01-01,year,,,,,For Profit,https://www.firstcircle.ph/,"First Circle exists to radically improve the course of opportunity for SMEs across South East Asia; to help business owners achieve growth beyond their wildest dreams; to expand their First Circle past their family and friends. They are creating great technology which allows us to bring together the best businesses. We provide them with the funding and support they need to grow for many years to come. They do this with a simple online account, advanced data analytics, dedicated customer success representatives, and a community of business owners complete with a host of useful resources.",Early Stage Venture,28500000,USD,28500000
Mosaic Solutions,https://www.crunchbase.com/organization/mosaic-solutions,"Analytics, Hospitality, Software","Manila, Manila, Philippines","Mosaic is a leading provider of profit optimisation solutions— data analytics, inventory management, point of sale and purchasing","25,118",Active,2016-01-01,year,,,,,For Profit,http://mosaic-solutions.com/,"Mosaic is a leading provider of profit optimisation solutions— data analytics, inventory management, point of sale and purchasing — offered primarily to the food and beverage sector across SE Asia.  This includes multi-unit restaurant groups, cloud kitchens, hotels, and now retailers, as well. Mosaic’s cloud-based solutions work together seamlessly, as well as with complementary products, enabling a fully integrated restaurant management solution.  Additionally, Mosaic’s analytics solution now is used across retail operations as a way for landlords to more closely monitor tenant and overall shopping centre performance.",Early Stage Venture,9112442,USD,9112442
MetroMart,https://www.crunchbase.com/organization/metromart,"E-Commerce, Food Delivery","Makati, Manila, Philippines",MetroMart is an online grocery delivery service for online shopping.,"31,145",Active,2015-01-01,day,,,,,For Profit,https://www.metromart.com,"MetroMart is an online grocery delivery service for online shopping. Users can use their web and mobile platforms to buy items from their favorite local stores and will deliver them right to their door. It delivers from a wide range of stores such as groceries, bakeries, electronics, pet care, and more. MetroMart was founded in 2015 and is based in Philippines.",Early Stage Venture,30000000,USD,30000000
DAIS Technology,https://www.crunchbase.com/organization/dais-technology,"Information Technology, Insurance","Chicago, Mindoro Oriental, Philippines",DAIS Technology is stealth technology company developing solutions for the insurance industry.,"34,197",Active,2016-01-01,year,2023-09-14,day,,,For Profit,https://www.dais.com/,DAIS is changing the approach to risk and agency enablement by launching the Internet of Insurance™. ioi™ is removing technology as a constraint and building a network effect in insurance that enables everyone to win and early adopters to win more. DAIS is currently in stealth mode and working only with a select group of industry leaders while the network is being incubated.,M&A,14000000,USD,14000000
XLD Finance,https://www.crunchbase.com/organization/xld-finance,Information Services,"Manila, Manila, Philippines",XLD is a borderless decentralized network that delivers financial services to emerging markets.,"35,910",Active,2018-01-01,year,,,,,For Profit,https://xld.finance,XLD is a borderless decentralized network that delivers financial services to emerging markets.,Seed,13000000,USD,13000000
Aqwire,https://www.crunchbase.com/organization/aqwire,"Blockchain, Real Estate, Smart Contracts","Makati, Manila, Philippines",AQWIRE fully utilizes Smart Contract technology to process cross-border real-estate transactions.,"39,955",Active,2017-01-01,year,,,,,For Profit,https://www.aqwire.io,AQWIRE fully utilizes Smart Contract technology to process cross-border real-estate transactions. The platform is engineered to remove many of the roadblocks endemic with international real-estate. ,Early Stage Venture,2100000,USD,2100000
