Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Grant - Oligo,https://www.crunchbase.com/funding_round/oligo-4fd9-grant--58b409f5,Space Travel,"Cambridge, Massachusetts, United States, North America",Grant,100000,USD,100000,2024-02-08,Oligo,https://www.crunchbase.com/organization/oligo-4fd9,https://oligo.space,,,,Massachusetts Technology Collaborative,Oligo redefines lunar operations and orbit payload integration through Modular Reconfigurable Systems and Interfaces.,,No,,100000,USD,100000,,1,Massachusetts Technology Collaborative,1,,"1,802"
Grant - SIMPL Automation,https://www.crunchbase.com/funding_round/simpl-automation-grant--4aec725a,Robotics,"Waltham, Massachusetts, United States, North America",Grant,100000,USD,100000,2024-02-08,SIMPL Automation,https://www.crunchbase.com/organization/simpl-automation,https://simplautomation.com,,,,Massachusetts Technology Collaborative,"SIMPL Automation, a pioneering warehousing automation startup, tackles the primary industry challenges of space and labor.",,No,,100000,USD,100000,,1,Massachusetts Technology Collaborative,1,,"1,800"
Grant - Hominid X,https://www.crunchbase.com/funding_round/hominid-x-grant--855c1c86,"Developer Tools, Manufacturing","New England, North Dakota, United States, North America",Grant,100000,USD,100000,2024-02-08,Hominid X,https://www.crunchbase.com/organization/hominid-x,https://hominidx.com,,,,Massachusetts Technology Collaborative,Hominid X is to develop and deliver life-changing assistive wearable products that empower people worldwide.,,No,,100000,USD,100000,,1,Massachusetts Technology Collaborative,1,,"1,805"
Grant - brd BOT,https://www.crunchbase.com/funding_round/brd-bot-grant--417bcbb2,"Food and Beverage, Robotics","Cupertino, California, United States, North America",Grant,100000,USD,100000,2024-02-08,brd BOT,https://www.crunchbase.com/organization/brd-bot,https://brdbot.com/,,,,Massachusetts Technology Collaborative,Robotic Vending Machine for Fresh Fried Foods,,No,,100000,USD,100000,,1,Massachusetts Technology Collaborative,1,,"1,807"
Grant - Yard Robotics,https://www.crunchbase.com/funding_round/yard-robotics-grant--e52d5a46,Robotics,"Huntsville, Alabama, United States, North America",Grant,100000,USD,100000,2024-02-08,Yard Robotics,https://www.crunchbase.com/organization/yard-robotics,https://yard.bot/,,,,Massachusetts Technology Collaborative,Yard Robotics offers lawn care services by robots and humans.,,No,,100000,USD,100000,Seed,2,Massachusetts Technology Collaborative,1,,"1,804"
Post-IPO Equity - Yoshitsu,https://www.crunchbase.com/funding_round/yoshitsu-post-ipo-equity--c2274829,"Retail, Wholesale","Sumida, Tokyo, Japan, Asia",Post-IPO Equity,4000000,USD,4000000,2024-01-26,Yoshitsu,https://www.crunchbase.com/organization/yoshitsu,http://www.ystbek.co.jp,,,,,"Yoshitsu is a retailer and wholesaler of Japanese beauty and health products, as well as other products.",,Yes,,4000000,USD,4000000,IPO,1,,,,"1,808"
Pre Seed Round - Ginger Joy Games,https://www.crunchbase.com/funding_round/ginger-joy-games-pre-seed--0f6df1cd,"Gaming, Mobile",,Pre-Seed,1000000,GBP,1263074,2024-02-12,Ginger Joy Games,https://www.crunchbase.com/organization/ginger-joy-games,https://gingerjoy.gs/,,,,,Ginger Joy Games operates as a web3 gaming company.,Seed,Yes,,1000000,GBP,1263074,Seed,1,,,,"1,809"
Secondary Market - Attentive,https://www.crunchbase.com/funding_round/attentive-ai-secondary-market--4e1155dd,"Artificial Intelligence (AI), Information Technology, Landscaping, SaaS, Software","Wilmington, Delaware, United States, North America",Secondary Market,,,,2024-02-08,Attentive,https://www.crunchbase.com/organization/attentive-ai,https://attentive.ai,,,,Tenacity Ventures,Attentive is an AI based SaaS platform for the landscaping and outdoor service industry,,No,$10M to $50M,14000000,USD,14000000,Early Stage Venture,4,Tenacity Ventures,1,,"1,810"
Grant - Gopher Motion,https://www.crunchbase.com/funding_round/gopher-motion-grant--0966b7cd,"Autonomous Vehicles, Information Technology, Marketing Automation, Robotics",,Grant,100000,USD,100000,2024-02-08,Gopher Motion,https://www.crunchbase.com/organization/gopher-motion,https://www.gophermotion.com,,,,Massachusetts Technology Collaborative,Gopher Motion is developing an autonomous mobile robot for last-mile delivery of goods.,,No,,100000,USD,100000,,1,Massachusetts Technology Collaborative,1,,"1,806"
Grant - Apparel Robotics,https://www.crunchbase.com/funding_round/apparel-robotics-corporation-grant--7718e0d9,"Industrial Automation, Machinery Manufacturing, Manufacturing","Cambridge, Massachusetts, United States, North America",Grant,100000,USD,100000,2024-02-08,Apparel Robotics,https://www.crunchbase.com/organization/apparel-robotics-corporation,https://apparelrobotics.com,,,,Massachusetts Technology Collaborative,Apparel Robotics is a deep tech startup developing advanced hardware and software technologies for the new era of apparel manufacturing.,,No,,100000,USD,100000,,1,Massachusetts Technology Collaborative,1,,"1,804"
