Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Non Equity Assistance - Good Choice,https://www.crunchbase.com/funding_round/good-choice-non-equity-assistance--8fd385e9,,,Non-equity Assistance,,,,2023-01-01,Good Choice,https://www.crunchbase.com/organization/good-choice,,,,,Euralimentaire,"Une application mobile pour connaître, choisir, conserver, et préparer ses fruits et légumes frais.",,No,,,USD,,,1,,1,,"43,870"
Pre Seed Round - ForceField IO,https://www.crunchbase.com/funding_round/forcefield-2f86-pre-seed--26432fe4,"Cyber Security, Homeland Security, InsurTech, Legal Tech, National Security, Physical Security, Property Insurance, Public Safety, Software","Red Bank, New Jersey, United States, North America",Pre-Seed,200000,USD,200000,2023-04-10,ForceField IO,https://www.crunchbase.com/organization/forcefield-2f86,https://www.meetforcefield.com/,,,,"Lightspeed Venture Partners, Techstars","Patent-pending APIs for verification & real-time detection of fraud, spoofing, deepfakes, cyber attacks for any type of streaming media.",Seed,Yes,,400000,USD,400000,Seed,2,,2,1,"43,830"
Venture Round - NantEnergy,https://www.crunchbase.com/funding_round/fluidic-energy-series-unknown--5ff646ff,"Energy, Oil and Gas, Renewable Energy","Scottsdale, Arizona, United States, North America",Venture - Series Unknown,7000000,USD,7000000,2013-11-11,NantEnergy,https://www.crunchbase.com/organization/fluidic-energy,https://nantenergy.com/,,,,International Finance Corporation,Fluidic Energy develops metal-air rechargeable batteries.,,Yes,$10M to $50M,61581406,USD,61581406,,4,International Finance Corporation,1,,"43,829"
Non Equity Assistance - Par'immune,https://www.crunchbase.com/funding_round/par-immune-non-equity-assistance--95f41e85,,"Marquette Lez Lille, Nord-Pas-de-Calais, France, Europe",Non-equity Assistance,,,,2017-01-01,Par'immune,https://www.crunchbase.com/organization/par-immune,http://www.parimmune.com/,,,,Eurasante,Par'immune,,No,Less than $1M,,USD,,,2,,1,,"43,868"
Series A - Niu Technologies,https://www.crunchbase.com/funding_round/niu-com-series-a--7c124bfb,"Automotive, Electric Vehicle, Manufacturing, Transportation","Changping, Beijing, China, Asia",Series A,499999,CNY,80846,2015-05-19,Niu Technologies,https://www.crunchbase.com/organization/niu-com,http://www.niu.com/,,,,"GSR United Capital, ZhenFund",Niu Technologies is an electric scooter manufacturing company that provides smart urban mobility solutions.,Early Stage Venture,Yes,$50M to $100M,125580847,USD,125580847,IPO,4,,2,,"43,848"
Series A - Slope,https://www.crunchbase.com/funding_round/slope-677a-series-a--0c399c52,"E-Commerce, Finance, Financial Services, FinTech","San Francisco, California, United States, North America",Series A,24000000,USD,24000000,2022-04-15,Slope,https://www.crunchbase.com/organization/slope-677a,https://slopepay.com,,,,"CapitalX, FJ Labs, Mischief, Monashees, Tiger Global Management, Union Square Ventures",Slope is a B2B financial platform that offers a variety of payment alternatives while being paid immediately.,Early Stage Venture,Yes,$1M to $10M,187125000,USD,187125000,,5,"Monashees, Union Square Ventures",6,3,"43,823"
Series B - ArtNGuide,https://www.crunchbase.com/funding_round/artnguide-series-b--1ef6a1f9,"Art, E-Commerce, Online Auctions","Seocho, Seoul-t'ukpyolsi, South Korea, Asia",Series B,17000000000,KRW,13891158,2022-03-28,ArtNGuide,https://www.crunchbase.com/organization/artnguide,http://www.artnguide.com,,,,"Base Investments, DS Asset Management, Hanwha Investment Bank & Securities, KDB Capital, KT investment, LOTTE rental, SBVA",ArtNGuide conducts online auctions and art fairs.,Early Stage Venture,Yes,,26200000000,KRW,21639147,Early Stage Venture,3,,7,,"43,816"
Non Equity Assistance - Avis De Gourmets,https://www.crunchbase.com/funding_round/avis-de-gourmets-non-equity-assistance--982fffc2,"Communities, Food and Beverage, Grocery, Online Forums","Mouvaux, Nord-Pas-de-Calais, France, Europe",Non-equity Assistance,,,,2017-01-01,Avis De Gourmets,https://www.crunchbase.com/organization/avis-de-gourmets,https://www.avisdegourmets.com/,,,,Euralimentaire,"Avis De Gourmets is an online community that recommends local producers, artisans, and food businesses for gourmet lovers.",,No,,,USD,,,1,,1,,"43,810"
Series A - ArtNGuide,https://www.crunchbase.com/funding_round/artnguide-series-a--6fd04239,"Art, E-Commerce, Online Auctions","Seocho, Seoul-t'ukpyolsi, South Korea, Asia",Series A,9200000000,KRW,7747988,2021-10-05,ArtNGuide,https://www.crunchbase.com/organization/artnguide,http://www.artnguide.com,,,,"Base Investments, E&Venture Partners, ES Investor, Hanyang Securities, KDB Capital, KDB Industrial Bank, SBVA, Wemade Tree",ArtNGuide conducts online auctions and art fairs.,Early Stage Venture,Yes,,26200000000,KRW,21639147,Early Stage Venture,3,,8,1,"43,844"
Non Equity Assistance - Nutreative,https://www.crunchbase.com/funding_round/nutreative-non-equity-assistance--4ade18b7,,,Non-equity Assistance,,,,2017-01-01,Nutreative,https://www.crunchbase.com/organization/nutreative,,,,,Euralimentaire,Application à destination des restaurateurs,,No,,,USD,,,1,,1,,"43,826"
