Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Honest Jobs,https://www.crunchbase.com/funding_round/honestjobs-seed--0ce6cd82,"Employment, Government, Human Resources","Columbus, Ohio, United States, North America",Seed,1500000,USD,1500000,2022-03-14,Honest Jobs,https://www.crunchbase.com/organization/honestjobs,https://www.honestjobs.com/,,,,"Caruso Ventures, Stand Together Ventures Lab",Honest Jobs helps people with criminal records employment 8x faster.,Seed,Yes,,2895952,USD,2895952,Seed,4,Stand Together Ventures Lab,2,1,"437,807"
Series A - NanoBridge Semiconductor,https://www.crunchbase.com/funding_round/nanobridge-semiconductor-series-a--39e064f4,"Manufacturing, Semiconductor","Tsukuba, Ibaraki, Japan, Asia",Series A,130000000,JPY,1244608,2020-12-02,NanoBridge Semiconductor,https://www.crunchbase.com/organization/nanobridge-semiconductor,https://nanobridgesemi.com,,,,"Japan Industrial Partners, NEC Corporation",NanoBridge Semiconductor designs and manufactures advanced circuits and conducts IP-licensing sales using NanoBridge.,Early Stage Venture,Yes,,130000000,JPY,1244609,Early Stage Venture,1,,2,2,"437,809"
Series A - HeTu Technology,https://www.crunchbase.com/funding_round/hetu-technology-series-a--2707a6f4,"Gaming, Internet, Mobile","Beijing, Beijing, China, Asia",Series A,12400000,CNY,2017716,2013-06-01,HeTu Technology,https://www.crunchbase.com/organization/hetu-technology,http://www.gamehetu.com,,,,N5Capital,HeTu is a mid-core to hard-core mobile game developer,Early Stage Venture,Yes,,12400000,CNY,2017716,Early Stage Venture,1,N5Capital,1,,"437,817"
Seed Round - Lumiant,https://www.crunchbase.com/funding_round/lumiant-2d6f-seed--95f875ec,"Customer Service, Financial Services","Sydney, New South Wales, Australia, Oceania",Seed,,,,2022-09-12,Lumiant,https://www.crunchbase.com/organization/lumiant-2d6f,https://lumiant.io,,,,Ric Edelman,Lumiant is an advice and client engagement platform.,Seed,Yes,,6500000,USD,6500000,Seed,4,Ric Edelman,1,,"437,818"
Funding Round - WeatherSafe,https://www.crunchbase.com/funding_round/weathersafe-undisclosed--0194641d,"Agriculture, Analytics, Artificial Intelligence (AI), Big Data, Information Technology","Didcot, Oxfordshire, United Kingdom, Europe",Funding Round,,,,2019-08-01,WeatherSafe,https://www.crunchbase.com/organization/weathersafe,http://www.weathersafe.co.uk,,,,,Weather Safe develop solutions to one of the greatest challenges facing humankind – the next breakthrough in the area of agriculture.,,Yes,$10M to $50M,,USD,,,2,,,,"437,825"
Non Equity Assistance - Topl,https://www.crunchbase.com/funding_round/topl-non-equity-assistance--ddd5dd26,"Blockchain, Information Technology, Supply Chain Management","Houston, Texas, United States, North America",Non-equity Assistance,,,,2019-05-15,Topl,https://www.crunchbase.com/organization/topl,https://www.topl.co,,,,MassChallenge,Topl is an impact technology economy that enables digital and sustainable transformation across value chains.,,No,Less than $1M,20400000,USD,20400000,Early Stage Venture,8,,1,1,"437,834"
Series B - PIPPA&JEAN,https://www.crunchbase.com/funding_round/pippa-jean-series-b--3cad5eed,"E-Commerce, Fashion, Lifestyle","Frankfurt, Hessen, Germany, Europe",Series B,,,,2013-12-12,PIPPA&JEAN,https://www.crunchbase.com/organization/pippa-jean,https://www.pippajean.com/,,,,"HV Capital, Vorwerk Ventures",PIPPA&JEAN is a social selling community with the aim of many women's wish for a self-determined life.,Early Stage Venture,Yes,$1M to $10M,4000000,EUR,4442416,Late Stage Venture,5,,2,1,"437,836"
Venture Round - Clever Cloud,https://www.crunchbase.com/funding_round/clever-cloud-series-unknown--06521888,"Apps, Cloud Computing, Consumer Electronics, Information Technology, PaaS, Web Development, Web Hosting","Nantes, Pays de la Loire, France, Europe",Venture - Series Unknown,,,,2019-01-01,Clever Cloud,https://www.crunchbase.com/organization/clever-cloud,https://www.clever-cloud.com,,,,"Clément Sauvage, Manfred Touron",Clever Cloud is an IT Automation platform.,,Yes,Less than $1M,,USD,,,2,,2,,"437,857"
Private Equity Round - TechROi Fuel Systems,https://www.crunchbase.com/funding_round/techroi-fuel-systems-private-equity--7f467458,"Automotive, Manufacturing","Bengtsfors, Vastra Gotaland, Sweden, Europe",Private Equity,,,,2015-11-05,TechROi Fuel Systems,https://www.crunchbase.com/organization/techroi-fuel-systems,http://techroifuel.com/,,,,Fouriertransform,TechROi Fuel Systems is the system supplier of fuel system to the automotive market.,Private Equity,Yes,$1M to $10M,,USD,,M&A,1,Fouriertransform,1,,"437,931"
Angel Round - VIEWINTECH,https://www.crunchbase.com/funding_round/viewintech-angel--fe6575d4,"Identity Management, Network Security, Privacy","Haidian, Beijing, China, Asia",Angel,,,,2019-06-01,VIEWINTECH,https://www.crunchbase.com/organization/viewintech,https://www.viewintech.com,,,,"Cornerstone Capital, Legend Star","VIEWINTECH is an encryption threat detection and defense solution provider, focusing on encrypted traffic security detection and defense.",Seed,Yes,,,USD,,Early Stage Venture,4,,2,,"438,027"
