Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Venture Round - Sparta Science,https://www.crunchbase.com/funding_round/sparta-science-series-unknown--02c68fbb,"Computer, Health Care, Software, Training, Wellness","Menlo Park, California, United States, North America",Venture - Series Unknown,,,,2023-04-26,Sparta Science,https://www.crunchbase.com/organization/sparta-science,http://spartascience.com,,,,IA Capital Group,"Sparta Science is a Movement Health Intelligence company optimizing how organizations assess, understand, and improve health and wellbeing.",,Yes,$1M to $10M,34000000,USD,34000000,,5,IA Capital Group,1,1,"62,405"
Series A - Meili Technology,https://www.crunchbase.com/funding_round/meili-technology-series-a--6d28beab,"Information Technology, Medical Device","Shenzhen, Guangdong, China, Asia",Series A,,,,2023-02-15,Meili Technology,https://www.crunchbase.com/organization/meili-technology,https://www.meilitech.cn/,,,,Autobio Diagnostics,Meili Technology has created commercial gene sequencing instruments and supporting reagents with ultra-long read length.,Early Stage Venture,Yes,,,USD,,Early Stage Venture,1,Autobio Diagnostics,1,,"62,407"
Seed Round - Perceptyne Robots,https://www.crunchbase.com/funding_round/perceptyne-robots-seed--d14915e4,"Industrial Automation, Machine Learning, Robotics","Hyderabad, Andhra Pradesh, India, Asia",Seed,723563,USD,723563,2023-05-01,Perceptyne Robots,https://www.crunchbase.com/organization/perceptyne-robots,https://www.perceptyne.com/,,,,Z21 Ventures,"Perceptyne Robots is a deep-tech robotics firm developing dexterous, affordable, and contextually aware robots.",Seed,Yes,,723563,USD,723563,Seed,1,,1,,"62,440"
Series C - AUTHINE,https://www.crunchbase.com/funding_round/authine-series-c--516f5896,"Digital Marketing, Information Services, Information Technology, Software","Shenzhen, Guangdong, China, Asia",Series C,100000000,CNY,15841584,2022-03-01,AUTHINE,https://www.crunchbase.com/organization/authine,https://www.authine.com,,,,"Gaorong Capital, Huatai Securities, Junshan Capital ., Maison Capital, Oriental Fortune Capital",AUTHINE offers low-code products that meet the digital upgrade needs of various enterprise sizes while also promoting business development.,Late Stage Venture,Yes,,290000000,CNY,44608595,Late Stage Venture,4,"Maison Capital, Oriental Fortune Capital",5,2,"62,400"
Series A - 56,https://www.crunchbase.com/funding_round/56-secure-series-a--ee199ce1,"Artificial Intelligence (AI), Computer Vision, Machine Learning, Physical Security, Software","Bangalore, Karnataka, India, Asia",Series A,8500000,USD,8500000,2022-03-15,56,https://www.crunchbase.com/organization/56-secure,https://56secure.com,,,,RTP Global,AI Powered Connected Security Platform For Homes & Enterprises.,Early Stage Venture,Yes,$1M to $10M,10800000,USD,10800000,Early Stage Venture,3,RTP Global,1,,"62,417"
Series A - PMX Inc.,https://www.crunchbase.com/funding_round/pmx-c17d-series-a--e6d6c112,"Artificial Intelligence (AI), Health Care, Machine Learning, Medical Device, Software","Palatine, Illinois, United States, North America",Series A,,,,2021-12-24,PMX Inc.,https://www.crunchbase.com/organization/pmx-c17d,http://www.pmx-inc.com,,,,"BNK Venture Capital, Intervalue Partners, Korea Alternative Investment Asset Management",PMX is a medical technology company that delivers personalized health insights using a breakthrough AI-assisted imaging platform.,Early Stage Venture,Yes,,100000,USD,100000,Early Stage Venture,3,,3,1,"62,410"
Seed Round - Wellxecon,https://www.crunchbase.com/funding_round/wellxecon-seed--e7bb6da7,"Analytics, Finance, Health Care, Information Technology","Seocho, Seoul-t'ukpyolsi, South Korea, Asia",Seed,,,,2021-12-08,Wellxecon,https://www.crunchbase.com/organization/wellxecon,https://wellxecon.com,,,,NAVER D2 Startup Factory,Wellxecon develops algorithms and content to implement data-driven decision-making in the healthcare and financial ecosystem.,Seed,Yes,,,USD,,Seed,1,NAVER D2 Startup Factory,1,1,"62,421"
Seed Round - JNPMEDI,https://www.crunchbase.com/funding_round/jnpmedi-seed--92c08546,"Health Care, Medical","Incheon, Inch'on-jikhalsi, South Korea, Asia",Seed,,,,2022-04-19,JNPMEDI,https://www.crunchbase.com/organization/jnpmedi,https://www.jnpmedi.com/,,,,TIPS Program,JNPMEDI was created to help progress the internationally renowned Korean medical infrastructure as a platform for medical data.,Seed,Yes,,16000000000,KRW,12029212,Early Stage Venture,3,,1,,"62,438"
Seed Round - GoJoe,https://www.crunchbase.com/funding_round/gojoe-seed--adccb068,"Fitness, Health Care, Mobile Apps, Sporting Goods, Wellness","London, England, United Kingdom, Europe",Seed,1200000,GBP,1473354,2023-03-22,GoJoe,https://www.crunchbase.com/organization/gojoe,https://www.gojoe.com/,,,,"Animoca Brands, Michael Carrick, Superbet Ventures","GoJoe is a social fitness app motivating people to exercise using stuff like the team, NFTs, and influencers.",Seed,Yes,,1200000,GBP,1473354,Seed,2,Superbet Ventures,3,2,"62,425"
Series A - SentBe,https://www.crunchbase.com/funding_round/sentbe-series-a--9e521787,"Finance, Financial Services, FinTech, Payments","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",Series A,1850000000,KRW,1653769,2016-10-11,SentBe,https://www.crunchbase.com/organization/sentbe,https://www.sentbe.com/en/,,,,"Busan Regional University Joint Technology Holdings, BUSAN UNITED HOLDINGS, L&S Venture Capital, Stonebridge Capital, Sunbo Angel Partners",SentBe is a fintech company specializing in foreign exchange services with a mission of building borderless finance for more.,Early Stage Venture,Yes,$1M to $10M,1850000000,KRW,1653769,Late Stage Venture,5,,5,1,"62,492"
