Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series A - Solvvy,https://www.crunchbase.com/funding_round/solvvy-inc-series-a--e033a877,"Artificial Intelligence (AI), Customer Service, Information Technology, Internet, Machine Learning, SaaS","San Mateo, California, United States, North America",Series A,12000000,USD,12000000,2017-10-23,Solvvy,https://www.crunchbase.com/organization/solvvy-inc,http://solvvy.com,,,,"Pear VC, Scale Venture Partners, Signatures Capital, True Ventures",Solvvy is a machine learning startup that reinvents the customer experience by delivering a  better self-service platform.,Early Stage Venture,Yes,Less than $1M,16500000,USD,16500000,M&A,2,Scale Venture Partners,4,2,"403,005"
Seed Round - Envíoclick,https://www.crunchbase.com/funding_round/envio-click-seed--5e0f5a9b,"Logistics, SaaS, Small and Medium Businesses, Software","Mexico City, Distrito Federal, Mexico, North America",Seed,250000,USD,250000,2019-02-01,Envíoclick,https://www.crunchbase.com/organization/envio-click,https://envioclick.com/,,,,,An entirely cloud-based logistics software,Seed,Yes,,2435000,USD,2435000,Seed,8,,,,"403,007"
Series B - Kti Intelligent Manufacturing,https://www.crunchbase.com/funding_round/kti-intelligent-manufacturing-series-b--4e5d886c,"Industrial Automation, Machinery Manufacturing, Manufacturing","Suzhou, Jiangsu, China, Asia",Series B,20000000,CNY,3257345,2014-09-23,Kti Intelligent Manufacturing,https://www.crunchbase.com/organization/kti-intelligent-manufacturing,http://www.kti-machine.com/,,,,Hawkins Capital,KTI Intelligent Manufacturing develops and manufactures automated manufacturing equipment for factories.,Early Stage Venture,Yes,,63000000,CNY,10127934,Late Stage Venture,4,Hawkins Capital,1,,"403,011"
Corporate Round - Linkers,https://www.crunchbase.com/funding_round/linkers-corporate-round--e94e08fd,"Finance, Manufacturing, Media and Entertainment","Sendai, Miyagi, Japan, Asia",Corporate Round,,,,2016-05-31,Linkers,https://www.crunchbase.com/organization/linkers,https://corp.linkers.net,,,,Nikkei Business Publications,Linkers is a technology matching platform providing open innovation support services to manufacturers.,,Yes,Less than $1M,750000000,JPY,6898607,,4,Nikkei Business Publications,1,,"403,012"
Post-IPO Equity - Moneta Gold,https://www.crunchbase.com/funding_round/moneta-porcupine-mines-post-ipo-equity--d8aed318,"Mineral, Mining, Precious Metals","Timmins, Ontario, Canada, North America",Post-IPO Equity,7600000,CAD,5901409,2016-08-16,Moneta Gold,https://www.crunchbase.com/organization/moneta-porcupine-mines,https://www.monetagold.com/,,,,"Cormark Securities Inc., Newport Private Wealth",Moneta is a gold exploration company that focuses on advancing its 100% wholly-owned Tower Gold project.,,Yes,,48548002,USD,48548002,IPO,7,"Cormark Securities Inc., Newport Private Wealth",2,,"403,016"
Venture Round - hashed,https://www.crunchbase.com/funding_round/hashed-series-unknown--949c16a0,Software,"San Francisco, California, United States, North America",Venture - Series Unknown,,,,2014-10-24,hashed,https://www.crunchbase.com/organization/hashed,http://www.gethashed.com,,,,"The Perkins Fund, Ulu Ventures","Create albums using hashtags, words and friends with one simple click.",,Yes,$1M to $10M,,USD,,,1,,2,2,"403,017"
Seed Round - Plucky,https://www.crunchbase.com/funding_round/plucky-seed--e75a0976,"Advertising, Consulting, Marketing, Social Media","Tokyo, Tokyo, Japan, Asia",Seed,,,,2014-01-01,Plucky,https://www.crunchbase.com/organization/plucky,http://www.plucky.xyz,,,,Incubate Fund,Plucky provides consulting and eCommerce services to ensure profitable growth and customer satisfaction.,Seed,Yes,,20000000,JPY,195081,M&A,3,,1,,"403,035"
Venture Round - Picket pharmaceuticals,https://www.crunchbase.com/funding_round/picket-pharmaceuticals-series-unknown--0d8aca41,"Clinical Trials, Pharmaceutical","New York, New York, United States, North America",Venture - Series Unknown,,,,2021-01-01,Picket pharmaceuticals,https://www.crunchbase.com/organization/picket-pharmaceuticals,http://picketpharmaceuticals.com,,,,E Squared Capital Management,Picket pharmaceuticals develops and brings to market innovative complex generic pharmaceutical products across a range of therapeutic areas.,,Yes,,,USD,,,1,,1,,"403,038"
Seed Round - Cinepapaya,https://www.crunchbase.com/funding_round/cinepapaya-seed--e64d4d28,"E-Commerce, Internet, Social Media, Ticketing","Lima, Lima, Peru, South America",Seed,107349,EUR,138788,2012-01-02,Cinepapaya,https://www.crunchbase.com/organization/cinepapaya,http://www.cinepapaya.com,,,,Wayra,Online and Mobile Sales of Movie Tickets,Seed,Yes,$10M to $50M,3083787,USD,3083787,M&A,7,,1,,"403,040"
Secondary Market - CathVision,https://www.crunchbase.com/funding_round/cathvision-secondary-market--4900fd8e,"Biotechnology, Health Care, Software","Copenhagen, Hovedstaden, Denmark, Europe",Secondary Market,,,,2021-01-22,CathVision,https://www.crunchbase.com/organization/cathvision,http://www.cathvision.com,,,,Nordic Secondary Fund,"CathVision helps guide ablation therapy of cardiac arrhythmia with novel hardware, software and data science.",,No,,32604545,USD,32604545,,8,,1,,"403,056"
