Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Private Equity Round - The Chartis Group,https://www.crunchbase.com/funding_round/the-chartis-group-private-equity--f38e273a,"Consulting, Health Care, Information Technology, Insurance, Legal","Boston, Massachusetts, United States, North America",Private Equity,,,,2012-12-07,The Chartis Group,https://www.crunchbase.com/organization/the-chartis-group,http://www.chartis.com/,,,,RLH Equity Partners,The Chartis Group (Chartis) is a national advisory services firm dedicated to the healthcare industry.,Private Equity,Yes,$10M to $50M,,USD,,M&A,1,RLH Equity Partners,1,1,"596,200"
Post-IPO Equity - Macmahon,https://www.crunchbase.com/funding_round/macmahon-post-ipo-equity--a1e883fc,"Industrial Engineering, Mining, Precious Metals","Perth, Western Australia, Australia, Oceania",Post-IPO Equity,152000000,USD,152000000,2017-07-17,Macmahon,https://www.crunchbase.com/organization/macmahon,http://www.macmahon.com.au,,,,MedcoEnergi,Macmahon provides contract mining services to clients.,,Yes,$100M to $500M,152000000,USD,152000000,IPO,1,MedcoEnergi,1,,"596,201"
Venture Round - Microscopy Innovations,https://www.crunchbase.com/funding_round/microscopy-innovations-series-unknown--2a97f637,"Biotechnology, Health Care, Health Diagnostics","Marshfield, Wisconsin, United States, North America",Venture - Series Unknown,750000,USD,750000,2016-05-24,Microscopy Innovations,https://www.crunchbase.com/organization/microscopy-innovations,http://www.microscopyinnovations.com/,,,,Silicon Pastures,"Microscopy Innovations develops products for microscope specimen preparation, handling, and storage.",,Yes,$1M to $10M,1610000,USD,1610000,,3,,1,,"596,202"
Convertible Note - DigiKhata,https://www.crunchbase.com/funding_round/digikhata-convertible-note--3fef57de,Software,"Faisalabad, Punjab, Pakistan, Asia",Convertible Note,,,,2021-08-03,DigiKhata,https://www.crunchbase.com/organization/digikhata,https://digikhata.pk/,,,,SOSV,DigiKhata is a usefull app for all shopkeepers and businesses to maintain the customer account on one click.,,No,,2093543,USD,2093543,Seed,3,,1,,"596,203"
Series B - Everactive,https://www.crunchbase.com/funding_round/everactive-series-b--522989ae,"Cloud Data Services, Hardware, Internet of Things, Wireless","Santa Clara, California, United States, North America",Series B,16500000,USD,16500000,2015-12-18,Everactive,https://www.crunchbase.com/organization/everactive,http://www.everactive.com,,,,"Jaffray Woodriff, New Enterprise Associates, OUP (Osage University Partners), University of Michigan Investment in New Technologies Fund",Everactive provides a hardware toolkit and managed network purpose-built for self-powered devices.,Early Stage Venture,Yes,$1M to $10M,132734089,USD,132734089,,7,OUP (Osage University Partners),4,3,"596,205"
Post-IPO Equity - Xeros,https://www.crunchbase.com/funding_round/xeros-post-ipo-equity--4476da29,"CleanTech, Water, Water Purification","Rotherham, Rotherham, United Kingdom, Europe",Post-IPO Equity,30000000,GBP,49518433,2014-03-20,Xeros,https://www.crunchbase.com/organization/xeros,https://www.xerostech.com/,,,,"Entrepreneurs Fund, Parkwalk Advisors",Xeros is a clean technology company focused on the development of “virtually waterless” laundry cleaning.,,Yes,$1M to $10M,50420000,GBP,78301052,IPO,5,,2,,"596,207"
Seed Round - Medley Health,https://www.crunchbase.com/funding_round/medley-health-seed--7945ffac,"Health Care, Online Portals, Primary and Urgent Care, Wellness","Dublin, California, United States, North America",Seed,3999999,USD,3999999,2011-10-27,Medley Health,https://www.crunchbase.com/organization/medley-health,http://www.medleyhealth.com,,,,,Medley Health provides physician practice management services for independent primary care physicians and their patients.,Seed,Yes,,32999999,USD,32999999,Early Stage Venture,4,,,,"596,208"
Venture Round - Broadbus Technologies,https://www.crunchbase.com/funding_round/broadbus-series-unknown--752c01c5,"Enterprise Software, Hardware, TV","Libertyville, Illinois, United States, North America",Venture - Series Unknown,,,,2003-06-10,Broadbus Technologies,https://www.crunchbase.com/organization/broadbus,http://www.broadbus.com,,,,Cipio Partners,Broadbus provides memory-based systems for delivering movies and television on demand.,,Yes,,57000000,USD,57000000,M&A,4,Cipio Partners,1,,"596,211"
Debt Financing - ROBN,https://www.crunchbase.com/funding_round/robn-debt-financing--8d476acc,"Mobile Apps, Software","New York, New York, United States, North America",Debt Financing,195000,USD,195000,2019-04-15,ROBN,https://www.crunchbase.com/organization/robn,https://gorobn.com/,,,,,"Robn is D2C outdoor tech wearable and mobile software company, enabling hands-free and headless real-time Audio and Communication.",,No,,195000,USD,195000,,2,,,,"596,212"
Seed Round - Mtchbx,https://www.crunchbase.com/funding_round/mtchbx-seed--77a5fee5,"Artificial Intelligence (AI), Human Resources, Information Technology, Staffing Agency","Zug, Zug, Switzerland, Europe",Seed,250000,CHF,249197,2022-11-02,Mtchbx,https://www.crunchbase.com/organization/mtchbx,https://www.mtchbx.ch/,,,,Höhle der Löwen Schweiz,Mtchbx provides AI match-making services for employers and job seekers eliminating extensive searching requirements.,Seed,Yes,,250000,CHF,249198,Seed,1,Höhle der Löwen Schweiz,1,,"596,213"
