Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series B - Soundreef,https://www.crunchbase.com/funding_round/soundreef-series-b--842c9894,"Music, Publishing","Milano, Lombardia, Italy, Europe",Series B,6000000,EUR,6501774,2020-05-07,Soundreef,https://www.crunchbase.com/organization/soundreef,http://soundreef.com/,,,,,"Soundreef S.p.A. develops the technology and the content management platform used by Soundreef ltd to audit, collect and maximize royalties.",Early Stage Venture,Yes,$10M to $50M,18720000,EUR,21033081,Early Stage Venture,9,,,,"249,616"
Venture Round - Ingenia Therapeutics,https://www.crunchbase.com/funding_round/ingenia-therapeutics-series-unknown--b697fcc1,"Biotechnology, Health Care, Medical, Pharmaceutical, Therapeutics","Watertown, Massachusetts, United States, North America",Venture - Series Unknown,7007866,USD,7007866,2022-11-30,Ingenia Therapeutics,https://www.crunchbase.com/organization/ingenia-therapeutics,https://ingeniatherapeutics.com,,,,,Ingenia Therapeutics is a biotechnology company developing a therapeutic antibody candidate for capillary diseases.,,Yes,$1M to $10M,11715396,USD,11715396,,2,,,,"249,621"
Series A - Efinity,https://www.crunchbase.com/funding_round/efinity-series-a--adb570f7,"Blockchain, Non-Fungible Token (NFT)","Singapore, Central Region, Singapore, Asia",Series A,18500000,USD,18500000,2021-03-02,Efinity,https://www.crunchbase.com/organization/efinity,https://efinity.io/,,,,"Alliance DAO, Amaiya Management, Andromeda Capital, Animoca Brands, Arrington XRP Capital, BlockArk, Blockchain.com Ventures, BlockTower Capital, Capstone, CMT Digital Ventures, Crypto.com Capital, D1 Ventures, Digital Finance Group (DFG), Digital Renaissance, Fenbushi Capital, GBV Capital, Hashed, HashKey Capital, Hypersphere Ventures, ICONIUM, Kenetic, LD Capital, Master Ventures, Pnyx Ventures",Efinity is a cross-chain NFT blockchain that brings non-fungible tokens to everyone.,Early Stage Venture,Yes,,18500000,USD,18500000,Early Stage Venture,1,"Crypto.com Capital, Digital Finance Group (DFG)",24,,"249,625"
Grant - Preliminal,https://www.crunchbase.com/funding_round/preliminal-grant--fb341a4c,"Mobile, Software, Video, Video Games","London, England, United Kingdom, Europe",Grant,50000,USD,50000,2015-10-30,Preliminal,https://www.crunchbase.com/organization/preliminal,http://www.preliminal.com,,,,MassChallenge,"Preliminal Games Ltd is an independent video game development studio based in Shoreditch, London.",,No,Less than $1M,50000,USD,50000,,1,,1,,"249,638"
Debt Financing - LYNX Network Group,https://www.crunchbase.com/funding_round/lynx-network-group-debt-financing--cb616ae8,"Telecommunications, VoIP, Web Hosting","Kalamazoo, Michigan, United States, North America",Debt Financing,,,,2011-12-01,LYNX Network Group,https://www.crunchbase.com/organization/lynx-network-group,http://www.lynxnetworkgroup.com,,,,Plymouth Growth,LYNX Network Group is a provider of telecommunications service.,,No,,,USD,,M&A,5,,1,2,"249,648"
Seed Round - Neighborhoods,https://www.crunchbase.com/funding_round/neighborhoods-seed--0e83806d,"Communities, Online Portals, Service Industry","Chicago, Illinois, United States, North America",Seed,,,,2012-06-01,Neighborhoods,https://www.crunchbase.com/organization/neighborhoods,,,,,Lightbank,"Neighborhoods is an online platform that brings communities together to share, recommend, and discuss everything around them.",Seed,Yes,,,USD,,Seed,1,,1,1,"249,662"
Grant - Jewish Federation of Palm Beach County,https://www.crunchbase.com/funding_round/jewish-federation-of-palm-beach-county-grant--90f3375d,"Events, Non Profit","West Palm Beach, Florida, United States, North America",Grant,4500000,USD,4500000,2019-12-12,Jewish Federation of Palm Beach County,https://www.crunchbase.com/organization/jewish-federation-of-palm-beach-county,https://jewishpb.org/,,,,,Jewish Federation of Palm Beach County develops the human and financial resources necessary for the community.,,No,$10M to $50M,4500000,USD,4500000,,1,,,,"249,663"
Seed Round - Listnerd,https://www.crunchbase.com/funding_round/listnerd-seed--35b3b67a,"App Discovery, Social Media, Social Network","Oslo, Oslo, Norway, Europe",Seed,150000,USD,150000,2012-08-15,Listnerd,https://www.crunchbase.com/organization/listnerd,http://www.listnerd.com,,,,,"Listnerd is a community that allows people to individually create, surf, and share lists with the listnerd community.",Seed,Yes,$1M to $10M,700000,USD,700000,Seed,3,,,,"249,685"
Series A - Welkin Health,https://www.crunchbase.com/funding_round/welkin-health-series-a--9144ca32,"Computer, Health Care, Software","San Francisco, California, United States, North America",Series A,8000000,USD,8000000,2017-11-09,Welkin Health,https://www.crunchbase.com/organization/welkin-health,https://www.welkinhealth.com/,,,,"Great Oaks Venture Capital, SVA, Thrive Capital","Welkin Health is a care management platform that supports a continuum of care for preventative, follow-up and chronic care management",Early Stage Venture,Yes,$10M to $50M,29000000,USD,29000000,Early Stage Venture,6,Thrive Capital,3,2,"249,702"
Series A - Applauze,https://www.crunchbase.com/funding_round/955-dreams-series-a--d6d2b387,"Digital Entertainment, Mobile, Publishing","Mountain View, California, United States, North America",Series A,7200000,USD,7200000,2013-10-23,Applauze,https://www.crunchbase.com/organization/955-dreams,http://applauze.com,,,,"Athena Technology Investors, Great Oaks Venture Capital, m8 Capital, Raj Sandhu, True Ventures, Vayner/RSE","Applauze is a smartphone app that publishes details on different types of events such as concerts, theater productions, sports and movies.",Early Stage Venture,Yes,$1M to $10M,10450000,USD,10450000,M&A,3,True Ventures,6,1,"249,733"
