Transaction Name,Transaction Name URL,Organization Industries,Organization Location,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Name,Organization Name URL,Organization Website,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Investor Names,Organization Description,Funding Stage,Equity Only Funding,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Venture Round - NexPhase Capital,https://www.crunchbase.com/funding_round/nexphase-capital-series-unknown--bdba790b,"Finance, Financial Services","New York, New York, United States, North America",Venture - Series Unknown,1000000,USD,1000000,2019-04-22,NexPhase Capital,https://www.crunchbase.com/organization/nexphase-capital,http://www.nexphase.com,,,,,NexPhase Capital is a sector-focused independent private equity firm.,,Yes,$1M to $10M,1000000,USD,1000000,,1,,,,"217,800"
Venture Round - kaonavi,https://www.crunchbase.com/funding_round/kaonavi-series-unknown--545de675,"Recruiting, Staffing Agency, Task Management","Tokyo, Tokyo, Japan, Asia",Venture - Series Unknown,,,,2017-03-27,kaonavi,https://www.crunchbase.com/organization/kaonavi,http://www.kaonavi.jp/,,,,Recruit Holdings,Kaonavi  is  provide cloud human resource management.,,Yes,,349000000,JPY,3419965,IPO,3,Recruit Holdings,1,,"217,802"
Seed Round - InYourClass,https://www.crunchbase.com/funding_round/inyourclass-seed--56617733,"Higher Education, Internet of Things, Mobile, SaaS, Social Media","New York, New York, United States, North America",Seed,800000,USD,800000,2014-06-21,InYourClass,https://www.crunchbase.com/organization/inyourclass,http://www.inyourclass.com,,,,,In Your Class Corp. provides enterprise cloud software and IoT applications for higher education.,Seed,Yes,Less than $1M,800000,USD,800000,Seed,1,,,,"217,803"
Series B - Lyric,https://www.crunchbase.com/funding_round/lyric-series-b--c354bf84,"Big Data, Hospitality, Property Management, Real Estate, Travel","San Francisco, California, United States, North America",Series B,160000000,USD,160000000,2019-04-17,Lyric,https://www.crunchbase.com/organization/lyric,https://www.lyric.com,,,,"Adam Bain, Airbnb, Dick Costolo, Fifth Wall, Jaws Ventures, New Enterprise Associates, Obvious Ventures, RXR Realty, SignalFire, SineWave Ventures, Tishman Speyer, Tusk Venture Partners",Lyric designs and operates accommodations for business travelers.,Early Stage Venture,Yes,$10M to $50M,179120000,USD,179120000,Early Stage Venture,6,Airbnb,12,,"217,804"
Pre Seed Round - ObiNo,https://www.crunchbase.com/funding_round/obino-pre-seed--21ffe209,"Fitness, Health Care, Wellness","Mumbai, Maharashtra, India, Asia",Pre-Seed,30000,USD,30000,2014-08-01,ObiNo,https://www.crunchbase.com/organization/obino,http://www.obino.in/,,,,HealthStart,"ObiNo, India’s 1st Mobile Weight Loss Coach.",Seed,Yes,$1M to $10M,30000,USD,30000,Seed,2,HealthStart,1,1,"217,805"
Series D - Bonobos,https://www.crunchbase.com/funding_round/bonobos-series-d--3fc79707,"E-Commerce, Fashion, Retail, Shoes","New York, New York, United States, North America",Series D,55000000,USD,55000000,2014-07-02,Bonobos,https://www.crunchbase.com/organization/bonobos,http://www.bonobos.com,,,,"AAFM, Accel, Coppel Capital, Corazon Capital, Felicis, Forerunner Ventures, Glynn Capital Management, Lightspeed Venture Partners, Melo7 Tech Partners, Mousse Partners, Nordstrom, Peterson Ventures, Sandbridge Capital",Bonobos is an e-commerce driven clothing brand focused on delivering great fit and excellent customer service.,Late Stage Venture,Yes,$100M to $500M,127649865,USD,127649865,M&A,9,Coppel Capital,13,4,"217,807"
Angel Round - Gritpharma,https://www.crunchbase.com/funding_round/gritpharma-angel--188de42a,"Biotechnology, Health Care, Medical, Pharmaceutical","Nanjing, Jiangsu, China, Asia",Angel,2730000,CNY,409258,2016-07-27,Gritpharma,https://www.crunchbase.com/organization/gritpharma,http://www.gritpharma.com/,,,,"Bosera Capital, Shenzhen Baiaote Investment Enterprise, Shenzhen Guozhong Venture Capital Management, Shenzhenshi Xingyoucheng Qiye Guanli Guwen Youxian Gongsi, Yide Juncheng Investment Partnership, Zhuhai Hengqin Shangding Touzi Qiye",Gritpharma is a pharmaceutical company.,Seed,Yes,$1M to $10M,2730000,CNY,409259,IPO,2,,6,,"217,808"
Series C - 1mg,https://www.crunchbase.com/funding_round/healthkart-plus-series-c--1d3f5e81,"Delivery, E-Commerce, Health Care, Medical, Pharmaceutical","Gurgaon, Haryana, India, Asia",Series C,12200000,USD,12200000,2017-07-01,1mg,https://www.crunchbase.com/organization/healthkart-plus,https://www.1mg.com/,,,,Maverick Ventures,1mg is an online pharmacy network platform and generic medicine engine.,Late Stage Venture,Yes,$10M to $50M,230800209,USD,230800209,M&A,16,,1,,"217,809"
Pre Seed Round - Q-life,https://www.crunchbase.com/funding_round/q-life-pre-seed--7d7d9bd7,Health Care,"Budapest, Budapest, Hungary, Europe",Pre-Seed,,,,2018-06-01,Q-life,https://www.crunchbase.com/organization/q-life,https://getqlife.com/,,,,"Drukka Startup Studio, Studio One",Q-life makes functional health drinks containing mineral water and cognac powder that enhance performance and promote healthy living.,Seed,Yes,,7150,USD,7150,M&A,2,,2,,"217,810"
Angel Round - Aflete,https://www.crunchbase.com/funding_round/aflete-angel--b5f4244d,"E-Commerce, FinTech, Mobile Apps, Social Media","London, England, United Kingdom, Europe",Angel,,,,2016-03-01,Aflete,https://www.crunchbase.com/organization/aflete,https://aflete.com/,,,,,We help influencers and brands build businesses.,Seed,Yes,,,USD,,Seed,2,,,,"217,811"
